0,1,2,3,4,5,6,7,8,9,10,11
,,,,,,,,,,,
,0.10578296872273445,0.10578296872273542,0.10578296872273542,0.10578296872273542,0.10578296872273542,0.10578296872273542,0.10578296872273542,0.10578296872273542,0.10578296872273542,0.10578296872273542,0.10578296872273542
,0.22209529909563858,0.2889371698920981,0.2889371698920915,0.28893716989207596,0.28893716989207596,0.28893716989207596,0.28893716989207596,0.28893716989207596,0.28893716989207596,0.28893716989207596,0.28893716989207596
,0.2641046373638996,0.34493847803141847,0.42577699874990477,0.4669526234111245,0.4669526234111279,0.4669526234111048,0.4669526234111048,0.4669526234111048,0.4669526234111048,0.4669526234111048,0.4669526234111048
,0.30452389772317506,0.38535773839067416,0.46619625910915224,0.5470347798276545,0.6278733005461602,0.641788533523187,0.6417885335232133,0.6417885335231879,0.6417885335231879,0.6417885335231879,0.6417885335231879
,0.3449431580824035,0.42577699874992847,0.5066155194683966,0.5874540401869002,0.6682925609054038,0.7478488985941303,0.8141633104469262,0.8141633104469257,0.8141633104469147,0.8141633104469039,0.8141633104469039
,0.3853600784161643,0.4661939190836811,0.5470324398021503,0.6278709605206894,0.7087094812391551,0.7895105848031776,0.8661534872324518,0.9427050793623092,0.986113837034756,0.9861138370347566,0.9861138370347586
,0.4257793387754074,0.5066131794429344,0.587451700161395,0.6682902208799445,0.7491287415984007,0.8299625822659598,0.9079089011215115,0.984460493251306,1.0610120853811655,1.1375592456467154,1.1580743190722758
,0.4661985991346684,0.5470324398021876,0.6278709605206966,0.7087094812391569,0.7895480019576467,0.8703818426251619,0.9496643150105191,1.0262159071403922,1.1027674992701673,1.1793146595357147,1.255866251665567
,0.5066178594939207,0.5874517001614397,0.668290220879956,0.7491287415984417,0.8299672623168898,0.9108011029844065,0.9914197288995323,1.0679713210293762,1.144522913159169,1.2210700734247162,1.2976216655545703
,0.5470347798276787,0.6278686204951992,0.7087071412137399,0.7895456619321907,0.870384182650644,0.951218023318159,1.0320565440367409,1.1097243175378844,1.186275909667641,1.262823069933189,1.3393746620630447
,0.5874540401869306,0.6682878808544451,0.7491264015730633,0.82996492229138,0.9108034430098891,0.9916372836774057,1.0724758043959812,1.1514797314268432,1.228031323556644,1.3045784838221897,1.3811300759520415
