reactions,data_type,kcat,MW,kcat_MW
ICYSDS,ours,13.159426,45088.99430000002,1050.6762090277975
LPLIPAL1G140pp,ours,13.159426,23621.8715,2005.5114430708843
S4FE4ST,ours,13.155233,27582.02920000002,332.4620358638958
GF6PTA,ours,13.11103,66893.53170000012,705.594499206265
G5SD,ours,13.11103,44629.54760000013,1057.5887621141799
GDPTPDP,ours,13.071642,79341.5360000004,593.1056237681076
ALDD19xr,ours,13.049501,53698.50160000009,874.8512938022077
ALDD2x,ours,13.049501,53417.97230000012,879.4456542859059
CBLAT,ours,13.049501,21998.62850000001,2135.5060202957643
PNTK,ours,13.036942,36359.31270000001,1290.8107363646614
GARFT,ours,13.023915,23237.995899999987,2017.6479160149966
GALURt2rpp,ours,12.996224,46891.77140000005,997.7530172809797
PLIPA1G120pp,ours,12.9852915,33162.71369999999,1409.6267821411736
K2L4Aabcpp,ours,12.957663,64459.97920000018,723.6674193652217
LPLIPAL2A180,ours,12.957663,38977.781800000055,1196.7737681778476
LPLIPAL1G181pp,ours,12.957663,23621.8715,1974.762533104119
GLXCL,ours,12.954561,64731.0383000001,720.4645688496538
PLIPA1A140pp,ours,12.941571,33162.71369999999,1404.8806747681813
GLCDpp_num1,ours,12.905692,86746.30460000041,535.5904371285435
GLUt2rpp,ours,12.847642,47158.59530000004,980.7652434465106
U23GAAT,ours,12.561916,36038.10640000001,1254.8633132400093
UGMDDS,ours,12.561916,47446.580300000096,953.1329194656398
UGLT,ours,12.561916,39645.20790000008,1140.6901362219849
UGLCURPpp,ours,12.561916,60823.23910000007,743.5134706596043
UGLYCH,ours,12.561916,18169.33249999999,2488.968573831759
AP4AH,ours,12.4317255,31296.348000000005,1430.0138725451288
AP5AH,ours,12.4317255,31296.348000000005,1430.0138725451288
LEUabcpp_num1,ours,12.383476,39075.92450000002,257.59696648801446
HEMEOS,ours,12.382277,32248.10950000005,1382.2886950938919
GTHS,ours,12.382277,35560.487600000015,1253.5316641721186
APG3PAT180,ours,12.290656,22193.16890000001,1993.692825002561
ALLTAMH,ours,12.290632,45693.48650000005,968.3278425252132
APH120,ours,12.290632,10299.637399999994,4295.906106364485
APG3PAT181,ours,12.290632,22193.16890000001,1993.6889319127374
ALLTNt2rpp,ours,12.290632,52455.427700000015,843.5023245459114
LEUTRS,ours,12.236466,97232.6634000005,453.0502000009986
I2FE2SS2,ours,12.2364235,45088.99430000002,618.9676891110645
GALabcpp_num1,ours,12.223465,35712.139500000005,344.65610508843383
G3PGabcpp,ours,12.223465,31499.36120000001,288.1114955435704
G3PEabcpp,ours,12.223465,48448.15090000003,288.1114955435704
HISt2rpp,ours,12.2218075,49689.54070000004,885.4681766056245
PRASCSi_copy1,ours,12.097825,26994.692700000007,1613.36046622231
DSBAO1,ours,12.020128,23104.262199999983,1000.6065546116423
3OAR60,ours,12.006216,25560.01369999998,1691.0154316544842
3OAR40,ours,12.006216,25560.01369999998,1691.0154316544842
2AGPEAT161,ours,11.707049,80699.04430000036,522.2537238895134
LPLIPAL2G120,ours,11.676504,38977.781800000055,1078.4455261125183
LPLIPAL2G140,ours,11.676504,38977.781800000055,1078.4455261125183
LPLIPAL2E181,ours,11.676504,38977.781800000055,1078.4455261125183
LPLIPAL2E180,ours,11.676504,38977.781800000055,1078.4455261125183
SUCDi,ours,11.650511,64421.13070000015,354.36693822059965
SUCFUMtpp_num1,ours,11.650511,47934.68860000006,874.9788686433639
TRPTRS,ours,11.542502,37437.38430000006,1109.9335056909927
TRPt2rpp_num1,ours,11.5424795,44332.01690000004,937.311882148993
ASPabcpp,ours,11.483785,24914.420400000006,367.48974571931154
MOAT3C,ours,11.47443,32919.69940000006,1254.809392336065
LPLIPAL2A141,ours,11.465929,38977.781800000055,1058.9967538891588
LPLIPAL1E181pp,ours,11.465929,23621.8715,1747.420580117879
IPPS,ours,11.465929,57297.24130000005,720.4071865149283
THZPSN3,ours,11.460461,7311.2128,232.22590507783312
TRPS1,ours,11.421952,28723.808900000007,573.4363865851883
LIPACabcpp,ours,11.419318,64459.97920000018,637.7529951173159
LPLIPAL1G120pp,ours,11.419318,23621.8715,1740.317010868508
ICHORT,ours,11.419318,32553.98120000002,1262.811591228663
SHK3Dr_num1,ours,11.326702,31227.45460000001,1305.7781276863975
LPLIPAL1A180pp,ours,11.161583,23621.8715,1701.037904638504
GLYBabcpp,ours,11.155494,34424.10630000003,300.4054854625584
TDPADGAT,ours,11.147171,24220.0712,1656.8826436810807
DURADx,ours,11.141442,44328.96830000007,448.6618865922365
GLCATr,ours,11.126702,20095.759199999982,1993.2626979328074
TDPAGTA,ours,11.114233,41900.5557,954.9095025486738
2AGPEAT120,ours,11.100662,80699.04430000036,495.2026823445271
LPLIPAL1A161pp,ours,11.084671,23621.8715,1689.3164286326762
PLIPA1G181pp,ours,11.01678,33162.71369999999,1195.9337332517516
GLUabcpp,ours,10.989893,27502.3631,351.6848307463473
GLYAT,ours,10.987377,43116.554700000095,917.3867781230655
GDPMNP,ours,10.987377,21748.40270000001,1818.733897179492
DALAt2pp,ours,10.969908,51659.05060000008,764.4675684380451
3OAR180,ours,10.852108,25560.01369999998,1528.465096245235
3OAR181,ours,10.852108,25560.01369999998,1528.465096245235
PRAIS,ours,10.796071,36853.62070000003,1054.6007383203996
GLCP_num1,ours,10.793676,93171.41220000049,417.05103188292986
LPLIPAL2ATE181,ours,10.784197,38977.781800000055,996.0317752099464
FEOXAMR3,ours,10.757332,30112.408000000032,1286.0610549644502
FA100ACPHi,ours,10.757311,22960.8319,1686.6252829454315
FA141ACPHi,ours,10.757311,22960.8319,1686.6252829454315
FEOXAMR2,ours,10.757311,30112.408000000032,1286.058544371475
FEOXAMR1,ours,10.757311,30112.408000000032,1286.058544371475
FEENTERtpp,ours,10.757311,43281.44640000003,894.7556706422816
FA140ACPHi,ours,10.757311,22960.8319,1686.6252829454315
KG6PDC_num1,ours,10.731835,23577.805199999995,1638.6006107133335
LPLIPAL2ATE140,ours,10.731835,38977.781800000055,991.1956046713758
LEUTAi_num1,ours,10.731814,34093.243900000016,1133.2019479671744
LIPAHT2ex,ours,10.701801,21769.2935,1769.762698086642
LDH_D2,ours,10.701801,64611.55530000015,596.2785359540774
KDOPS,ours,10.701801,30832.3438,1249.5476779160722
LIPAabctex,ours,10.697768,21702.360700000016,259.15720911117677
LDH_D_num1,ours,10.665446,64611.55530000015,594.252923052603
IG3PS,ours,10.665446,28454.1145,766.2763954180489
ACGAptspp_num1,ours,10.610204,9119.2594,269.7373895149285
GHBDHx,ours,10.528503,31157.82340000003,1216.4717128475659
PLIPA1G160pp,ours,10.473507,33162.71369999999,1136.9583786504181
MLTG4,ours,10.378601,69040.17260000018,541.177146477758
NADPHQR3,ours,10.378601,21890.6384,1706.8010040310196
FUM_num1,ours,10.35845,60297.86670000006,618.4368044980929
FTHFD,ours,10.358433,31934.3405,1167.719709132556
FDMO2,ours,10.358413,41735.731200000046,893.4858867406153
FUMt2_2pp,ours,10.358413,45435.73190000005,820.7260066168311
GGGABADr,ours,10.329608,53417.97230000012,696.143773319526
GAPD,ours,10.329608,35532.06830000002,1046.5641483639718
SGSAD,ours,10.237897,53025.6779000001,695.0675721582793
GGPTRCS,ours,10.228925,53176.57960000005,692.4877507540926
FDMO4,ours,10.206549,41735.731200000046,880.3865499306255
G3PAT160,ours,10.206549,91380.36490000038,367.3630944368358
AMPTASECG_num1,ours,10.194806,52914.774700000016,693.5927027579311
MOGDS_num1,ours,10.170964,77951.0022000005,469.72417758087227
OXDHCOAT,ours,10.162893,42276.08740000004,517.6317954825411
S2FE2ST,ours,10.136521,13299.96739999999,256.172460665435
ABUTD,ours,10.074558,50829.40480000006,713.5320380536888
ABUTt2pp,ours,10.074542,51079.488600000026,710.0374767651839
AGM3PApp_num1,ours,10.067858,31411.72830000003,1153.8457372942437
GGGABAH,ours,10.052874,28012.69570000001,1291.9265888430718
G3PCabcpp,ours,9.971727,39523.22110000002,235.0372156440257
IGPS,ours,9.958151,49491.72400000008,724.3502691480285
KDOPP,ours,9.958133,20014.91889999999,1791.1278571306134
ISETACabcpp_num1,ours,9.958133,29811.538600000003,388.0901133623309
BUTCT,ours,9.944066,23525.938000000024,770.1056465107397
APH181,ours,9.909989,10299.637399999994,3463.8074152008517
IDONt2rpp,ours,9.858694,46040.72780000005,770.8674492326327
KARA1,ours,9.858694,54068.42740000005,656.4144752617674
PSD141,ours,9.8322115,35933.97080000004,985.0278333281208
ADPT,ours,9.750373,19858.61569999999,1767.5624187641645
FE3DCITabcpp,ours,9.735519,28190.35910000001,268.8550842871293
GLCTR1,ours,9.735503,42283.61260000006,828.8745602593083
GLCTR2,ours,9.735503,39422.7038,889.0260540678591
GLYC2Pabcpp,ours,9.735503,48448.15090000003,229.46933043935712
CYANST,ours,9.703047,12082.338199999998,2891.0769274774984
DADA,ours,9.703047,36397.02380000004,959.7204813213317
CYSabc2pp,ours,9.703047,62919.38320000014,272.95202962579845
AGPAT141,ours,9.703047,27452.833700000017,1272.3994026161306
DGSNt2pp,ours,9.703047,46388.71720000007,753.0057157950457
DADNt2pp_num1,ours,9.703047,46388.71720000007,753.0057157950457
CYSTRS,ours,9.703047,52201.51890000013,669.1561842657402
APH141,ours,9.698059,10299.637399999994,3389.732186105893
MALCOAMT,ours,9.548158,28275.8538,1215.6438862334196
ARBTptspp_num1,ours,9.504774,66482.15310000026,245.87934065932268
AMALT2,ours,9.504774,78502.5889000005,435.8733499042575
THRt2pp_num1,ours,9.504338,31168.089,1097.7771784468405
APG3PAT160,ours,9.493403,22193.16890000001,1539.9446088115874
HSK,ours,9.473269,33623.29050000001,1014.2900320835639
FE3HOXtonex,ours,9.473269,15526.81839999999,227.2235350578704
2DGULRGy,ours,9.4711685,35395.09920000004,963.3030382918083
3OAS180_num1,ours,9.471152,43045.28340000006,792.0994939947348
2DGULRx,ours,9.471152,35395.09920000004,963.3013600933759
ANPRT,ours,9.470336,56869.27080000013,599.5014376023953
ALATA_D2_num1,ours,9.470336,45316.05480000002,752.3428451675362
APG3PAT161,ours,9.353183,22193.16890000001,1517.1992315166844
ALPATE160pp,ours,9.346599,57065.09260000003,514.5822773720803
LPLIPAL2E120,ours,9.296566,38977.781800000055,858.6337152721183
TPRDCOAS,ours,9.27917,31644.09520000001,1055.6475635934755
G3PD7,ours,9.224804,45356.710000000094,223.74933862676332
LPLIPAL1A181pp,ours,9.159238,23621.8715,1395.8782563015807
APH161,ours,9.096218,10299.637399999994,3179.372586456298
LPLIPAL2A120,ours,9.033537,38977.781800000055,834.3402753616923
K2L4Aabctex,ours,9.033537,21702.360700000016,218.84062519607383
LPLIPAL2A181,ours,9.033537,38977.781800000055,834.3402753616923
KAS14_num1,ours,9.033537,42612.87280000006,763.1668804080243
ADMDC,ours,9.022793,30384.30650000002,1069.040519322038
ADPRDP_num1,ours,9.022793,21152.9129,1535.5830638342013
ALCD2x_num1,ours,9.022793,35379.17940000002,918.1121594923137
PSD140,ours,8.970877,35933.97080000004,898.736111846564
APRAUR,ours,8.957086,40337.85500000001,799.3858275309877
LALGP,ours,8.888038,52914.774700000016,604.6881420436246
IDOND,ours,8.840398,37146.21520000005,856.7611162711391
LIPOS,ours,8.835699,36071.34330000006,881.822341226753
SELtpp,ours,8.82373,37614.08540000001,224.4888518140397
URDGLYCD,ours,8.823715,37966.6857,836.6643918038914
TYRPpp,ours,8.815889,26103.21480000001,1215.8349323317827
RIBabcpp_num1,ours,8.808165,55259.35330000005,197.88764463200067
RNTR1c2_num1,ours,8.785895,80021.63100000033,218.20078877779332
CPGNtonex,ours,8.767818,26093.9289,211.64177628467718
CPGNabcpp,ours,8.767803,32997.955000000045,238.56839710041925
PSD180,ours,8.712214,35933.97080000004,872.822282139773
ILETA,ours,8.653824,34093.243900000016,913.7812315946852
FDMO6,ours,8.639502,41735.731200000046,745.2177380325845
PHEMEabcpp,ours,8.605666,17698.109800000002,309.8050816943364
PHETRS,ours,8.605666,36831.36340000001,249.4226429018794
DSBDR_num1,ours,8.590394,61794.34410000012,399.81691800362995
FCLT,ours,8.590394,35883.96540000001,861.8171948187196
F6Pt6_2pp,ours,8.590394,50605.9889,611.1019480542154
FESR,ours,8.590394,24882.361700000005,1242.8650773933566
ILETRS,ours,8.526005,104295.61110000077,294.29443555942476
LACZ,ours,8.519988,116481.4806000006,263.3204578273522
AACPS9,ours,8.499674,8639.416499999992,342.50451738250547
AADDGT,ours,8.499674,40639.09220000004,752.9406968396792
PGP140abcpp,ours,8.454249,64459.97920000018,472.1580239045426
PE140abcpp,ours,8.454249,64459.97920000018,472.1580239045426
PGP181abcpp,ours,8.454249,64459.97920000018,472.1580239045426
PE141abcpp,ours,8.454249,64459.97920000018,472.1580239045426
PGP120abcpp,ours,8.454234,64459.97920000018,472.1571861754481
PGK,ours,8.432877,41117.70940000005,738.3280256365633
PDH,ours,8.432877,66095.26740000023,140.25547525744508
PDE4,ours,8.432877,90259.33490000054,336.3458996638343
PGLYCP,ours,8.432877,27388.82999999999,1108.4211045159655
PGL,ours,8.432877,36307.20400000005,836.1524396095044
PDX5PS,ours,8.432877,26384.006,493.6529671856188
PDX5POi,ours,8.432877,25544.8351,1188.4342600434325
ALATA_L2_num1,ours,8.376653,36494.29420000008,826.3196058741679
NNDPR,ours,8.202971,32761.66130000005,901.3796745404957
AKGDH,ours,8.19,44010.87490000002,147.59768185315534
DXPS,ours,8.19,67616.15660000016,436.0496290024259
ALLK,ours,8.16869,33820.571000000025,869.5087968798628
