Time,Biomass,Glucose,CO2
0.0,0.37,10.0,0.0
0.08080808080808081,0.38990245005408963,9.796055881683964,30.6970602038716
0.16161616161616163,0.41071792455907147,9.5827247511183,63.039150293698654
0.24242424242424243,0.43246611181729694,9.359799056871859,97.10084064713676
0.32323232323232326,0.45516348809143364,9.127103315128219,132.9581989363528
0.4040404040404041,0.47882259764209506,8.88450138267169,170.68847664845194
0.48484848484848486,0.5034512157054715,8.631904912504138,210.36974385401828
0.5656565656565657,0.5290513400366805,8.369283543112893,252.0804353154051
0.6464646464646465,0.5556182945725732,8.09667395626318,295.8989366987244
0.7272727272727273,0.58313938101597,7.8141935125989805,341.9028904632088
0.8080808080808082,0.6115927243538969,7.522051928303603,390.16858496428983
0.888888888888889,0.6409458543750655,7.220565627242662,440.7701632832054
0.9696969696969697,0.6711540431096488,6.91017457830202,493.7785768526091
1.0505050505050506,0.7021588710153905,6.591456817960994,549.2606691018776
1.1313131313131315,0.7338864949803996,6.265146004063333,607.2779846564943
1.2121212121212122,0.7662459558823843,5.932148605100041,667.8853282794695
1.292929292929293,0.7991277766642941,5.5935581546054856,731.1294512191462
1.373737373737374,0.8324024151437176,5.250670990230075,797.0475431685691
1.4545454545454546,0.8659195349301946,4.904993823432648,865.6653561566421
1.5353535353535355,0.8995069835437152,4.5582541850143565,936.9958255767958
1.6161616161616164,0.9329719972451423,4.21238860418761,1011.036927032984
1.696969696969697,0.9661022873316704,3.8695318837902115,1087.770253253068
1.777777777777778,0.9986687111529644,3.5319904586432473,1167.1595813539996
1.8585858585858588,1.0304296369244912,3.2021987099648443,1249.1496700140515
1.9393939393939394,1.0611370217822798,2.8826580241825424,1333.6654110834907
2.0202020202020203,1.0905446302551658,2.575854267729711,1420.6116216380033
2.101010101010101,1.1184181509703417,2.284156075682077,1509.8737417952416
2.181818181818182,1.1445449698030328,2.009716524276062,1601.3190433963052
2.262626262626263,1.168745190443943,1.75436214240047,1694.798836990652
2.3434343434343434,1.1908815561145552,1.5194928339158378,1790.1516454276425
2.4242424242424243,1.2108678885815203,1.3059966518013373,1887.2066938822077
2.505050505050505,1.228671676819333,1.1142231766773403,1985.7886261123876
2.585858585858586,1.2443150338261897,0.9439733618937083,2085.721648729121
2.666666666666667,1.2578707554262665,0.7945384635228496,2186.833773505187
2.747474747474748,1.2694541413275955,0.6647818610052343,2288.960719677096
2.8282828282828287,1.2792129614010663,0.5532396081737563,2391.9488987196473
2.909090909090909,1.2873163177102493,0.4582318040497769,2495.6575924423505
2.98989898989899,1.2939436776284128,0.37797227606873396,2599.960238621314
3.070707070707071,1.2992753783103674,0.3106637673449269,2704.744872053304
3.151515151515152,1.3034849560668966,0.2545733578072508,2809.9138882730044
3.2323232323232327,1.3067306355818284,0.20808522943405616,2915.3831388750323
3.3131313131313136,1.3091566279241784,0.16973236810948475,3021.0806120881475
3.393939393939394,1.3108951139713654,0.13821305387714236,3126.945504726701
3.474747474747475,1.312060431495972,0.11239229155570553,3232.9269756849535
3.555555555555556,1.3127507017705795,0.09129538977651792,3338.9828254488134
3.6363636363636367,1.3130495536845914,0.0740950300577733,3445.0781472016047
