reactions,data_type,kcat,MW,kcat_MW
MDDCP2pp_num3,ours,52.86283628422997,43608.37640000005,4363.982939370054
MDDCP1pp_num4,ours,52.65616537529945,43345.53450000004,4373.280835908896
GALURt2rpp_reverse,ours,52.259024862652716,46891.77140000005,4012.057635885122
MDDCP1pp_num3,ours,52.23768669634664,43608.37640000005,4312.374998369526
GALURt2rpp,ours,51.918722064069044,46891.77140000005,3985.9317285388024
PSSA141,ours,51.81169506767134,141708.5374000001,1316.237579371253
GLCURt2rpp_num2,ours,51.721018327474326,46891.77140000005,3970.7535121803353
ECOAH5_reverse_num2,ours,51.53832611378159,77071.2984000004,2407.3549798872045
TRE6PH,ours,50.95792301990075,63836.9039000001,2873.7064560495137
GLCURt2rpp_reverse_num2,ours,50.66438900118705,46891.77140000005,3889.633403874207
PSSA161,ours,50.36112896419244,141708.5374000001,1279.3870263394074
R5PPpp,ours,50.291165019953,26103.21480000001,6935.858110160085
PPAKr,ours,49.58515415567097,43383.618700000006,4114.607317448497
MALTATr_reverse,ours,49.58062364785163,20095.759199999982,8881.985664530954
MALTATr,ours,49.46371296835014,20095.759199999982,8861.042019555083
DHFR_reverse_num1,ours,49.374118826918895,26347.997200000016,6746.122918857299
PSSA120,ours,49.372887981833415,141708.5374000001,1254.2814991653438
HACD6_num2,ours,49.26084807884733,77071.2984000004,2300.9739911667225
ALPATG160pp,ours,49.119200181917364,57065.09260000003,2704.285258446001
GLCATr_reverse,ours,49.075026530805246,20095.759199999982,8791.411847276666
ECOAH5_reverse_num1,ours,49.045029819180684,79592.95340000032,2218.313302959427
P5CD,ours,49.03245742457657,143813.43360000025,1227.4016572014823
PSSA181,ours,48.921098284663884,141708.5374000001,1242.804117917527
HSDy_num1,ours,48.79131285295552,88886.59570000051,1976.0991506916139
MEPCT,ours,48.776186270543164,25736.95940000001,6822.650175760673
GLCATr,ours,48.735289469181005,20095.759199999982,8730.550577509497
CRNt7pp,ours,48.64780495889622,56586.61990000004,3094.9383115923883
CRNt8pp,ours,48.647804819370954,56586.61990000004,3094.938302715892
CRNDt2rpp,ours,48.56616908280888,54845.15890000003,3187.8512562411747
CRNDt2rpp_reverse,ours,48.3459557538217,54845.15890000003,3173.3965987973097
CRNt2rpp_reverse,ours,48.3459557538217,54845.15890000003,3173.3965987973097
HACD3_num2,ours,48.126203930935944,77071.2984000004,2247.974768144927
GLYTRS,ours,48.08639113373479,76812.00450000032,1551.368808672283
LALALGLUtpp_num2,ours,48.019911783640836,53574.55730000009,3226.7496202177063
HACD5_num1,ours,47.89363843377573,79592.95340000032,2166.23571555509
RBFSa,ours,47.81324491489951,23444.63330000001,7341.879887438382
SUCMALtpp_num2,ours,47.458463437124976,47934.68860000006,3564.23444823734
SUCASPtpp_num2,ours,47.458463437124976,47934.68860000006,3564.23444823734
XYLabcpp,ours,47.30722148442962,35733.60059999997,1278.2499021015265
SUCTARTtpp,ours,47.232462939761916,47934.68860000006,3547.2613163725173
SUCCt2_3pp_num1,ours,47.19598019190096,47934.68860000006,3544.5213821800694
MDDCP2pp_num1,ours,47.09376160609347,44443.43770000003,3814.6810992961596
HACD6_num1,ours,47.03325699605639,79592.95340000032,2127.3205472709888
FDH5pp_num2,ours,47.00486808096533,33100.047800000044,991.5003998841031
FDH4pp_num1,ours,46.86422864690379,24606.05910000002,988.533812362332
CRNt2rpp,ours,46.812515375756895,54845.15890000003,3072.7425853574236
AGM3Pt2pp,ours,46.7184321359374,53244.53680000006,3158.7532880814633
GAPD,ours,46.585446184914424,35532.06830000002,4719.8942895674845
HACD5_reverse_num1,ours,46.34925209154756,79592.95340000032,2096.3829133342674
MDDCP1pp_num1,ours,46.32276932454552,44443.43770000003,3752.2293098484533
AMANK,ours,46.28447559679417,29643.512499999983,5620.9301157701575
PSCVT,ours,45.79202470188081,46095.263000000064,3576.3173523225305
OBTFL_num3,ours,45.681919381077165,28203.989300000023,1440.8362485868774
OBTFL_num1,ours,45.666955670059124,28203.989300000023,1285.9479802339115
OBTFL_num2,ours,45.57731713017261,28203.989300000023,1444.8574201213926
ASPK_num3,ours,45.49301566185912,48531.143400000044,3374.634202059469
HACD7_num2,ours,45.35401754246944,77071.2984000004,2118.4859544664055
CYSTL_num1,ours,45.29945943206917,43641.356400000026,3736.77785036601
TREHpp,ours,45.16265472579967,63635.9564000002,2554.9322460230724
PHETA1_num3,ours,44.96699556273443,34093.243900000016,4748.189538685812
SERt2rpp_reverse_num2,ours,44.89915616347202,48878.40550000002,3306.919702781614
PSSA140,ours,44.77289153729725,141708.5374000001,1137.4220106393532
ECOAH3_reverse_num2,ours,44.688408941796006,77071.2984000004,2087.3953797366516
E4PD_reverse_num2,ours,44.472148944869026,35532.06830000002,4505.7815055907795
SERt2rpp_num2,ours,44.45379763238693,48878.40550000002,3274.1180862905376
ACACT4r_reverse_num1,ours,44.213316768984996,46529.971200000095,3420.761635209129
PSCVT_reverse,ours,44.137125272222235,46095.263000000064,3447.0711443820123
GGGABADr_reverse,ours,43.949996792854066,53417.97230000012,2961.9242670930485
PSSA180,ours,43.87017269001042,141708.5374000001,1114.4891097015686
HACD6_reverse_num1,ours,43.62109131785943,79592.95340000032,1972.9878341754477
LYXt2pp,ours,43.50916061699494,37319.3743,4197.095507605597
PAPSR_num2,ours,43.50385198936963,27975.466900000018,3936.807318039951
HACD7_num1,ours,43.366968594559346,79592.95340000032,1961.4938291812778
ECOAH6_reverse_num1,ours,43.18134365466722,79592.95340000032,1953.09798815433
LALALGLUtpp_num1,ours,43.135227909622124,53990.52470000011,2876.186540832772
FRUURt2rpp_reverse,ours,42.73367621757926,47137.38670000007,3263.677627323475
MALS_num2,ours,42.59830966817331,80487.5899000002,1905.311303220219
HACD7_reverse_num2,ours,42.539737161659225,77071.2984000004,1987.0309305957194
FRUURt2rpp,ours,42.4969175148394,47137.38670000007,3245.5957736286987
GLYOX,ours,42.35638622173271,28434.035000000044,5362.692646268373
CYNTAH,ours,42.10128975302086,17048.62789999999,8890.137317788207
APPLDHr,ours,41.96699613996658,38711.74710000004,3902.721975156724
HACD7_reverse_num1,ours,41.72902276491867,79592.95340000032,1887.4093187463832
HACD8_num2,ours,41.723750757636914,77071.2984000004,1948.916209351056
ASAD,ours,41.64234865832646,40017.42440000003,3746.1795059947717
PRFGS,ours,41.41038285040856,141401.06280000033,1054.287537232503
ARBt3ipp,ours,41.26609185474683,42537.696100000045,3492.3830930535146
MCITL2_reverse,ours,41.23063560683072,32134.289799999984,4619.062350791106
ARGORNt7pp,ours,40.873912539272226,49500.88480000003,2972.5950502884734
AACPS9,ours,40.84077179469802,8639.416499999992,1645.7276870938917
ECOAH7_reverse_num1,ours,40.67818966724986,79592.95340000032,1839.8799962371909
DDPA_num2,ours,40.63043871415897,38009.09170000006,3848.278736189112
ALR4x,ours,40.530250831640735,38711.74710000004,3769.111805183975
ARGORNt7pp_reverse,ours,40.52651926442657,49500.88480000003,2947.3305364419575
GMPS2,ours,40.470123520055786,58678.53230000009,2482.891765719924
HACD8_num1,ours,40.46182830139146,79592.95340000032,1830.093942524926
HACD5_num2,ours,40.25854995111114,77071.2984000004,1880.476686299077
GLUPRT,ours,40.078178945961575,56487.39320000007,2554.2238016652095
PPTHpp,ours,39.97287595134398,49437.99920000007,2910.764103593378
ECOAH8_reverse_num2,ours,39.79947989018286,77071.2984000004,1859.033525827528
LALDO2x,ours,39.348145656147146,38711.74710000004,3659.1819014577513
GAPD_reverse,ours,39.33900763690483,35532.06830000002,3985.7073980930436
HACD8_reverse_num2,ours,39.294995605738485,77071.2984000004,1835.4690671807575
UAPGR,ours,39.25805574053965,37850.56910000005,3733.867258179285
FMETTRS,ours,39.25232947161255,34168.063900000016,4135.686075493587
ECOAH8_reverse_num1,ours,39.20606192358515,79592.95340000032,1773.2954601594918
HACD8_reverse_num1,ours,39.140075105136006,79592.95340000032,1770.3108674754753
SULFACabcpp,ours,39.13400729936325,28925.081700000024,1544.4222828065347
PFK_num2,ours,38.38556981758019,32455.60750000003,4257.755808246343
PGLYCP,ours,38.37461877279274,27388.82999999999,5043.976963676577
TRE6PS,ours,38.31874949420561,53610.48960000007,2573.143786008998
HISTRS,ours,38.187573338956305,47028.8824000001,2923.2092493918676
LCTSt3ipp_num1,ours,38.117098372322076,42745.588600000025,3210.1921773597805
FECRMabcpp,ours,38.00738371516615,32997.955000000045,1034.165641142686
ENTERES,ours,37.98524206446474,45651.37860000007,2995.459844274513
ALPATE160pp,ours,37.87865085898091,57065.09260000003,2085.430478273038
HACD5_reverse_num2,ours,37.83436427083666,77071.2984000004,1767.2429841276848
TYRTA_num1,ours,37.760387610988275,43537.29480000009,3122.3206683837757
UPP3MT_num2,ours,37.741767408692084,49950.81540000002,2720.082977289925
ARGt3pp,ours,37.72573167764485,23175.4283,5860.19953035869
QUINDH_reverse,ours,37.52984670406849,31227.45460000001,4326.559748953939
ASPabcpp,ours,37.500514808455684,27502.3631,1200.044641318403
MTHFC,ours,37.39839232157379,31043.375400000023,4336.970790800847
THZPSN3,ours,37.278292138575466,26969.4899,755.3784382352994
MTHFD_reverse,ours,37.23363540504364,31043.375400000023,4317.864463223192
ACACT6r_reverse_num1,ours,37.14847937319556,46529.971200000095,2874.158790442229
GLYCTO4,ours,36.926853442294394,53811.08310000008,968.3525194448375
ACALD_num2,ours,36.781817477621225,96126.08940000068,1377.508892184638
ALCD2x_reverse_num2,ours,36.78181494579349,96126.08940000068,1377.5087973656362
GLYCTO2,ours,36.7727556528097,45109.64480000002,964.3115311455889
GLYCTO3,ours,36.7727556528097,45109.64480000002,964.3115311455889
NO3R2pp_num1,ours,36.673841277860994,26160.283199999994,526.082738135331
ACM6PH,ours,36.614100552022634,31219.584300000024,4222.053718610257
CITt7pp,ours,36.571301694815915,53091.92080000001,2479.787585709976
UAGAAT,ours,36.54649970528614,8639.416499999992,3583.0797636946927
EDTXS3,ours,36.486085218509764,35493.01739999999,3700.7252808727158
PHEt2rpp_num3,ours,36.361809517401575,50676.694800000056,2583.0910002963633
ABTA_num1,ours,35.84015406867698,45774.10639999998,2818.7236146075193
FRUK,ours,35.685731291421114,33755.29100000004,3805.8813549886404
PHEt2rpp_reverse_num3,ours,35.57861578059156,50676.694800000056,2527.454036132788
FORt2pp_num2,ours,35.41462142898244,30564.30340000001,4171.292094435129
ECOAH6_reverse_num2,ours,35.27543808370703,77071.2984000004,1647.7155534899439
HACD6_reverse_num2,ours,35.12880718092171,77071.2984000004,1640.8664246834264
TALA_reverse_num1,ours,35.11747573273955,35658.36250000007,3545.393107657766
ACACT7r_reverse_num1,ours,34.772195540073724,46529.971200000095,2690.3069294026377
DURADx,ours,34.73887716506204,44328.96830000007,1398.9221652792069
MDDCP2pp_num2,ours,34.54628477610076,51797.71050000005,2401.006221963471
SUCASPtpp_num1,ours,34.525167278410656,45750.16070000011,2716.7249316848424
SUCMALtpp_num1,ours,34.51383707269364,45750.16070000011,2715.833377645312
SUCCt2_3pp_num2,ours,34.45259507179128,45750.16070000011,2711.014351878513
BMOCOS,ours,34.33532853389985,44066.74880000004,2804.9989184144065
SERt2rpp_num1,ours,34.200051219742136,46905.789000000026,2624.839854864644
ARGabcpp_num1,ours,34.05525847712788,26869.45490000002,1133.4705931752649
ACALD_reverse_num2,ours,33.9460364638916,96126.08940000068,1271.306593587577
SERt2rpp_reverse_num1,ours,33.641706814634425,46905.789000000026,2581.987151579176
ACGAMT,ours,33.619734645170624,40956.754700000034,2955.093625194238
HOMt2pp_num1,ours,33.42711011055872,31168.089,3860.923151175916
MDDCP1pp_num2,ours,33.333815603891196,51797.71050000005,2316.738230621374
SUCOAS_reverse,ours,33.30037825622265,41392.1542,1684.4535482925912
NOVBCNtpp,ours,33.25316943217179,53740.044600000125,572.8305492878783
PUNP7_reverse,ours,33.19628811327673,29834.296999999995,4005.6796782507145
GALt2pp,ours,33.17385257508287,50981.91700000004,2342.514293260064
PUNP3_reverse_num1,ours,33.08511895299733,29834.296999999995,3992.265285513193
PUNP5_reverse_num1,ours,33.08511895299733,29834.296999999995,3992.265285513193
DHACOAH,ours,33.027086346705275,27237.057499999977,4365.284717269444
GLUabcpp,ours,32.96481066075683,26660.80609999999,1054.8987017265456
O16GLCT1,ours,32.79672398586937,43187.61680000003,2733.8439834709666
ECOAH7_reverse_num2,ours,32.774950648456546,77071.2984000004,1530.9177966884097
ACACT8r_num1,ours,32.76488155543328,46529.971200000095,2535.0020762437
GLCt2pp,ours,32.33541309180358,50981.91700000004,2283.3093375145704
PRAIS,ours,32.13857538995294,36853.62070000003,3139.4166761973133
AACPS4,ours,31.811359298384094,8639.416499999992,1281.8767241866594
CDAPPA120,ours,31.787557692260805,28450.435500000025,4022.2655885931445
CHLt2pp_num2,ours,31.691304483774047,52880.51950000005,2157.480622738331
GPDDA1pp,ours,31.492501734002563,40842.87450000001,2775.833180948349
ADCS,ours,31.338632755087165,20771.6199,1572.598369296582
TSULabcpp_num1,ours,31.16285426305483,32537.19020000001,792.8294919225125
UAGAAT_reverse,ours,31.07603095256021,8639.416499999992,3046.7458864730315
LCARS_reverse,ours,31.0643001488566,40512.90400000003,2760.3916158635207
HOMt2pp_num2,ours,30.783512224173773,22426.492999999988,4941.50574532655
CDAPPA181,ours,30.759379055527166,28450.435500000025,3892.164132246682
CDAPPA161,ours,30.696328934568626,28450.435500000025,3884.1860316847155
CDAPPA141,ours,30.561300567069505,28450.435500000025,3867.1001026135477
DHFR_num1,ours,30.39024801316235,26347.997200000016,4152.303949970982
MTHFD,ours,30.35144804051623,31043.375400000023,3519.7594184896
GLTPD_reverse,ours,30.331496978170595,37389.704000000034,2920.413307401793
CDAPPA180,ours,30.29035060715417,28450.435500000025,3832.8152194983068
TYRPpp,ours,30.086293395233348,26103.21480000001,4149.322489689662
RBK,ours,30.07012243484964,32290.10860000006,3352.49540676548
AMPMS2,ours,29.89155040565789,70849.55920000028,1518.8461675054143
PUNP6_reverse_num1,ours,29.78607422517642,29834.296999999995,3594.1811268633255
AGPR,ours,29.751447412599244,35951.692100000015,2979.142411084379
PUNP4_reverse_num1,ours,29.654143703023355,29834.296999999995,3578.261533391724
MPTG2_num1,ours,29.612675774305895,93635.03100000053,715.9457904035025
PACCOAE,ours,29.601847155063613,18323.894000000004,1104.7448171784945
MANAO_reverse,ours,29.504882389697098,53579.58900000011,1982.4261175820018
G3PT,ours,29.416697265526878,30412.456100000025,3482.129486934029
NNDMBRT,ours,29.40851775975856,36986.591600000014,2862.4066007512506
ALATA_L_num2,ours,29.374346206971627,46215.67400000004,2288.133812461499
FEENTERtonex,ours,29.240987830113465,82105.8793000004,701.7196296930165
3KGK,ours,29.23638395131117,55154.22840000014,1908.303049068128
CGLYabcpp,ours,29.205165239373017,37560.01790000002,516.6475993279811
CDAPPA140,ours,29.113579455041723,28450.435500000025,3683.911483117723
AACPS5,ours,28.8775236918808,8639.416499999992,1163.6543137171495
ACHBS_num2,ours,28.611086565750465,17976.541599999997,1272.2294119924838
ARGabcpp_num2,ours,28.417717715488855,26929.220300000004,775.5552199588831
TTRCYCtpp,ours,28.371816359289053,113046.0180000008,488.7426800785682
PHEt2rpp_num2,ours,28.35843360175662,49689.54070000004,2054.564391784039
POAACR,ours,28.34344393202653,13762.69239999998,7413.985228304286
LALALGLUtpp_num4,ours,28.32754001530308,54158.33160000011,1882.981639986319
ALATA_L_reverse_num1,ours,28.28822155794637,45516.83090000005,2237.3613363448558
WCOS,ours,28.27217629752087,44066.74880000004,2309.674242885716
PHETA1_reverse_num1,ours,28.261028260353676,43537.29480000009,2336.840224103061
BWCOS,ours,28.24621894678509,44066.74880000004,2307.553676581337
PSSA160,ours,28.231267215464662,141708.5374000001,717.1943472170275
RMNtpp,ours,28.19185297398058,37319.3743,2719.5169428746312
UM3PL,ours,28.18614255733114,49873.55650000011,2034.547369935246
UM4PL,ours,28.18614255733114,49873.55650000011,2034.547369935246
ARGAGMt7pp,ours,28.18344235350178,46842.07010000004,2166.010004596409
MOCOS,ours,28.157718942759207,44066.74880000004,2300.3237351136977
PDH,ours,28.156464834566933,66095.26740000023,468.29787235622257
ARGAGMt7pp_reverse,ours,28.136587904367538,46842.07010000004,2162.4090532182317
APPLDHr_reverse,ours,27.955822999482923,38711.74710000004,2599.752538632865
FTHFD,ours,27.88666859613657,31934.3405,3143.700648713621
LALALGLUtpp_num3,ours,27.878559370696202,53054.00150000016,1891.7105382617751
PHEt2rpp_reverse_num2,ours,27.550194796033455,49689.54070000004,1996.0076078087066
TRE6PP,ours,27.475982346807825,29174.935099999995,3390.360119378918
HMBS,ours,27.32367798827863,33851.43770000004,2905.7921152283275
PTAr_num2,ours,27.159730909887646,36066.3228,2710.978655012635
GLUABUTt7pp_reverse,ours,27.117403552497745,55075.9979,1772.5081071838715
LIPAHT2ex,ours,27.02294668800331,21769.2935,4468.799507747549
GLUABUTt7pp,ours,27.020432352432078,55075.9979,1766.1696597013538
PYK_num2,ours,26.95985165246999,50728.87210000009,1913.2194730758026
FEENTERabcpp,ours,26.922012223390187,34282.63130000001,729.5548681713396
ACACT5r_num2,ours,26.68017463836879,40875.8029,2349.7673900890554
AACPS3,ours,26.664499101645077,8639.416499999992,1074.4778442155778
TSULabcpp_num2,ours,26.51952708515798,30291.46790000002,679.2820781273736
ACACT2r_num2,ours,26.496246108340827,40875.8029,2333.568498296751
LCARS,ours,26.44258966103916,40512.90400000003,2349.7037580851006
LCTSt3ipp_num2,ours,26.41118041577899,42712.72700000003,2226.040250176588
PROD2,ours,26.31541294919281,143813.43360000025,658.7387857005729
BALAt2pp,ours,26.29881635451343,51659.05060000008,1832.7038103996474
ACACT4r_num2,ours,26.278803633196848,40875.8029,2314.417977573442
ACACT6r_num2,ours,26.278803633196848,40875.8029,2314.417977573442
ACACT3r_num2,ours,26.278803633196848,40875.8029,2314.417977573442
DAPDC,ours,26.136397066187357,46176.70660000005,2037.6297134684437
LYSDC,ours,26.090988500651633,80589.37580000047,1165.507955235277
OXCOAHDH,ours,25.92665839482089,73001.7750000003,1278.5438466579044
GTPDPDP,ours,25.818236287159376,54870.50270000008,1693.9092237216487
GTHS,ours,25.789333462328855,35560.487600000015,2610.8078581122672
ACACT7r_num2,ours,25.702881933433112,40875.8029,2263.695594841984
ACACT8r_reverse_num2,ours,25.702880753950566,40875.8029,2263.695490962993
MANAO,ours,25.668315801077306,53579.58900000011,1724.6481096351467
ASPO4,ours,25.650565043136105,60336.71520000015,1530.4451667479861
ASPO6,ours,25.650565043136105,60336.71520000015,1530.4451667479861
ASPO3,ours,25.650565043136105,60336.71520000015,1530.4451667479861
ACACT3r_reverse_num1,ours,25.571896262834844,46529.971200000095,1978.4844944457059
TYRTA_reverse_num1,ours,25.568726251977875,43537.29480000009,2114.219887339444
LEUTAi_num2,ours,25.52108992740826,43537.29480000009,2110.280947879875
LIPAHTex,ours,25.493173144551903,21769.2935,4215.820018246658
OCTNLL,ours,25.40729101451707,37925.43480000006,2411.738932845704
ARBt2rpp_reverse,ours,25.404810845018407,51683.87670000009,1769.552225598938
ARBt2rpp,ours,25.35272535011163,51683.87670000009,1765.9242511969253
RIBabcpp_num3,ours,25.328511909326426,34315.245099999986,829.33980793357
MSO3abcpp,ours,25.233571076140773,27737.769100000016,995.8420344396569
GLYCLTDx_num1,ours,25.149525145729168,35395.09920000004,2557.932950351073
GLYCLTDy_num2,ours,25.130447495005907,35395.09920000004,2555.9925816515624
ALLabcpp,ours,25.12062094243948,18886.5556,822.5327655314594
FORCT_reverse,ours,25.09917040219527,45827.64540000004,1971.6704329719478
ACACT2r_reverse_num2,ours,25.085214400555305,40875.8029,2209.29658710139
ACACT1r_reverse_num3,ours,25.014135872494514,40875.8029,2203.0365828234344
THMabcpp,ours,25.01145350034161,24998.8635,746.0273277555305
GALS3,ours,24.956575161842,50656.53130000002,1773.5851286491693
CBL1tonex,ours,24.94987630071094,26287.070799999983,658.9163054133334
MINCYCtpp,ours,24.758958210944094,113046.0180000008,426.5063413188295
SHKK_num2,ours,24.732758336819735,19150.606,4649.353133396982
MALt2_3pp_num1,ours,24.72054881445164,47934.68860000006,1856.567307126009
FUCtpp_reverse,ours,24.715103635995796,47544.34020000007,1871.3977881553342
RFAMPtpp,ours,24.705395835242612,42196.17500000005,425.5836573876985
MPTG2_num2,ours,24.62703729719872,55266.79120000004,592.7947828665671
GLTPD,ours,24.54932045194902,37389.704000000034,2363.6869023359045
FUCtpp,ours,24.447785463169364,47544.34020000007,1851.156779065147
MALS_num1,ours,24.427694769468967,60272.85360000017,1459.026674822777
GALUi,ours,24.406475735067378,32941.8982,2667.22069605092
CBMKr_reverse_num2,ours,24.2503822088507,33930.45289999998,2572.9505058231202
AACPS6,ours,24.175699118338088,8639.416499999992,974.188675814043
MDH3,ours,24.022698852002264,60228.898700000136,1435.884064524792
MDH2,ours,24.022698852002264,60228.898700000136,1435.884064524792
GLCNt2rpp_reverse_num1,ours,23.989523214083885,47137.38670000007,1832.1398282077835
GLCNt2rpp_num1,ours,23.924374780474157,47137.38670000007,1827.1642795527916
DHORD2,ours,23.90489998871837,36774.0758,2340.1713866969876
DHORD5,ours,23.90489998871837,36774.0758,2340.1713866969876
PUNP7,ours,23.836476923504268,29834.296999999995,2876.26408373609
ECAP3pp,ours,23.81716629204328,51516.619200000016,942.1629645944702
PRAMPC,ours,23.733646344430927,22755.554000000004,3754.7372760052917
GLUDC_num2,ours,23.708300805863423,52667.53500000003,1620.5406784484649
ALCD2x_num1,ours,23.61039453582632,35379.17940000002,2402.4700903315666
SUCCt2_2pp,ours,23.587932569947835,45435.73190000005,1868.937809535145
ACKr_num3,ours,23.568069393931232,42433.18070000004,1999.497761386347
ABUTt2pp,ours,23.563010148329493,51079.488600000026,1660.682964120086
GPDDA5pp,ours,23.483158799295875,40842.87450000001,2069.868311483932
GLUDC_num1,ours,23.418189026978816,52684.56370000003,1600.19319847046
L_LACD2_num2,ours,23.414412542627645,53051.31860000006,808.4174012374209
L_LACD3_num2,ours,23.414412542627645,25212.420100000018,808.4174012374209
DAPAL,ours,23.389214286205508,43327.0851,1943.3841726486196
CPGNtonex,ours,23.381902864638175,26093.9289,564.4035329186582
XYLK2_num2,ours,23.361964247300868,55154.22840000014,1524.8707801754492
PUNP3_num1,ours,23.329124893068098,29834.296999999995,2815.0436933387496
GLYCLTt2rpp_reverse_num1,ours,23.29204582966566,59167.439600000165,1417.1876551304435
GLYCLTt2rpp_num1,ours,23.285614970778504,59167.439600000165,1416.796374180139
GNK_num2,ours,23.129609758035286,19543.043399999984,4260.676979764938
TAGURr,ours,23.071690595162423,54807.609200000064,1515.4480802016926
LPADSS,ours,23.06543843570051,42381.972400000064,1959.2193016604795
CBItonex,ours,22.983475268835267,15526.81839999999,606.984436602923
SHSL1,ours,22.97941671319679,41549.89720000007,1991.001319914416
ACACT5r_reverse_num1,ours,22.92086414592254,46529.971200000095,1773.3754996461503
URACPAH,ours,22.906950415727188,25208.35700000001,3271.3366244621907
PYNP2r_reverse,ours,22.859705508938116,27158.7802,3030.141237056634
UDPGD,ours,22.822167515919947,43656.35160000006,1881.9667710691542
PUNP5_num1,ours,22.703718089018963,29834.296999999995,2739.57804738849
ASPK_reverse_num3,ours,22.687516325814936,48531.143400000044,1682.9411600661708
SLNTtpp,ours,22.570169989309797,37614.08540000001,574.2187879896431
IPPMIa_reverse,ours,22.56913791273809,22487.2053,1122.710836625922
IPPMIb,ours,22.56913791273809,49881.29230000009,1122.710836625922
MOGDS_num2,ours,22.45530092655087,19363.153,830.7022053414764
DASYN161,ours,22.448900417343204,31453.38050000001,2569.3912774315468
G3PCabcpp,ours,22.44104160613004,48448.15090000003,528.9434754136912
ARBabcpp,ours,22.32242038734898,34210.523099999984,644.0780300728081
MOGDS_num1,ours,22.29003696682771,77951.0022000005,1029.417593306828
SHCHF,ours,22.187213738871424,49950.81540000002,1599.0523642170033
OMPDC,ours,22.17527746777986,26349.952099999973,3029.644933738137
GPDDA4pp,ours,22.068611117665796,40842.87450000001,1945.1863022911584
ASPK_num2,ours,21.983426800569145,88886.59570000051,890.351755051504
PPCSCT,ours,21.903197081734437,53823.82450000007,1464.9926910014333
PGPP180_num2,ours,21.808939231361258,29020.883700000028,2705.368383833896
PGPP180pp_num2,ours,21.808939231361258,29020.883700000028,2705.368383833896
LYSt3pp,ours,21.79934408190089,23175.4283,3386.243295225021
PRATPP,ours,21.73242537542147,22755.554000000004,3438.1378432499287
ACACT4r_reverse_num2,ours,21.68734847329769,40875.8029,1910.0408790715564
PGPP160pp_num2,ours,21.65918900086795,29020.883700000028,2686.792077359262
PGPP160_num2,ours,21.65918900086795,29020.883700000028,2686.792077359262
FCLK,ours,21.595850060709346,52258.08010000006,1487.7136716423986
AGPR_reverse,ours,21.558001611628228,35951.692100000015,2158.696886532959
GND,ours,21.39732217293576,51480.65060000007,1496.2973257872661
PGL,ours,21.330643307248323,36307.20400000005,2115.015959535024
HEPT1,ours,21.18812466253678,35543.3343,2146.0352633582947
ALAALAD,ours,21.184542965632364,21212.805599999992,3595.203581947526
ARGSL_reverse,ours,21.11021436533183,50317.636600000085,1510.3406449577656
PGPP161pp_num2,ours,21.048760867783002,29020.883700000028,2611.0693219179516
PGPP161_num1,ours,21.045719801996416,29020.883700000028,2610.6920819639627
ARGDCpp,ours,21.01142119301654,73897.61930000031,1023.5934122286295
GLGC,ours,20.94609066766811,48697.10570000008,1548.4683395384025
DMSOR1,ours,20.880672908378845,30523.318500000027,322.5646348285046
METS_num1,ours,20.77159559144533,135995.43160000033,549.8548241616302
LYSabcpp,ours,20.700255358489116,26869.45490000002,688.9723281890335
DC6PH,ours,20.673871581143384,50511.91050000001,1473.4334329349147
PSP_Lpp,ours,20.588343819298817,26103.21480000001,2839.4218228428986
PYNP2r,ours,20.58138083946394,27158.7802,2728.1406041229416
G3PAT140,ours,20.565104704569272,8639.416499999992,740.1973479663005
G3PAT180,ours,20.565104704569272,91380.36490000038,740.1973479663005
G3PAT120,ours,20.52209765702082,8639.416499999992,738.6494004602441
ACONTb_num2,ours,20.492537793511286,97676.06830000057,755.2836364180334
ACONTa_reverse_num2,ours,20.492536529869653,97676.06830000057,755.2835898445999
ACOAD1f,ours,20.42025558427636,89223.37480000046,823.9199679252049
KDOCT2,ours,20.279941670928558,27614.11420000001,2643.8577564563984
TALA_num1,ours,20.232377326935786,35658.36250000007,2042.6220743302133
SPMDabcpp_num2,ours,20.211877883427565,28721.51830000001,510.9169390373879
ACOAD1f_reverse,ours,20.17179580166063,89223.37480000046,813.8950700840101
XAND,ours,20.116595327247015,16921.571799999998,557.9422829657822
2DGULRGx,ours,20.08315212057416,35395.09920000004,2042.637237023675
2DGULRGy,ours,20.061418895355644,35395.09920000004,2040.4267725086709
2DGULRy,ours,20.061418895355644,35395.09920000004,2040.4267725086709
2DGULRx,ours,20.061418895355644,35395.09920000004,2040.4267725086709
PTRCabcpp_num3,ours,20.06100992260509,34359.652,507.10329058835237
KDOPP,ours,19.910204101293814,20014.91889999999,3581.165385819163
CMtpp,ours,19.887650981756575,113046.0180000008,342.5915252728797
DHDPRy,ours,19.81109108917385,28756.2878,2480.150721019904
XTSNt2rpp_reverse,ours,19.784947008759143,46139.31040000012,1543.7120454130743
XTSNt2rpp,ours,19.784947008759143,46139.31040000012,1543.7120454130743
TAURabcpp,ours,19.758798766990264,34265.6565,770.043385982567
PUNP4_num1,ours,19.719883606792735,29834.296999999995,2379.529203736688
TAGURr_reverse,ours,19.693326200071503,54807.609200000064,1293.5425455532793
DSBAO2,ours,19.609603474326832,23104.262199999983,1632.3867574244355
MELIBt2pp,ours,19.553915914818088,52635.77030000003,1337.3813452739585
PUNP6_num1,ours,19.40975113657489,29834.296999999995,2342.10660608727
GSPMDS,ours,19.373299436555516,70531.09490000029,988.83872525279
