reaction,gene,name,our_name,GLC_BATCH_mu=0.6_H,real_prot,pred_prot,kcat_Density,absolute_error,square_error,root_square_error,error
5DOAN,b0159,mtn,ECDH1ME8569_0153,4.935111524898892e-06,4.935111524898892,0.01472476878376395,0.00023158001390854356,4.920386756115128,24.210205829753157,4.920386756115128,4.920386756115128
ACACT2r_num1,b2342,fadI,ECDH1ME8569_2280,2.1456190241896195e-07,0.21456190241896195,1.7738521653588082,0.00038135236358419693,1.5592902629398462,2.4313861240990144,1.5592902629398462,-1.5592902629398462
ACACT3r_num1,b2342,fadI,ECDH1ME8569_2280,2.1456190241896195e-07,0.21456190241896195,1.8075041433851815,0.0003813355403813501,1.5929422409662195,2.5374649830544813,1.5929422409662195,-1.5929422409662195
ACACT4r_num1,b2342,fadI,ECDH1ME8569_2280,2.1456190241896195e-07,0.21456190241896195,1.807504060440413,0.0003813355404228687,1.592942158021451,2.537464718802037,1.592942158021451,-1.592942158021451
ACACT5r_num1,b2342,fadI,ECDH1ME8569_2280,2.1456190241896195e-07,0.21456190241896195,1.7374070281572298,0.0003813705345040727,1.5228451257382678,2.319057276984801,1.5228451257382678,-1.5228451257382678
ACACT6r_num1,b2342,fadI,ECDH1ME8569_2280,2.1456190241896195e-07,0.21456190241896195,1.4122382517416523,0.0003815304185730628,1.1976763493226903,1.4344286377269269,1.1976763493226903,-1.1976763493226903
ACACT7r_num1,b2342,fadI,ECDH1ME8569_2280,2.1456190241896195e-07,0.21456190241896195,1.412238251741652,0.0003815304185730628,1.19767634932269,1.4344286377269264,1.19767634932269,-1.19767634932269
ACGK,b3959,argB,ECDH1ME8569_3827,5.571251626104815e-06,5.571251626104815,0.6483636903997347,0.00019095131254043098,4.922887935705081,24.23482562751063,4.922887935705081,4.922887935705081
ACGS,b2818,argA,ECDH1ME8569_2725,1.1443580394640656e-06,1.1443580394640656,6.903395436775227,0.00041148326215892784,5.759037397311162,33.16651174362852,5.759037397311162,-5.759037397311162
ACKr_num2,b2296,ackA,ECDH1ME8569_2233,4.202366719357332e-06,4.2023667193573315,0.05466498752244752,0.00028285797589413223,4.147701731834884,17.203429656266096,4.147701731834884,4.147701731834884
ACOAD1f_reverse,b0221,fadE,ECDH1ME8569_0209,6.338197718011059e-07,0.6338197718011058,4.814814349235442,0.00039889406825808154,4.180994577434336,17.48071565653532,4.180994577434336,-4.180994577434336
ACOAD3f_reverse,b0221,fadE,ECDH1ME8569_0209,6.338197718011059e-07,0.6338197718011058,6.148282786905815,0.00039828606917675615,5.51446301510471,30.409302344957723,5.51446301510471,-5.51446301510471
ACOAD5f_reverse,b0221,fadE,ECDH1ME8569_0209,6.338197718011059e-07,0.6338197718011058,6.336758095247642,0.00039819442977118586,5.702938323446537,32.5235055210352,5.702938323446537,-5.702938323446537
