,GAPDi_nadp,GAPD,PGMT_reverse,PGI,FBA,PFK,PGK_reverse,TPI,PYK,ENO,PGM_reverse,RPE_reverse,TKT2,TKT2_reverse,RPE,G6PDH2r,TALA,TKT1,RPI_reverse,PGL,GND,MDH_reverse,PRASCSi,CS,ACONT,ICDHyr,FUM,SUCOAS_reverse,AKGDH,SUCD1,SUCD5_BS,MDH,IPPS,PRPPS,LEUTA,GLYt2r_reverse,METSR_R1,METSR_R2,ASPO1,TYRTA_reverse,TRPS1,GLNS,GLUPRT,ALAALAr,CYSTGL,PRO1x,CYSTS,VALTA,ASPCT,ASPTA_reverse,GLU5K,VALDHr_reverse,ARGSL,ARGSS,ILETA,ASPK,ILEDHr_reverse,GLUR_reverse,METS,ALAR,ALATA_L_reverse,THRS,LLEUDr_reverse,PSERT,GHMT2r,HISTD,HISTP,PHETA1_reverse,ECOAH2c,HACD6,ECOAH5_1,ACACT1r,HACD4,HACD5,ECOAH6,ACACT5r_1,ACACT6r_1,ECOAH4,ECOAH1_1,HACD1_1,HACD2,HACD3,ACACT4r,ACACT2r,ACACT3r,ECOAH2,ECOAH3,ACCOAC,PYRt2_reverse,PHCYT_BS,CYTK1,ACKr,PTA2,PTAr_reverse,GF6PTA,APTA1i,PTAr,FORt2_reverse,ACKr_reverse,NADH4,EX_gly_e,EX_ppa_e,EX_pyr_e,EX_mg2_e_reverse,EX_cit_e,EX_pi_e_reverse,EX_k_e_reverse,EX_o2_e_reverse,EX_h_e,EX_h2o_e,EX_co2_e,EX_for_e,EX_acac_e,EX_so4_e_reverse,EX_nh4_e_reverse,EX_ac_e,EX_glc__D_e_reverse,ADPDA,ATPS4r,ATPPRT,PRAMPC_1,PRATPP,ATPM,G3PD4,ME2,NAt3_1,PIt7,PPAKr,HEX7,UAMAS,NDPK3,IGPS,ANS,P5CR,PPAt6_reverse,HIBD,HIBHr,MMSAD1,UAGDP,G1PACT,PGAMT_reverse,PSDC_BS,UAGCVT,CHORM,UGMDDS,ALDD2x,UAPGR,DHAD2,ACt2r_reverse,DAPE,PRAIi,IPPMIa_reverse,IPMD,KAS3,ACOAD6_reverse,KAS12,OIVD1r,OMCDC,DHDPRy,IPPMIb_reverse,PAPPT3,FACOAL150_ISO,ANPRT,ACOAD4_1_reverse,ACOAD5_1_reverse,APATi,ASNS1,ACOAD3_reverse,KAS4,AGPR_reverse,DAPDC,ACOTA_reverse,FACOAL170_anteiso,FACOAL150_anteiso,ACOAD2,PAP_BS,DHQTi,GK1,NDPK1,GMPS2,G3POA_BS,SHK3Dr,SHKK,ADSL2r,PRAGSr,AICART,AIRC1,PRFGS_1,IMPC_reverse,PRAIS_1,AGPATr_BS,ADSS,ADSL1r,DDPA,DHQS,OIVD3,CITt2r_reverse,PSCVT,CHORS,GALUi,PPND,IMPD,CYOR3m,CYOO3,MGt5_reverse,ACHBS,O2t,KARA2,UAMAGS,PC,HCO3E,ACLS,CDPDSP_BS,ACLDC,ACTD2,ACOAD1,H2Ot_reverse,GLCpts,DHORTS_reverse,PPNDH,ORPT_reverse,XYLI2,DHORDi,OMPDC,GLCt2,ACGK,ORNTAC_1,CTPS1,NDPK2,UMPK,CAT,PDH,ADK1,TRDR,CBPS,GARFT,CO2t_reverse,DHDPS,G3PCT,HSST,FTHFD,OCBT_1,ACACt2_reverse,OCOAT1_reverse,HSDy_reverse,ASAD_reverse,DHAD3,CMPDAi,MTHFD,MTHFC,G5SD,SHSL4r,G5SADs,PIt2r,APSR,KARA1_reverse,PPA,SADT,SULR_1_reverse,DHAD1,Kt1,MTHFR3,OIVD2,PRMICI,UAG4E,SO4t2,SHSL2,HSK,G3PD1ir,NH4t,PGCD,PSP_L,BIOMASS_BS_10,HSTPTr,IG3PS_1,IGPDH_1,PPTGS_BS,UAAGDS,UAGPT3,UDCPDP
wildtype,0.0,-1.1158107421532943e-06,0.0,-6.497840950963439e-06,-2.184009682240484e-06,-2.184082207285638e-06,-1.1158107424736373e-06,-2.275776394767005e-06,-2.6184603658519898e-05,-1.044337998581907e-05,-1.0443379985658898e-05,0.0,0.0,-0.00046703191126358507,0.00032737537845270464,0.0001081360142549018,0.00012120659319464522,0.00012120659319464522,4.622429812347468e-05,0.00010813601425458145,0.0001081360142549018,0.0,4.266964103080839e-13,-4.014575863714301e-05,-4.014575863698284e-05,-4.0145758636662485e-05,-4.388600421040987e-05,0.06530092671953105,-5.01037247067998e-05,-5.010372470760068e-05,-5.0103724707440506e-05,-4.388600421745762e-05,-8.008566259537297e-16,2.392959598349545e-13,34.716199156972316,0.0,0.0,0.0,0.0,0.0,0.0,9.482142451291844e-14,4.266964103080839e-13,0.0,5.125482406103859e-15,0.0,5.125482406103859e-15,-34.68844445411106,-4.805139755722384e-15,9.482142451291844e-14,0.0,-4.279517485235746,0.0,0.0,-29.002453741100716,3.84411180457785e-14,-0.4922449050401504,0.0,0.0,0.0,-1.6017132519074588e-16,1.4498609894800905,4.139630470805458,5.1575166711419256e-14,8.649251560300018e-14,0.0,0.0,0.0,0.0,0.0,0.0,-1.4137092814008302e-05,0.0,0.0,0.0,0.0,0.0,0.0,-4.103589351387493e-13,-4.103589351387493e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.203426503814917e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.406853007629834e-16,-6.406853007629836e-16,-1.3217337754800897e-11,-6.406853007629836e-16,-8.459949073445904e-06,0.0,0.0,0.0,0.0,0.0,3.395632094043773e-14,0.0,-2.029422402994975e-05,2.6103986558454204e-05,-1.7775523162017917e-05,-2.7184157443288722e-05,-1.3217337754800897e-11,-1.4249461069316673e-05,0.0,5.189550936180073e-14,0.0,0.0,0.0,-4.787563957864998e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.44582505648537e-15,0.0,0.0,0.0,0.0,0.0,-9.610279511444756e-16,-9.610279511444756e-16,-9.610279511444756e-16,5.44582505648535e-15,-2.8830838534334283e-15,0.0,0.0,0.0,-2.8830838534334283e-15,29.002453741100716,3.203426503814917e-16,6.406853007629834e-16,0.0,0.0,-8.008566259537297e-16,0.0,1.0571307462589189e-14,0.0,0.0,-8.008566259537297e-16,6.406853007629834e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.844111804577906e-15,1.6017132519074577e-15,0.0,2.8830838534334232e-15,0.0,-3.844111804577906e-15,0.0,0.0,0.0,0.0,-0.006733834345999884,0.0,0.0,0.0,0.0,4.266964103080839e-13,4.282981235599909e-13,2.934338677494166e-13,4.266964103080839e-13,4.266964103080839e-13,2.934338677494166e-13,4.266964103080839e-13,-2.7229125282426824e-15,3.994672850256649e-13,3.994672850256649e-13,0.0,0.0,0.0,-1.1062719558523804,0.0,0.0,0.0,0.0,-28.56624714315886,-1.1270095378526483e-05,-1.1270095378686656e-05,0.0,0.0,-2.029422402994975e-05,0.0,0.0,3.171392238776734e-14,2.11426149251783e-14,2.095040933494804e-13,0.0,8.952295707533393e-12,8.952295707533393e-12,0.0,-1.777552316666294e-05,0.0,-4.805139755722384e-15,1.9220559022889496e-15,-4.805139755722384e-15,0.0,-4.805139755722384e-15,-4.805139755722384e-15,0.0,-1.4415419267167136e-15,-1.4415419267167136e-15,-3.203426503814918e-16,-4.805139755722377e-16,2.5627412030519317e-15,-0.0037962278149950594,-1.3384230123736064e-05,1.2813706015259101e-13,-6.656720274928934e-13,-9.610279511444756e-16,4.266964103080839e-13,-2.7184157443128548e-05,0.0,-4.805139755722377e-16,-1.5333239239919405,-1.3860425625447777e-11,0.0,-1.4249461068996329e-05,-1.4249461068836155e-05,6.342784477553398e-14,3.84411180457785e-14,-0.4922449050401513,5.125482406103859e-15,1.1147924233275483e-13,1.1147924233275483e-13,0.0,-30.55825254640461,0.0,2.5627412030519112e-14,0.0,0.0,6.470921537705988e-14,0.0,0.0,-4.805139755722377e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4498609894800905,-8.008566259537297e-16,5.285653731294517e-14,5.1254824061037777e-14,5.189550936180073e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
acoA,,0.09607875276662828,0.0,-1.4415419267167136e-15,4.9944745612509046e-05,3.844111804577896e-15,1.1211992763352168e-14,-5.2134622593617285e-05,-2.46219570222137e-05,-9.81741022851545e-06,-9.81741022851545e-06,-1.4943984640297366e-13,,-7.4319494888508e-14,,,,,-1.4559573459839535e-13,,,,-1.117355164531076e-12,2.1243711007692568e-05,2.1243711007692568e-05,2.1243711008012903e-05,2.2323020602158332e-05,0.047289659065713766,2.394334201866451e-05,2.394334201866451e-05,2.394334201866451e-05,2.232302059831428e-05,0.0,-1.965302160090586e-13,,,,,,0.0,0.0,-2.4970709597239443e-13,-1.117355164531076e-12,0.0,8.969594210681742e-15,-32.32645488329699,0.0,-33.88108953209269,-4.324625780150146e-15,-1.383880249648111e-13,0.0,-4.279517484553054,0.0,0.0,-28.195098821055108,-3.203426503814918e-16,-0.4922449048036402,0.0,-4.4847971053408916e-15,0.0,6.406853007629834e-16,1.4498609887287537,4.1396304702042395,-2.860659867907005e-13,-4.704231820852974e-13,0.0,0.0,0.0,,0.0,0.0,-8.91606871385259e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,8.008566259537271e-15,1.6354132987183226e-11,8.008566259537271e-15,9.084699820234506e-06,,,,0.0,,-2.9311352509909473e-13,0.0,3.013237896919426e-06,2.1619224167233933e-05,-6.9974222752871346e-06,-4.405946899086381e-06,1.6354132987183226e-11,-9.016295194957736e-05,0.0,-1.2685568955107633e-13,0.0,0.0,0.0,3.5415729699849046e-07,0.0,0.0,0.0,0.0,,,,,,,-5.125482406103878e-15,,0.0,0.0,-3.6974784239492444,,,,,0.0,-1.7618845770982058e-15,-1.7618845770982058e-15,9.289936861063231e-15,-5.125482406103878e-15,0.0,-5.125482406103878e-15,,-5.125482406103878e-15,,3.203426503814917e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.125482406103878e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.328908909918762e-15,-0.006733834342279078,6.0865103572483304e-15,0.0,0.0,1.6017132519074577e-15,-1.117355164531076e-12,-1.117355164531076e-12,-7.713851021188384e-13,-1.117355164531076e-12,-1.117355164531076e-12,-7.713851021188384e-13,-1.117355164531076e-12,0.0,-2.9599660895252877e-13,-2.9599660895252877e-13,0.0,0.0,0.0,,1.6017132519074577e-15,0.0,0.0,0.0,-27.758892223823587,1.0752953683166265e-05,1.0752953683166265e-05,0.0,0.0,3.013237896919426e-06,0.0,0.0,2.1783300225941276e-14,1.4095076616785568e-14,-2.111058066014185e-13,0.0,-9.269755274119008e-12,-9.269755274119008e-12,0.0,-6.99742227640834e-06,-3.203426503814918e-16,-4.324625780150146e-15,0.0,-4.324625780150146e-15,,-4.324625780150146e-15,-4.324625780150146e-15,,0.0,0.0,0.0,-4.805139755722377e-16,-6.406853007629836e-16,-0.0037962278071316056,-1.2786636538160093e-05,-1.3085997268084534e-13,7.233337045612271e-13,-1.6017132519074597e-15,-1.117355164531076e-12,-4.405946899086381e-06,0.0,0.0,-1.5333239231433318,1.7149543788071233e-11,0.0,-9.016295194957736e-05,-9.016295194941718e-05,0.0,0.0,-0.4922449048036402,-1.1211992763352217e-15,-6.118544622287791e-13,-6.118544622287791e-13,0.0,-29.750897625031364,0.0,-3.129747694227514e-13,0.0,5.76616770686684e-15,-5.766167706866967e-14,-2.8830838534334283e-15,-2.8830838534334283e-15,5.76616770686684e-15,0.0,0.0,3.1938162243031196e-13,0.0,0.0,0.0,-2.8830838534334283e-15,1.4498609887287566,0.0012244908560692753,-1.2685568955107633e-13,-2.854253014899374e-13,-2.854253014899374e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
acoB,,0.056606861231843615,-7.36788095877433e-15,-4.805139755722377e-16,-9.610279511444786e-15,-9.289936861063291e-15,-9.930622161826278e-15,-9.289936861063291e-15,-2.558059053622054e-05,-1.0119836787262175e-05,-1.0119836787102003e-05,3.3988355205472274e-13,,1.7875119891286133e-13,,,,,3.4789211831425813e-13,,-6.817528740100656e-05,,8.386570586985018e-13,-2.1912378499890755e-05,-2.191237849973058e-05,-2.191237849973058e-05,-2.3151637429660202e-05,0.056814008493017334,-2.5037754596792676e-05,-2.5037754596792676e-05,-2.5037754596792676e-05,-2.3151637430781423e-05,-9.610279511444756e-16,3.9434180261956245e-13,,,,,,-3.203426503814921e-15,0.0,1.874004504731605e-13,8.386570586985018e-13,0.0,0.0,-31.979756920327365,0.0,-34.359136828871506,1.8259531071744916e-14,1.614526957922628e-13,2.5627412030519317e-15,-4.279517485002348,0.0,0.0,-28.673146116535616,8.328908909918762e-15,-0.4922449049592922,0.0,0.0,0.0,0.0,1.4498609892232774,4.1396304705999984,1.5472550013425223e-13,2.5627412030517067e-13,0.0,0.0,0.0,,-1.3134048665641223e-14,-1.3134048665641223e-14,-2.74006608261749e-05,-1.3134048665641223e-14,-1.3134048665641223e-14,-1.3134048665641223e-14,-1.3134048665641223e-14,-1.3134048665641223e-14,-1.3134048665641223e-14,-1.3134048665641223e-14,-1.3134048665641223e-14,-1.3134048665641223e-14,-1.3134048665641223e-14,-1.3134048665641223e-14,-1.3134048665641223e-14,-1.3134048665641223e-14,-1.3134048665641223e-14,-1.3134048665641223e-14,-7.688223609155822e-15,,0.0,0.0,,,,0.0,0.0,9.61027951144475e-16,-1.964693509068105e-11,9.61027951144475e-16,-9.080603355976173e-06,,,,0.0,,1.230115777464876e-13,-6.406853007629836e-16,-1.9097854263788286e-05,3.2278328601886795e-05,-1.7731026997745694e-05,-2.5550614160627056e-05,-1.964693509068105e-11,-2.785863544028536e-05,0.0,9.802485101673314e-14,0.0,0.0,6.406853007629834e-16,-4.5047688184693304e-05,0.0,0.0,0.0,0.0,,,,,,,-3.844111804577906e-15,,6.727195658011312e-15,0.0,-2.956044153365563,,,,,-1.2813706015259676e-15,-1.2813706015259676e-15,-1.2813706015259676e-15,0.0,-3.844111804577906e-15,0.0,0.0,,-3.844111804577906e-15,,0.0,6.406853007629834e-16,6.727195658011312e-15,-1.7618845770982058e-15,-1.7618845770982058e-15,-8.649251560300302e-15,-1.3134048665641223e-14,-1.0250964812207773e-14,-6.406853007629849e-15,-8.008566259537297e-16,0.0,-1.7618845770982058e-15,0.0,-8.649251560300302e-15,0.0,-1.3134048665641223e-14,-1.3134048665641223e-14,0.0,0.0,-1.3134048665641223e-14,-1.0250964812207773e-14,3.844111804577896e-15,0.0,3.844111804577896e-15,-1.0250964812207773e-14,-5.125482406103878e-15,-1.3134048665641223e-14,-3.603854816791827e-14,-3.3635978290056677e-15,-1.7458674445791407e-14,-0.006733834344091526,-9.129765535872545e-15,-1.0250964812207773e-14,-3.3635978290056677e-15,-3.3635978290056677e-15,8.386570586985018e-13,8.386570586985018e-13,5.788591692392395e-13,8.386570586985018e-13,8.386570586985018e-13,5.788591692392395e-13,8.386570586985018e-13,-1.0250964812207773e-14,9.068900432297181e-13,9.068900432297181e-13,-3.3635978290056677e-15,-3.3635978290056677e-15,-1.0090793487017027e-14,-1.1062719432384296,-3.3635978290056677e-15,-3.3635978290056677e-15,-7.36788095877433e-15,-3.203426503814921e-15,-28.236939518836788,-1.0801637986234238e-05,-1.0801637986234238e-05,0.0,-3.043255178624175e-15,-1.9097854263788286e-05,-3.043255178624175e-15,0.0,1.890021637250789e-14,1.0571307462589189e-14,-5.4298079239663874e-14,0.0,-2.5515292102908386e-12,-2.5515292102908386e-12,-1.3134048665641223e-14,-1.7731026997745694e-05,-4.805139755722377e-16,1.8259531071744916e-14,0.0,1.8259531071744916e-14,-2.715173899669016e-05,1.8259531071744916e-14,1.5056104567930036e-14,-2.715173899669016e-05,5.349722261370814e-14,5.734133441828588e-14,0.0,-2.2423985526704442e-15,1.9220559022889496e-15,-0.0037962278123253555,-1.3304486455425453e-05,1.5600687073577807e-13,2.0886340804871752e-13,7.047538308392801e-15,8.386570586985018e-13,-2.5550614160627056e-05,0.0,0.0,-1.533323923701817,-2.0504812708414624e-11,0.0,-2.7858635439804836e-05,-2.7858635440125187e-05,1.3454391316022592e-14,8.328908909918762e-15,-0.4922449049592922,-8.008566259537297e-16,3.325156710959501e-13,3.325156710959501e-13,0.0,-30.22894492138562,0.0,2.1206683455253194e-13,0.0,5.44582505648535e-15,6.759229923049318e-14,2.2423985526704407e-15,0.0,5.44582505648535e-15,-6.406853007629836e-16,3.523769154196405e-15,2.8638632944102523e-13,0.0,0.0,0.0,0.0,1.4498609892232774,-1.922055902288952e-15,9.450108186253697e-14,1.5600687073577807e-13,1.5504584278463368e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
acoC,,0.0831002820294469,0.0,-9.610279511444756e-16,3.043255178624139e-14,3.0752894436622884e-14,3.587837684272663e-14,3.395632094043773e-14,-2.6636514516194627e-05,-1.0447525602907916e-05,-1.0447525602907916e-05,-1.0026724956944177e-12,,-5.471452468516917e-13,,,,,-9.981876985890737e-13,,-3.834899557719597e-05,,-2.8086041872224627e-12,-2.0660023303581933e-05,-2.0660023303261585e-05,-2.066002330310141e-05,-2.1758126575495884e-05,0.06431595176263927,-2.3415894679208362e-05,-2.3415894680009232e-05,-2.3415894679849058e-05,-2.1758126578539185e-05,6.406853007629834e-16,-1.078433532509695e-12,,,,,,-3.203426503814921e-15,0.0,-6.278715947478605e-13,-2.8086041872224627e-12,0.0,0.0,-32.50263941531017,0.0,-34.35913682887159,-6.0865103572483564e-15,-4.5264416498911885e-13,2.5627412030519317e-15,-4.279517485002424,-9.610279511444786e-15,-9.610279511444786e-15,-28.673146116535616,3.363597829005624e-14,-0.4922449049592922,0.0,0.0,0.0,0.0,1.4498609892233083,4.13963047059975,-5.554741557616137e-13,-9.160198087661666e-13,0.0,0.0,0.0,,0.0,0.0,-0.0001712477561269255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,3.203426503814917e-16,6.099868645640296e-11,0.0,-9.115673511322585e-06,,,,0.0,,-1.2664746682837836e-12,-6.406853007629836e-16,-1.902121523468659e-05,3.1990440653285925e-05,-1.8187634877540643e-05,-2.5455036712522602e-05,6.099868645640296e-11,-0.00019085663179700457,2.2423985526704407e-15,-3.1569768195099466e-13,0.0,0.0,6.406853007629834e-16,-4.4957669667805004e-05,0.0,0.0,0.0,0.0,,,,,,,-3.844111804577906e-15,,6.727195658011312e-15,0.0,-3.4212674532454144,,,,,-1.2813706015259676e-15,-1.2813706015259676e-15,-1.2813706015259676e-15,0.0,-3.844111804577906e-15,0.0,0.0,,-3.844111804577906e-15,,3.203426503814917e-16,6.406853007629834e-16,6.727195658011312e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1532335413733657e-14,0.0,1.1532335413733657e-14,0.0,0.0,0.0,0.0,0.0,0.0,-0.006733834346815109,4.484797105340878e-15,0.0,0.0,0.0,-2.8086041872224627e-12,-2.810526243124756e-12,-1.9387137201100908e-12,-2.8086041872224627e-12,-2.810526243124756e-12,-1.9387137201100908e-12,-2.8086041872224627e-12,0.0,-2.6533981731123364e-12,-2.6533981731123364e-12,0.0,0.0,0.0,-1.1062719432384296,0.0,0.0,0.0,-3.203426503814921e-15,-28.236939518836945,-1.0758196607635716e-05,-1.0758196607795888e-05,0.0,0.0,-1.902121523468659e-05,0.0,0.0,2.883083853433397e-14,1.8259531071744916e-14,1.6689852084874755e-13,0.0,7.1865670186404865e-12,7.1865670186404865e-12,0.0,-1.8187634878661854e-05,-6.406853007629836e-16,-6.0865103572483564e-15,0.0,-6.0865103572483564e-15,-4.072741687243251e-05,-6.0865103572483564e-15,-6.0865103572483564e-15,-4.072741687243251e-05,3.844111804577896e-15,3.844111804577896e-15,0.0,-6.406853007629836e-16,-1.2813706015259676e-15,-0.0037962278123041568,-1.3876701213549322e-05,-7.013902330104467e-13,-5.351323974623813e-13,-8.168737584728063e-15,-2.8086041872224627e-12,-2.5455036712522602e-05,0.0,0.0,-1.533323923701817,6.396730179735968e-11,-9.610279511444786e-15,-0.00019085663179700457,-0.00019085663179700457,5.5098935865615534e-14,3.363597829005624e-14,-0.4922449049592922,-8.008566259537297e-16,-1.1915144880944506e-12,-1.1915144880944506e-12,0.0,-30.22894492138562,0.0,-1.2970673913952433e-12,0.0,-1.922055902288952e-15,-1.7554777240906817e-13,2.2423985526704407e-15,0.0,-1.922055902288952e-15,-6.406853007629836e-16,3.523769154196405e-15,-8.601200162743311e-14,0.0,0.0,2.2423985526704407e-15,0.0,1.4498609892233083,-6.406853007629836e-16,-3.1906127978000103e-13,-5.559546697371861e-13,-5.554741557616137e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
acoL,,-1.017262093287167e-06,0.0,-6.221176122388059e-06,-2.0132534555599964e-06,-2.013315083165078e-06,-1.01726209360751e-06,-2.0909762807328016e-06,-2.3539681458259718e-05,-9.492368613097868e-06,-9.492368613097868e-06,,0.0001426478066865897,,8.192657681047876e-05,5.4350582830111226e-05,5.746522029391311e-05,5.746522029455377e-05,3.2483249327469715e-05,5.4350582830111226e-05,5.435058282882991e-05,,3.126544267723021e-13,-6.34607250442816e-05,-6.346072504412143e-05,-6.346072504380107e-05,-7.33414531777441e-05,0.05596757624196795,-9.253140073370319e-05,-9.253140073370319e-05,-9.253140073354301e-05,-7.334145318046715e-05,-9.610279511444756e-16,9.674348041520726e-14,,,,,,0.0,0.0,6.951435513278203e-14,3.126544267723021e-13,0.0,6.4068530076298215e-15,,6.4068530076298215e-15,-34.39566270489502,-8.80942288549105e-15,7.111606838468943e-14,0.0,-4.2795174850309765,0.0,0.0,-28.70967199247647,5.317687996332665e-14,-0.49224490496919737,0.0,0.0,0.0,0.0,1.4498609892549874,4.1396304706251605,4.452762840302667e-14,7.39991522381227e-14,0.0,0.0,0.0,,-1.2813706015259728e-14,-1.2813706015259728e-14,-7.667135458215984e-06,-1.2813706015259728e-14,-1.2813706015259728e-14,-1.2813706015259728e-14,-1.2813706015259728e-14,-1.2813706015259728e-14,-1.2813706015259728e-14,-1.2813706015259728e-14,-1.2813706015259728e-14,-1.2813706015259728e-14,-1.2813706015259728e-14,-1.2813706015259728e-14,-1.2813706015259728e-14,-1.2813706015259728e-14,-1.2813706015259728e-14,-1.2813706015259728e-14,-4.965311080913131e-15,,-9.450108186254038e-15,0.0,,,,0.0,6.406853007629834e-16,1.6017132519074577e-15,-8.893673002568769e-12,2.2423985526704407e-15,-8.145777567398086e-06,,,,0.0,,1.774698283113355e-13,0.0,-2.0193002727982263e-05,2.3931140047944617e-05,-1.6746542783228074e-05,-2.7058510081904704e-05,-8.893673002568769e-12,-7.70006705123062e-06,0.0,2.8510495883952485e-14,0.0,0.0,0.0,-4.719446713382536e-05,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,-6.7271956580113425e-15,0.0,,,,,0.0,0.0,0.0,6.4068530076298215e-15,3.523769154196405e-15,0.0,0.0,,3.523769154196405e-15,,0.0,6.406853007629834e-16,6.727195658011312e-15,-9.610279511444756e-16,-9.610279511444756e-16,-8.168737584728063e-15,-1.2813706015259728e-14,-9.930622161826278e-15,-6.246681682439103e-15,-9.610279511444756e-16,6.406853007629834e-16,-9.610279511444756e-16,0.0,-8.168737584728063e-15,0.0,-1.2813706015259728e-14,-1.2813706015259728e-14,6.406853007629834e-16,0.0,-1.2813706015259728e-14,-4.965311080913131e-15,9.289936861063231e-15,0.0,9.289936861063231e-15,-9.930622161826278e-15,-4.965311080913131e-15,-1.2813706015259728e-14,0.0,0.0,0.0,-0.006733834345173236,4.484797105340878e-15,-3.203426503814921e-15,0.0,0.0,3.126544267723021e-13,3.126544267723021e-13,2.159109463571093e-13,3.126544267723021e-13,3.126544267723021e-13,2.1462957575558352e-13,3.126544267723021e-13,-3.203426503814921e-15,2.726115954746237e-13,2.726115954746237e-13,0.0,0.0,-6.406853007629849e-15,-1.1062719447836387,0.0,0.0,0.0,0.0,-28.27346539474771,-1.1213749968076022e-05,-1.1213749968236194e-05,0.0,-1.922055902288952e-15,-2.0193002727982263e-05,-8.008566259537297e-16,0.0,2.1783300225941276e-14,1.2813706015259613e-14,6.470921537705988e-14,0.0,2.7571891918308647e-12,2.7571891918308647e-12,-1.2813706015259728e-14,-1.674654278531033e-05,3.203426503814917e-16,-8.80942288549105e-15,0.0,-8.80942288549105e-15,-6.787982655502931e-06,-8.80942288549105e-15,-8.80942288549105e-15,-6.787982655502931e-06,9.289936861063231e-15,9.289936861063231e-15,-1.2813706015259676e-15,-8.008566259537297e-16,-2.082227227479698e-15,-0.003796227812841342,-1.1861251069018942e-05,2.0822272274796813e-14,-2.625208019876564e-13,-3.5237691541964136e-15,3.1457648267459065e-13,-2.7058510081904704e-05,0.0,0.0,-1.533323923737359,-9.326616094562089e-12,0.0,-7.70006705123062e-06,-7.70006705107045e-06,8.649251560300018e-14,5.317687996332665e-14,-0.49224490496919737,-1.2813706015259676e-15,9.610279511444434e-14,9.514176716329992e-14,0.0,-30.265470797382072,0.0,-1.0731478787780014e-14,0.0,-4.805139755722377e-16,9.61027951144475e-16,0.0,0.0,-4.805139755722377e-16,-3.203426503814918e-16,0.0,-2.7869810583190054e-14,0.0,0.0,0.0,-2.082227227479698e-15,1.4498609892549874,-1.922055902288952e-15,2.9151181184715457e-14,4.452762840302667e-14,4.516831370378963e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
