,GAPDi_nadp,PGI,PGMT_reverse,ENO,PGM_reverse,PYK,PGK_reverse,TPI,PFK,FBA,GAPD,GND,PGL,RPI_reverse,G6PDH2r,TKT2,RPE,TKT1,TALA,TKT2_reverse,RPE_reverse,MDH_reverse,ACONT,ICDHyr,MDH,FUM,CS,SUCD1,SUCD5_BS,AKGDH,PRASCSi,SUCOAS_reverse,PRPPS,IPPS,LEUTA,PRO1x,ASPTA_reverse,METSR_R1,METSR_R2,GLYt2r_reverse,ASPO1,VALDHr_reverse,VALTA,LLEUDr_reverse,ILEDHr_reverse,ILETA,CYSTGL,ASPK,ASPCT,ALAALAr,GLUPRT,GLNS,GLUR_reverse,THRS,CYSTS,ARGSS,ARGSL,HISTD,METS,GHMT2r,PSERT,HISTP,ALATA_L_reverse,ALAR,GLU5K,PHETA1_reverse,TRPS1,TYRTA_reverse,ECOAH2c,ACACT1r,ECOAH2,ECOAH3,ECOAH4,ECOAH5_1,ACCOAC,HACD1_1,ECOAH1_1,ECOAH6,HACD2,HACD3,HACD4,HACD5,HACD6,ACACT2r,ACACT3r,ACACT4r,ACACT5r_1,ACACT6r_1,PYRt2_reverse,CYTK1,PHCYT_BS,ACKr,PTA2,PTAr_reverse,APTA1i,FORt2_reverse,GF6PTA,PTAr,ACKr_reverse,NADH4,EX_gly_e,EX_ppa_e,EX_pyr_e,EX_o2_e_reverse,EX_h2o_e,EX_co2_e,EX_h_e,EX_cit_e,EX_acac_e,EX_pi_e_reverse,EX_for_e,EX_so4_e_reverse,EX_nh4_e_reverse,EX_ac_e,EX_glc__D_e_reverse,EX_k_e_reverse,EX_mg2_e_reverse,ATPS4r,ADPDA,ATPPRT,PRAMPC_1,PRATPP,ATPM,G3PD4,ME2,NAt3_1,PIt7,PPAKr,HEX7,NDPK3,G3PD1ir,TRDR,PPAt6_reverse,HIBD,MMSAD1,HIBHr,MTHFR3,O2t,ALDD2x,H2Ot_reverse,SHSL4r,UAGDP,DHAD3,CO2t_reverse,DHAD2,PAPPT3,OCOAT1_reverse,ACACt2_reverse,G3POA_BS,FTHFD,ASAD_reverse,HSDy_reverse,UAMAGS,KAS12,GK1,UAGCVT,UAPGR,NDPK1,KAS3,IMPD,DDPA,AGPATr_BS,P5CR,APATi,CAT,FACOAL170_anteiso,FACOAL150_anteiso,DHQS,PIt2r,PSCVT,ADSL2r,AIRC1,PRAIS_1,PRFGS_1,PRAGSr,GARFT,AICART,IMPC_reverse,ADSL1r,ADSS,FACOAL150_ISO,CHORS,KAS4,IG3PS_1,AGPR_reverse,ACOTA_reverse,UAMAS,OIVD3,CITt2r_reverse,DHORDi,HCO3E,PC,DHDPS,PRMICI,DHQTi,SHK3Dr,SHKK,NDPK2,CTPS1,HSST,UMPK,HSK,XYLI2,OIVD1r,ORNTAC_1,CYOO3,CYOR3m,GLCt2,CMPDAi,ACGK,CBPS,OIVD2,DHAD1,KARA1_reverse,ACLS,OCBT_1,ACTD2,PDH,ACLDC,ADK1,DHORTS_reverse,OMPDC,IGPDH_1,ORPT_reverse,SULR_1_reverse,SHSL2,SO4t2,SADT,APSR,IPPMIb_reverse,IPPMIa_reverse,DHDPRy,IPMD,OMCDC,ACHBS,GALUi,MTHFD,MTHFC,PGCD,PSP_L,HSTPTr,PAP_BS,G1PACT,Kt1,ASNS1,G5SADs,ACOAD1,ACOAD2,ACOAD3_reverse,ACOAD4_1_reverse,ACOAD5_1_reverse,ACOAD6_reverse,G5SD,PPA,NH4t,GMPS2,PGAMT_reverse,GLCpts,KARA2,DAPE,ACt2r_reverse,ANPRT,ANS,BIOMASS_BS_10,CDPDSP_BS,CHORM,DAPDC,G3PCT,IGPS,MGt5_reverse,PPND,PPNDH,PPTGS_BS,PRAIi,PSDC_BS,UAAGDS,UAG4E,UAGPT3,UDCPDP,UGMDDS
wildtype,0.0,0.08418284739598689,0.0,0.015313106030123121,0.015313106030122803,0.0380913877972934,0.014809734696953554,0.030046018132074075,0.028847444649054158,0.02884649624808526,0.014809734696953554,-32.0577212863155,-32.0577212863155,-0.8045396212787177,-32.0577212863155,0.0,-29.8745504282371,-30.308131159391035,-30.308131159391035,2.4109026312405057,30.89437388609187,0.0,1.3185183658486088,1.3185183658486093,1.396869907352469,1.3968699073524755,1.3185183658486084,1.5183820409300777,1.5183820409300786,1.5183820409300801,8.597996736236677e-13,0.6313473847842342,2.559537776547892e-13,0.0,0.0,0.0,3.5736496447410886,34.65450753329074,34.65450753329074,0.0,36.70736593524391,2.298864555974103,2.3599558674544925,-30.660832844149784,-0.4922449050401504,-29.002453741100716,2.7359159062033007,-1.1211992763352217e-15,0.0,0.0,8.597996736236677e-13,1.9156490492811936e-13,0.0,-4.805139755722384e-15,0.0,0.0,0.0,0.0,0.0,2.642826865647065e-13,1.5985098254035554e-13,0.0,-6.406853007629836e-16,0.0,0.0,0.0,0.0,0.0,0.0,-6.986536042281256,0.0,0.0,0.0,0.0,-3.203426503814918e-16,-4.103589351387493e-13,-4.103589351387493e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.9881746253413902e-11,9.61027951144475e-16,-3.203426503814918e-16,0.0,-37.95622630719575,0.0,0.0,0.0,0.5668975334811504,0.2709477747279442,0.5319544805539855,-0.30701460240449996,0.0,-34.00558233866475,-2.6428268656473315e-14,-1.9881746253413902e-11,0.0,8.841457150528902e-14,0.0,0.0,0.0,0.0,-0.06201479978441642,0.0,-1.793918842136365e-14,0.0,0.0,0.0,37.7390911451337,0.0,0.0,0.0,3.096564022221142e-05,0.0,0.0,6.329807846132161,4.622205685353306,0.0,4.0517235738080104e-05,4.0517235738080104e-05,4.649259805349265e-05,1.3134048665641102e-14,0.5668975334811504,0.0,0.2709477747279437,-30.55825254640461,0.0,-0.4922449050401504,0.5319544805539855,29.002453741100716,0.0,-34.00558233866475,-34.00548932275718,0.0,-2.0849341228904856e-11,3.203426503814917e-16,-1.7618845770982058e-15,0.0,0.0,-4.6449684305316375e-15,0.0,0.0,-0.006733834345918458,0.0,1.8259531071744916e-14,0.0,-2.7229125282426824e-15,0.0,0.0,6.970988135813516,0.0,-3.844111804577906e-15,0.0,4.8371740207604445e-14,-6.406853007629836e-16,8.597996736236677e-13,8.597996736236677e-13,8.597996736236677e-13,8.597996736236677e-13,8.597996736236677e-13,8.597996736236677e-13,5.871880781491549e-13,5.881491061002991e-13,5.106261847080075e-13,5.106261847080075e-13,0.0,-6.406853007629836e-16,-3.844111804577906e-15,-1.793918842136365e-14,1.6017132519074577e-15,1.6017132519074577e-15,0.0,0.0,0.0,0.0,3.2034265038149143e-15,4.484797105340878e-15,0.0,-1.793918842136365e-14,0.0,0.0,-6.406853007629836e-16,0.0,0.0,0.0,3.2034265038149143e-15,-6.406853007629849e-15,0.0,-5.125482406103878e-15,-1.4415419267167136e-15,-0.006458158518085654,-0.006458158518085654,0.0,5.76616770686684e-15,-1.4415419267167136e-15,-9.610279511444756e-16,-2.2744328177086093e-14,0.0,0.0,-3.5237691541964136e-15,0.0,-1.5232293025640738e-13,0.019596080266009244,-1.5232293025640738e-13,1.3614562641212757e-13,0.0,0.0,-3.6839404793871596e-15,0.0,8.649251560300252e-15,0.0,0.0,0.0,8.649251560300252e-15,9.61027951144475e-16,9.61027951144475e-16,0.0,0.0,0.0,0.0,0.0,3.4052423735548555e-13,3.4052423735548555e-13,1.60171325190737e-13,1.5985098254035554e-13,-3.6839404793871596e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0571307462589189e-14,0.0,5.86227050198118e-14,9.642313776482581e-14,-3.5237691541964136e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
acoA,,-6.406853007629836e-16,0.0,-9.817410261671142e-06,-9.81741026231183e-06,-2.462195710326177e-05,-9.450108186254038e-15,-5.213462260547039e-05,-5.44582505648537e-15,4.9944745602899105e-05,-9.129765535872545e-15,,,2.2007540081206803e-13,,,,,,1.3486425581060173e-13,2.2135677141359385e-13,,0.1887455731776904,0.18874557317769067,0.1977063778177075,0.19770637781770664,0.1887455731776904,0.21105522434748192,0.21105522434748136,0.21105522434748136,2.8574564414026237e-13,-0.2041969160139009,1.931666181800266e-13,0.0,,0.7047172976423947,6.470921537705988e-14,,,,,3.171392238776734e-14,3.395632094043773e-14,0.0,0.0,0.0,0.0,0.0,4.164454454959387e-15,0.0,2.8574564414026237e-13,6.406853007629693e-14,0.0,0.0,0.0,0.0,0.0,0.0,-4.4847971053408916e-15,8.809422885490755e-14,5.317687996332665e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-6.49124367045856,0.0,0.0,0.0,0.0,-3.203426503814918e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,-6.580638895476802e-12,0.0,-8.008566259537297e-16,-1.4415419267167136e-15,-37.30822660672087,,,,0.022469072540069187,-0.0017629925486843502,-0.05397646515937648,0.125082428477386,,-32.69823036730544,1.0411136137398107e-13,-6.580638895476802e-12,0.0,3.65190621434896e-14,0.0,0.0,0.0,0.0,0.01613699850977215,0.0,0.0,0.0,0.0,0.0,,,,,,,,6.7002496247512,2.537113791021192e-13,,,,,0.0,0.022469072540069187,,-0.0017629925486843502,0.0,0.0,0.0,-0.05397646515937648,,0.0,-32.69823036730544,-32.69823036730544,-4.6449684305316375e-15,-6.900981545859792e-12,0.0,0.0,0.0,0.0,8.328908909918762e-15,0.0,0.0,-0.006733834341711026,0.0,-4.12921676341802e-13,0.0,0.0,0.6610906774874596,0.0,-0.0037962278069095055,0.0,-7.047538308392836e-15,0.0,1.6689852084874755e-13,1.6017132519074577e-15,2.8574564414026237e-13,2.8574564414026237e-13,2.8574564414026237e-13,2.8574564414026237e-13,2.8574564414026237e-13,2.8574564414026237e-13,1.9701072998460398e-13,1.9701072998460398e-13,4.680206122072836e-13,4.680206122072836e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,4.164454454959387e-15,2.8830838534334232e-15,4.8051397557223685e-15,0.0,0.0,0.0,0.0,1.6017132519074577e-15,0.0,0.0,0.0,6.406853007629834e-16,0.0,,0.0,0.0,0.02252216441983066,0.02252216441983066,,-1.1211992763352217e-15,0.0,0.0,3.991469423752835e-13,7.047538308392801e-15,7.047538308392801e-15,-6.80728132060686e-14,0.0,-3.1986213640627412e-12,-0.28970260871336534,-3.1986213640627412e-12,7.944497729460777e-14,4.164454454959387e-15,4.164454454959387e-15,0.0,4.164454454959387e-15,0.0,0.0,0.0,-2.8830838534334283e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.146826688365695e-13,1.146826688365695e-13,5.317687996332665e-14,5.2536194662563694e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3064670827467222e-14,3.6839404793871085e-14,6.0865103572483304e-15,0.0,-6.406853007629836e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
acoB,,-4.805139755722377e-16,0.0,-3.5878376842727524e-14,-3.667923346868127e-14,-9.113748403353728e-14,-2.1783300225941604e-14,-1.5376447218311688e-14,-1.5376447218311688e-14,-1.569678986869318e-14,-2.2103642876323103e-14,-6.817528740100656e-05,,5.541927851598743e-13,,,,,,3.0144243400895225e-13,5.522707292575861e-13,,0.513779035497916,0.513779035497916,0.5380201610691486,0.5380201610691546,0.5137790354979173,0.5741499914205639,0.5741499914205641,0.5741499914205639,1.986124432363882e-12,0.27316742975889585,7.960514861977874e-13,6.406853007629834e-16,,-31.979756920327365,2.3966972508984847,,,,,1.3345930633970784,1.3811008637922724,0.0,-0.4922449049592922,-28.673146116535616,0.0,9.289936861063231e-15,-2.8830838534334283e-15,0.0,1.986124432363882e-12,4.4271354282715367e-13,-3.844111804577906e-15,5.1575166711419256e-14,0.0,0.0,0.0,0.0,0.0,6.128154901796635e-13,3.715974744424826e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-5.926726840256553,0.0,0.0,0.0,0.0,-4.805139755722377e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,-4.570232490270017e-11,0.0,1.2813706015259665e-15,1.6017132519074577e-15,-37.68485702522347,,,,0.2754999283974109,0.1334026128079952,0.2583187169187026,-0.17120295185238182,,-32.60397366491359,4.2957949416151653e-13,-4.570232490270017e-11,0.0,2.2552122586855258e-13,0.0,0.0,0.0,0.0,-0.02303984708595519,0.0,0.0,0.0,0.0,0.0,,,,,,,,6.51482206948883,4.320572155739508,,,,,1.3134048665641102e-14,0.2754999283974109,,0.1334026128079955,0.0,-1.2813706015259676e-15,-0.4922449049592922,0.2583187169187026,,0.0,-32.60397366491359,-32.60397366491359,-3.5237691541964136e-15,-4.812267379773624e-11,9.930622161826211e-15,1.4735761917548547e-14,0.0,0.0,0.0,-3.844111804577906e-15,-3.844111804577906e-15,-0.006733834343348072,0.0,1.77790170961717e-13,0.0,-3.5237691541964136e-15,-2.956044153365563,0.0,5.0613363155591715,0.0,0.0,0.0,4.619341018500372e-13,0.0,1.986124432363882e-12,1.986124432363882e-12,1.986124432363882e-12,1.986124432363882e-12,1.986124432363882e-12,1.986124432363882e-12,1.3710665436321334e-12,1.3710665436321334e-12,1.9025150006144254e-12,1.9005929447121386e-12,0.0,0.0,0.0,0.0,3.844111804577896e-15,3.844111804577896e-15,0.0,0.0,0.0,-2.8830838534334283e-15,6.0865103572483304e-15,9.610279511444721e-15,0.0,0.0,0.0,0.0,0.0,-3.203426503814918e-16,0.0,0.0,-8.008566259537297e-16,5.1575166711419256e-14,-2.715173899669016e-05,0.0,5.349722261370814e-14,5.990407562133772e-14,5.990407562133772e-14,-2.715173899669016e-05,0.0,5.349722261370814e-14,-1.1211992763352217e-15,-2.290449950227848e-13,-2.8830838534334283e-15,-3.3635978290056677e-15,1.0571307462589189e-14,0.0,5.74054029483519e-13,-4.901242550836907e-14,5.74054029483519e-13,3.8601289370964596e-13,-2.8830838534334283e-15,-2.8830838534334283e-15,0.0,-2.8830838534334283e-15,6.727195658011312e-15,0.0,0.0,0.0,8.649251560300252e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.944497729458808e-13,7.944497729458808e-13,3.7063644649133834e-13,3.715974744424826e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3646596906250905e-13,2.219974567143567e-13,4.484797105340878e-15,0.0,-4.805139755722377e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
acoC,,-9.610279511444756e-16,0.0,-1.1372164088543004e-14,-1.1692506738924496e-14,-2.8830838534334545e-14,-7.047538308392836e-15,-6.0865103572483564e-15,-7.047538308392836e-15,-7.047538308392836e-15,-6.7271956580113425e-15,-3.834899557719597e-05,,3.078492870165808e-13,,,,,,1.6689852084874755e-13,3.059272311142922e-13,,0.082534780406508,0.082534780406508,0.08679215238798407,0.08679215238798649,0.08253478040650769,0.09319564689029727,0.09319564689029788,0.09319564689029698,7.230133619108457e-13,0.048986524455818484,4.286184662103723e-13,6.406853007629834e-16,,-0.6392335768579138,0.518255696814026,,,,,0.29739937961860635,0.3119156365992175,-30.331525219114734,-0.4922449049592922,-28.673146116535616,2.7359159050774524,1.377473396640408e-14,-2.8830838534334283e-15,0.0,7.230133619108457e-13,1.60171325190737e-13,-3.844111804577906e-15,7.944497729460777e-14,0.0,-9.610279511444786e-15,-9.610279511444786e-15,0.0,0.0,2.2167711406397528e-13,1.3422357050983882e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-3.2829962071631216,0.0,0.0,0.0,0.0,-4.805139755722377e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,-1.674655273409044e-11,0.0,-1.6017132519074588e-16,-1.6017132519074588e-16,-37.679295961490176,,,,0.04347294638970963,0.02077717382541809,0.04056451863848538,-0.023546313733607355,,-29.827762280883874,8.425011705032987e-14,-1.674655273409044e-11,2.2423985526704407e-15,7.560086549003007e-14,0.0,0.0,0.0,0.0,-0.0033336993872462024,0.0,-4.324625780150146e-15,0.0,0.0,0.0,,,,,,,,6.58384394619846,2.45501531278339,,,,,3.523769154196405e-15,0.04347294638970963,,0.020777173825416828,-30.22894492138562,-1.2813706015259676e-15,-0.4922449049592922,0.04056451863848538,,0.0,-29.827762280883874,-29.827762280883874,-3.5237691541964136e-15,-1.7512652182486873e-11,1.377473396640408e-14,2.1783300225941276e-14,0.0,0.0,-5.605996381676117e-15,-3.844111804577906e-15,-3.844111804577906e-15,-0.006733834344136423,0.0,-5.746947147845107e-13,0.0,-3.5237691541964136e-15,-0.5660432546083309,0.0,-28.020776445407055,0.0,0.0,0.0,1.4543556327318993e-13,0.0,7.230133619108457e-13,7.230133619108457e-13,7.230133619108457e-13,7.210913060085577e-13,7.210913060085577e-13,7.230133619108457e-13,4.97492136042371e-13,4.962107654408455e-13,9.514176716327168e-13,9.514176716327168e-13,0.0,0.0,0.0,-4.324625780150146e-15,1.1532335413733657e-14,1.1532335413733657e-14,0.0,0.0,0.0,-2.8830838534334283e-15,1.3454391316022592e-14,2.1783300225941276e-14,0.0,-4.324625780150146e-15,0.0,0.0,0.0,-3.203426503814918e-16,0.0,0.0,-8.008566259537297e-16,7.944497729460777e-14,-4.072741687243251e-05,0.0,3.844111804577896e-15,2.0501929624415328e-14,2.0501929624415328e-14,-4.072741687243251e-05,0.0,3.844111804577896e-15,-7.047538308392836e-15,-8.601200162743311e-14,-1.922055902288952e-15,-1.922055902288952e-15,-4.484797105340954e-14,-9.610279511444786e-15,-1.8285158483787135e-12,-1.153233541373375e-14,-1.8285158483787135e-12,1.3037945870526124e-13,-2.8830838534334283e-15,-2.8830838534334283e-15,0.0,-2.8830838534334283e-15,0.0,0.0,2.2423985526704407e-15,2.2423985526704407e-15,2.2423985526704407e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.873473573921695e-13,2.873473573921695e-13,1.3422357050983882e-13,1.3422357050983882e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.264840379842252e-14,7.720257874193744e-14,0.0,0.0,-6.406853007629836e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
acoL,,0.15634668992878234,-1.4415419267167136e-15,0.027575346166626834,0.02757534616662652,0.06743910875698075,0.026752354331277844,0.05446128909340759,0.05247487365464077,0.052473296259575565,0.026752354331277844,-32.75744610878728,-32.75744610878728,-1.3135019562775285,-32.75744610878728,-29.78034930616679,-31.58043379162392,-31.092088500341884,-31.092088500341884,,,,2.428740581992077,2.428740581992077,2.6009434157065887,2.600943415706594,2.428740581992077,2.8860695908651004,2.8860695908651004,2.8860695908651,9.229071757487826e-13,0.9054442886865017,5.00054877245422e-13,0.0,,,4.412827637715231,,,,,3.0310039642791096,3.098154430361422,0.0,-0.49224490496919737,-28.70967199247647,0.0,4.709036960607852e-14,0.0,0.0,9.229071757487826e-13,2.0533963889452163e-13,0.0,2.806201617341595e-13,0.0,0.0,0.0,0.0,0.0,2.793387911326338e-13,1.6914091940141773e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-7.869258696083813,0.0,0.0,0.0,0.0,-3.203426503814918e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,6.406853007629834e-16,-2.1618483932482135e-11,0.0,0.0,0.0,-37.71804096030321,,,,0.9155556001202859,0.44381262538747346,0.8649890055463608,-0.5674713216972609,,-34.60076175075203,2.7485399402729374e-13,-2.1618483932482135e-11,0.0,1.0635375992665135e-13,0.0,0.0,0.0,0.0,-0.11654133804169357,0.0,0.0,0.0,0.0,0.0,,,,,,,,6.187686648352884,5.453483188700385,,,,,2.5307069380137627e-14,0.9155556001202859,,0.44381262538747557,0.0,0.0,-0.49224490496919737,0.8649890055463608,,0.0,-34.60076175075203,-34.60076175075203,3.523769154196405e-15,-2.3005407437330255e-11,4.933276815874889e-14,7.656189344117451e-14,0.0,0.0,-5.605996381676117e-15,3.523769154196405e-15,3.523769154196405e-15,-0.006733834344505736,0.0,1.761884577098194e-14,0.0,3.523769154196405e-15,0.0,6.406853007629834e-16,7.874017726715154,0.0,0.0,0.0,2.1494991840596497e-13,-1.1211992763352217e-15,9.229071757487826e-13,9.229071757487826e-13,9.229071757487826e-13,9.229071757487826e-13,9.229071757487826e-13,9.229071757487826e-13,6.368411889582651e-13,6.355598183567397e-13,1.1702117018431148e-12,1.1702117018431148e-12,0.0,-1.1211992763352217e-15,0.0,0.0,7.36788095877429e-15,7.36788095877429e-15,0.0,0.0,0.0,0.0,1.6978160470218965e-14,2.59477546809006e-14,0.0,0.0,0.0,-1.1211992763352217e-15,0.0,3.203426503814917e-16,6.406853007629834e-16,0.0,0.0,2.786981058318709e-13,-6.787982655502931e-06,0.0,9.289936861063231e-15,-0.012813321329253816,-0.012813321329253493,-6.787982655502931e-06,0.0,9.289936861063231e-15,0.0,-5.306476003570387e-13,-8.80942288549105e-15,-8.80942288549105e-15,-2.6107926006091817e-14,0.0,-7.670604763386859e-13,0.034375524158898246,-7.463983753890689e-13,2.7389296607614943e-13,0.0,0.0,0.0,0.0,1.6657817819837476e-14,0.0,0.0,0.0,1.6657817819837476e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.575023978257005e-13,3.575023978257005e-13,1.6946126205179919e-13,1.6946126205179919e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.008566259537072e-14,1.0731478787779575e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adhB,,0.03181817824807209,-1.4415419267167136e-15,0.0058740848859462624,0.0058740848859462624,0.01454196368500411,0.00568154054507924,0.011538189898584744,0.01103364675853836,0.010986312534608073,0.005681540545078921,-30.31283747654825,-30.31283747654825,-0.3642709868754407,-30.31283747654825,,,-28.25332748181635,-28.253327481816346,0.5403203848392646,1.2326401946961374,,1.3301750047146423,1.3301750047146426,1.3935403741016799,1.3935403741016787,1.3301750047146426,1.4888363953184491,1.4888363953184496,1.4888363953184496,1.8986708888098523e-12,0.5944193509692155,8.505097367626099e-13,0.0,,,3.8301097890597657,,,,,2.505628624132139,2.568755558746761,0.0,-0.4922449049488672,-28.635671411205653,0.0,-9.466125318773392e-14,0.0,0.0,1.8986708888098523e-12,4.2221161320274435e-13,0.0,-5.625216940700092e-13,0.0,-1.5536618543502434e-14,-1.5536618543502434e-14,0.0,3.2034265038149143e-15,6.038458959689856e-13,3.658313067356172e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-7.342664668035429,0.0,0.0,0.0,0.0,3.203426503814917e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,-4.2344172898648524e-11,0.0,-1.6017132519074678e-14,-1.5536618543502434e-14,-37.656777653324546,,,,0.6601499300533461,0.32295685345589575,0.6228305252169732,-0.46353872088410053,,-33.9974348060802,1.3214134328230482e-12,-4.2344172898648524e-11,0.0,2.2616191116931546e-13,0.0,0.0,0.0,0.0,-0.06731023583948018,0.0,0.0,0.0,0.0,0.0,,,,,,,,6.358776684932891,5.214739598580901,,,,,1.986124432365235e-14,0.6601499300533461,,0.32295685345589803,0.0,0.0,-0.49224490494886586,0.6228305252169732,,-3.844111804577906e-15,-33.9974348060802,-33.9974348060802,0.0,-4.470702028793369e-11,-9.257902596025409e-14,-1.5424498615869653e-13,0.0,0.0,0.0,0.0,0.0,-0.006733834343659776,0.0,-4.726655806379685e-13,0.0,0.0,0.0,0.0,7.122627635322468,0.0,0.0,0.0,1.3236558313757168e-12,0.0,1.8986708888098523e-12,1.8986708888098523e-12,1.8986708888098523e-12,1.8986708888098523e-12,1.896748832907566e-12,1.8986708888098523e-12,1.3092404121085628e-12,1.3092404121085628e-12,1.8240310512710612e-12,1.8240310512710612e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,6.0865103572483304e-15,-1.1211992763352255e-14,-1.6177303844265424e-14,-8.008566259537297e-16,0.0,0.0,0.0,0.0,-1.6017132519074588e-16,-8.008566259537297e-16,0.0,0.0,-5.64443749972299e-13,,0.0,0.0,-0.002309342712522177,-0.002309342712522177,-2.92314723563777e-05,0.0,0.0,-8.32890890991881e-15,-3.79317732317223e-12,-6.759229923049635e-14,-6.759229923049635e-14,4.763495211171996e-13,-1.5536618543502434e-14,2.3130981755910947e-11,0.007510856464406496,2.3130981755910947e-11,4.10679277789014e-13,0.0,2.8830838534334232e-15,0.0,2.8830838534334232e-15,1.3454391316022592e-14,0.0,0.0,0.0,1.3454391316022592e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.803546963291029e-13,7.803546963291029e-13,3.658313067356172e-13,3.658313067356172e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7586811505942827e-13,2.2680259647007834e-13,0.0,0.0,3.203426503814917e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
