reaction,gene,name,our_name,GLC_BATCH_mu=0.6_H,real_prot,pred_prot,kcat_Density,absolute_error,square_error,root_square_error,error
AOXSr2,b0776,bioF,ECDH1ME8569_0729,1.4365728715841214e-07,0.14365728715841214,4.427321766695607e-05,0.035826557960420495,0.1436130139407452,0.02062469777314467,0.1436130139407452,0.1436130139407452
APRAUR,b0414,ribD,ECDH1ME8569_0399,4.165626823733886e-07,0.4165626823733886,0.0029112248116066847,0.03687778352318777,0.41365145756178195,0.1711075283429867,0.41365145756178195,0.41365145756178195
ARGSL,b3960,argH,ECDH1ME8569_3828,3.887233407818452e-06,3.887233407818452,0.4792113963528533,0.02694567500665699,3.4080220114655986,11.614614030634025,3.4080220114655986,3.4080220114655986
ARGSS,b3172,argG,ECDH1ME8569_3062,1.1015395182054114e-05,11.015395182054114,2.369081561855894,0.0020070180507783674,8.646313620198221,74.75873921882527,8.646313620198221,8.646313620198221
ASAD_reverse,b3433,asd,ECDH1ME8569_3311,1.687558391659218e-05,16.87558391659218,1.3038904728615819,0.0011468362746625037,15.571693443730599,242.4776367055225,15.571693443730599,15.571693443730599
ASNS2,b3744,asnA,ECDH1ME8569_3632,1.3177986920249617e-06,1.3177986920249616,6.8677152767290455,0.0011245427224821146,5.549916584704084,30.801574097173443,5.549916584704084,-5.549916584704084
ASPCT_num2,b4245,pyrB,ECDH1ME8569_4101,1.8453210745514797e-05,18.4532107455148,0.18850507734800143,0.0005673665141692956,18.264705668166798,333.5994731447643,18.264705668166798,18.264705668166798
ASPK_num1,b0002,thrA,ECDH1ME8569_0002,1.1672606753288096e-05,11.672606753288097,1.2957809896413266,0.002568580685227709,10.376825763646771,107.6785129290834,10.376825763646771,10.376825763646771
ASPO6,b2574,nadB,ECDH1ME8569_2501,2.1588781713485128e-07,0.21588781713485128,0.010881142247853514,0.03617509899364474,0.20500667488699775,0.042027736748223195,0.20500667488699775,0.20500667488699775
ASPTA_reverse,b0928,aspC,ECDH1ME8569_0879,9.160982781701999e-06,9.160982781702,1.2246937880058903,0.0043256582893437985,7.93628899369611,62.98468299146201,7.93628899369611,7.93628899369611
ATPPRT,b2019,hisG,ECDH1ME8569_1955,3.647102411509863e-06,3.6471024115098634,1.5060157064066109,0.02046177112220825,2.1410867051032527,4.584252278769903,2.1410867051032527,2.1410867051032527
BMOCOS,b0827,moeA,ECDH1ME8569_0780,1.2728767258595469e-06,1.2728767258595468,0.003271059007225772,0.037592860818599055,1.269605666852321,1.6118985493035267,1.269605666852321,1.269605666852321
BPNT,b4214,cysQ,ECDH1ME8569_4071,1.9061972641819487e-06,1.9061972641819487,0.3996764929189765,0.03804143010807519,1.5065207712629722,2.2696048342467807,1.5065207712629722,1.5065207712629722
BTS5,b0775,bioB,ECDH1ME8569_0728,6.904205995472418e-07,0.6904205995472418,0.0008387857508148334,0.03751908896035744,0.6895818137964269,0.47552307791877,0.6895818137964269,0.6895818137964269
CDPMEK,b1208,ispE,ECDH1ME8569_1147,2.6749018149766234e-07,0.26749018149766235,0.016871514420157257,0.03640568151869916,0.2506186670775051,0.06280971628770532,0.2506186670775051,0.2506186670775051
CHORM_num1,b2599,pheA,ECDH1ME8569_2520,3.433097047918728e-06,3.433097047918728,0.15227195009245448,0.02792439918178522,3.280825097826274,10.76381332252678,3.280825097826274,3.280825097826274
CHORS,b2329,aroC,ECDH1ME8569_2267,1.3962388758315705e-06,1.3962388758315705,2.9629830038924454,0.0048265822580619965,1.566744128060875,2.454687162813231,1.566744128060875,-1.566744128060875
CHRPL,b4039,ubiC,ECDH1ME8569_3896,3.860857147948872e-06,3.860857147948872,0.0019960100191653233,0.022855346529643203,3.858861137929707,14.890809281824152,3.858861137929707,3.858861137929707
CS,b0720,gltA,ECDH1ME8569_0679,1.2312363871569814e-05,12.312363871569815,1.989563421356912,0.0020215045332040876,10.322800450212902,106.56020913491571,10.322800450212902,10.322800450212902
CTPS2,b2780,pyrG,ECDH1ME8569_2690,3.4733219241236484e-06,3.473321924123648,2.5323595411952584,0.007940595300220014,0.9409623829283897,0.8854102060862735,0.9409623829283897,0.9409623829283897
CYSS_num1,b2414,cysK,ECDH1ME8569_2348,9.358030673021773e-06,9.358030673021773,0.2715425956771454,0.0033092245089795416,9.086488077344628,82.56426557972607,9.086488077344628,9.086488077344628
DALAt2pp,b4208,cycA,ECDH1ME8569_4065,5.910857392659474e-07,0.5910857392659473,0.15565943835135906,0.03780540095273665,0.4354263009145882,0.18959606352816152,0.4354263009145882,0.4354263009145882
DAPDC,b2838,lysA,ECDH1ME8569_2745,2.190401187067305e-06,2.190401187067305,1.734118732667163,0.01765057981730676,0.4562824544001418,0.2081936781934175,0.4562824544001418,0.4562824544001418
DAPE,b3809,dapF,ECDH1ME8569_3689,1.4776771832910413e-07,0.14776771832910413,1.6297127668321152,0.013146220094057248,1.481945048503011,2.1961611267825916,1.481945048503011,-1.481945048503011
DB4PS,b3041,ribB,ECDH1ME8569_2938,5.416724722189406e-07,0.5416724722189405,0.0057846078547746285,0.03724244508951247,0.5358878643641659,0.2871758031727867,0.5358878643641659,0.5358878643641659
DBTS,b0778,bioD,ECDH1ME8569_0731,2.209843896863731e-06,2.209843896863731,2.8426584840712495e-05,0.034206520637087325,2.2098154702788904,4.8832844126839134,2.2098154702788904,2.2098154702788904
DDPA_num2,b0754,aroG,ECDH1ME8569_0707,1.121045722984629e-05,11.21045722984629,1.8758930858177372,0.0024898886211852447,9.334564144028553,87.13408775898351,9.334564144028553,9.334564144028553
DHAD1,b3771,ilvD,ECDH1ME8569_3652,1.948899221143476e-06,1.9488992211434761,6.588633734437453,0.001245663469295281,4.639734513293977,21.527136353851297,4.639734513293977,-4.639734513293977
DHAD2,b3771,ilvD,ECDH1ME8569_3652,1.948899221143476e-06,1.9488992211434761,3.5429472119307004,0.003426521734037989,1.5940479907872243,2.5409889969327866,1.5940479907872243,-1.5940479907872243
DHDPRy,b0031,dapB,ECDH1ME8569_0028,9.421888277258007e-07,0.9421888277258007,0.35032237647076414,0.03829675043267565,0.5918664512550366,0.3503058961212306,0.5918664512550366,0.5918664512550366
DHDPS,b2478,dapA,ECDH1ME8569_2404,5.166700084031225e-06,5.166700084031225,0.24248126937379297,0.016344336357195025,4.924218814657432,24.247930934626243,4.924218814657432,4.924218814657432
DHFS,b2315,folC,ECDH1ME8569_2253,6.390658917833849e-07,0.6390658917833849,0.005159492335196417,0.03745421410109303,0.6339063994481885,0.4018373232613663,0.6339063994481885,0.6339063994481885
DHORD2,b0945,pyrD,ECDH1ME8569_0896,2.306952442925174e-06,2.306952442925174,0.4175120614790825,0.03669524162581559,1.8894403814460916,3.569984955039152,1.8894403814460916,1.8894403814460916
DHORTS_reverse,b1062,pyrC,ECDH1ME8569_0997,8.873639191832538e-06,8.873639191832538,1.6433270741497594,0.0041721744784373686,7.230312117682779,52.27741331911043,7.230312117682779,7.230312117682779
DHPPDA2,b0414,ribD,ECDH1ME8569_0399,4.165626823733886e-07,0.4165626823733886,0.004452584816716036,0.03688512567355881,0.4121100975566726,0.16983473250817022,0.4121100975566726,0.4121100975566726
DHPS2,b3177,folP,ECDH1ME8569_3066,4.3278871527791934e-07,0.43278871527791934,0.02604921801989162,0.03703107107470507,0.4067394972580277,0.16543701862971313,0.4067394972580277,0.4067394972580277
DHQS,b3389,aroB,ECDH1ME8569_3268,1.515760666746113e-06,1.515760666746113,3.3923946794962454,0.0036262091902353813,1.8766340127501324,3.5217552178106644,1.8766340127501324,-1.8766340127501324
DHQTi,b1693,aroD,ECDH1ME8569_1637,1.1100991510169853e-06,1.1100991510169853,0.78421041401549,0.03377617800075227,0.32588873700149534,0.1062034689044298,0.32588873700149534,0.32588873700149534
