reaction,gene,name,our_name,GLC_BATCH_mu=0.6_H,real_prot,pred_prot,kcat_Density,absolute_error,square_error,root_square_error,error
3OAR140,b1093,fabG,ECDH1ME8569_1028,5.6852260662193185e-06,5.685226066219318,0.29006750486458227,0.0012137466006490669,5.3951585613547355,29.1077359021593,5.3951585613547355,5.3951585613547355
3OAR160,b1093,fabG,ECDH1ME8569_1028,5.6852260662193185e-06,5.685226066219318,0.18019165309102322,0.0012103081989149824,5.505034413128295,30.305403889726794,5.505034413128295,5.505034413128295
5DOAN,b0159,mtn,ECDH1ME8569_0153,4.935111524898892e-06,4.935111524898892,7.4323286158648e-05,0.001478835224856639,4.935037201612734,24.354592181301644,4.935037201612734,4.935037201612734
ACACT2r_num2,b3845,fadA,ECDH1ME8569_3722,6.849622687291783e-07,0.6849622687291783,19.06121261674802,0.0011614341517210175,18.37625034801884,337.6865768530625,18.37625034801884,-18.37625034801884
ACACT3r_num2,b3845,fadA,ECDH1ME8569_3722,6.849622687291783e-07,0.6849622687291783,16.36669564998259,0.0014170375757171327,15.68173338125341,245.91676184071753,15.68173338125341,-15.68173338125341
ACACT4r_num2,b3845,fadA,ECDH1ME8569_3722,6.849622687291783e-07,0.6849622687291783,19.061212616748016,0.0011614341517210184,18.376250348018836,337.6865768530624,18.376250348018836,-18.376250348018836
ACACT5r_num2,b3845,fadA,ECDH1ME8569_3722,6.849622687291783e-07,0.6849622687291783,16.36669564998259,0.0014170375757171327,15.68173338125341,245.91676184071753,15.68173338125341,-15.68173338125341
ACACT6r_num2,b3845,fadA,ECDH1ME8569_3722,6.849622687291783e-07,0.6849622687291783,8.057041956592606,0.0021645071693283773,7.372079687863428,54.347558924208535,7.372079687863428,-7.372079687863428
ACACT7r_num2,b3845,fadA,ECDH1ME8569_3722,6.849622687291783e-07,0.6849622687291783,8.0570419565926,0.0021645071693283777,7.3720796878634225,54.34755892420846,7.3720796878634225,-7.3720796878634225
ACGK,b3959,argB,ECDH1ME8569_3827,5.571251626104815e-06,5.571251626104815,1.0234615584338171,0.0012755492649464974,4.547790067670999,20.682394499606986,4.547790067670999,4.547790067670999
ACGS,b2818,argA,ECDH1ME8569_2725,1.1443580394640656e-06,1.1443580394640656,295.25315261484667,1.595693775711481e-05,294.1087945753826,86499.9830465846,294.1087945753826,-294.1087945753826
ACKr_reverse_num3,b1849,purT,ECDH1ME8569_1795,2.7978462795299677e-06,2.797846279529968,2.575705051899813,0.0023214187934665247,0.22214122763015487,0.049346725013032285,0.22214122763015487,0.22214122763015487
ACOAD1f_reverse,b0221,fadE,ECDH1ME8569_0209,6.338197718011059e-07,0.6338197718011058,5.661045057981082,0.0022986473338002782,5.027225286179976,25.272994078007343,5.027225286179976,-5.027225286179976
ACOAD3f_reverse,b0221,fadE,ECDH1ME8569_0209,6.338197718011059e-07,0.6338197718011058,2.2222894081669895,0.002412659699178745,1.5884696363658837,2.5232357856563628,1.5884696363658837,-1.5884696363658837
ACOAD5f_reverse,b0221,fadE,ECDH1ME8569_0209,6.338197718011059e-07,0.6338197718011058,2.2222894081669895,0.002412659699178745,1.5884696363658837,2.5232357856563628,1.5884696363658837,-1.5884696363658837
ACOAD6f_reverse,b0221,fadE,ECDH1ME8569_0209,6.338197718011059e-07,0.6338197718011058,0.9393462714728122,0.002421890900412629,0.3055264996717064,0.09334644200164523,0.3055264996717064,-0.3055264996717064
ACODA,b3957,argE,ECDH1ME8569_3825,5.215679626866349e-06,5.215679626866349,0.053001758503543925,0.001374696152808913,5.162677868362805,26.653242772483118,5.162677868362805,5.162677868362805
ACONTa_num1,b0118,acnB,ECDH1ME8569_0112,9.722313180128597e-06,9.722313180128598,96.29312360489175,1.8235454241762596e-05,86.57081042476315,7494.505217600281,86.57081042476315,-86.57081042476315
ACONTb_num1,b0118,acnB,ECDH1ME8569_0112,9.722313180128597e-06,9.722313180128598,2.5167844713774836,0.00044787624824085365,7.205528708751114,51.91964397263649,7.205528708751114,7.205528708751114
ACOTA_reverse_num1,b1748,astC,ECDH1ME8569_1692,3.6967035750773016e-07,0.36967035750773014,41.906899080816956,0.00011270605967973201,41.53722872330923,1725.341370012505,41.53722872330923,-41.53722872330923
ADK1,b0474,adk,ECDH1ME8569_0458,6.815504389127241e-06,6.815504389127241,0.8170216030910611,0.0008832075957672123,5.99848278603618,35.981795734372376,5.99848278603618,5.99848278603618
ADPT,b0469,apt,ECDH1ME8569_0453,2.554500722912776e-06,2.554500722912776,0.016169812980401353,0.0023240884084219917,2.5383309099323745,6.443123808318116,2.5383309099323745,2.5383309099323745
