Time,Biomass,Glucose,Acetate,CO2
0.0,0.1,10.0,0.0,0.0
0.08080808080808081,0.10175907711904636,10.081516755459516,6.796072148725743e-07,8.151675545951466
0.16161616161616163,0.10354915206710179,10.164467501591474,1.3711930014783255e-06,16.44675015914735
0.24242424242424243,0.10537077258048207,10.248877517659492,2.074962695352232e-06,24.887751765949126
0.32323232323232326,0.10722449544995302,10.334772499762643,2.7911316009771005e-06,33.47724997626427
0.4040404040404041,0.10911088673131322,10.422178570540664,3.5199207405125526e-06,42.217857054066386
0.48484848484848486,0.11103052416869161,10.511122390732629,4.261553486428365e-06,51.1122390732629
0.5656565656565657,0.11298399460321437,10.601631039882205,5.016258386360442e-06,60.16310398822041
0.6464646464646465,0.11497189600126348,10.693732109688739,5.784267048232132e-06,69.37321096887393
0.7272727272727273,0.11699483685707622,10.787453676514753,6.56581393218215e-06,78.74536765147522
0.8080808080808082,0.11905343627685637,10.882824305244618,7.361137438447484e-06,88.28243052446186
0.888888888888889,0.12114832454550557,10.979873075352987,8.170477592651214e-06,97.98730753529875
0.9696969696969697,0.12328014263399688,11.078629558258061,8.99408170275802e-06,107.86295582580625
1.0505050505050506,0.12544954348300463,11.179123876351822,9.832205323319734e-06,117.91238763518217
1.1313131313131315,0.12765719057953634,11.281386637541555,1.0685105023073805e-05,128.13866375415557
1.2121212121212122,0.12990376042847107,11.38544904894592,1.155304519685127e-05,138.5449048945921
1.292929292929293,0.1321899406055613,11.491342827327188,1.2436292339274588e-05,149.13428273271882
1.373737373737374,0.13451643126052054,11.599100268269032,1.3335108156185715e-05,159.91002682690333
1.4545454545454546,0.13688394469150555,11.708754226533996,1.4249773304296107e-05,170.87542265339974
1.5353535353535355,0.13929320585384147,11.820338139522516,1.5180568111426878e-05,182.0338139522517
1.6161616161616164,0.1417449525108415,11.933886034202454,1.6127777780398412e-05,193.38860342024554
1.696969696969697,0.14423993622492956,12.049432572835263,1.709169385125151e-05,204.94325728352635
1.777777777777778,0.14677892092013833,12.16701298657635,1.8072611254480665e-05,216.70129865763508
1.8585858585858588,0.14936268431008254,12.286663141369962,1.9070830566325608e-05,228.6663141369963
1.9393939393939394,0.1519920178053343,12.408419533640426,2.0086657503529443e-05,240.8419533640428
2.0202020202020203,0.15466772757022726,12.532319339096647,2.1120401335072103e-05,253.2319339096647
2.101010101010101,0.15739063329240727,12.658400355812992,2.21723777495293e-05,265.8400355812992
2.181818181818182,0.16016156913205823,12.7867010480612,2.324290747637168e-05,278.67010480612004
2.262626262626263,0.16298138400889392,12.917260559531877,2.4332316197311153e-05,291.7260559531878
2.3434343434343434,0.1658509425990805,13.050118759343208,2.544094137512994e-05,305.0118759343208
2.4242424242424243,0.1687711245765558,13.18531620696007,2.6569124765278945e-05,318.53162069600694
2.505050505050505,0.17174282457454368,13.322894150379502,2.771721043118579e-05,332.28941503795016
2.585858585858586,0.17476695323679134,13.462894574651283,2.888555108719096e-05,346.2894574651284
2.666666666666667,0.17784443785461715,13.605360231253133,3.0074504593963598e-05,360.5360231253133
2.747474747474748,0.18097622256388188,13.75033464715299,3.128443420583485e-05,375.0334647152989
2.8282828282828287,0.18416326690073095,13.897862058094585,3.2515712372355444e-05,389.7862058094585
2.909090909090909,0.1874065477792381,14.047987499874626,3.376871712942878e-05,404.79874998746266
2.98989898989899,0.19070705962750223,14.200756814595898,3.5043832907770514e-05,420.0756814595898
