UniProtID,Unnamed: 0,proteinNames,txt_subunit,geneNames,subunitnumber
P18133,1194,"['Nicotinate phosphoribosyltransferase', 'NAPRTase']",Heterodimer of an alpha (PntA) and a beta (PntB) chain. Alpha subunit serves as the dimerization unit.,"['pncB', 'b0931', 'JW0914']",1
P16659,1195,"['Proline--tRNA ligase', 'Global RNA synthesis factor', 'Prolyl-tRNA synthetase', 'ProRS']",Homodimer.,"['proS', 'drpA', 'b0194', 'JW0190']",2
P0A717,1196,"['Ribose-phosphate pyrophosphokinase', 'RPPK', '5-phospho-D-ribosyl alpha-1-diphosphate synthase', 'Phosphoribosyl diphosphate synthase', 'Phosphoribosyl pyrophosphate synthase']",Homohexamer.,"['prs', 'prsA', 'b1207', 'JW1198']",6
P27830,1197,"['dTDP-glucose 4,6-dehydratase 2']",Homodimer.,"['rffG', 'b3788', 'JW5598']",2
P0A6D3,1198,['3-phosphoshikimate 1-carboxyvinyltransferase'],Monomer.,"['aroA', 'b0908', 'JW0891']",1
P0AFA7,1199,['Na(+)/H(+) antiporter NhaB'],Monomer.,"['nhaB', 'b1186', 'JW1175']",1
P37759,1200,"['dTDP-glucose 4,6-dehydratase 1']",Homodimer.,"['rfbB', 'rmlB', 'b2041', 'JW2026']",2
P27300,1201,"[""Tetraacyldisaccharide 4'-kinase""]",Homodimer.,"['lpxK', 'ycaH', 'b0915', 'JW0898']",2
P13738,1202,"['Na(+)/H(+) antiporter NhaA', 'Na(+)/H(+) exchanger', 'Na(+)/Li(+)/H(+) antiporter', 'Sodium/proton antiporter NhaA']","Monomer (PubMed:17635927). Homodimer (PubMed:11258962, PubMed:15988517, PubMed:17635927, PubMed:19396973, PubMed:25422503). Under routine stress conditions, the monomeric form is fully functional (PubMed:17635927, PubMed:23836890). However, the dimeric form is much more efficient in conferring growth resistance under extreme stress conditions (PubMed:17635927).","['nhaA', 'ant', 'b0019', 'JW0018']",1
P0A8K1,1203,['Phosphatidylserine decarboxylase proenzyme'],Heterodimer of a large membrane-associated beta subunit and a small pyruvoyl-containing alpha subunit.,"['psd', 'b4160', 'JW4121']",1
P0A763,1204,['Nucleoside diphosphate kinase'],Homotetramer.,"['ndk', 'b2518', 'JW2502']",4
P0C8J9,1205,"['D-tagatose-1,6-bisphosphate aldolase subunit GatZ']",Forms a complex with GatY.,[],1
P69681,1206,"['Ammonium transporter AmtB', 'Ammonia channel AmtB', 'Ammonium channel AmtB']","Homotrimer (PubMed:12023896, PubMed:15361618, PubMed:15563598, PubMed:17040913). In response to elevation of the extracellular ammonium concentration, interacts and forms a complex with GlnK (PubMed:10637624, PubMed:11847102, PubMed:14668330, PubMed:16864585, PubMed:17190799, PubMed:17220269, PubMed:20639578). Interacts with GlnK with a stoichiometry of AmtB(3):GlnK(3) (PubMed:17190799, PubMed:17220269). Sequestration of GlnK is reversible (PubMed:14668330).","['amtB', 'ybaG', 'b0451', 'JW0441']",3
P0AGB0,1207,['Phosphoserine phosphatase'],"Homotrimer (PubMed:12023896, PubMed:15361618, PubMed:15563598, PubMed:17040913). In response to elevation of the extracellular ammonium concentration, interacts and forms a complex with GlnK (PubMed:10637624, PubMed:11847102, PubMed:14668330, PubMed:16864585, PubMed:17190799, PubMed:17220269, PubMed:20639578). Interacts with GlnK with a stoichiometry of AmtB(3):GlnK(3) (PubMed:17190799, PubMed:17220269). Sequestration of GlnK is reversible (PubMed:14668330).","['serB', 'b4388', 'JW4351']",3
P0AB74,1208,"['D-tagatose-1,6-bisphosphate aldolase subunit KbaY', 'D-tagatose-bisphosphate aldolase class II', 'Ketose 1,6-bisphosphate aldolase class II', 'Tagatose-bisphosphate aldolase']",Homotetramer. Forms a complex with KbaZ.,"['kbaY', 'agaY', 'kba', 'yraC', 'b3137', 'JW3106']",4
O32591,1209,['Serine protease EspP'],Homotetramer. Forms a complex with KbaZ.,"['espP', 'pssA']",4
Q46877,1210,['Anaerobic nitric oxide reductase flavorubredoxin'],Homotetramer.,"['norV', 'flrD', 'ygaI', 'ygaJ', 'ygaK', 'b2710', 'JW2680']",4
P37596,1211,['Nitric oxide reductase FlRd-NAD(+) reductase'],Homotetramer.,"['norW', 'flrR', 'ygbD', 'b2711', 'JW2681']",4
P0C8J7,1212,"['D-tagatose-1,6-bisphosphate aldolase subunit GatY', 'D-tagatose-bisphosphate aldolase class II', 'Tagatose-bisphosphate aldolase']",Forms a complex with GatZ.,[],1
P0A9M8,1213,['Phosphate acetyltransferase'],Homohexamer.,"['pta', 'b2297', 'JW2294']",6
P0C8K1,1214,"['D-tagatose-1,6-bisphosphate aldolase subunit KbaZ']",Forms a complex with KbaY.,"['kbaZ', 'agaZ']",1
P0A9D8,1215,"['2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase', 'Succinyl-CoA: tetrahydrodipicolinate N-succinyltransferase', 'Tetrahydrodipicolinate N-succinyltransferase']","Was originally thought to be a homodimer, but is rather a homotrimer as shown in orthologs.","['dapD', 'b0166', 'JW0161']",1
P77218,1216,['Phosphate acetyltransferase EutD'],Homodimer.,"['eutD', 'eutI', 'ypfA', 'b2458', 'JW2442']",2
P0A6I6,1217,"['Phosphopantetheine adenylyltransferase', 'Dephospho-CoA pyrophosphorylase', 'Pantetheine-phosphate adenylyltransferase', 'PPAT']","Homohexamer, a dimerized trimer with a solvent channel through the middle (PubMed:10205156, PubMed:10480925, PubMed:11812124, PubMed:12837781, PubMed:17873050). In crystals only 1 trimer is seen to bind substrate/product at a time (PubMed:10205156, PubMed:11812124).","['coaD', 'kdtB', 'yicA', 'b3634', 'JW3609']",6
P0AAF1,1218,['Putrescine transporter PotE'],Monomer.,"['potE', 'b0692', 'JW0679']",1
P33591,1219,['Nickel transport system permease protein NikB'],Probably forms a heterodimeric pore with NikC.,"['nikB', 'b3477', 'JW3442']",1
P0AE52,1220,"['Peroxiredoxin Bcp', 'Bacterioferritin comigratory protein', 'Thioredoxin peroxidase', 'Thioredoxin-dependent peroxiredoxin Bcp']",Monomer.,"['bcp', 'b2480', 'JW2465']",1
P37676,1221,"['2,3-diketo-L-gulonate-binding periplasmic protein YiaO', '2,3-DKG-binding protein']","The complex comprises the extracytoplasmic solute receptor protein YiaO, and the two transmembrane proteins YiaM and YiaN.","['yiaO', 'b3579', 'JW3551']",2
P42588,1222,"['Putrescine aminotransferase', 'Cadaverine transaminase', 'Diamine transaminase', 'Putrescine transaminase', 'Putrescine--2-oxoglutaric acid transaminase', 'Putrescine:2-OG aminotransferase']",Homodimer.,"['patA', 'ygjG', 'b3073', 'JW5510']",2
P31548,1223,['Thiamine import ATP-binding protein ThiQ'],"The complex is composed of two ATP-binding proteins (ThiQ), two transmembrane proteins (ThiP) and a solute-binding protein (ThiB).","['thiQ', 'yabJ', 'b0066', 'JW0065']",1
P37675,1224,"['2,3-diketo-L-gulonate TRAP transporter large permease protein YiaN']","The complex comprises the extracytoplasmic solute receptor protein YiaO, and the two transmembrane proteins YiaM and YiaN.","['yiaN', 'b3578', 'JW5651']",2
P31550,1225,['Thiamine-binding periplasmic protein'],"Monomer in solution (PubMed:12182833). The complex is composed of two ATP-binding proteins (ThiQ), two transmembrane proteins (ThiP) and a solute-binding protein (ThiB) (By similarity).","['thiB', 'tbpA', 'yabL', 'b0068', 'JW0067']",1
P37674,1226,"['2,3-diketo-L-gulonate TRAP transporter small permease protein YiaM']","The complex comprises the extracytoplasmic solute receptor protein YiaO, and the two transmembrane proteins YiaM and YiaN.","['yiaM', 'b3577', 'JW3549']",2
P77156,1227,['Inner membrane ABC transporter permease protein YdcU'],"The complex comprises the extracytoplasmic solute receptor protein YiaO, and the two transmembrane proteins YiaM and YiaN.","['ydcU', 'b1442', 'JW1437']",2
P31549,1228,['Thiamine transport system permease protein ThiP'],"The complex is composed of two ATP-binding proteins (ThiQ), two transmembrane proteins (ThiP) and a solute-binding protein (ThiB).","['thiP', 'yabK', 'b0067', 'JW0066']",1
P76108,1229,"['Bifunctional polyhydroxybutyrate synthase / ABC transporter periplasmic binding protein', 'Poly-3-hydroxybutyrate synthase', 'PHB synthase', 'cPHB synthase']","The complex is composed of two ATP-binding proteins (ThiQ), two transmembrane proteins (ThiP) and a solute-binding protein (ThiB).","['ydcS', 'b1440', 'JW1435']",1
P07913,1230,"['L-threonine 3-dehydrogenase', 'TDH']",Homotetramer.,"['tdh', 'b3616', 'JW3591']",4
P37388,1231,['Xylose import ATP-binding protein XylG'],"The complex is composed of two ATP-binding proteins (XylG), two transmembrane proteins (XylH) and a solute-binding protein (XylF).","['xylG', 'b3567', 'JW3539']",1
P04968,1232,['L-threonine dehydratase biosynthetic IlvA'],Homotetramer.,"['ilvA', 'b3772', 'JW3745']",4
P37387,1233,['D-xylose-binding periplasmic protein'],Homotetramer.,"['xylF', 'xylT', 'b3566', 'JW3538']",4
P31134,1234,['Putrescine transport ATP-binding protein PotG'],"The complex is composed of two ATP-binding proteins (PotG), two transmembrane proteins (PotH and PotI) and a solute-binding protein (PotF).","['potG', 'b0855', 'JW5818']",1
P0AGF6,1235,"['L-threonine dehydratase catabolic TdcB', 'L-serine dehydratase', 'Threonine deaminase']","In the native structure, TdcB is in a dimeric form, whereas in the TdcB-AMP complex, it exists in a tetrameric form (dimer of dimers).","['tdcB', 'b3117', 'JW3088']",1
P0AGI4,1236,['Xylose transport system permease protein XylH'],"In the native structure, TdcB is in a dimeric form, whereas in the TdcB-AMP complex, it exists in a tetrameric form (dimer of dimers).","['xylH', 'b3568', 'JW3540']",1
P31135,1237,['Putrescine transport system permease protein PotH'],"The complex is composed of two ATP-binding proteins (PotG), two transmembrane proteins (PotH and PotI) and a solute-binding protein (PotF).","['potH', 'b0856', 'JW0840']",1
P0A8M3,1238,['Threonine--tRNA ligase'],"Homodimer (PubMed:10319817, PubMed:11136973, PubMed:10881191, PubMed:11953757, PubMed:23362938, PubMed:25824639); binds 2 tRNA(Thr) per homodimer, each tRNA contacts both monomers and makes specific contacts with the anticodon and acceptor stems (PubMed:10319817).","['thrS', 'b1719', 'JW1709']",2
P77795,1239,['Uncharacterized ABC transporter ATP-binding protein YdcT'],"Homodimer (PubMed:10319817, PubMed:11136973, PubMed:10881191, PubMed:11953757, PubMed:23362938, PubMed:25824639); binds 2 tRNA(Thr) per homodimer, each tRNA contacts both monomers and makes specific contacts with the anticodon and acceptor stems (PubMed:10319817).","['ydcT', 'b1441', 'JW1436']",2
P0AGF4,1240,['D-xylose-proton symporter'],"Homodimer (PubMed:10319817, PubMed:11136973, PubMed:10881191, PubMed:11953757, PubMed:23362938, PubMed:25824639); binds 2 tRNA(Thr) per homodimer, each tRNA contacts both monomers and makes specific contacts with the anticodon and acceptor stems (PubMed:10319817).","['xylE', 'b4031', 'JW3991']",2
P0AG38,1241,['Threonine efflux protein'],"Homodimer (PubMed:10319817, PubMed:11136973, PubMed:10881191, PubMed:11953757, PubMed:23362938, PubMed:25824639); binds 2 tRNA(Thr) per homodimer, each tRNA contacts both monomers and makes specific contacts with the anticodon and acceptor stems (PubMed:10319817).","['rhtC', 'yigJ', 'b3823', 'JW5586']",2
P0AFL1,1242,['Putrescine transport system permease protein PotI'],"The complex is composed of two ATP-binding proteins (PotG), two transmembrane proteins (PotH and PotI) and a solute-binding protein (PotF).","['potI', 'b0857', 'JW0841']",1
P30138,1243,['Sulfur carrier protein ThiS adenylyltransferase'],Homodimer.,"['thiF', 'b3992', 'JW3956']",2
P39832,1244,['High-affinity zinc uptake system membrane protein ZnuB'],Homodimer.,"['znuB', 'yebI', 'b1859', 'JW1848']",2
P39172,1245,['High-affinity zinc uptake system protein ZnuA'],Homodimer.,"['znuA', 'yebL', 'yzzP', 'b1857', 'JW5831']",2
P77718,1246,"['tRNA sulfurtransferase', 'Sulfur carrier protein ThiS sulfurtransferase', 'Thiamine biosynthesis protein ThiI', 'tRNA 4-thiouridine synthase']",Homodimer.,"['thiI', 'yajK', 'b0423', 'JW0413']",2
P0A9X1,1247,['Zinc import ATP-binding protein ZnuC'],"The complex is composed of two ATP-binding proteins (ZnuC), two transmembrane proteins (ZnuB) and a solute-binding protein (ZnuA).","['znuC', 'yebM', 'b1858', 'JW1847']",1
P69874,1248,['Spermidine/putrescine import ATP-binding protein PotA'],"The complex is composed of two ATP-binding proteins (PotA), two transmembrane proteins (PotB and PotC) and a solute-binding protein (PotD).","['potA', 'b1126', 'JW1112']",1
O32583,1249,['Sulfur carrier protein ThiS'],"The complex is composed of two ATP-binding proteins (PotA), two transmembrane proteins (PotB and PotC) and a solute-binding protein (PotD).","['thiS', 'thiG1', 'b4407', 'JW3955']",1
P0AFR9,1250,['Inner membrane ABC transporter permease protein YdcV'],"The complex is composed of two ATP-binding proteins (PotA), two transmembrane proteins (PotB and PotC) and a solute-binding protein (PotD).","['ydcV', 'b1443', 'JW1438']",1
P0AFK9,1251,"['Spermidine/putrescine-binding periplasmic protein', 'SPBP']","The complex is composed of two ATP-binding proteins (PotA), two transmembrane proteins (PotB and PotC) and a solute-binding protein (PotD).","['potD', 'b1123', 'JW1109']",1
P30140,1252,"['2-iminoacetate synthase', 'Dehydroglycine synthase', 'Tyrosine lyase']",Forms a heterodimer with ThiG.,"['thiH', 'b3990', 'JW3953']",1
P31133,1253,['Putrescine-binding periplasmic protein PotF'],"The complex is composed of two ATP-binding proteins (PotG), two transmembrane proteins (PotH and PotI) and a solute-binding protein (PotF).","['potF', 'b0854', 'JW0838']",1
P33570,1254,"['Transketolase 2', 'TK 2']",Homodimer.,"['tktB', 'b2465', 'JW2449']",2
P0AFK6,1255,['Spermidine/putrescine transport system permease protein PotC'],Homodimer.,"['potC', 'b1124', 'JW1110']",2
P33226,1256,['Cytochrome c-type protein TorC'],The N-terminal domain interacts with TorA. The immature C-terminal domain can bind to the N-terminal detector region of TorS.,"['torC', 'b0996', 'JW0981']",1
P0AFK4,1257,['Spermidine/putrescine transport system permease protein PotB'],The N-terminal domain interacts with TorA. The immature C-terminal domain can bind to the N-terminal detector region of TorS.,"['potB', 'b1125', 'JW1111']",1
P33225,1258,['Trimethylamine-N-oxide reductase 1'],Interacts with the N-terminal domain of TorC.,"['torA', 'b0997', 'JW0982']",1
P76037,1259,['Putrescine importer PuuP'],Interacts with the N-terminal domain of TorC.,"['puuP', 'ycjJ', 'b1296', 'JW1289']",1
P0A884,1260,['Thymidylate synthase'],Homodimer.,"['thyA', 'b2827', 'JW2795']",2
P75948,1261,['Thiamine kinase'],Homodimer.,"['thiK', 'ycfN', 'b1106', 'JW1092']",2
P45563,1262,"['Purine nucleoside phosphorylase 2', 'Inosine-guanosine phosphorylase', 'Purine nucleoside phosphorylase II', 'PNP II', 'Xanthosine phosphorylase']",Hexamer. Dimer of trimers.,"['xapA', 'pndA', 'b2407', 'JW2398']",1
P0AGG0,1263,['Thiamine-monophosphate kinase'],Hexamer. Dimer of trimers.,"['thiL', 'b0417', 'JW0407']",1
P77150,1264,"['Pyridoxal kinase PdxY', 'PL kinase']",Homodimer.,"['pdxY', 'ydgS', 'b1636', 'JW1628']",2
P30137,1265,['Thiamine-phosphate synthase'],Homodimer.,"['thiE', 'b3993', 'JW3957']",2
P27848,1266,"['Pyridoxal phosphate phosphatase YigL', 'PLP phosphatase', 'Sugar phosphatase']",Homodimer.,"['yigL', 'b3826', 'JW5854']",2
P0A858,1267,['Triosephosphate isomerase'],Homodimer.,"['tpiA', 'tpi', 'b3919', 'JW3890']",2
P77231,1268,"[""2-(5''-triphosphoribosyl)-3'-dephosphocoenzyme-A synthase"", ""2-(5''-triphosphoribosyl)-3'-dephospho-CoA synthase""]",Homodimer.,"['citG', 'ybdT', 'b0613', 'JW0605']",2
P0A9P4,1269,"['Thioredoxin reductase', 'TRXR']",Homodimer.,"['trxB', 'b0888', 'JW0871']",2
P0AD61,1270,['Pyruvate kinase I'],Homotetramer.,"['pykF', 'b1676', 'JW1666']",4
P28904,1271,['Trehalose-6-phosphate hydrolase'],Homotetramer.,"['treC', 'olgH', 'b4239', 'JW4198']",4
P21599,1272,['Pyruvate kinase II'],Homotetramer.,"['pykA', 'b1854', 'JW1843']",4
P31678,1273,"['Trehalose-6-phosphate phosphatase', 'TPP', 'Osmoregulatory trehalose synthesis protein B', 'Trehalose 6-phosphate phosphatase', 'Trehalose-phosphatase']",Homotetramer.,"['otsB', 'b1897', 'JW1886']",4
P12758,1274,['Uridine phosphorylase'],Homohexamer.,"['udp', 'b3831', 'JW3808']",6
P31677,1275,"['Trehalose-6-phosphate synthase', 'TPS', 'Alpha,alpha-trehalose-phosphate synthase [UDP-forming]', 'Osmoregulatory trehalose synthesis protein A', 'OtsA', 'UDP-glucose-glucosephosphate glucosyltransferase']",Homotetramer.,"['otsA', 'b1896', 'JW5312']",4
P75893,1276,"['FMN reductase (NADH) RutF', 'FMN reductase', 'NADH-flavin reductase RutF', 'NADH:flavin oxidoreductase']",Homotetramer.,"['rutF', 'ycdH', 'b1007', 'JW5138']",4
P62601,1277,"['Cytoplasmic trehalase', 'Alpha,alpha-trehalase', 'Alpha,alpha-trehalose glucohydrolase']",Monomer.,"['treF', 'b3519', 'JW3487']",1
P13482,1278,"['Periplasmic trehalase', 'Alpha,alpha-trehalase', 'Alpha,alpha-trehalose glucohydrolase', 'Tre37A']",Monomer.,"['treA', 'osmA', 'b1197', 'JW1186']",1
P36672,1279,['PTS system trehalose-specific EIIBC component'],Monomer.,"['treB', 'b4240', 'JW4199']",1
P0A877,1280,['Tryptophan synthase alpha chain'],Tetramer of two alpha and two beta chains.,"['trpA', 'b1260', 'JW1252']",2
P0A879,1281,['Tryptophan synthase beta chain'],Tetramer of two alpha and two beta chains.,"['trpB', 'b1261', 'JW1253']",2
P00954,1282,['Tryptophan--tRNA ligase'],Homodimer.,"['trpS', 'b3384', 'JW3347']",2
P0ABQ2,1283,['2-hydroxy-3-oxopropionate reductase'],Homodimer.,"['garR', 'yhaE', 'b3125', 'JW5526']",2
P77161,1284,['2-hydroxy-3-oxopropionate reductase'],Homodimer.,"['glxR', 'glxB1', 'ybbQ', 'b0509', 'JW0497']",2
P30139,1285,['Thiazole synthase'],Homotetramer. Forms heterodimers with either ThiH or ThiS.,"['thiG', 'b3991', 'JW5549']",4
P0AGJ9,1286,['Tyrosine--tRNA ligase'],"Homodimer (PubMed:15663931, PubMed:15671170, PubMed:4579631, PubMed:6754952). Binds one molecule of tRNA(Tyr) per homodimer (PubMed:6754952).","['tyrS', 'b1637', 'JW1629']",2
P0AAD4,1287,"['Tyrosine-specific transport system', 'Tyrosine permease', 'Tyrosine:H(+) symporter']","Homodimer (PubMed:15663931, PubMed:15671170, PubMed:4579631, PubMed:6754952). Binds one molecule of tRNA(Tyr) per homodimer (PubMed:6754952).","['tyrP', 'b1907', 'JW1895']",2
P21645,1288,"['UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase', 'UDP-3-O-(3-OHC14)-GlcN N-acyltransferase', 'Protein FirA', 'Rifampicin resistance protein', 'UDP-3-O-(3-hydroxytetradecanoyl)glucosamine N-acyltransferase']",Homotrimer.,"['lpxD', 'firA', 'omsA', 'b0179', 'JW0174']",3
P22188,1289,"['UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase', 'Meso-A2pm-adding enzyme', 'Meso-diaminopimelate-adding enzyme', 'UDP-MurNAc-L-Ala-D-Glu:meso-diaminopimelate ligase', 'UDP-MurNAc-tripeptide synthetase', 'UDP-N-acetylmuramyl-tripeptide synthetase']",Homotrimer.,"['murE', 'b0085', 'JW0083']",3
P27829,1290,['UDP-N-acetyl-D-mannosamine dehydrogenase'],Homodimer.,"['wecC', 'rffD', 'b3787', 'JW5599']",2
P27828,1291,"['UDP-N-acetylglucosamine 2-epimerase', 'Bacteriophage N4 adsorption protein C', 'UDP-GlcNAc-2-epimerase']",Homodimer.,"['wecB', 'nfrC', 'rffE', 'yifF', 'b3786', 'JW5600']",2
