UniProtID,Unnamed: 0,proteinNames,txt_subunit,geneNames,subunitnumber
P07862,283,"['D-alanine--D-alanine ligase B', 'D-Ala-D-Ala ligase B', 'D-alanylalanine synthetase B']",Monomer.,"['ddlB', 'ddl', 'b0092', 'JW0090']",1
P0A8Z3,284,"['Acyl-CoA thioester hydrolase YbgC', 'Acyl-CoA thioesterase']","Interacts with ACP, PlsB and PssA, forming altogether a complex at the inner membrane.","['ybgC', 'b0736', 'JW0726']",1
Q47539,285,['Taurine transport system permease protein TauC'],"Interacts with ACP, PlsB and PssA, forming altogether a complex at the inner membrane.","['tauC', 'ssiC', 'yaiJ', 'b0367', 'JW0359']",1
P51981,286,['L-Ala-D/L-Glu epimerase'],Monomer.,"['ycjG', 'ycjH', 'b1325', 'JW1318']",1
P75853,287,['Putative aliphatic sulfonates-binding protein'],Monomer.,"['ssuA', 'ycbO', 'b0936', 'JW0919']",1
P29012,288,"['Alanine racemase, catabolic']",Monomer.,"['dadX', 'alnB', 'dadB', 'b1190', 'JW1179']",1
Q47538,289,['Taurine import ATP-binding protein TauB'],"The complex is composed of two ATP-binding proteins (TauB), two transmembrane proteins (TauC) and a solute-binding protein (TauA).","['tauB', 'ssiB', 'yaiQ', 'b0366', 'JW0358']",1
Q47537,290,['Taurine-binding periplasmic protein'],"The complex is composed of two ATP-binding proteins (TauB), two transmembrane proteins (TauC) and a solute-binding protein (TauA).","['tauA', 'ssiA', 'yaiR', 'b0365', 'JW0357']",1
P0AC16,291,"['Dihydroneopterin aldolase', 'DHNA', ""7,8-dihydroneopterin 2'-epimerase"", '7,8-dihydroneopterin aldolase', '7,8-dihydroneopterin epimerase', 'Dihydroneopterin epimerase']",Homooctamer.,"['folB', 'ygiG', 'b3058', 'JW3030']",8
P0A6B4,292,"['Alanine racemase, biosynthetic']",Homodimer.,"['alr', 'b4053', 'JW4013']",2
P0A7E1,293,"['Dihydroorotate dehydrogenase (quinone)', 'DHOdehase']",Monomer.,"['pyrD', 'b0945', 'JW0928']",1
P05020,294,"['Dihydroorotase', 'DHOase']",Homodimer.,"['pyrC', 'b1062', 'JW1049']",2
P75851,295,['Putative aliphatic sulfonates transport permease protein SsuC'],Homodimer.,"['ssuC', 'ycbM', 'b0934', 'JW5121']",2
P0AAI1,296,['Aliphatic sulfonates import ATP-binding protein SsuB'],"The complex is composed of two ATP-binding proteins (SsuB), two transmembrane proteins (SsuC) and a solute-binding protein (SsuA).","['ssuB', 'ycbE', 'b0933', 'JW0916']",1
P75823,297,"['Low specificity L-threonine aldolase', 'Low specificity L-TA']",Homotetramer.,"['ltaE', 'ybjU', 'b0870', 'JW0854']",4
P31801,298,['Sodium-potassium/proton antiporter ChaA'],Homotetramer.,"['chaA', 'b1216', 'JW1207']",4
P0AC13,299,"['Dihydropteroate synthase', 'DHPS']",Homodimer.,"['folP', 'dhpS', 'b3177', 'JW3144']",2
P0A825,300,['Serine hydroxymethyltransferase'],Homodimer.,"['glyA', 'b2551', 'JW2535']",2
P38489,301,"['Oxygen-insensitive NAD(P)H nitroreductase', 'Dihydropteridine reductase', 'FMN-dependent nitroreductase']",Homodimer.,"['nfsB', 'dprA', 'nfnB', 'nfsI', 'ntr', 'b0578', 'JW0567']",2
P77434,302,['Glutamate-pyruvate aminotransferase AlaC'],Homodimer.,"['alaC', 'yfdZ', 'b2379', 'JW2376']",2
P0A959,303,['Glutamate-pyruvate aminotransferase AlaA'],Homodimer.,"['alaA', 'yfbQ', 'b2290', 'JW2287']",2
P0AC19,304,"[""Dihydroneopterin triphosphate 2'-epimerase""]",Homooctamer.,"['folX', 'b2303', 'JW2300']",8
P00957,305,"['Alanine--tRNA ligase', 'Alanyl-tRNA synthetase', 'AlaRS', 'Protein lactyltransferase']",Homotetramer.,"['alaS', 'lovB', 'b2697', 'JW2667']",4
P13029,306,"['Catalase-peroxidase', 'CP', 'Hydroperoxidase I', 'HPI', 'Peroxidase/catalase']",Homotetramer.,"['katG', 'b3942', 'JW3914']",4
P07639,307,"['3-dehydroquinate synthase', 'DHQS']",Monomer.,"['aroB', 'b3389', 'JW3352']",1
P0A9S7,308,['High-affinity branched-chain amino acid transport ATP-binding protein LivG'],Monomer.,"['livG', 'b3455', 'JW3420']",1
P05194,309,"['3-dehydroquinate dehydratase', '3-dehydroquinase', 'Type I DHQase', 'Type I dehydroquinase', 'DHQ1']",Homodimer.,"['aroD', 'b1693', 'JW1683']",2
P21179,310,['Catalase HPII'],Homotetramer.,"['katE', 'b1732', 'JW1721']",4
P0AD96,311,"['Leu/Ile/Val-binding protein', 'LIV-BP']",Homotetramer.,"['livJ', 'b3460', 'JW3425']",4
P45394,312,['Inner membrane protein YrbG'],Homotetramer.,"['yrbG', 'b3196', 'JW3163']",4
P0AEX7,313,['High-affinity branched-chain amino acid transport system permease protein LivH'],Homotetramer.,"['livH', 'b3457', 'JW3422']",4
P22939,314,"['Farnesyl diphosphate synthase', 'FPP synthase', '(2E,6E)-farnesyl diphosphate synthase', 'Geranyltranstransferase']",Homotetramer.,"['ispA', 'b0421', 'JW0411']",4
P22731,315,['High-affinity branched-chain amino acid transport ATP-binding protein LivF'],Homotetramer.,"['livF', 'b3454', 'JW3419']",4
P62623,316,"['4-hydroxy-3-methylbut-2-enyl diphosphate reductase', 'HMBPP reductase']",Homodimer.,"['ispH', 'lytB', 'yaaE', 'b0029', 'JW0027']",2
P22729,317,['High-affinity branched-chain amino acid transport system permease protein LivM'],Homodimer.,"['livM', 'b3456', 'JW3421']",2
P0A9H5,318,"['Corrinoid adenosyltransferase', 'Cob(II)alamin adenosyltransferase', 'Cob(II)yrinic acid a,c-diamide adenosyltransferase', 'Cobinamide/cobalamin adenosyltransferase']",Homodimer.,"['btuR', 'cobA', 'b1270', 'JW1262']",2
P0AAE0,319,['D-serine/D-alanine/glycine transporter'],Homodimer.,"['cycA', 'dagA', 'ytfD', 'b4208', 'JW4166']",2
P30143,320,['Uncharacterized transporter YaaJ'],Homodimer.,"['yaaJ', 'b0007', 'JW0006']",2
P37306,321,['Carbamate kinase'],Homodimer.,"['allK', 'arcC', 'ybcF', 'b0521', 'JW0510']",2
P17993,322,"['Ubiquinone biosynthesis O-methyltransferase', '2-octaprenyl-6-hydroxyphenol methylase', '3-demethylubiquinone-8 3-O-methyltransferase']","Homodimer (Probable). Component of the Ubi complex metabolon, which regroups five ubiquinone biosynthesis proteins (UbiE, UbiF, UbiG, UbiH and UbiI) and two accessory factors (UbiK and the lipid-binding protein UbiJ) (PubMed:30686758).","['ubiG', 'pufX', 'yfaB', 'b2232', 'JW2226']",2
P25437,323,"['S-(hydroxymethyl)glutathione dehydrogenase', 'Alcohol dehydrogenase class-3', 'Alcohol dehydrogenase class-III', 'Glutathione-dependent formaldehyde dehydrogenase']",Homodimer.,"['frmA', 'adhC', 'b0356', 'JW0347']",2
P77783,324,"['Probable dimethyl sulfoxide reductase chain YnfF', 'DMSO reductase']","The complex consists of three subunits: YnfF, the reductase; YnfG, an electron transfer protein, and YnfH, a membrane anchor protein.","['ynfF', 'b1588', 'JW5260']",1
P77374,325,"['Putative dimethyl sulfoxide reductase chain YnfE', 'DMSO reductase']","The complex consists of three subunits: YnfF, the reductase; YnfG, an electron transfer protein, and YnfH, a membrane anchor protein.","['ynfE', 'b1587', 'JW1579']",1
Q46807,326,['Carbamate kinase-like protein YqeA'],"The complex consists of three subunits: YnfF, the reductase; YnfG, an electron transfer protein, and YnfH, a membrane anchor protein.","['yqeA', 'b2874', 'JW2842']",1
P39451,327,"['Alcohol dehydrogenase, propanol-preferring']","The complex consists of three subunits: YnfF, the reductase; YnfG, an electron transfer protein, and YnfH, a membrane anchor protein.","['adhP', 'yddN', 'b1478', 'JW1474']",1
P77624,328,['Carbamate kinase-like protein YahI'],"The complex consists of three subunits: YnfF, the reductase; YnfG, an electron transfer protein, and YnfH, a membrane anchor protein.","['yahI', 'b0323', 'JW0315']",1
P0AAJ1,329,['Probable anaerobic dimethyl sulfoxide reductase chain YnfG'],"The complex consists of three subunits: YnfF, the reductase; YnfG, an electron transfer protein, and YnfH, a membrane anchor protein.","['ynfG', 'b1589', 'JW1581']",1
P76173,330,['Anaerobic dimethyl sulfoxide reductase chain YnfH'],"The complex consists of three subunits: YnfF, the reductase; YnfG, an electron transfer protein, and YnfH, a membrane anchor protein.","['ynfH', 'b1590', 'JW5261']",1
P80668,331,"['Phenylacetaldehyde dehydrogenase', 'PAD']",Homodimer.,"['feaB', 'maoB', 'padA', 'ydbG', 'b1385', 'JW1380']",2
P0AFC0,332,"['Dihydroneopterin triphosphate diphosphatase', 'Dihydroneopterin triphosphate pyrophosphatase', 'dATP pyrophosphohydrolase']",Homodimer.,"['nudB', 'ntpA', 'b1865', 'JW1854']",2
P00968,333,['Carbamoyl phosphate synthase large chain'],"Composed of two chains; the small (or glutamine) chain promotes the hydrolysis of glutamine to ammonia, which is used by the large (or ammonia) chain to synthesize carbamoyl phosphate. Tetramer of heterodimers (alpha,beta)4.","['carB', 'pyrA', 'b0033', 'JW0031']",1
P23883,334,"['NADP/NAD-dependent aldehyde dehydrogenase PuuC', 'ALDH', '3-hydroxypropionaldehyde dehydrogenase', 'Gamma-glutamyl-gamma-aminobutyraldehyde dehydrogenase', 'Gamma-Glu-gamma-aminobutyraldehyde dehydrogenase']","Composed of two chains; the small (or glutamine) chain promotes the hydrolysis of glutamine to ammonia, which is used by the large (or ammonia) chain to synthesize carbamoyl phosphate. Tetramer of heterodimers (alpha,beta)4.","['puuC', 'aldH', 'b1300', 'JW1293']",1
P0A6F1,335,['Carbamoyl phosphate synthase small chain'],"Composed of two chains; the small (or glutamine) chain promotes the hydrolysis of glutamine to ammonia, which is used by the large (or ammonia) chain to synthesize carbamoyl phosphate. Tetramer of heterodimers (alpha,beta)4.","['carA', 'pyrA', 'b0032', 'JW0030']",1
P37685,336,['Aldehyde dehydrogenase B'],Homotetramer.,"['aldB', 'yiaX', 'b3588', 'JW3561']",4
P77756,337,"['7-cyano-7-deazaguanine synthase', '7-cyano-7-carbaguanine synthase', 'PreQ(0) synthase', 'Queuosine biosynthesis protein QueC']",Homotetramer.,"['queC', 'ybaX', 'b0444', 'JW0434']",4
P08337,338,"['8-oxo-dGTP diphosphatase', '8-oxo-dGTPase', '7,8-dihydro-8-oxoguanine-triphosphatase', 'Mutator protein MutT', 'dGTP pyrophosphohydrolase']",Monomer.,"['mutT', 'b0099', 'JW0097']",1
P32718,339,"['D-allose kinase', 'Allokinase']",Monomer.,"['alsK', 'yjcT', 'b4084', 'JW5724']",1
P37672,340,"['2,3-diketo-L-gulonate reductase', '2,3-DKG reductase']",Homodimer.,"['dlgD', 'yiaK', 'b3575', 'JW3547']",2
P37617,341,"['Zinc/cadmium/lead-transporting P-type ATPase', 'Pb(II)/Cd(II)/Zn(II)-translocating ATPase', 'Zn(2+)/Cd(2+)/Pb(2+) export ATPase']",Homodimer.,"['zntA', 'yhhO', 'b3469', 'JW3434']",2
P37351,342,['Ribose-5-phosphate isomerase B'],"Homodimer, and homotetramer.","['rpiB', 'yjcA', 'b4090', 'JW4051']",2
P75757,343,['Zinc transporter ZitB'],"Homodimer, and homotetramer.","['zitB', 'ybgR', 'b0752', 'JW0735']",2
P0A6I9,344,['Dephospho-CoA kinase'],"Monomer (PubMed:11292795, PubMed:12538896). Forms homotrimers in the presence of sulfate. The trimeric form exists in solution in equilibrium with the monomeric form (PubMed:12538896).","['coaE', 'yacE', 'b0103', 'JW0100']",1
P77425,345,"['Allantoate amidohydrolase', 'AAH']",Homodimer.,"['allC', 'glxB7', 'ylbB', 'b0516', 'JW0504']",2
P05793,346,"['Ketol-acid reductoisomerase (NADP(+))', 'KARI', 'Acetohydroxy-acid isomeroreductase', 'AHIR', 'Alpha-keto-beta-hydroxylacyl reductoisomerase', 'Ketol-acid reductoisomerase type 2', 'Ketol-acid reductoisomerase type II']",Homotetramer.,"['ilvC', 'b3774', 'JW3747']",4
P77671,347,['Allantoinase'],Homotetramer.,"['allB', 'glxB3', 'ybbX', 'b0512', 'JW0500']",4
P0A9J4,348,['2-dehydropantoate 2-reductase'],Monomer.,"['panE', 'apbA', 'b0425', 'JW0415']",1
P69380,349,['Cation-efflux pump FieF'],"Homodimer (PubMed:15258151, PubMed:17717154, PubMed:19749753). The subunits are held together in a parallel orientation through zinc binding at the interface of the cytoplasmic domains (PubMed:17717154, PubMed:19749753).","['fieF', 'yiiP', 'b3915', 'JW3886']",2
P0A8H3,350,"['Zinc transporter ZupT', 'Divalent metal ion transporter ZupT', 'Zinc uptake transporter']",Homodimer.,"['zupT', 'ygiE', 'b3040', 'JW3008']",2
P75712,351,"['Putative allantoin permease', 'Allantoin transport protein', 'Allantoin transporter']",Homodimer.,"['ybbW', 'glxB2', 'b0511', 'JW0499']",2
P0A6L0,352,"['Deoxyribose-phosphate aldolase', 'DERA', '2-deoxy-D-ribose 5-phosphate aldolase', 'Phosphodeoxyriboaldolase', 'Deoxyriboaldolase']",Monomer and homodimer.,"['deoC', 'dra', 'thyR', 'b4381', 'JW4344']",1
P32719,353,['D-allulose-6-phosphate 3-epimerase'],Homohexamer. Trimer of dimers.,"['alsE', 'yjcU', 'b4085', 'JW4046']",6
P06282,354,"['CDP-diacylglycerol pyrophosphatase', 'CDP-diacylglycerol phosphatidylhydrolase', 'CDP-diglyceride hydrolase']",Homohexamer. Trimer of dimers.,"['cdh', 'b3918', 'JW3889']",6
P32721,355,['D-allose import ATP-binding protein AlsA'],"The complex is composed of two ATP-binding proteins (AlsA), two transmembrane proteins (AlsC) and a solute-binding protein (AlsB).","['alsA', 'yjcW', 'b4087', 'JW4048']",1
P0AEG4,356,['Thiol:disulfide interchange protein DsbA'],"The complex is composed of two ATP-binding proteins (AlsA), two transmembrane proteins (AlsC) and a solute-binding protein (AlsB).","['dsbA', 'dsf', 'ppfA', 'b3860', 'JW3832']",1
P32720,357,['D-allose transport system permease protein AlsC'],"The complex is composed of two ATP-binding proteins (AlsA), two transmembrane proteins (AlsC) and a solute-binding protein (AlsB).","['alsC', 'yjcV', 'b4086', 'JW4047']",1
Q46920,358,"['NADPH-dependent 7-cyano-7-deazaguanine reductase', '7-cyano-7-carbaguanine reductase', 'NADPH-dependent nitrile oxidoreductase', 'PreQ(0) reductase']",Homodimer.,"['queF', 'yqcD', 'b2794', 'JW2765']",2
P0ACJ0,359,['Leucine-responsive regulatory protein'],Homodimer.,"['lrp', 'alsB', 'ihb', 'livR', 'oppI', 'b0889', 'JW0872']",2
P0A6M2,360,['Disulfide bond formation protein B'],Homodimer.,"['dsbB', 'roxB', 'ycgA', 'b1185', 'JW5182']",2
P23930,361,"['Apolipoprotein N-acyltransferase', 'ALP N-acyltransferase']",Monomer.,"['lnt', 'cutE', 'b0657', 'JW0654']",1
P0AEG6,362,['Thiol:disulfide interchange protein DsbC'],Homodimer.,"['dsbC', 'xprA', 'b2893', 'JW2861']",2
P62615,363,"['4-diphosphocytidyl-2-C-methyl-D-erythritol kinase', 'CMK']",Homodimer.,"['ispE', 'ipk', 'ychB', 'b1208', 'JW1199']",2
P69776,364,"['Major outer membrane lipoprotein Lpp', 'Braun lipoprotein', 'BLP', 'Murein-lipoprotein']","Homotrimer (PubMed:10843861, PubMed:3013869). Interacts with OmpA (PubMed:3013869). Has been isolated from outer membrane preparations as an approximately 87 kDa complex, suggesting it also forms larger complexes (PubMed:16079137). Seems to interact with TolB, Pal and TonB (PubMed:9701827). In pull-down experiments interacts with CedA (PubMed:28818726).","['lpp', 'mlpA', 'mulI', 'b1677', 'JW1667']",3
P36655,365,"['Thiol:disulfide interchange protein DsbD', 'C-type cytochrome biogenesis protein CycZ', 'Inner membrane copper tolerance protein', 'Protein-disulfide reductase', 'Disulfide reductase']","Homotrimer (PubMed:10843861, PubMed:3013869). Interacts with OmpA (PubMed:3013869). Has been isolated from outer membrane preparations as an approximately 87 kDa complex, suggesting it also forms larger complexes (PubMed:16079137). Seems to interact with TolB, Pal and TonB (PubMed:9701827). In pull-down experiments interacts with CedA (PubMed:28818726).","['dsbD', 'cutA2', 'cycZ', 'dipZ', 'b4136', 'JW5734']",3
Q46857,366,"['2,5-diketo-D-gluconic acid reductase A']",Monomer.,"['dkgA', 'yqhE', 'b3012', 'JW5499']",1
P0AGG4,367,"['Thioredoxin 2', 'Trx-2']",Monomer.,"['trxC', 'yfiG', 'b2582', 'JW2566']",1
P0A9H7,368,['Cyclopropane-fatty-acyl-phospholipid synthase'],Homodimer (PubMed:30057024). Homodimerization is required for catalysis (PubMed:30057024). One subunit probably binds to the lipid bilayer and positions the other subunit for catalysis (PubMed:30057024).,"['cfa', 'cdfA', 'b1661', 'JW1653']",2
Q46851,369,"['L-glyceraldehyde 3-phosphate reductase', 'GAP reductase']",Homotetramer.,"['gpr', 'mgrA', 'yghZ', 'b3001', 'JW2970']",4
P33359,370,['Glycine betaine uptake system permease protein YehW'],"The complex is composed of two ATP-binding proteins (YehX), two transmembrane proteins (YehW and YehY) and a solute-binding protein (YehZ).","['yehW', 'b2128', 'JW2116']",1
P0AA25,371,"['Thioredoxin 1', 'Trx-1']",Monomer. Interacts with bacteriophage T3 DNA polymerase.,"['trxA', 'fipA', 'tsnC', 'b3781', 'JW5856']",1
P30863,372,"['2,5-diketo-D-gluconic acid reductase B']",Monomer.,"['dkgB', 'yafB', 'b0207', 'JW0197']",1
P77202,373,['Thiol:disulfide interchange protein DsbG'],"Homodimer. Interacts with ErfK, YbiS and YnhG.","['dsbG', 'ybdP', 'b0604', 'JW0597']",2
P33360,374,['Glycine betaine uptake system ATP-binding protein YehX'],"The complex is composed of two ATP-binding proteins (YehX), two transmembrane proteins (YehW and YehY) and a solute-binding protein (YehZ).","['yehX', 'b2129', 'JW2117']",1
P33362,375,['Glycine betaine-binding protein YehZ'],"The complex is composed of two ATP-binding proteins (YehX), two transmembrane proteins (YehW and YehY) and a solute-binding protein (YehZ).","['yehZ', 'osmF', 'b2131', 'JW2119']",1
P33361,376,['Glycine betaine uptake system permease protein YehY'],"The complex is composed of two ATP-binding proteins (YehX), two transmembrane proteins (YehW and YehY) and a solute-binding protein (YehZ).","['yehY', 'b2130', 'JW2118']",1
P76234,377,['Uncharacterized protein YeaE'],"The complex is composed of two ATP-binding proteins (YehX), two transmembrane proteins (YehW and YehY) and a solute-binding protein (YehZ).","['yeaE', 'b1781', 'JW1770']",1
P0A9S5,378,"['Glycerol dehydrogenase', '(R)-aminopropanol dehydrogenase', '1,2-propanediol dehydrogenase', 'D-1-amino-2-propanol oxidoreductase']","Homodimer and homooctamer (PubMed:40950, PubMed:6365902). Forms homotetramers in a solution containing 5% glycerol (PubMed:30839292).","['gldA', 'b3945', 'JW5556']",2
P0ABD1,379,['Uncharacterized transporter YeaV'],"Homodimer and homooctamer (PubMed:40950, PubMed:6365902). Forms homotetramers in a solution containing 5% glycerol (PubMed:30839292).","['yeaV', 'b1801', 'JW5293']",2
P0AC33,380,"['Fumarate hydratase class I, aerobic', 'Fumarase A', 'Oxaloacetate keto--enol-isomerase', 'OAAKE isomerase', 'Oxaloacetate tautomerase']",Homodimer.,"['fumA', 'b1612', 'JW1604']",2
P0A720,381,"['Thymidylate kinase', 'Thymidine monophosphate kinase', 'dTMP kinase', 'TMPK']",Homodimer.,"['tmk', 'ycfG', 'b1098', 'JW1084']",2
P42604,382,['Altronate dehydratase'],Homodimer.,"['uxaA', 'ygjW', 'b3091', 'JW3062']",2
P0ABC9,383,['High-affinity choline transport protein'],Homodimer.,"['betT', 'b0314', 'JW0306']",2
P17444,384,['Oxygen-dependent choline dehydrogenase'],Homodimer.,"['betA', 'b0311', 'JW0303']",2
P15977,385,"['4-alpha-glucanotransferase', 'Amylomaltase', 'Disproportionating enzyme', 'D-enzyme']",Homodimer.,"['malQ', 'malA', 'b3416', 'JW3379']",2
P07023,386,['T-protein'],Homodimer.,"['tyrA', 'b2600', 'JW2581']",2
P76440,387,"['NAD-dependent dihydropyrimidine dehydrogenase subunit PreT', 'DPD', 'Dihydrothymine dehydrogenase', 'Dihydrouracil dehydrogenase']",Heterotetramer of 2 PreA and 2 PreT subunits.,"['preT', 'yeiT', 'b2146', 'JW2133']",2
P25889,388,"['NAD-dependent dihydropyrimidine dehydrogenase subunit PreA', 'DPD', 'Dihydrothymine dehydrogenase', 'Dihydrouracil dehydrogenase']",Heterotetramer of 2 PreA and 2 PreT subunits.,"['preA', 'yeiA', 'b2147', 'JW2134']",2
P0A761,389,['Putative N-acetylmannosamine-6-phosphate 2-epimerase'],Heterotetramer of 2 PreA and 2 PreT subunits.,"['nanE', 'yhcJ', 'b3223', 'JW3192']",2
P23331,390,['Thymidine kinase'],Homotetramer.,"['tdk', 'b1238', 'JW1226']",4
P0ABP8,391,"['Purine nucleoside phosphorylase DeoD-type', 'PNP']",Homohexamer; trimer of homodimers.,"['deoD', 'pup', 'b4384', 'JW4347']",6
P07650,392,['Thymidine phosphorylase'],Homodimer.,"['deoA', 'tpp', 'ttg', 'b4382', 'JW4345']",2
P0A9J8,393,"['Bifunctional chorismate mutase/prephenate dehydratase', 'Chorismate mutase-prephenate dehydratase', 'P-protein']",Homodimer.,"['pheA', 'b2599', 'JW2580']",2
P45425,394,"['N-acetylmannosamine kinase', 'ManNAc kinase', 'N-acetyl-D-mannosamine kinase']",Homodimer.,"['nanK', 'yhcI', 'b3222', 'JW5538']",2
P12008,395,"['Chorismate synthase', 'CS']",Homotetramer.,"['aroC', 'b2329', 'JW2326']",4
P12995,396,"['Adenosylmethionine-8-amino-7-oxononanoate aminotransferase', '7,8-diamino-pelargonic acid aminotransferase']",Homodimer.,"['bioA', 'b0774', 'JW0757']",2
P52006,397,"['Nucleoside triphosphatase NudI', 'Nucleotide diphosphatase NudI', 'Pyrimidine deoxynucleoside triphosphate diphosphatase', 'dCTP diphosphatase', 'dTTP diphosphatase', 'dUTP diphosphatase']",Monomer.,"['nudI', 'yfaO', 'b2251', 'JW2245']",1
P0A887,398,"['Ubiquinone/menaquinone biosynthesis C-methyltransferase UbiE', '2-methoxy-6-polyprenyl-1,4-benzoquinol methylase', 'Demethylmenaquinone methyltransferase']","Component of the Ubi complex metabolon, which regroups five ubiquinone biosynthesis proteins (UbiE, UbiF, UbiG, UbiH and UbiI) and two accessory factors (UbiK and the lipid-binding protein UbiJ).","['ubiE', 'yigO', 'b3833', 'JW5581']",1
P26602,399,['Chorismate pyruvate-lyase'],Monomer.,"['ubiC', 'b4039', 'JW5713']",1
Q47140,400,['3-phenylpropionate/cinnamic acid dioxygenase subunit beta'],"This dioxygenase system consists of four proteins: the two subunits of the hydroxylase component (HcaE and HcaF), a ferredoxin (HcaC) and a ferredoxin reductase (HcaD).","['hcaF', 'digB', 'hcaA2', 'hcaB', 'phdC2', 'yfhV', 'b2539', 'JW2523']",1
P30136,401,"['Phosphomethylpyrimidine synthase', 'Hydroxymethylpyrimidine phosphate synthase']",Homodimer.,"['thiC', 'b3994', 'JW3958']",2
P0ABW0,402,['3-phenylpropionate/cinnamic acid dioxygenase ferredoxin subunit'],"This dioxygenase system consists of four proteins: the two subunits of the hydroxylase component (HcaE and HcaF), a ferredoxin (HcaC) and a ferredoxin reductase (HcaD).","['hcaC', 'hcaA3', 'phdB', 'yfhW', 'b2540', 'JW2524']",1
P0ABR5,403,['3-phenylpropionate/cinnamic acid dioxygenase subunit alpha'],"This dioxygenase system consists of four proteins: the two subunits of the hydroxylase component (HcaE and HcaF), a ferredoxin (HcaC) and a ferredoxin reductase (HcaD).","['hcaE', 'digA', 'hcaA', 'hcaA1', 'phdC1', 'yfhU', 'b2538', 'JW2522']",1
P06968,404,"[""Deoxyuridine 5'-triphosphate nucleotidohydrolase"", 'dUTPase']",Homotrimer.,"['dut', 'dnaS', 'sof', 'b3640', 'JW3615']",3
P45568,405,"['1-deoxy-D-xylulose 5-phosphate reductoisomerase', 'DXP reductoisomerase', '1-deoxyxylulose-5-phosphate reductoisomerase', '2-C-methyl-D-erythritol 4-phosphate synthase']",Homodimer.,"['dxr', 'ispC', 'yaeM', 'b0173', 'JW0168']",2
P0AE12,406,['AMP nucleosidase'],Homohexamer. Trimer of dimers.,"['amn', 'b1982', 'JW1963']",6
P77488,407,['1-deoxy-D-xylulose-5-phosphate synthase'],Homodimer.,"['dxs', 'yajP', 'b0420', 'JW0410']",2
P77650,408,['3-phenylpropionate/cinnamic acid dioxygenase ferredoxin--NAD(+) reductase component'],"This dioxygenase system consists of four proteins: the two subunits of the hydroxylase component (HcaE and HcaF), a ferredoxin (HcaC) and a ferredoxin reductase (HcaD).","['hcaD', 'hcaA4', 'phdA', 'yfhY', 'b2542', 'JW2526']",1
P37095,409,['Peptidase B'],Homohexamer.,"['pepB', 'yfhI', 'b2523', 'JW2507']",6
P0A6G5,410,"['Apo-citrate lyase phosphoribosyl-dephospho-CoA transferase', 'Apo-ACP nucleodityltransferase', 'Holo-ACP synthase', 'Holo-citrate lyase synthase']",Homohexamer.,"['citX', 'ybdU', 'b0614', 'JW0606']",6
P75726,411,"['Citrate lyase alpha chain', 'Citrase alpha chain', 'Citrate (pro-3S)-lyase alpha chain', 'Citrate CoA-transferase subunit']","Oligomer with a subunit composition of (alpha,beta,gamma)6.","['citF', 'ybdV', 'b0615', 'JW5087']",1
P09099,412,['Xylulose kinase'],Homodimer.,"['xylB', 'b3564', 'JW3536']",2
P0A9B6,413,"['D-erythrose-4-phosphate dehydrogenase', 'E4PDH']",Homotetramer.,"['epd', 'gapB', 'b2927', 'JW2894']",4
P68767,414,"['Cytosol aminopeptidase', 'Aminopeptidase A/I', 'Leucine aminopeptidase', 'LAP', 'Leucyl aminopeptidase']",Homohexamer.,"['pepA', 'carP', 'xerB', 'b4260', 'JW4217']",6
P69330,415,['Citrate lyase acyl carrier protein'],"Oligomer with a subunit composition of (alpha,beta,gamma)6.","['citD', 'ybdX', 'b0617', 'JW0609']",1
P04825,416,['Aminopeptidase N'],"Oligomer with a subunit composition of (alpha,beta,gamma)6.","['pepN', 'b0932', 'JW0915']",1
P0A9I1,417,"['Citrate lyase subunit beta', 'Citrase beta chain', 'Citrate (pro-3S)-lyase subunit beta', 'Citryl-CoA lyase subunit']","Oligomer with a subunit composition of (alpha,beta,gamma)6.","['citE', 'ybdW', 'b0616', 'JW0608']",1
P0AE74,418,"['Citrate/succinate antiporter', 'Citrate carrier', 'Citrate transporter']","Oligomer with a subunit composition of (alpha,beta,gamma)6.","['citT', 'ybdS', 'b0612', 'JW0604']",1
P0A9B2,419,"['Glyceraldehyde-3-phosphate dehydrogenase A', 'GAPDH-A']",Homotetramer.,"['gapA', 'b1779', 'JW1768']",4
P15288,420,"['Cytosol non-specific dipeptidase', 'Aminoacyl-histidine dipeptidase', 'Beta-alanyl-histidine dipeptidase', 'Carnosinase', 'Cysteinylglycinase', 'Peptidase D', 'Xaa-His dipeptidase', 'X-His dipeptidase']",Homotetramer.,"['pepD', 'pepH', 'b0237', 'JW0227']",4
P77570,421,['Anhydro-N-acetylmuramic acid kinase'],Homotetramer.,"['anmK', 'ydhH', 'b1640', 'JW1632']",4
P0AEK4,422,"['Enoyl-[acyl-carrier-protein] reductase [NADH] FabI', 'ENR']",Homotetramer.,"['fabI', 'envM', 'b1288', 'JW1281']",4
P0A6H8,423,"['Cardiolipin synthase A', 'CL synthase']",Homotetramer.,"['clsA', 'cls', 'nov', 'yciJ', 'b1249', 'JW1241']",4
P00904,424,['Bifunctional protein TrpGD'],Heterotetramer consisting of two non-identical subunits: a beta subunit (TrpG) and a large alpha subunit (TrpE).,"['trpGD', 'trpD', 'b1263', 'JW1255']",2
