,kcat,data_type,MW,kcat_MW
MALt2_2pp,1976.6601861297006,fill,45436,156615.3858188864
MDDCP4pp_num1,20.55181818181818,Other_species,44444,1664.7139198664713
FEENTERtex_copy1,1976.6601861297006,fill,53741,132412.43501361943
MDDCP5pp_num1,20.55181818181818,Other_species,44444,1664.7139198664713
MDDEP1pp_num1,1976.6601861297006,fill,51798,137379.37121253565
MDDEP2pp_num1,1976.6601861297006,fill,51798,137379.37121253565
MDDEP3pp_num1,1976.6601861297006,fill,51798,137379.37121253565
MALt2_3pp_num1,1976.6601861297006,fill,47935,148450.54073363767
MALtex_num1,1976.6601861297006,fill,38922,182826.59344501625
MAN6PI,16370.337,Other_species,42850,1375337.5309218203
MAN6Pt6_2pp,1976.6601861297006,fill,50607,140612.4976795092
MAN6Ptex_num1,1976.6601861297006,fill,38922,182826.59344501625
MDDEP4pp_num1,1976.6601861297006,fill,51798,137379.37121253565
MDH,1814.8515181818182,Other_species,32337,202043.03013435213
MDH2,1976.6601861297006,fill,60230,118146.71542531831
MDH3,1976.6601861297006,fill,60230,118146.71542531831
MANGLYCptspp,1976.6601861297006,fill,142349.0,49989.649875074094
ME1,139.73285714285714,Other_species,63197,7959.84438682668
MANGLYCtex_num1,1976.6601861297006,fill,38922,182826.59344501625
G6PP,700.0,Other_species,30413,82859.30358728176
MANptspp,1976.6601861297006,fill,166320.0,42784.852513629885
MANtex_num1,1976.6601861297006,fill,38922,182826.59344501625
ME2,111.80137931034483,Other_species,82417,4883.518758475088
MECDPDH5_num1,1976.6601861297006,fill,60384.0,117845.40060391696
MECDPS,2.3333333333333335,Other_species,16898,497.10024855012426
MCITL2,63.21666666666667,Other_species,32135,7081.997821689746
MCITS,18.507142857142856,Other_species,43102,1545.768509250482
MCOATA,8.192857142857143,Other_species,41057.0,718.3741070776169
MCPST,22.824782608695653,Other_species,30812,2666.7927233319597
MELIBt2pp,1976.6601861297006,fill,52636,135192.20058642226
MELIBt3ipp,1976.6601861297006,fill,42538,167285.17255317417
MELIBtex_num1,1976.6601861297006,fill,38922,182826.59344501625
MEOHtex_num1,1976.6601861297006,fill,41220,172634.07739124022
MCTP1App_num1,1976.6601861297006,fill,63877,111401.23471776886
MCTP1Bpp_num1,1976.6601861297006,fill,94293,75466.64832030926
MCTP2App_num1,1976.6601861297006,fill,63877,111401.23471776886
MEPCT,39.622727272727275,Other_species,25737,5542.286132098465
MDDCP1pp_num1,20.55181818181818,Other_species,44444,1664.7139198664713
METAT,0.5178353,Other_species,41952,44.4366676201373
MDDCP2pp_num1,20.55181818181818,Other_species,44444,1664.7139198664713
MLTG1,75.75625,Other_species,69041,3950.1528077519156
MDDCP3pp_num1,20.55181818181818,Other_species,44444,1664.7139198664713
METDabcpp,1976.6601861297006,fill,90476.0,78650.43403849554
METDtex_num1,1976.6601861297006,fill,38922,182826.59344501625
METS_num1,7.666666666666667,Other_species,135997,202.9456532129385
METSOX1tex_num1,1976.6601861297006,fill,38922,182826.59344501625
MSO3abcpp,1976.6601861297006,fill,91221.0,78008.09758791202
MLTG2,1976.6601861297006,fill,69041,103068.85285651892
MSO3tex_num1,1976.6601861297006,fill,38922,182826.59344501625
MTAN,1.8268823529411764,Other_species,24354,270.04912829876963
MTHFC,1759.7302,Other_species,31044,204066.12292230382
MTHFD,308.26666666666665,Other_species,31044,35747.97062234248
MTHFR2,51.175,Other_species,33103,5565.356614204151
METSOX2tex_num1,1976.6601861297006,fill,38922,182826.59344501625
METSOXR1_num1,4.804266666,Other_species,38870.0,444.9539489992282
METSOXR2_num1,5.992,Other_species,31006.0,695.7105076436819
METTRS,1.6433,Other_species,76255,77.58022424759032
METabcpp,1976.6601861297006,fill,90476.0,78650.43403849554
METtex_num1,1976.6601861297006,fill,38922,182826.59344501625
MG2tex_num1,1976.6601861297006,fill,38922,182826.59344501625
MG2tpp,1976.6601861297006,fill,36590,194478.7283429058
N2Otex_num1,1976.6601861297006,fill,38922,182826.59344501625
NACODA,1976.6601861297006,fill,42347,168039.68805504337
NACtex_num1,1976.6601861297006,fill,38922,182826.59344501625
MG2uabcpp,22.5,Other_species,99466,814.3486216395552
MGSA,203.23333333333332,Other_species,16919,43243.69052544476
MI1PP,37.957142857142856,Other_species,29172,4684.139390021743
MICITDr,3.0,Other_species,93498,115.51049220304178
MLTG3,75.75625,Other_species,69041,3950.1528077519156
MINCYCtex_num1,1976.6601861297006,fill,41220,172634.07739124022
MINCYCtpp,1976.6601861297006,fill,208985.0,34050.179056233326
NADDP_num1,2.045,Other_species,29689,247.97062885243693
NADH10,1976.6601861297006,fill,47359,150256.0584063625
NADH16pp,113.45,Other_species,540414.0,755.7539219931386
NADH17pp,113.45,Other_species,540414.0,755.7539219931386
NADH18pp,113.45,Other_species,540414.0,755.7539219931386
NADH5,1976.6601861297006,fill,47359,150256.0584063625
NADH9,1976.6601861297006,fill,47359,150256.0584063625
MLTG4,75.75625,Other_species,69041,3950.1528077519156
NADPHQR2,1976.6601861297006,fill,21891,325064.02951290127
NH4tex_num1,1976.6601861297006,fill,38922,182826.59344501625
NH4tpp_num1,1976.6601861297006,fill,44515,159855.7041461737
NHFRBO,183.40285714285713,Other_species,95638.0,6903.639617247178
NADPHQR3,1976.6601861297006,fill,21891,325064.02951290127
NADPHQR4,1976.6601861297006,fill,21891,325064.02951290127
MLTG5,75.75625,Other_species,69041,3950.1528077519156
NADS1,6.89,Other_species,30637,809.6092959493423
NI2t3pp_num1,1976.6601861297006,fill,32927,216113.72642715467
NI2tex_num1,1976.6601861297006,fill,38922,182826.59344501625
NI2tpp,1976.6601861297006,fill,36590,194478.7283429058
NMNAT_num1,0.26132694615384616,Other_species,47346,19.870253160855114
NADTRHD_num1,152.76,Other_species,51560,10665.942591155936
NAMNPP,0.156875,Other_species,45897,12.304725799071834
NAt3_1p5pp,1976.6601861297006,fill,56728,125440.28821863845
NAt3_2pp,1976.6601861297006,fill,41356,172066.3669133118
NAt3pp_num1,1976.6601861297006,fill,44321,160555.41774930444
NAtex_num1,1976.6601861297006,fill,38922,182826.59344501625
NMNPtpp,1976.6601861297006,fill,26996,263593.7424087614
NMNtex_num1,1976.6601861297006,fill,38922,182826.59344501625
NDPK1_num1,677.0,Other_species,23586,103332.48537267871
NDPK2_num1,890.0,Other_species,23586,135843.29687102517
NNAM,3.8903,Other_species,23362,599.4812088006164
MLTGY1pp_num1,1976.6601861297006,fill,58302,122053.7317770732
NNATr,0.26132694615384616,Other_species,24528,38.35522693060364
NNDMBRT,1.6,Other_species,36987,155.73039175926678
NDPK3_num1,890.0,Other_species,15463,207204.2941214512
NDPK4_num1,425.4557142857143,Other_species,23586,64938.54707998692
NDPK5_num1,890.0,Other_species,23586,135843.29687102517
NDPK6_num1,890.0,Other_species,15463,207204.2941214512
NDPK7_num1,576.4,Other_species,23586,87977.61383871788
NNDPR,499.57,Other_species,32762,54894.450888224164
NO2t2rpp_num1,1976.6601861297006,fill,28563,249132.67759223198
NO2tex_num1,1976.6601861297006,fill,38922,182826.59344501625
NO3R1bpp,1976.6601861297006,fill,122301.0,58184.1249872603
NO3R1pp_num1,1976.6601861297006,fill,250964.0,28354.571452745902
NDPK8_num1,890.0,Other_species,23586,135843.29687102517
PGAMT,1.5664,Other_species,47544,118.6067642604745
NO3R2pp_num1,1976.6601861297006,fill,250964.0,28354.571452745902
NO3t7pp_num1,1976.6601861297006,fill,49693,143198.77387291816
MLTGY2pp_num1,1976.6601861297006,fill,22227,320150.1178776678
NO3tex_num1,1976.6601861297006,fill,41220,172634.07739124022
NODOx,195.5,Other_species,43868,16043.585301358622
NODOy,155.35714285714286,Other_species,43868,12749.28682150347
NTD3_num1,0.255,Other_species,26900,34.12639405204461
NTD3pp_num1,0.255,Other_species,60824,15.092726555307115
NTD4,12.666666666666666,Other_species,26900,1695.1672862453531
NTD4pp_num1,12.666666666666666,Other_species,60824,749.7040641851901
NTD5_num1,10.553333333333333,Other_species,22708,1673.0667606129998
NOVBCNtpp,1976.6601861297006,fill,208985.0,34050.179056233326
MLTGY3pp_num1,1976.6601861297006,fill,22227,320150.1178776678
NOtex_num1,1976.6601861297006,fill,38922,182826.59344501625
NTD5pp_num1,10.553333333333333,Other_species,60824,624.6218597921873
NTD6_num1,0.65,Other_species,22708,103.04738418178616
NTD6pp_num1,0.65,Other_species,60824,38.471655925292644
NTD7,188.805,Other_species,26900,25267.583643122678
NTD7pp_num1,188.805,Other_species,60824,11174.832303038274
NTD8_num1,3.1466666666666665,Other_species,22708,498.8550290646468
NTD1_num1,10.815,Other_species,22708,1714.5499383477188
NTD10,96.6485,Other_species,26900,12934.371747211895
NTD10pp_num1,96.6485,Other_species,60824,5720.350519531764
NTD11,96.6485,Other_species,26900,12934.371747211895
NTD8pp_num1,3.1466666666666665,Other_species,60824,186.24227278705774
MLTGY4pp_num1,1976.6601861297006,fill,40256,176768.10090587544
NTD9,3.9833333333333334,Other_species,26900,533.085501858736
NTD9pp_num1,3.9833333333333334,Other_species,60824,235.76219913192162
NTP1_num1,52.58038667,Other_species,61986,3053.744265027587
NTP10_num1,105.3,Other_species,39193,9672.135330288573
NTD11pp_num1,96.6485,Other_species,60824,5720.350519531764
NTD12_num1,1976.6601861297006,fill,22708,313368.71014915104
NTD12pp_num1,1976.6601861297006,fill,60824,116992.90855693349
NTD1pp_num1,10.815,Other_species,60824,640.1091674339077
NTD2_num1,34.2,Other_species,26900,4576.951672862454
NTP11,1976.6601861297006,fill,18213,390708.6515163302
NTD2pp_num1,34.2,Other_species,60824,2024.2009733000134
MLTP1,26.95,Other_species,90522,1071.7836548021476
NTP3,1.6138333076923077,Other_species,39193,148.23565197081896
NTP3pp,1.6138333076923077,Other_species,47057,123.46303223096048
O2tex_num1,1976.6601861297006,fill,38922,182826.59344501625
NTP5,282.90495555555555,Other_species,39193,25985.70765187661
MLTP2,26.95,Other_species,90522,1071.7836548021476
NTPP1_num1,25.245,Other_species,14927,6088.430361090641
NTPP10,58.84666666666667,Other_species,21039,10069.299871666906
OAADC,22.46666666666667,Other_species,22284,3629.5099623047927
OBTFL_num1,7.9825,Other_species,127845.0,224.78000703977472
OCBT_num1,709.5714285714286,Other_species,36907,69213.35093226604
OCDCAtexi,1976.6601861297006,fill,48542,146594.2208822653
OCDCEAtexi,1976.6601861297006,fill,48542,146594.2208822653
NTPP11,302.545,Other_species,21039,51768.71524311992
NTPP2_num1,248.9430952857143,Other_species,14927,60038.53038310253
NTPP3_num1,7.386333333333333,Other_species,30412,874.3522293831383
NTPP4_num1,9.155370366666666,Other_species,15046,2190.5711365146885
NTPP5_num1,1.12,Other_species,30412,132.57924503485467
OCTAtex_num1,1976.6601861297006,fill,38922,182826.59344501625
OCTDPS,0.005,Other_species,35217,0.5111167901865576
OCTNLL,1976.6601861297006,fill,37926,187627.92464448986
NTPP6,59.47040741111111,Other_species,30412,7039.769389714586
NTPP7_num1,15.14,Other_species,30412,1792.1872944890174
OGMEACPD,0.1,Other_species,17033,21.13544296365878
NTPP8,71.18619047142857,Other_species,30412,8426.617312151218
OGMEACPR,1976.6601861297006,fill,25560,278402.84311685927
NTPP9,690.5733333333334,Other_species,21039,118164.55154712677
OGMEACPS,1976.6601861297006,fill,33515,212322.1444149462
MLTP3,26.95,Other_species,90522,1071.7836548021476
OHPBAT,2.49,Other_species,39783,225.3223738782897
NTPTP1,4000.0,Other_species,59383,242493.6429617904
NTPTP2,1976.6601861297006,fill,59383,119831.88235803045
NTRIR2x,40.075,Other_species,105405.0,1368.7206489255727
NTRIR3pp,1976.6601861297006,fill,134026.0,53094.001686739306
NTRIR4pp,1976.6601861297006,fill,134026.0,53094.001686739306
O16A4COLIPAabctex,1976.6601861297006,fill,148608.0,47884.209935312516
O16A4Lpp,1976.6601861297006,fill,46878,151797.7872363779
O16AP1pp,1976.6601861297006,fill,81059.0,87787.61975927315
O16AP2pp,1976.6601861297006,fill,81059.0,87787.61975927315
OMMBLHX,1976.6601861297006,fill,42953,165668.90950729686
OMPDC,83.86,Other_species,26350,11457.153700189754
OMPHHX,1976.6601861297006,fill,42288,168274.13616314137
OP4ENH,193.15555555555557,Other_species,28890,24069.228106611285
O16AP3pp,1976.6601861297006,fill,81059.0,87787.61975927315
O16AUNDtpp,1976.6601861297006,fill,45383,156798.28724559685
MMCD,74.63966666666667,Other_species,29173,9210.667397936448
OPHHX,1976.6601861297006,fill,63203,112589.22313920103
OPMEACPD,0.1,Other_species,17033,21.13544296365878
OPMEACPR,1976.6601861297006,fill,25560,278402.84311685927
O16GALFT,1976.6601861297006,fill,37757,188467.74558537285
O16GLCT1,1976.6601861297006,fill,43188,164767.45091384
O2Stex_num1,1976.6601861297006,fill,41220,172634.07739124022
PGCD,1087.968,Other_species,44176,88660.9199565375
OPMEACPS,1976.6601861297006,fill,42613,166990.74625271448
ORNDC_num1,10.808333333333334,Other_species,79416,489.95164702326986
MMETt2pp,1976.6601861297006,fill,50526,140837.91849873177
ORNtex_num1,1976.6601861297006,fill,38922,182826.59344501625
OROTt2_2pp,1976.6601861297006,fill,45436,156615.3858188864
OROTtex_num1,1976.6601861297006,fill,40368,176277.66225889124
ORPT,4.2551,Other_species,23567,649.9919378792379
OXCDC,74.35,Other_species,60581,4418.216932701672
PACCOAE,1976.6601861297006,fill,96463.0,73768.97535912134
PACCOAL,31.818181818181817,Other_species,48953,2339.906738002871
PANTS,9.33470588235294,Other_species,31598,1063.514816648857
PAPA120,1976.6601861297006,fill,29021,245200.94655824825
PAPA120pp,1976.6601861297006,fill,29021,245200.94655824825
PAPA140,1976.6601861297006,fill,29021,245200.94655824825
PAPA140pp,1976.6601861297006,fill,29021,245200.94655824825
PAPA141,1976.6601861297006,fill,29021,245200.94655824825
PAPA141pp,1976.6601861297006,fill,29021,245200.94655824825
OXCOAHDH,1976.6601861297006,fill,73003,97475.12663954799
P5CD,8.315,Other_species,143815,208.14240517331294
P5CR,519.7190754545454,Other_species,28145,66476.7692889097
PA120abcpp,1976.6601861297006,fill,64461,110391.96832296927
PA140abcpp,1976.6601861297006,fill,64461,110391.96832296927
PAPA161,1976.6601861297006,fill,29021,245200.94655824825
MMETtex_num1,1976.6601861297006,fill,38922,182826.59344501625
PAPA161pp,1976.6601861297006,fill,29021,245200.94655824825
PAPA180,1976.6601861297006,fill,29021,245200.94655824825
PAPA180pp,1976.6601861297006,fill,29021,245200.94655824825
PAPA181,1976.6601861297006,fill,29021,245200.94655824825
PAPA181pp,1976.6601861297006,fill,29021,245200.94655824825
PAPPT3,5.3149999999999995,Other_species,39875,479.84952978056424
PAPSR_num1,0.242,Other_species,43531.0,20.01332383818428
PA141abcpp,1976.6601861297006,fill,64461,110391.96832296927
PA160abcpp,1976.6601861297006,fill,64461,110391.96832296927
PA161abcpp,1976.6601861297006,fill,64461,110391.96832296927
PA180abcpp,1976.6601861297006,fill,64461,110391.96832296927
PA181abcpp,1976.6601861297006,fill,64461,110391.96832296927
PACALDtex_num1,1976.6601861297006,fill,38922,182826.59344501625
PGI,1460.636,Other_species,61530,85458.9566065334
PAPSR2_num1,0.242,Other_species,37661.0,23.132683678075463
PDE1,96.93666666666667,Other_species,90260,3866.2973631730556
MMM,1976.6601861297006,fill,77871,91381.6012388042
PDE4,4.336749999999999,Other_species,90260,172.97030799911366
PDH,9.62675,Other_species,216452.0,160.1107866871177
PGK,133.68759259255555,Other_species,41118,11704.735963159686
PGL,14.3,Other_species,36308,1417.8693400903383
PGLYCP,65.92333333333333,Other_species,27389,8664.938478951404
PGM_num1,571.60009,Other_species,56194,36618.86187137417
PGMT_num1,26.425,Other_species,20780,4577.959576515881
PDX5POi,0.22290000000000001,Other_species,25545,31.412800939518498
PDX5PS,1976.6601861297006,fill,61498.0,115710.70067428083
MN2t3pp_num1,1976.6601861297006,fill,32927,216113.72642715467
PDXPP,1.25,Other_species,30201,149.0016886858051
PE120abcpp,1976.6601861297006,fill,64461,110391.96832296927
PE140abcpp,1976.6601861297006,fill,64461,110391.96832296927
PGP120abcpp,1976.6601861297006,fill,64461,110391.96832296927
PGP140abcpp,1976.6601861297006,fill,64461,110391.96832296927
PGP141abcpp,1976.6601861297006,fill,64461,110391.96832296927
PGP160abcpp,1976.6601861297006,fill,64461,110391.96832296927
PGP161abcpp,1976.6601861297006,fill,64461,110391.96832296927
PGP180abcpp,1976.6601861297006,fill,64461,110391.96832296927
PE141abcpp,1976.6601861297006,fill,64461,110391.96832296927
PE160abcpp,1976.6601861297006,fill,64461,110391.96832296927
PE161abcpp,1976.6601861297006,fill,64461,110391.96832296927
PE180abcpp,1976.6601861297006,fill,64461,110391.96832296927
PGP181abcpp,1976.6601861297006,fill,64461,110391.96832296927
PGPP120_num1,24.0,Other_species,29021,2977.154474346163
PE181abcpp,1976.6601861297006,fill,64461,110391.96832296927
PEAMNOpp,40.17009090909091,Other_species,84379,1713.8426299520886
MN2tpp,1976.6601861297006,fill,26485,268679.50425021414
PEAMNtex_num1,1976.6601861297006,fill,38922,182826.59344501625
PERD,1.4,Other_species,41368,121.83330110230129
PGPP120pp_num1,24.0,Other_species,19418,4449.479864043671
PGPP140_num1,1976.6601861297006,fill,29021,245200.94655824825
PGPP140pp_num1,1976.6601861297006,fill,19418,366462.90401003824
PETNT161pp,1976.6601861297006,fill,63804,111528.6920893192
PGPP141_num1,1976.6601861297006,fill,29021,245200.94655824825
MN6PP,1976.6601861297006,fill,30413,233978.1235020196
PGPP141pp_num1,1976.6601861297006,fill,19418,366462.90401003824
PGPP160_num1,24.0,Other_species,19418,4449.479864043671
PGPP160pp_num1,24.0,Other_species,19418,4449.479864043671
PETNT181pp,1976.6601861297006,fill,63804,111528.6920893192
PFK_num1,82.45542105263158,Other_species,34842,8519.588880933174
PFK_2,163.75925,Other_species,34842,16920.191148613743
PFK_3,131.0574,Other_species,34842,13541.319097640779
PFL_num1,11.9,Other_species,113561.0,377.2421870184306
PG120abcpp,1976.6601861297006,fill,64461,110391.96832296927
PG140abcpp,1976.6601861297006,fill,64461,110391.96832296927
PGPP161_num1,24.0,Other_species,29021,2977.154474346163
PGPP161pp_num1,24.0,Other_species,19418,4449.479864043671
PGPP180_num1,24.0,Other_species,19418,4449.479864043671
PGPP180pp_num1,24.0,Other_species,19418,4449.479864043671
PGPP181_num1,24.0,Other_species,29021,2977.154474346163
PGPP181pp_num1,24.0,Other_species,19418,4449.479864043671
PGSA140,1976.6601861297006,fill,20701,343750.38259344583
PG141abcpp,1976.6601861297006,fill,64461,110391.96832296927
PG160abcpp,1976.6601861297006,fill,64461,110391.96832296927
PG161abcpp,1976.6601861297006,fill,64461,110391.96832296927
PG180abcpp,1976.6601861297006,fill,64461,110391.96832296927
PGSA141,1976.6601861297006,fill,20701,343750.38259344583
PG181abcpp,1976.6601861297006,fill,64461,110391.96832296927
MNLptspp,1976.6601861297006,fill,140653.0,50592.427250516674
PLIPA1A181pp,1976.6601861297006,fill,33163,214575.7823498152
PLIPA1E120pp,1976.6601861297006,fill,33163,214575.7823498152
PLIPA1E140pp,1976.6601861297006,fill,33163,214575.7823498152
PLIPA1E141pp,1976.6601861297006,fill,33163,214575.7823498152
PLIPA1E160pp,1611.95,Other_species,33163,174984.7721858698
PHETA1_num1,259.473,Other_species,43538,21454.885387477607
PHETRS,5.3185714285714285,Other_species,124210.0,154.14907932418598
PHEt2rpp_num1,1976.6601861297006,fill,31539,225624.6764344755
PHEtex_num1,1976.6601861297006,fill,38922,182826.59344501625
PLIPA1E161pp,1976.6601861297006,fill,33163,214575.7823498152
PLIPA1E180pp,1611.95,Other_species,33163,174984.7721858698
PLIPA1E181pp,1976.6601861297006,fill,33163,214575.7823498152
PHYTSpp,1976.6601861297006,fill,47057,151220.36402802818
MNLtex_num1,1976.6601861297006,fill,38922,182826.59344501625
PIt2rpp_num1,1976.6601861297006,fill,53809,132245.10156417926
PItex_num1,1976.6601861297006,fill,38922,182826.59344501625
PLIPA1G120pp,1976.6601861297006,fill,33163,214575.7823498152
PLIPA1G140pp,1976.6601861297006,fill,33163,214575.7823498152
PLIPA1G141pp,1976.6601861297006,fill,33163,214575.7823498152
PLIPA1G160pp,1976.6601861297006,fill,33163,214575.7823498152
PLIPA1G161pp,1976.6601861297006,fill,33163,214575.7823498152
PLIPA1A120pp,1611.95,Other_species,33163,174984.7721858698
PLIPA1A140pp,1611.95,Other_species,33163,174984.7721858698
PLIPA1G180pp,1976.6601861297006,fill,33163,214575.7823498152
MNNH,2.763333333333333,Other_species,44838,221.86538204201793
PLIPA1G181pp,1976.6601861297006,fill,33163,214575.7823498152
PLIPA2A120pp,28.6717,Other_species,33163,3112.4482103549135
PLIPA1A141pp,1611.95,Other_species,33163,174984.7721858698
PLIPA1A160pp,1611.95,Other_species,33163,174984.7721858698
PLIPA1A161pp,1976.6601861297006,fill,33163,214575.7823498152
PLIPA1A180pp,1611.95,Other_species,33163,174984.7721858698
PLIPA2A140pp,28.6717,Other_species,33163,3112.4482103549135
PLIPA2A141pp,28.6717,Other_species,33163,3112.4482103549135
PLIPA2A160pp,28.6717,Other_species,33163,3112.4482103549135
PLIPA2A161pp,1976.6601861297006,fill,33163,214575.7823498152
PLIPA2A180pp,28.6717,Other_species,33163,3112.4482103549135
PPC,71.7974,Other_species,99063,2609.1541746161533
PPCDC,1.86666665,Other_species,43438,154.7032538330494
PPCK,34.982,Other_species,59643,2111.483325788441
PLIPA2A181pp,1976.6601861297006,fill,33163,214575.7823498152
PLIPA2E120pp,1976.6601861297006,fill,33163,214575.7823498152
PPCSCT,14.2,Other_species,53824,949.7621878715814
MNt2pp,1976.6601861297006,fill,44194,161016.80477139255
PPGPPDP,2.9014285714285717,Other_species,79342,131.6470829717282
PPK2,1976.6601861297006,fill,80432,88471.95979295457
PPK,1976.6601861297006,fill,80432,88471.95979295457
PPM_num1,95.84545454545454,Other_species,44560,7743.349110494532
PLIPA2E140pp,1976.6601861297006,fill,33163,214575.7823498152
PLIPA2E141pp,1976.6601861297006,fill,33163,214575.7823498152
PLIPA2E160pp,1976.6601861297006,fill,33163,214575.7823498152
PLIPA2E161pp,1976.6601861297006,fill,33163,214575.7823498152
PLIPA2E180pp,1976.6601861297006,fill,33163,214575.7823498152
PPM2,173.0,Other_species,44370,14036.511156186612
PLIPA2E181pp,1976.6601861297006,fill,33163,214575.7823498152
MNtex_num1,1976.6601861297006,fill,38922,182826.59344501625
MOADSUx,1976.6601861297006,fill,53848.0,132149.3216102162
PLIPA2G120pp,1976.6601861297006,fill,33163,214575.7823498152
PLIPA2G140pp,1976.6601861297006,fill,33163,214575.7823498152
PLIPA2G141pp,1976.6601861297006,fill,33163,214575.7823498152
PLIPA2G160pp,1976.6601861297006,fill,33163,214575.7823498152
PLIPA2G161pp,1976.6601861297006,fill,33163,214575.7823498152
PLIPA2G180pp,1976.6601861297006,fill,33163,214575.7823498152
PLIPA2G181pp,1976.6601861297006,fill,33163,214575.7823498152
PMANM,17.975,Other_species,50463,1282.3256643481363
PMEACPE,8.64,Other_species,28505,1091.1769864935977
PMPK,0.07,Other_species,28634,8.800726409163932
PNTK,48.182923076923075,Other_species,36360,4770.586443259711
PPNCL2,2.2733333285714283,Other_species,43438,188.40646399137026
PPND,44.011538461538464,Other_species,42043,3768.5592955197885
PPNDH,4.4832,Other_species,43111,374.3712741527684
PPPGO,0.7352833337,Other_species,21226,124.7064921002544
PPPGO3,0.893125,Other_species,21226,151.47696221615
PPPNt2rpp,1976.6601861297006,fill,41593,171085.91998814518
PPPNtex_num1,1976.6601861297006,fill,38922,182826.59344501625
PPS,644.5721111111111,Other_species,87435,26539.25315948991
PPTHpp,1976.6601861297006,fill,49439,143934.47824727284
PPTtex_num1,1976.6601861297006,fill,38922,182826.59344501625
PRAGSr,7.0,Other_species,45940,548.5415759686548
PRAIi,32.725,Other_species,49492,2380.38470863978
PRAMPC,4.2175,Other_species,22756,667.2086482685885
PNTOt4pp,1976.6601861297006,fill,51717,137594.53700073325
PNTOtex_num1,1976.6601861297006,fill,38922,182826.59344501625
POAACR,1976.6601861297006,fill,13763,517036.74126766855
POR5_num1,1976.6601861297006,fill,148561.0,47899.35898430222
POX,1976.6601861297006,fill,62011,114753.45777470001
PPA_num1,651.4,Other_species,26900,87176.20817843867
PPA2_num1,1664.872,Other_species,58136,103095.14242465943
PPAKr,100.0,Other_species,43384,8297.99004241195
PPALtex_num1,1976.6601861297006,fill,38922,182826.59344501625
PPAt4pp,1976.6601861297006,fill,54344,130943.1891297461
PPAtex_num1,1976.6601861297006,fill,41220,172634.07739124022
PRFGS,499.525,Other_species,141403,12717.481241557816
PRMICI,7.91625,Other_species,26033,1094.7067183958823
PROD2,16.2,Other_species,143815,405.5209818169176
PROGLYabcpp,1976.6601861297006,fill,203503.0,34967.42883430181
PROGLYtex_num1,1976.6601861297006,fill,38922,182826.59344501625
PROTRS,30.5339,Other_species,63693,1725.8103716263954
PPBNGS,254.4625,Other_species,35625,25714.105263157893
PROabcpp,1976.6601861297006,fill,117806.0,60404.195627276385
PROt2rpp,1976.6601861297006,fill,54846,129744.67910270434
PROt4pp,1976.6601861297006,fill,54344,130943.1891297461
PROtex_num1,1976.6601861297006,fill,41220,172634.07739124022
PRPPS,24.1725,Other_species,34218,2543.1351920042084
PSCLYSt2pp,1976.6601861297006,fill,47577,149567.57824299394
MOAT3C,1976.6601861297006,fill,32920,216159.68013569023
PSCLYStex_num1,1976.6601861297006,fill,40368,176277.66225889124
PSCVT,25.181830318181817,Other_species,46096,1966.6476298475907
PSD140,1976.6601861297006,fill,35934,198029.07191147443
PSD141,1976.6601861297006,fill,35934,198029.07191147443
PSSA140,1976.6601861297006,fill,141710,50215.06365159073
PSSA141,1976.6601861297006,fill,141710,50215.06365159073
PSERT,1.83,Other_species,39783,165.59837116356232
PSERtex_num1,1976.6601861297006,fill,38922,182826.59344501625
PSP_L,303.28593,Other_species,35043,31156.845817995036
MOBDtex_num1,1976.6601861297006,fill,38922,182826.59344501625
PSP_Lpp,303.28593,Other_species,26104,41826.13193380325
MOCDS,1976.6601861297006,fill,21514,330760.28028571734
MOCOS,1976.6601861297006,fill,44067,161480.85120536733
MOGDS_num1,1976.6601861297006,fill,77952,91286.64652692583
R5Ptex_num1,1976.6601861297006,fill,38922,182826.59344501625
RBFK,2.6733333333333333,Other_species,34734,277.07721540853345
MOHMT,0.781,Other_species,28237,99.5714842228282
PTA2,500.45,Other_species,77172,23345.5139169647
PTAr_num1,629.901,Other_species,77172,29384.27927227492
RBFSa,0.35179363636363636,Other_species,23445,54.018216716105385
RBFSb,0.14700000000000002,Other_species,16157,32.75360524849911
RBK,11.399090909090908,Other_species,32291,1270.8410167764168
RBK_L1,40.61333333333334,Other_species,61089,2393.3605068015518
RBP4E_num1,17.42525,Other_species,25278,2481.6401614051742
PTPATi,4.699999999999999,Other_species,17837,948.5900095307504
PTRCORNt7pp,1976.6601861297006,fill,46495,153048.2131426373
REPHACCOAI,1976.6601861297006,fill,28405,250518.45344365155
RFAMPtpp,1976.6601861297006,fill,208985.0,34050.179056233326
RHAT1,1976.6601861297006,fill,36730,193737.4535820017
PTRCt2pp_num1,1976.6601861297006,fill,50853,139932.28855852992
PTRCtex_num1,1976.6601861297006,fill,38922,182826.59344501625
PUNP1,246.17933333333335,Other_species,25950,34152.046242774566
PUNP2,35.02,Other_species,25950,4858.2658959537575
PUNP3_num1,1866.06,Other_species,29835,225165.6108597285
RIBtex_num1,1976.6601861297006,fill,38922,182826.59344501625
PUNP4_num1,35.02,Other_species,29835,4225.641025641026
MPTAT,0.0012,Other_species,21222,0.2035623409669211
PUNP5_num1,6416.72,Other_species,29835,774264.8567119156
RMI,149.78181818181818,Other_species,47199,11424.279019778925
PUNP6_num1,15.617,Other_species,29835,1884.4042232277527
PUNP7,17.56,Other_species,29835,2118.8536953242833
