reaction_id,scaling_factor
SUCCtex_reverse_num2,2.1785823757464806
SUCCtex_num2,8.015030763434883
TKT2,3.8247626331099913
XYLUtex_num1,4.298456955097736
XYLUtex_reverse_num1,7.148219241764054
ACACT1r_reverse_num3,2.967049836221504
THMtex_num3,0.3743415639260197
THMtex_reverse_num3,2.1881628645894313
L_LACtex_reverse_num2,0.01
L_LACtex_num2,5.377191266845829
SBTtex_reverse_num4,8.139786595109115
SBTtex_num4,0.12111720724594566
LCTStex_reverse_num3,2.388139496969475
LCTStex_num3,2.786422458967949
GALCTNLtex_reverse_num3,0.9455849560692091
GALCTNLtex_num3,0.882357832354094
GAMAN6Ptex_reverse_num2,1.7358222668366856
GAMAN6Ptex_num2,2.5258559136076677
5DGLCNtex_num1,0.5215798236382805
5DGLCNtex_reverse_num1,1.6155743563614664
R5Ptex_reverse_num1,2.710508233426477
R5Ptex_num1,2.305765915801503
GALBDtex_num1,3.1362713808932354
GALBDtex_reverse_num1,4.098140341016296
TCYNTtex_reverse_num1,0.4920911760877555
TCYNTtex_num1,3.8031089407832415
RPI_reverse_num1,0.01
GLYOX,0.01
MANtex_num4,8.252572265609817
MANtex_reverse_num4,4.06833877231144
XYLUtex_num3,7.336267950424037
XYLUtex_reverse_num3,1.1842095478451709
GALCTtex_reverse_num1,2.0916198544382665
GALCTtex_num1,7.656253243450218
G3PAT140,1.9852519606144583
CYANtex_num4,4.0009130059694265
CYANtex_reverse_num4,0.4164462322520508
5DGLCNtex_num4,1.1007145507918095
5DGLCNtex_reverse_num4,0.01
R5Ptex_num3,3.3129824343922487
R5Ptex_reverse_num3,0.1961950305553306
GALBDtex_num3,0.01
GALBDtex_reverse_num3,0.01
ACACtex_num4,7.149337198309535
ACACtex_reverse_num4,3.3852421930489536
TCYNTtex_num3,0.2498322145254389
TCYNTtex_reverse_num3,4.474864116980298
D_LACtex_num1,0.01
D_LACtex_reverse_num1,1.5093918801816972
XANtex_reverse_num4,2.898359906387055
XANtex_num4,3.3829914081120713
ECOAH6_num1,5.924267425642381
GALCTtex_reverse_num3,3.4013365794141244
GALCTtex_num3,5.259556288087451
PPTtex_num4,1.4733303260169226
PPTtex_reverse_num4,3.033914118532572
HACD3_reverse_num1,0.01
LGTHL,1.154096591307904
GALURtex_num4,4.571321608778199
GALURtex_reverse_num4,0.01
HACD7_num1,6.942953459460375
SUCRtex_reverse_num2,10.0
SUCRtex_num2,0.17997701658370954
A5PISO_reverse_num2,1.1354007099373251
TMAOtex_reverse_num1,2.398082735377674
TMAOtex_num1,0.3807636230226917
ALLtex_num4,0.8798651915777694
ALLtex_reverse_num4,5.792704256575221
MELIBtex_reverse_num2,0.7716806783454291
MELIBtex_num2,0.01
LYXtex_num1,2.109400045517374
LYXtex_reverse_num1,4.484170972551263
D_LACtex_num3,3.5803709172854488
D_LACtex_reverse_num3,7.28328674846708
LDH_D_num2,3.3191762298957466
ASCBtex_reverse_num2,0.3582634063287348
ASCBtex_num2,2.1726330770816484
MAN6Ptex_num1,4.303527748192
MAN6Ptex_reverse_num1,2.421838753295839
HACD6_num1,1.461197074283616
XYLtex_num4,2.130932306449626
XYLtex_reverse_num4,4.221331290676779
GLYC2Ptex_num1,2.7611950366341196
GLYC2Ptex_reverse_num1,1.4762279494170745
GLYCLTtex_num1,2.1322669522249225
GLYCLTtex_reverse_num1,8.589750079741245
PPTHpp,6.816301538128936
HACD3_num1,1.9531246978976273
SHCHCS3,0.13719237878569834
GLCDpp_num2,2.0261127294564405
THMtex_reverse_num4,4.930453951941804
THMtex_num4,3.9855601405202474
L_LACtex_reverse_num3,5.899344798173342
L_LACtex_num3,0.23444848746375446
GLCRtex_reverse_num2,0.01
GLCRtex_num2,0.04418438692144121
LCTStex_num4,4.387967577563317
LCTStex_reverse_num4,2.45055804265874
GAL1Ptex_num1,10.0
GAL1Ptex_reverse_num1,0.46235417400736545
SBTtex_num2,0.254685593592466
SBTtex_reverse_num2,1.3544682297058062
TMAOtex_reverse_num3,2.4668574766758633
TMAOtex_num3,2.8472081201802415
LYXtex_reverse_num3,0.7528128999047081
LYXtex_num3,1.827847940339649
