reactions,metabolites,metabolitestotal,gpr,genes
HACD6_num1,3otdcoa_c,3otdcoa,ECDH1ME8569_3723,ECDH1ME8569_3723
HACD7_num1,3ohdcoa_c,3ohdcoa,ECDH1ME8569_3723,ECDH1ME8569_3723
HACD8_num1,3ohodcoa_c,3ohodcoa,ECDH1ME8569_3723,ECDH1ME8569_3723
HADPCOADH3,3hadpcoa_c,3hadpcoa,ECDH1ME8569_1339,ECDH1ME8569_1339
HBZOPT,4hbz_c,4hbz,ECDH1ME8569_3897,ECDH1ME8569_3897
HBZOPT,octdp_c,octdp,ECDH1ME8569_3897,ECDH1ME8569_3897
HCINNMt2rpp,3hcinnm_p,3hcinnm,ECDH1ME8569_0340,ECDH1ME8569_0340
HCINNMtex_num1,3hcinnm_e,3hcinnm,ECDH1ME8569_0229,ECDH1ME8569_0229
GTHOr,gthox_c,gthox,ECDH1ME8569_3377,ECDH1ME8569_3377
GTHPi_copy1,gthrd_c,gthrd,ECDH1ME8569_1654,ECDH1ME8569_1654
GTHRDHpp,gthrd_p,gthrd,ECDH1ME8569_3324,ECDH1ME8569_3324
GTHRDabc2pp,gthrd_c,gthrd,ECDH1ME8569_0837 and ECDH1ME8569_0838,ECDH1ME8569_0837
GTHRDabc2pp,gthrd_c,gthrd,ECDH1ME8569_0837 and ECDH1ME8569_0838,ECDH1ME8569_0838
HCYSMT,amet_c,amet,ECDH1ME8569_0249,ECDH1ME8569_0249
HCYSMT,hcys__L_c,hcys__L,ECDH1ME8569_0249,ECDH1ME8569_0249
HCYSMT2,hcys__L_c,hcys__L,ECDH1ME8569_0249,ECDH1ME8569_0249
HCYSMT2,mmet_c,mmet,ECDH1ME8569_0249,ECDH1ME8569_0249
HDCAtexi,hdca_e,hdca,ECDH1ME8569_2282,ECDH1ME8569_2282
HDCEAtexi,hdcea_e,hdcea,ECDH1ME8569_2282,ECDH1ME8569_2282
GTHRDabcpp,gthrd_p,gthrd,ECDH1ME8569_0782 and gsiB and ECDH1ME8569_0783 and ECDH1ME8569_0784,gsiB
GTHRDabcpp,gthrd_p,gthrd,ECDH1ME8569_0782 and gsiB and ECDH1ME8569_0783 and ECDH1ME8569_0784,ECDH1ME8569_0784
GTHRDabcpp,gthrd_p,gthrd,ECDH1ME8569_0782 and gsiB and ECDH1ME8569_0783 and ECDH1ME8569_0784,ECDH1ME8569_0782
GTHRDabcpp,gthrd_p,gthrd,ECDH1ME8569_0782 and gsiB and ECDH1ME8569_0783 and ECDH1ME8569_0784,ECDH1ME8569_0783
GTHRDtex_num1,gthrd_e,gthrd,ECDH1ME8569_0229,ECDH1ME8569_0229
GTHS,glucys_c,glucys,ECDH1ME8569_2847,ECDH1ME8569_2847
GTHS,gly_c,gly,ECDH1ME8569_2847,ECDH1ME8569_2847
HEMEOS,frdp_c,frdp,ECDH1ME8569_0413,ECDH1ME8569_0413
HEMEOS,pheme_c,pheme,ECDH1ME8569_0413,ECDH1ME8569_0413
HEPK1,hhlipa_c,hhlipa,ECDH1ME8569_3515,ECDH1ME8569_3515
HEPK2,hphhlipa_c,hphhlipa,ECDH1ME8569_3510,ECDH1ME8569_3510
HEPT1,adphep_LD_c,adphep_LD,ECDH1ME8569_3506,ECDH1ME8569_3506
HEPT1,lipa_c,lipa,ECDH1ME8569_3506,ECDH1ME8569_3506
HEPT2,adphep_LD_c,adphep_LD,ECDH1ME8569_3505,ECDH1ME8569_3505
HEPT2,hlipa_c,hlipa,ECDH1ME8569_3505,ECDH1ME8569_3505
HEPT3,adphep_LD_c,adphep_LD,ECDH1ME8569_3517,ECDH1ME8569_3517
HEPT3,phhlipa_c,phhlipa,ECDH1ME8569_3517,ECDH1ME8569_3517
GTPDPDP,gdptp_c,gdptp,ECDH1ME8569_3660,ECDH1ME8569_3660
HEPT4,adphep_LD_c,adphep_LD,ECDH1ME8569_3508,ECDH1ME8569_3508
HEPT4,gggagicolipa_c,gggagicolipa,ECDH1ME8569_3508,ECDH1ME8569_3508
HETZK,4mhetz_c,4mhetz,ECDH1ME8569_2038,ECDH1ME8569_2038
HEX1,glc__D_c,glc__D,ECDH1ME8569_2327,ECDH1ME8569_2327
HEX7,fru_c,fru,ECDH1ME8569_0380,ECDH1ME8569_0380
HEXt2rpp,hxa_p,hxa,ECDH1ME8569_2158,ECDH1ME8569_2158
GUAD,gua_c,gua,ECDH1ME8569_2786,ECDH1ME8569_2786
GUAPRT_num1,gua_c,gua,ECDH1ME8569_0226,ECDH1ME8569_0226
GUAPRT_num1,prpp_c,prpp,ECDH1ME8569_0226,ECDH1ME8569_0226
GUAt2pp,gua_p,gua,ECDH1ME8569_3539,ECDH1ME8569_3539
GUAtex,gua_e,gua,ECDH1ME8569_0396,ECDH1ME8569_0396
GUI1,glcur_c,glcur,ECDH1ME8569_2987,ECDH1ME8569_2987
HISTD,histd_c,histd,ECDH1ME8569_1956,ECDH1ME8569_1956
HISTP,hisp_c,hisp,ECDH1ME8569_1958,ECDH1ME8569_1958
HISTRS,his__L_c,his__L,ECDH1ME8569_2441,ECDH1ME8569_2441
HISTRS,trnahis_c,trnahis,ECDH1ME8569_2441,ECDH1ME8569_2441
GUI2,galur_c,galur,ECDH1ME8569_2987,ECDH1ME8569_2987
HISabcpp,his__L_p,his__L,ECDH1ME8569_2247 and ECDH1ME8569_2245 and ECDH1ME8569_2244 and ECDH1ME8569_2246,ECDH1ME8569_2244
HISabcpp,his__L_p,his__L,ECDH1ME8569_2247 and ECDH1ME8569_2245 and ECDH1ME8569_2244 and ECDH1ME8569_2246,ECDH1ME8569_2247
HISabcpp,his__L_p,his__L,ECDH1ME8569_2247 and ECDH1ME8569_2245 and ECDH1ME8569_2244 and ECDH1ME8569_2246,ECDH1ME8569_2246
HISabcpp,his__L_p,his__L,ECDH1ME8569_2247 and ECDH1ME8569_2245 and ECDH1ME8569_2244 and ECDH1ME8569_2246,ECDH1ME8569_2245
HISt2rpp,his__L_p,his__L,ECDH1ME8569_0106,ECDH1ME8569_0106
HIStex_num1,his__L_e,his__L,ECDH1ME8569_0229,ECDH1ME8569_0229
HKNDDH,hkndd_c,hkndd,ECDH1ME8569_0336,ECDH1ME8569_0336
HPPK2,6hmhpt_c,6hmhpt,ECDH1ME8569_0136,ECDH1ME8569_0136
FE3HOXabcpp,fe3hox_p,fe3hox,ECDH1ME8569_0147 and ECDH1ME8569_0145 and ECDH1ME8569_0146,ECDH1ME8569_0146
FE3HOXabcpp,fe3hox_p,fe3hox,ECDH1ME8569_0147 and ECDH1ME8569_0145 and ECDH1ME8569_0146,ECDH1ME8569_0147
FE3HOXabcpp,fe3hox_p,fe3hox,ECDH1ME8569_0147 and ECDH1ME8569_0145 and ECDH1ME8569_0146,ECDH1ME8569_0145
HPPPNDO,dhpppn_c,dhpppn,ECDH1ME8569_0335,ECDH1ME8569_0335
HPPPNt2rpp,3hpppn_p,3hpppn,ECDH1ME8569_0340,ECDH1ME8569_0340
HKNTDH,hkntd_c,hkntd,ECDH1ME8569_0336,ECDH1ME8569_0336
HMBS,ppbng_c,ppbng,ECDH1ME8569_3684,ECDH1ME8569_3684
HMPK1_num1,4ahmmp_c,4ahmmp,ECDH1ME8569_2037,ECDH1ME8569_2037
HPPPNtex_num1,3hpppn_e,3hpppn,ECDH1ME8569_0880,ECDH1ME8569_0880
HPYRI,hpyr_c,hpyr,ECDH1ME8569_0492,ECDH1ME8569_0492
HOMt2pp_num1,hom__L_c,hom__L,ECDH1ME8569_0766,ECDH1ME8569_0766
FE3HOXexs,fe3hox_un_e,fe3hox_un,s0001,s0001
HOMtex_num1,hom__L_e,hom__L,ECDH1ME8569_0229,ECDH1ME8569_0229
HOPNTAL,4h2opntn_c,4h2opntn,ECDH1ME8569_0339,ECDH1ME8569_0339
HPYRRx_num1,hpyr_c,hpyr,ghrA,ghrA
HPYRRy_num1,hpyr_c,hpyr,ghrA,ghrA
HSDy_num1,hom__L_c,hom__L,ECDH1ME8569_3809,ECDH1ME8569_3809
FE3HOXtonex,fe3hox_e,fe3hox,ECDH1ME8569_0144 and ECDH1ME8569_1192 and ECDH1ME8569_2904 and ECDH1ME8569_2905,ECDH1ME8569_1192
FE3HOXtonex,fe3hox_e,fe3hox,ECDH1ME8569_0144 and ECDH1ME8569_1192 and ECDH1ME8569_2904 and ECDH1ME8569_2905,ECDH1ME8569_0144
FE3HOXtonex,fe3hox_e,fe3hox,ECDH1ME8569_0144 and ECDH1ME8569_1192 and ECDH1ME8569_2904 and ECDH1ME8569_2905,ECDH1ME8569_2904
FE3HOXtonex,fe3hox_e,fe3hox,ECDH1ME8569_0144 and ECDH1ME8569_1192 and ECDH1ME8569_2904 and ECDH1ME8569_2905,ECDH1ME8569_2905
HSK,hom__L_c,hom__L,ECDH1ME8569_0003,ECDH1ME8569_0003
HSST,hom__L_c,hom__L,ECDH1ME8569_3869,ECDH1ME8569_3869
HSST,succoa_c,succoa,ECDH1ME8569_3869,ECDH1ME8569_3869
ILEabcpp,ile__L_p,ile__L,ECDH1ME8569_3331 and ECDH1ME8569_3332 and ECDH1ME8569_3334 and ECDH1ME8569_3337 and ECDH1ME8569_3333,ECDH1ME8569_3332
ILEabcpp,ile__L_p,ile__L,ECDH1ME8569_3331 and ECDH1ME8569_3332 and ECDH1ME8569_3334 and ECDH1ME8569_3337 and ECDH1ME8569_3333,ECDH1ME8569_3331
ILEabcpp,ile__L_p,ile__L,ECDH1ME8569_3331 and ECDH1ME8569_3332 and ECDH1ME8569_3334 and ECDH1ME8569_3337 and ECDH1ME8569_3333,ECDH1ME8569_3333
ILEabcpp,ile__L_p,ile__L,ECDH1ME8569_3331 and ECDH1ME8569_3332 and ECDH1ME8569_3334 and ECDH1ME8569_3337 and ECDH1ME8569_3333,ECDH1ME8569_3334
ILEabcpp,ile__L_p,ile__L,ECDH1ME8569_3331 and ECDH1ME8569_3332 and ECDH1ME8569_3334 and ECDH1ME8569_3337 and ECDH1ME8569_3333,ECDH1ME8569_3337
ILEt2rpp,ile__L_p,ile__L,ECDH1ME8569_0386,ECDH1ME8569_0386
ILEtex_num1,ile__L_e,ile__L,ECDH1ME8569_0229,ECDH1ME8569_0229
HSTPT,glu__L_c,glu__L,ECDH1ME8569_1957,ECDH1ME8569_1957
HSTPT,imacp_c,imacp,ECDH1ME8569_1957,ECDH1ME8569_1957
HXAND,hxan_c,hxan,ECDH1ME8569_2769 and ECDH1ME8569_2770 and ECDH1ME8569_2771,ECDH1ME8569_2769
HXAND,hxan_c,hxan,ECDH1ME8569_2769 and ECDH1ME8569_2770 and ECDH1ME8569_2771,ECDH1ME8569_2771
HXAND,hxan_c,hxan,ECDH1ME8569_2769 and ECDH1ME8569_2770 and ECDH1ME8569_2771,ECDH1ME8569_2770
HXAtex_num1,hxa_e,hxa,ECDH1ME8569_2151,ECDH1ME8569_2151
HXCT,accoa_c,accoa,ECDH1ME8569_2156 and ECDH1ME8569_2157,ECDH1ME8569_2157
HXCT,accoa_c,accoa,ECDH1ME8569_2156 and ECDH1ME8569_2157,ECDH1ME8569_2156
HXCT,hxa_c,hxa,ECDH1ME8569_2156 and ECDH1ME8569_2157,ECDH1ME8569_2157
HXCT,hxa_c,hxa,ECDH1ME8569_2156 and ECDH1ME8569_2157,ECDH1ME8569_2156
HXPRT_num1,hxan_c,hxan,ECDH1ME8569_0226,ECDH1ME8569_0226
HXPRT_num1,prpp_c,prpp,ECDH1ME8569_0226,ECDH1ME8569_0226
INDOLEt2rpp,indole_p,indole,ECDH1ME8569_3052,ECDH1ME8569_3052
HYD2pp_num1,mqn8_c,mqn8,ECDH1ME8569_0924 and ECDH1ME8569_0925 and ECDH1ME8569_0926,ECDH1ME8569_0926
HYD2pp_num1,mqn8_c,mqn8,ECDH1ME8569_0924 and ECDH1ME8569_0925 and ECDH1ME8569_0926,ECDH1ME8569_0924
HYD2pp_num1,mqn8_c,mqn8,ECDH1ME8569_0924 and ECDH1ME8569_0925 and ECDH1ME8569_0926,ECDH1ME8569_0925
HYD3pp_num1,2dmmq8_c,2dmmq8,ECDH1ME8569_0924 and ECDH1ME8569_0925 and ECDH1ME8569_0926,ECDH1ME8569_0926
HYD3pp_num1,2dmmq8_c,2dmmq8,ECDH1ME8569_0924 and ECDH1ME8569_0925 and ECDH1ME8569_0926,ECDH1ME8569_0924
HYD3pp_num1,2dmmq8_c,2dmmq8,ECDH1ME8569_0924 and ECDH1ME8569_0925 and ECDH1ME8569_0926,ECDH1ME8569_0925
INDOLEtex_num1,indole_e,indole,ECDH1ME8569_0229,ECDH1ME8569_0229
INOSTt4pp,inost_p,inost,ECDH1ME8569_3565,ECDH1ME8569_3565
INSH,ins_c,ins,ECDH1ME8569_0027,ECDH1ME8569_0027
INSK,ins_c,ins,ECDH1ME8569_0461,ECDH1ME8569_0461
INSTtex_num1,inost_e,inost,ECDH1ME8569_0229,ECDH1ME8569_0229
HYXNtex_num1,hxan_e,hxan,ECDH1ME8569_0229,ECDH1ME8569_0229
I2FE2SR,2fe1s_c,2fe1s,ECDH1ME8569_2457 and ECDH1ME8569_2456,ECDH1ME8569_2456
I2FE2SR,2fe1s_c,2fe1s,ECDH1ME8569_2457 and ECDH1ME8569_2456,ECDH1ME8569_2457
I2FE2SR,iscssh_c,iscssh,ECDH1ME8569_2457 and ECDH1ME8569_2456,ECDH1ME8569_2456
I2FE2SR,iscssh_c,iscssh,ECDH1ME8569_2457 and ECDH1ME8569_2456,ECDH1ME8569_2457
I2FE2SR,iscu_c,iscu,ECDH1ME8569_2457 and ECDH1ME8569_2456,ECDH1ME8569_2456
I2FE2SR,iscu_c,iscu,ECDH1ME8569_2457 and ECDH1ME8569_2456,ECDH1ME8569_2457
I2FE2SS,iscssh_c,iscssh,ECDH1ME8569_3686 and ECDH1ME8569_2457 and ECDH1ME8569_2456,ECDH1ME8569_3686
I2FE2SS,iscssh_c,iscssh,ECDH1ME8569_3686 and ECDH1ME8569_2457 and ECDH1ME8569_2456,ECDH1ME8569_2456
I2FE2SS,iscssh_c,iscssh,ECDH1ME8569_3686 and ECDH1ME8569_2457 and ECDH1ME8569_2456,ECDH1ME8569_2457
I2FE2SS,iscu_c,iscu,ECDH1ME8569_3686 and ECDH1ME8569_2457 and ECDH1ME8569_2456,ECDH1ME8569_3686
I2FE2SS,iscu_c,iscu,ECDH1ME8569_3686 and ECDH1ME8569_2457 and ECDH1ME8569_2456,ECDH1ME8569_2456
I2FE2SS,iscu_c,iscu,ECDH1ME8569_3686 and ECDH1ME8569_2457 and ECDH1ME8569_2456,ECDH1ME8569_2457
I2FE2SS2,iscssh_c,iscssh,ECDH1ME8569_3686 and ECDH1ME8569_2457 and ECDH1ME8569_2456,ECDH1ME8569_3686
I2FE2SS2,iscssh_c,iscssh,ECDH1ME8569_3686 and ECDH1ME8569_2457 and ECDH1ME8569_2456,ECDH1ME8569_2456
I2FE2SS2,iscssh_c,iscssh,ECDH1ME8569_3686 and ECDH1ME8569_2457 and ECDH1ME8569_2456,ECDH1ME8569_2457
I2FE2SS2,iscu_2fe2s_c,iscu_2fe2s,ECDH1ME8569_3686 and ECDH1ME8569_2457 and ECDH1ME8569_2456,ECDH1ME8569_3686
I2FE2SS2,iscu_2fe2s_c,iscu_2fe2s,ECDH1ME8569_3686 and ECDH1ME8569_2457 and ECDH1ME8569_2456,ECDH1ME8569_2456
I2FE2SS2,iscu_2fe2s_c,iscu_2fe2s,ECDH1ME8569_3686 and ECDH1ME8569_2457 and ECDH1ME8569_2456,ECDH1ME8569_2457
INSt2pp_copy1,ins_p,ins,ECDH1ME8569_2864,ECDH1ME8569_2864
INSt2pp_copy2,ins_p,ins,ECDH1ME8569_2339,ECDH1ME8569_2339
INStex,ins_e,ins,ECDH1ME8569_0396,ECDH1ME8569_0396
IPDDI,ipdp_c,ipdp,ECDH1ME8569_2791,ECDH1ME8569_2791
IPDPS,h2mb4p_c,h2mb4p,ECDH1ME8569_0026,ECDH1ME8569_0026
I2FE2ST,iscu_2fe2s_c,iscu_2fe2s,ECDH1ME8569_2455 and ECDH1ME8569_2456,ECDH1ME8569_2456
I2FE2ST,iscu_2fe2s_c,iscu_2fe2s,ECDH1ME8569_2455 and ECDH1ME8569_2456,ECDH1ME8569_2455
I4FE4SR,iscu_2fe2s2_c,iscu_2fe2s2,ECDH1ME8569_2456,ECDH1ME8569_2456
IPMD,3c2hmp_c,3c2hmp,ECDH1ME8569_0071,ECDH1ME8569_0071
I4FE4ST,iscu_4fe4s_c,iscu_4fe4s,ECDH1ME8569_2455 and ECDH1ME8569_2456,ECDH1ME8569_2456
I4FE4ST,iscu_4fe4s_c,iscu_4fe4s,ECDH1ME8569_2455 and ECDH1ME8569_2456,ECDH1ME8569_2455
ICDHyr,icit_c,icit,ECDH1ME8569_1071,ECDH1ME8569_1071
ICHORS_copy1,chor_c,chor,ECDH1ME8569_2202,ECDH1ME8569_2202
IPPMIa,3c2hmp_c,3c2hmp,ECDH1ME8569_0069 and ECDH1ME8569_0070,ECDH1ME8569_0070
IPPMIa,3c2hmp_c,3c2hmp,ECDH1ME8569_0069 and ECDH1ME8569_0070,ECDH1ME8569_0069
IPPMIb,2ippm_c,2ippm,ECDH1ME8569_0069 and ECDH1ME8569_0070,ECDH1ME8569_0070
IPPMIb,2ippm_c,2ippm,ECDH1ME8569_0069 and ECDH1ME8569_0070,ECDH1ME8569_0069
IPPS,3mob_c,3mob,ECDH1ME8569_0072,ECDH1ME8569_0072
IPPS,accoa_c,accoa,ECDH1ME8569_0072,ECDH1ME8569_0072
ICHORS_copy2,chor_c,chor,ECDH1ME8569_0563,ECDH1ME8569_0563
ICHORT,ichor_c,ichor,ECDH1ME8569_0565,ECDH1ME8569_0565
ISETACabcpp_num1,isetac_p,isetac,ECDH1ME8569_0352 and ECDH1ME8569_0353 and ECDH1ME8569_0354,ECDH1ME8569_0353
ISETACabcpp_num1,isetac_p,isetac,ECDH1ME8569_0352 and ECDH1ME8569_0353 and ECDH1ME8569_0354,ECDH1ME8569_0352
ISETACabcpp_num1,isetac_p,isetac,ECDH1ME8569_0352 and ECDH1ME8569_0353 and ECDH1ME8569_0354,ECDH1ME8569_0354
ISETACtex_num1,isetac_e,isetac,ECDH1ME8569_0229,ECDH1ME8569_0229
ICL,icit_c,icit,ECDH1ME8569_3871,ECDH1ME8569_3871
ICYSDS,cys__L_c,cys__L,ECDH1ME8569_2457,ECDH1ME8569_2457
ICYSDS,iscs_c,iscs,ECDH1ME8569_2457,ECDH1ME8569_2457
K2L4Aabcpp,kdo2lipid4_c,kdo2lipid4,ECDH1ME8569_0865,ECDH1ME8569_0865
K2L4Aabctex,kdo2lipid4_p,kdo2lipid4,ECDH1ME8569_3089 and ECDH1ME8569_3090 and ECDH1ME8569_3088 and ECDH1ME8569_4115 and ECDH1ME8569_4116,ECDH1ME8569_4115
K2L4Aabctex,kdo2lipid4_p,kdo2lipid4,ECDH1ME8569_3089 and ECDH1ME8569_3090 and ECDH1ME8569_3088 and ECDH1ME8569_4115 and ECDH1ME8569_4116,ECDH1ME8569_3088
K2L4Aabctex,kdo2lipid4_p,kdo2lipid4,ECDH1ME8569_3089 and ECDH1ME8569_3090 and ECDH1ME8569_3088 and ECDH1ME8569_4115 and ECDH1ME8569_4116,ECDH1ME8569_3090
K2L4Aabctex,kdo2lipid4_p,kdo2lipid4,ECDH1ME8569_3089 and ECDH1ME8569_3090 and ECDH1ME8569_3088 and ECDH1ME8569_4115 and ECDH1ME8569_4116,ECDH1ME8569_3089
K2L4Aabctex,kdo2lipid4_p,kdo2lipid4,ECDH1ME8569_3089 and ECDH1ME8569_3090 and ECDH1ME8569_3088 and ECDH1ME8569_4115 and ECDH1ME8569_4116,ECDH1ME8569_4116
IDOND,5dglcn_c,5dglcn,ECDH1ME8569_4121,ECDH1ME8569_4121
IDOND2,5dglcn_c,5dglcn,ECDH1ME8569_4121,ECDH1ME8569_4121
IDONt2rpp,idon__L_p,idon__L,ECDH1ME8569_4119,ECDH1ME8569_4119
IDONtex_num1,idon__L_e,idon__L,ECDH1ME8569_0229,ECDH1ME8569_0229
KARA1,23dhmb_c,23dhmb,ECDH1ME8569_3655,ECDH1ME8569_3655
KARA2,2ahbut_c,2ahbut,ECDH1ME8569_3655,ECDH1ME8569_3655
KAS14_num1,acACP_c,acACP,ECDH1ME8569_2261,ECDH1ME8569_2261
KAS14_num1,malACP_c,malACP,ECDH1ME8569_2261,ECDH1ME8569_2261
KAS15,accoa_c,accoa,ECDH1ME8569_1026,ECDH1ME8569_1026
KAS15,malACP_c,malACP,ECDH1ME8569_1026,ECDH1ME8569_1026
KDOCT2,kdo_c,kdo,ECDH1ME8569_0869,ECDH1ME8569_0869
IG3PS,gln__L_c,gln__L,ECDH1ME8569_1959 and ECDH1ME8569_1961,ECDH1ME8569_1961
IG3PS,gln__L_c,gln__L,ECDH1ME8569_1959 and ECDH1ME8569_1961,ECDH1ME8569_1959
IG3PS,prlp_c,prlp,ECDH1ME8569_1959 and ECDH1ME8569_1961,ECDH1ME8569_1961
IG3PS,prlp_c,prlp,ECDH1ME8569_1959 and ECDH1ME8569_1961,ECDH1ME8569_1959
IGPDH,eig3p_c,eig3p,ECDH1ME8569_1958,ECDH1ME8569_1958
IGPS,2cpr5p_c,2cpr5p,ECDH1ME8569_1202,ECDH1ME8569_1202
KDOPP,kdo8p_c,kdo8p,ECDH1ME8569_3087,ECDH1ME8569_3087
ILETA,akg_c,akg,ECDH1ME8569_3651,ECDH1ME8569_3651
ILETA,ile__L_c,ile__L,ECDH1ME8569_3651,ECDH1ME8569_3651
ILETRS,ile__L_c,ile__L,ECDH1ME8569_0023,ECDH1ME8569_0023
ILETRS,trnaile_c,trnaile,ECDH1ME8569_0023,ECDH1ME8569_0023
KDOPS,ara5p_c,ara5p,ECDH1ME8569_1154,ECDH1ME8569_1154
KDOPS,pep_c,pep,ECDH1ME8569_1154,ECDH1ME8569_1154
KG6PDC_num1,3dhgulnp_c,3dhgulnp,ECDH1ME8569_4053,ECDH1ME8569_4053
LA4NTpp,colipa_p,colipa,ECDH1ME8569_2193,ECDH1ME8569_2193
LA4NTpp,uLa4n_p,uLa4n,ECDH1ME8569_2193,ECDH1ME8569_2193
LACZ,lcts_c,lcts,ECDH1ME8569_0331,ECDH1ME8569_0331
LACZpp,lcts_p,lcts,ECDH1ME8569_2068,ECDH1ME8569_2068
L_LACD2_num1,lac__L_c,lac__L,ECDH1ME8569_3490,ECDH1ME8569_3490
L_LACD3_num1,lac__L_c,lac__L,ECDH1ME8569_3490,ECDH1ME8569_3490
L_LACD3_num1,mqn8_c,mqn8,ECDH1ME8569_3490,ECDH1ME8569_3490
L_LACt2rpp_num1,lac__L_p,lac__L,ECDH1ME8569_3488,ECDH1ME8569_3488
L_LACtex_num1,lac__L_e,lac__L,ECDH1ME8569_0880,ECDH1ME8569_0880
LADGMDH,LalaDgluMdap_c,LalaDgluMdap,ECDH1ME8569_1269,ECDH1ME8569_1269
LALADGLUtex_num1,LalaDglu_e,LalaDglu,ECDH1ME8569_2151,ECDH1ME8569_2151
LALADGLUtpp_num1,LalaDglu_p,LalaDglu,ECDH1ME8569_1578,ECDH1ME8569_1578
LALALGLUtex_num1,LalaLglu_e,LalaLglu,ECDH1ME8569_2151,ECDH1ME8569_2151
LALALGLUtpp_num1,LalaLglu_p,LalaLglu,ECDH1ME8569_1578,ECDH1ME8569_1578
LALDO2x,mthgxl_c,mthgxl,ECDH1ME8569_3814,ECDH1ME8569_3814
LALGP,LalaLglu_c,LalaLglu,ECDH1ME8569_0225,ECDH1ME8569_0225
LCADi,lald__L_c,lald__L,ECDH1ME8569_1358,ECDH1ME8569_1358
LPLIPAL1E161pp,1agpe161_p,1agpe161,ECDH1ME8569_0478,ECDH1ME8569_0478
LPLIPAL1E180pp,1agpe180_p,1agpe180,ECDH1ME8569_0478,ECDH1ME8569_0478
LPLIPAL1E181pp,1agpe181_p,1agpe181,ECDH1ME8569_0478,ECDH1ME8569_0478
LPLIPAL1G120pp,1agpg120_p,1agpg120,ECDH1ME8569_0478,ECDH1ME8569_0478
LPLIPAL1G140pp,1agpg140_p,1agpg140,ECDH1ME8569_0478,ECDH1ME8569_0478
LCARS,lald__L_c,lald__L,ECDH1ME8569_2709,ECDH1ME8569_2709
LCTSt3ipp_num1,lcts_c,lcts,ECDH1ME8569_2106,ECDH1ME8569_2106
LCTStex_num1,lcts_e,lcts,ECDH1ME8569_0229,ECDH1ME8569_0229
LCTStpp,lcts_p,lcts,ECDH1ME8569_0330,ECDH1ME8569_0330
LPLIPAL1G141pp,1agpg141_p,1agpg141,ECDH1ME8569_0478,ECDH1ME8569_0478
LPLIPAL1G160pp,1agpg160_p,1agpg160,ECDH1ME8569_0478,ECDH1ME8569_0478
LPLIPAL1G161pp,1agpg161_p,1agpg161,ECDH1ME8569_0478,ECDH1ME8569_0478
LPLIPAL1G180pp,1agpg180_p,1agpg180,ECDH1ME8569_0478,ECDH1ME8569_0478
LPLIPAL1G181pp,1agpg181_p,1agpg181,ECDH1ME8569_0478,ECDH1ME8569_0478
LPLIPAL2A120,2ddecg3p_c,2ddecg3p,ECDH1ME8569_3704,ECDH1ME8569_3704
LPLIPAL2A140,2tdecg3p_c,2tdecg3p,ECDH1ME8569_3704,ECDH1ME8569_3704
LDH_D_num1,lac__D_c,lac__D,ECDH1ME8569_2069,ECDH1ME8569_2069
LDH_D2,lac__D_c,lac__D,ECDH1ME8569_2069,ECDH1ME8569_2069
LEUTAi_num1,4mop_c,4mop,ECDH1ME8569_3651,ECDH1ME8569_3651
LEUTAi_num1,glu__L_c,glu__L,ECDH1ME8569_3651,ECDH1ME8569_3651
LEUTRS,leu__L_c,leu__L,ECDH1ME8569_0611,ECDH1ME8569_0611
LEUTRS,trnaleu_c,trnaleu,ECDH1ME8569_0611,ECDH1ME8569_0611
LEUabcpp_num1,leu__L_p,leu__L,ECDH1ME8569_3331 and ECDH1ME8569_3332 and ECDH1ME8569_3334 and ECDH1ME8569_3337 and ECDH1ME8569_3333,ECDH1ME8569_3332
LEUabcpp_num1,leu__L_p,leu__L,ECDH1ME8569_3331 and ECDH1ME8569_3332 and ECDH1ME8569_3334 and ECDH1ME8569_3337 and ECDH1ME8569_3333,ECDH1ME8569_3331
LEUabcpp_num1,leu__L_p,leu__L,ECDH1ME8569_3331 and ECDH1ME8569_3332 and ECDH1ME8569_3334 and ECDH1ME8569_3337 and ECDH1ME8569_3333,ECDH1ME8569_3333
LEUabcpp_num1,leu__L_p,leu__L,ECDH1ME8569_3331 and ECDH1ME8569_3332 and ECDH1ME8569_3334 and ECDH1ME8569_3337 and ECDH1ME8569_3333,ECDH1ME8569_3334
LEUabcpp_num1,leu__L_p,leu__L,ECDH1ME8569_3331 and ECDH1ME8569_3332 and ECDH1ME8569_3334 and ECDH1ME8569_3337 and ECDH1ME8569_3333,ECDH1ME8569_3337
LEUt2rpp,leu__L_p,leu__L,ECDH1ME8569_0386,ECDH1ME8569_0386
LPLIPAL2A141,2tdec7eg3p_c,2tdec7eg3p,ECDH1ME8569_3704,ECDH1ME8569_3704
LPLIPAL2A160,2hdecg3p_c,2hdecg3p,ECDH1ME8569_3704,ECDH1ME8569_3704
LEUtex_num1,leu__L_e,leu__L,ECDH1ME8569_0229,ECDH1ME8569_0229
LGTHL,gthrd_c,gthrd,ECDH1ME8569_1595,ECDH1ME8569_1595
LGTHL,mthgxl_c,mthgxl,ECDH1ME8569_1595,ECDH1ME8569_1595
LIPACabcpp,lipa_cold_c,lipa,ECDH1ME8569_0865,ECDH1ME8569_0865
LPLIPAL2A161,2hdec9eg3p_c,2hdec9eg3p,ECDH1ME8569_3704,ECDH1ME8569_3704
LPLIPAL2A180,2odecg3p_c,2odecg3p,ECDH1ME8569_3704,ECDH1ME8569_3704
