,kcat,data_type,MW,kcat_MW
PTPATi,27621.01,Brenda_SA,105558,942000.0
DPCOAK_1,4.01,Database,22520,641.0301953818828
GF6PTA,13.229524285714286,Database,139214,342.10846199786965
PGAMT,2.06896,Database,51677,144.13096735491612
G1PACT,730.29,Database,146769,17912.801749688286
UAGDP_1,137.22307692307692,Database,146769,3365.8543488275927
UAGCVT,3.78,Database,46605,291.98583842935307
UAPGR,30.20769230769231,Database,34586,3144.26913513249
UAMAS,6.85,Database,54514,452.36086143009135
UAMAGS,3.6616668000000003,Database,49049,268.7516662928908
UAAGDS,433.82542037499996,Brenda_SA,54601,28603.35
GLUR,6.285,Database,31274,723.4763701477266
ALAR,42.338,Database,40673,3747.370491480835
ALAALAr,21.107499999999998,Database,38774,1959.7410635993192
UGMDDS,18.0,Database,48297,1341.6982421268401
PAPPT3,0.17744959999999999,Brenda_SA,38576,16.56
UAGPT3,2.198888888888889,Database,38293,206.7218551693521
PG0016,25774.289347944356,fill,100091.0,927030.818481179
PG0018,92.0125,Database,35077,9443.367448755595
ALAALAD,99.76610434782609,Other_species,28437,12629.953077053626
ACM6PH_reverse,5.7,Database,64362,318.82166495758366
ANHMK,7000.0,Database,42452,593611.6084047866
FBA3_num1,16.6515,Other_species,38972,1538.165862670635
SBP,18.147368421052633,Database,37075,1762.1180395357917
G6PDH2r,167.16666666666666,Database,57886,10396.296168330857
PGL,14.3,Other_species,26482,1943.9619364096368
GND,56398.933333333334,Brenda_SA,105748,1920000.0
RPI_num1,1053.05,Other_species,49506,76576.17258514119
RPE,2.0,Other_species,149826,48.05574466381002
TALA,4.4816666666666665,Other_species,43105,374.29532536828674
PRPPS,24.1725,Other_species,218376,398.4915924826904
MGSA,140.7,Database,45909,11033.130758674768
GLYOX_1,70.96,Other_species,14665,17419.434026593928
GLYOX_num1,53.0,Database,28724,6642.528895696978
PKETF_num1,39.03454545454545,Other_species,90879,1546.2798186199632
PKETX_num1,261.5425,Other_species,90879,10360.512329581092
PFK_4_num1,20.762333333333334,Other_species,77176,968.4927956877785
S7PI,0.44,Database,21137,74.93967923546388
PR0004,3.0,Database,500343.0,21.585192557905277
PR0005,3.0,Database,500343.0,21.585192557905277
PR0006,3.0,Database,500343.0,21.585192557905277
PR0007,3.0,Database,500343.0,21.585192557905277
CYOOum_num1,328.33045454545453,Other_species,123349.0,9582.482520033695
PR0011_num1,328.33045454545453,Other_species,123349.0,9582.482520033695
CBFCum,259.58325,Other_species,139204.0,6713.167006695211
PR0015,259.58325,Other_species,139204.0,6713.167006695211
PR0016,259.58325,Other_species,139204.0,6713.167006695211
PR0017,259.58325,Other_species,139204.0,6713.167006695211
PR0018,259.58325,Other_species,139204.0,6713.167006695211
PR0019,259.58325,Other_species,139204.0,6713.167006695211
PR0020,259.58325,Other_species,139204.0,6713.167006695211
PR0021,259.58325,Other_species,139204.0,6713.167006695211
PR0022,259.58325,Other_species,139204.0,6713.167006695211
PR0023,259.58325,Other_species,139204.0,6713.167006695211
PR0024,259.58325,Other_species,139204.0,6713.167006695211
PR0025,259.58325,Other_species,139204.0,6713.167006695211
PR0026,259.58325,Other_species,139204.0,6713.167006695211
PR0027,259.58325,Other_species,139204.0,6713.167006695211
PR0028,25774.289347944356,fill,332381.0,279159.88474852557
PR0029,25774.289347944356,fill,332381.0,279159.88474852557
FNOR,0.15,Database,46360,11.647972389991372
PR0032,25774.289347944356,fill,332381.0,279159.88474852557
MEHLER_1,25774.289347944356,fill,192105.0,483003.78258035803
PR0034,25774.289347944356,fill,587573.0,157916.4489392802
PR0035,25774.289347944356,fill,500343.0,185447.66620618192
PR0036,25774.289347944356,fill,587573.0,157916.4489392802
PR0037,25774.289347944356,fill,587573.0,157916.4489392802
PR0038,25774.289347944356,fill,587573.0,157916.4489392802
PR0039,25774.289347944356,fill,587573.0,157916.4489392802
PR0040,25774.289347944356,fill,587573.0,157916.4489392802
PR0041,25774.289347944356,fill,587573.0,157916.4489392802
PR0042,25774.289347944356,fill,587573.0,157916.4489392802
PR0043,25774.289347944356,fill,587573.0,157916.4489392802
ATPSu,18.0,Database,249694.0,259.5176496031142
ATPS4rpp_1,18.0,Database,249694.0,259.5176496031142
PYK_reverse_num1,135.5,Database,212420,2296.3939365408155
PDH,68792.64000000001,Brenda_SA,101664.0,2436000.0000000005
ACS,48.3025,Database,73052,2380.3455073098617
ALCD2ir_reverse,147.9902857142857,Other_species,78422,6793.565945416191
ALCD2y_reverse,60.291666666666664,Database,36014,6026.822902204698
PEPC_reverse,563.0,Database,118940,17040.52463426938
MDH,1099072.0,Database,34346,115200000.0
ASPTA_num1,271.1433333333333,Database,84704,11523.847752172269
PPS,755328.6591666667,Brenda_SA,89929,30237000.0
ACONTa,2962.48,Brenda_SA,93552,114000.0
ACONTb,2962.48,Brenda_SA,93552,114000.0
ICDHyr,130.31428571428572,Other_species,104550,4487.149005943841
FUM,825.19,Database,198748,14946.988145792662
CS_reverse,81.0,Database,44831,6504.427739733666
PTAr,52.2,Database,76477,2457.2093570616003
ACKr,972.5555555555555,Database,89522,39109.93945622305
POR_syn_reverse,47.857142857142854,Other_species,131457,1310.586079750141
ASPO5_2,2.112575,Database,60498,125.71109788753347
SSALy,22.6,Database,48749,1668.9573119448603
ABTA,47.4,Database,93134,1832.1987673674491
PRAGSr,7813.0175,Brenda_SA,44017,639000.0
PRFGS,0.05,Database,127985.0,1.4064148142360433
AIRC2,5.9,Database,85284,249.05023216547067
AIRC3,15.566666666666666,Database,18604,3012.2554289400127
ADSL2r,8521.92,Brenda_SA,48420,633600.0
AICART,4.3,Database,54565,283.69834142765507
IMPC,5.26,Database,54565,347.03564556034087
ADSS,1.1908571428571428,Database,97586,43.931360177543034
ADSL1r,8521.92,Brenda_SA,48420,633600.0
RNDR1_reverse,8.115,Database,171274.0,170.5687961979051
NTD6_num1,0.3,Database,30465,35.450516986706056
RNDR2_reverse,8.115,Database,171274.0,170.5687961979051
ADPT,8865.266666666666,Database,37994,840000.0
NDPK1,677.0,Other_species,66768,36502.51617541337
NDPK8,890.0,Other_species,66768,47987.05966930266
NDPK5,890.0,Other_species,66768,47987.05966930266
NTD7_num1,377.45,Database,24907,54555.74738025455
GMPS2,16.666666666666668,Database,122018,491.7307282532086
GK1,209.0,Database,21427,35114.575068838385
GART,15.613125,Database,84848,662.4463746935696
ADK1_num1,32.576099996,Other_species,20251,5791.020689625204
DADK_num1,321.90057272727273,Other_species,20251,57223.94261113929
NTD10_num1,96.6485,Database,30465,11420.7976366322
NTPP11_1,302.545,Other_species,21188,51404.66301680196
NTD9_num1,11.0,Database,30465,1299.8522895125554
GUAPRT,8865.266666666666,Brenda_SA,37994,840000.0
PPGPPDP,2.9014285714285717,Other_species,86569,120.65685010965656
DGK1,66780.81666666667,Database,21427,11220000.0
NTD8_num1,4.119999999999999,Database,30465,486.8537666174297
NTPTP1,4000.0,Database,49937,288363.3378056351
NTD11_num1,96.6485,Other_species,30465,11420.7976366322
NDPK7,576.4,Other_species,66768,31078.360891445005
NDPK6,890.0,Other_species,66768,47987.05966930266
ASPCT_1,417.0,Database,436728,3437.3797878771225
DHORTS_num1,1.605,Database,48175,119.93772703684483
DHORD3um,6365.4535,Database,41559,551400.0
PY0025,6365.4535,Database,41559,551400.0
ORPT,247261.86222222223,Brenda_SA,42746,20824000.0
OMPDC,25.0,Database,49410,1821.4936247723133
CYTK1,169.69625,Other_species,55452,11016.85241289764
UMPK_num1,170.79666666666668,Other_species,55452,11088.292577364207
NDPK2,890.0,Other_species,66768,47987.05966930266
NDPK3,890.0,Other_species,66768,47987.05966930266
CTPS1_2,9.919375,Database,246060,145.126188734455
CTPS2,7.515833333333333,Database,246060,109.96098512557913
DTMPK,10.5,Database,24350,1552.3613963039015
URIDK2r,10.393333333333334,Database,24350,1536.591375770021
TMDS3,0.42123998,Other_species,100268,15.124106674113376
RNDR3_reverse,8.115,Database,171274.0,170.5687961979051
RNDR4_reverse,8.115,Database,171274.0,170.5687961979051
NDPK4,425.4557142857143,Other_species,66768,22939.74016637568
NTD1_num1,10.815,Database,30465,1277.9911373707532
NTD4_num1,19.0,Database,30465,2245.19940915805
NTD2_num1,34.2,Database,30465,4041.358936484491
NTD3_num1,0.23,Database,30465,27.178729689807977
NTD5_num1,15.28,Database,30465,1805.6129985228952
UPPRT_num1,0.024,Database,19946,4.331695578060764
CYTK2,37.628571428571426,Other_species,55452,2442.884966148329
PQBS1_num1,25774.289347944356,fill,55202,1680871.0128727164
SEPHCHCS,0.2058,Database,132266,5.601439523384695
SUCBZS,19.0,Database,35634,1919.5150698770838
DHNCOAT,24.988333333333333,Database,15478,5811.991213335056
34HPPOR,6.8,Other_species,38590,634.3612334801762
GTPCII2,0.107,Database,61682,6.24493369216303
DHPPDA2,6.166667,Database,39995,555.0694136767097
APRAUR_reverse,0.21666666666666667,Database,39995,19.50243780472559
RBFSa,3464.6766666666667,Brenda_SA,17617,708000.0
RBFK_1,2.6733333333333333,Other_species,31380,306.69216061185466
FMNAT_1,0.44314833,Other_species,31380,50.8391965583174
FMNRx2,4.25,Database,94944,161.14762386248736
RI0011_num1,0.018,Other_species,23703,2.7338311606125805
AGMT_num1,1.516,Other_species,257784,21.171213108649102
MTAP,0.26,Other_species,35319,26.50131657181687
MTRI,13.0,Other_species,38282,1222.5066610939866
GLGC,370.0,Brenda_SA,197464,6745.533363043391
AMYLS_num1,303.75,Other_species,56225,19448.643841707424
ST0003_num1,500.075,Other_species,89528,20108.45768921455
ST0004_num1,26.95,Database,96649,1003.838632577678
ST0005_num1,26.95,Database,96649,1003.838632577678
ACACT1r,6.5,Database,166840,140.25413569887317
AACOAR_syn,83.7746,Other_species,25333,11904.968223266096
CYPHYC,16.5,Other_species,58780,1010.5478053759782
DXPS,2.6,Database,138656,67.50519270713131
DXPRIi_reverse,1.275,Database,42532,107.91874353428007
MEPCT_1,44.73125,Database,24643,6534.614292091061
MECDPS,2.7,Database,52233,186.0892539199357
IPDPS_syn,2.64,Other_species,42415,224.07167275727926
DMPPS_syn_reverse,2.64,Other_species,42415,224.07167275727926
IPDDI,2151.6445714285715,Other_species,300336,25790.849106143978
UDCPDPS,2.5,Database,57646,156.12531658744751
GRDPTT5,4.948714285714286,Other_species,35726,498.666837277373
AHMMPS2,999.0,Other_species,51137,70328.7247980914
TP0003,25774.289347944356,fill,116683.0,795209.5991069794
TMPPP_1,241.504125,Brenda_SA,37883,22950.0
H2Otpp,25774.289347944356,fill,102188,908007.2185833922
BCT1_syn,25774.289347944356,fill,185921.0,499069.18343059515
GLCt2pp,25774.289347944356,fill,49748,1865149.184944112
NO3abcpp_num1,25774.289347944356,fill,153788.0,603346.4356945906
NH4tpp_num1,25774.289347944356,fill,53580,1731755.163355724
MNabc_1,25774.289347944356,fill,62203.0,1491687.5657540583
NI2uabcpp,25774.289347944356,fill,30855.0,3007209.257903085
Cobalt2abcppI_num1,25774.289347944356,fill,30855.0,3007209.257903085
FE2Gabcpp,25774.289347944356,fill,67405,1376566.1546265066
MG2uabcpp,25774.289347944356,fill,25550.0,3631602.4130176003
CA2t3pp,25774.289347944356,fill,39311,2360342.948604708
NAt3pp_num1,25774.289347944356,fill,58117,1596562.824175365
H2Otu_syn,25774.289347944356,fill,102188,908007.2185833922
PDX5PSa,1.4,Database,74450,67.696440564137
PDX5POi,0.32,Database,49174,23.427014275836825
UPP3MT,12.673703706666666,Other_species,27833,1639.2531650917974
HGYDAS,0.13,Other_species,53854,8.69016229063765
ADCYRS,4.5,Other_species,54813,295.5503256526736
NNDMBRT,1.6,Other_species,38996,147.70745717509487
ADOCBLS_reverse,41.985,Other_species,28568,5290.744889386727
RBPC,25774.289347944356,fill,118221.0,784864.2935908146
RBCh,25774.289347944356,fill,118221.0,784864.2935908146
AROAT,25774.289347944356,fill,33951,2732981.1096167914
PPHTA_h,25774.289347944356,fill,33951,2732981.1096167914
T2DECAI,25774.289347944356,fill,17942,5171521.661609613
3OAS121,25774.289347944356,fill,88008.0,1054306.8999704537
3OAR121,25774.289347944356,fill,25724,3607037.8499688883
3HAD121,25774.289347944356,fill,17942,5171521.661609613
EAR121y,25774.289347944356,fill,110504,839674.9588485457
3OAS141,25774.289347944356,fill,88008.0,1054306.8999704537
3OAR141,25774.289347944356,fill,25724,3607037.8499688883
3HAD141,25774.289347944356,fill,17942,5171521.661609613
EAR141y,25774.289347944356,fill,110504,839674.9588485457
3OAS161,25774.289347944356,fill,88008.0,1054306.8999704537
3OAR161,25774.289347944356,fill,25724,3607037.8499688883
3HAD161,25774.289347944356,fill,17942,5171521.661609613
EAR161y,25774.289347944356,fill,110504,839674.9588485457
3OAS181,25774.289347944356,fill,88008.0,1054306.8999704537
3OAR181,25774.289347944356,fill,25724,3607037.8499688883
3HAD181,25774.289347944356,fill,17942,5171521.661609613
EAR181y,25774.289347944356,fill,110504,839674.9588485457
G3PAT160,25774.289347944356,fill,98104.0,945806.9156466575
G3PAT161,25774.289347944356,fill,98104.0,945806.9156466575
G3PAT180,25774.289347944356,fill,98104.0,945806.9156466575
G3PAT181,25774.289347944356,fill,98104.0,945806.9156466575
G3PAT181_9,25774.289347944356,fill,98104.0,945806.9156466575
G3PAT182_9_12,25774.289347944356,fill,98104.0,945806.9156466575
G3PAT183_6_9_12,25774.289347944356,fill,98104.0,945806.9156466575
G3PAT183_9_12_15,25774.289347944356,fill,98104.0,945806.9156466575
G3PAT184_6_9_12_15,25774.289347944356,fill,98104.0,945806.9156466575
DAGK160,25774.289347944356,fill,18248,5084800.6166483825
DAGK161,25774.289347944356,fill,18248,5084800.6166483825
DAGK180,25774.289347944356,fill,18248,5084800.6166483825
DAGK181,25774.289347944356,fill,18248,5084800.6166483825
DAGK_OLE_OLE_c,25774.289347944356,fill,18248,5084800.6166483825
DAGK_LNA_LNA_c,25774.289347944356,fill,18248,5084800.6166483825
DAGK184_6_9_12_15,25774.289347944356,fill,18248,5084800.6166483825
DAGK183_9_12_15,25774.289347944356,fill,18248,5084800.6166483825
DAGK183_6_9_12,25774.289347944356,fill,18248,5084800.6166483825
12MGDG160,25774.289347944356,fill,54134,1714032.6163335368
12MGDG161,25774.289347944356,fill,54134,1714032.6163335368
12MGDG180,25774.289347944356,fill,54134,1714032.6163335368
12MGDG181,25774.289347944356,fill,54134,1714032.6163335368
12MGDG181_9,25774.289347944356,fill,54134,1714032.6163335368
12MGDG182_9_12,25774.289347944356,fill,54134,1714032.6163335368
12MGDG184_6_9_12_15,25774.289347944356,fill,54134,1714032.6163335368
12MGDG183_9_12_15,25774.289347944356,fill,54134,1714032.6163335368
12MGDG183_6_9_12,25774.289347944356,fill,54134,1714032.6163335368
MGDGE160,25774.289347944356,fill,45956,2019049.5615936916
MGDGE161,25774.289347944356,fill,45956,2019049.5615936916
MGDGE180,25774.289347944356,fill,45956,2019049.5615936916
MGDGE181,25774.289347944356,fill,45956,2019049.5615936916
MGDGE181_9,25774.289347944356,fill,45956,2019049.5615936916
MGDGE182_9_12,25774.289347944356,fill,45956,2019049.5615936916
MGDGE184_6_9_12_15,25774.289347944356,fill,45956,2019049.5615936916
MGDGE183_9_12_15,25774.289347944356,fill,45956,2019049.5615936916
MGDGE183_6_9_12,25774.289347944356,fill,45956,2019049.5615936916
DASYN160,25774.289347944356,fill,31876,2910887.239697568
DASYN161,25774.289347944356,fill,31876,2910887.239697568
DASYN180,25774.289347944356,fill,31876,2910887.239697568
DASYN181,25774.289347944356,fill,31876,2910887.239697568
DASYN181_9,25774.289347944356,fill,31876,2910887.239697568
DASYN182_9_12,25774.289347944356,fill,31876,2910887.239697568
DASYN184_6_9_12_15,25774.289347944356,fill,31876,2910887.239697568
DASYN183_6_9_12,25774.289347944356,fill,31876,2910887.239697568
DASYN183_9_12_15,25774.289347944356,fill,31876,2910887.239697568
PHETA1_reverse_num1,139.099,Database,77404,6469.386595008009
TYRTA_reverse_num1,1033.36211111,Other_species,84704,43918.86569696826
DHQTi_reverse,29.53,Database,196500,541.0076335877862
SHK3Dr_reverse,225.08335,Brenda_SA,62198,13027.751053088523
PSCVT_reverse,24.6285905,Brenda_SA,47047,1884.5606691181163
TRPS2_reverse,2.5062499999999996,Database,146186.0,61.719316487214904
GLUDy_1_reverse,27.2,Brenda_SA,283878,344.9369095174688
OCBT_1_reverse,410.0,Brenda_SA,33616,43907.66301761066
CBMKr_reverse,67.5,Other_species,32935,7378.169120995901
AG0023_2_reverse,4.682857142857143,Database,160848.0,104.80879907916615
ORNTA_1_reverse,14.560825000000001,Other_species,93134,562.833873773273
EHGLAT_reverse_num1,139.099,Database,84704,5911.838874197204
DAPE_reverse,102.66666666666667,Database,60192,6140.350877192983
OGMEACPD_reverse,26.613966666666666,Brenda_SA,17942,5340.0
EGMEACPR_reverse,1668.6104000000003,Brenda_SA,110504,54360.00000000001
OPMEACPD_reverse,26.613966666666666,Brenda_SA,17942,5340.0
EPMEACPR_reverse,1668.6104000000003,Brenda_SA,110504,54360.00000000001
G1SAT_reverse,0.51,Other_species,91784,20.003486446439467
HPPK2_1_reverse,999.0,Database,21237,169345.95281819467
MTHFC_reverse,40.9,Database,61886,2379.2133923666097
MTHFD_reverse,32180.719999999998,Database,61886,1871999.9999999998
GE0004_reverse_num1,498450.0,Other_species,30761,58334254.413055494
PPK2_reverse,23.6,Database,82607,1028.4842688876245
PPK_reverse,23.6,Database,82607,1028.4842688876245
GTHOr_reverse,50.0,Database,21957.0,8197.841235141414
FALDH2p_reverse,156.0,Database,78422,7161.255770064523
GHMT2r_reverse,780714.6,Database,92520,30378000.0
PGCD_reverse,4.883333333333334,Database,59222,296.84914389922665
RE2034C_reverse,150813.17125,Brenda_SA,33951,15991500.000000002
PGI_reverse,206774.75999999998,Brenda_SA,58356,12755999.999999998
FBA_reverse_num1,12.35,Other_species,38972,1140.8190495740532
TPI_reverse,9000.0,Other_species,52318,619289.7282006193
PGK_reverse,1480.0,Brenda_SA,41784,127512.92360712234
PGM_reverse_num1,16.0,Database,57982,993.4117484736643
ENO_reverse,162076.01666666666,Brenda_SA,46529,12540000.0
ALCD19y_reverse,0.41732223333333335,Other_species,36014,41.71600044427167
HSTPT_reverse,106.8181666675,Other_species,77404,4968.0300760038235
LEUTA_reverse,63.0,Database,33951,6680.215604842273
VALTA_reverse,19.0,Database,33951,2014.6681982857647
ILETA_reverse,48.0,Brenda_SA,33951,5089.688079879827
CITCIa_reverse,10.533333333333333,Other_species,72045.0,526.3377056006663
CITCIb_reverse,3.2,Other_species,72045.0,159.9000624609619
3HAD40_2_reverse,26.613966666666666,Brenda_SA,17942,5340.0
3HAD60_reverse,26.613966666666666,Brenda_SA,17942,5340.0
3HAD80_reverse,26.613966666666666,Brenda_SA,17942,5340.0
3HAD100_reverse,26.613966666666666,Brenda_SA,17942,5340.0
3HAD120_reverse,26.613966666666666,Brenda_SA,17942,5340.0
3HAD140_reverse,26.613966666666666,Brenda_SA,17942,5340.0
3HAD160_reverse,26.613966666666666,Brenda_SA,17942,5340.0
3HAD180_reverse,26.613966666666666,Brenda_SA,17942,5340.0
EAR40y_reverse,1668.6104000000003,Brenda_SA,110504,54360.00000000001
EAR60y_reverse,1668.6104000000003,Brenda_SA,110504,54360.00000000001
EAR80y_reverse,1668.6104000000003,Brenda_SA,110504,54360.00000000001
EAR100y_reverse,1668.6104000000003,Brenda_SA,110504,54360.00000000001
EAR120y_reverse,1668.6104000000003,Brenda_SA,110504,54360.00000000001
EAR140y_reverse,1668.6104000000003,Brenda_SA,110504,54360.00000000001
EAR160y_reverse,1668.6104000000003,Brenda_SA,110504,54360.00000000001
EAR180y_reverse,1668.6104000000003,Brenda_SA,110504,54360.00000000001
NNATr_reverse_num1,8.681885429166666,Other_species,22711,1376.1960083219585
NMNAT_reverse_num1,6.998489143478261,Other_species,22711,1109.3549784915565
DPR_reverse,3.4298636363636366,Database,286576,43.086333436537224
GF6PTA_reverse,13.229524285714286,Database,139214,342.10846199786965
PGAMT_reverse,2.06896,Database,51677,144.13096735491612
UAPGR_reverse,30.20769230769231,Database,34586,3144.26913513249
GLUR_reverse,6.285,Database,31274,723.4763701477266
ALAR_reverse,42.338,Database,40673,3747.370491480835
FBA3_reverse_num1,16.6515,Other_species,38972,1538.165862670635
RPI_reverse_num1,1053.05,Other_species,49506,76576.17258514119
RPE_reverse,2.0,Other_species,149826,48.05574466381002
TALA_reverse,4.4816666666666665,Other_species,43105,374.29532536828674
PRPPS_reverse,24.1725,Other_species,218376,398.4915924826904
GLYOX_1_reverse,70.96,Other_species,14665,17419.434026593928
S7PI_reverse,0.44,Database,21137,74.93967923546388
FNOR_reverse,0.15,Database,46360,11.647972389991372
MDH_reverse,1099072.0,Database,34346,115200000.0
ASPTA_reverse_num1,271.1433333333333,Database,84704,11523.847752172269
ACONTa_reverse,2962.48,Brenda_SA,93552,114000.0
ACONTb_reverse,2962.48,Brenda_SA,93552,114000.0
FUM_reverse,825.19,Database,198748,14946.988145792662
ACKr_reverse,972.5555555555555,Database,89522,39109.93945622305
ABTA_reverse,47.4,Database,93134,1832.1987673674491
AIRC3_reverse,15.566666666666666,Database,18604,3012.2554289400127
ADSL2r_reverse,8521.92,Brenda_SA,48420,633600.0
IMPC_reverse,5.26,Database,54565,347.03564556034087
NTD6_reverse_num1,0.3,Database,30465,35.450516986706056
ADPT_reverse,8865.266666666666,Database,37994,840000.0
NDPK1_reverse,677.0,Other_species,66768,36502.51617541337
NDPK8_reverse,890.0,Other_species,66768,47987.05966930266
NDPK5_reverse,890.0,Other_species,66768,47987.05966930266
NTD7_reverse_num1,377.45,Database,24907,54555.74738025455
GMPS2_reverse,16.666666666666668,Database,122018,491.7307282532086
GK1_reverse,209.0,Database,21427,35114.575068838385
ADK1_reverse_num1,32.576099996,Other_species,20251,5791.020689625204
DADK_reverse_num1,321.90057272727273,Other_species,20251,57223.94261113929
GUAPRT_reverse,8865.266666666666,Brenda_SA,37994,840000.0
PPGPPDP_reverse,2.9014285714285717,Other_species,86569,120.65685010965656
DGK1_reverse,66780.81666666667,Database,21427,11220000.0
NTPTP1_reverse,4000.0,Database,49937,288363.3378056351
NDPK7_reverse,576.4,Other_species,66768,31078.360891445005
NDPK6_reverse,890.0,Other_species,66768,47987.05966930266
ASPCT_1_reverse,417.0,Database,436728,3437.3797878771225
DHORTS_reverse_num1,1.605,Database,48175,119.93772703684483
ORPT_reverse,247261.86222222223,Brenda_SA,42746,20824000.0
CYTK1_reverse,169.69625,Other_species,55452,11016.85241289764
UMPK_reverse_num1,170.79666666666668,Other_species,55452,11088.292577364207
NDPK2_reverse,890.0,Other_species,66768,47987.05966930266
NDPK3_reverse,890.0,Other_species,66768,47987.05966930266
DTMPK_reverse,10.5,Database,24350,1552.3613963039015
