WILD TYPE,0.41,8.16,0.6,4.95,0.77,0.07,0.2,0.02,0.04,0.02,0.32,0.01,0.02,0.01,0,0.02,0.01,0.02,8.12,2.38,1.58,5.71,0.8,6.41,0.5,0.25,0.5,13.81,12.88,9.98,9.14,2.16,2.16,1.25,1.25,0.82,0.42,0.23,2.59,5.53,0,0.02,0.08,0.13,0.1,0.17,0.15,0.05,0.04,0.05,0.17,0.17,0.09,0.04,0.11,0.11,0.11,0.11,0.2,0.2,0.08,0.13,0.08,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Transcription factor mutants  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GadX,0.38,7.99,0.54,4.56,0.79,0.04,0.24,0.03,0.04,0.02,0.3,0.04,0,0.01,0.01,0.03,0.01,0.03,7.75,2.01,1.59,5.71,0.43,6.45,0.51,0.28,0.51,13.54,12.7,9.95,8.98,2.03,2.03,1.19,1.19,0.7,0.5,0.36,2.62,5.64,0,0.04,0.25,0.25,0.22,0.01,0.06,0.08,0.08,0.08,0.01,0.01,0.28,0.01,0.22,0.22,0.23,0.23,0.05,0.28,0.17,0.1,0.21,0
GcvA,0.43,6.84,0.52,4.44,0.78,0.08,0.23,0.02,0.04,0.01,0.29,0.01,0.02,0.02,0.01,0.06,0.01,0.04,6.93,2.03,1.3,4.88,0.73,5.45,0.42,0.2,0.42,11.75,10.96,8.65,7.72,1.62,1.62,0.83,0.83,0.68,0.15,0.2,2.03,4.85,0,0.01,0.16,0.06,0.18,0.23,0.22,0.02,0.02,0.02,0.24,0.23,0.18,0,0.14,0.14,0.14,0.14,0.2,0.06,0.04,0.09,0.14,0
GlcC,0.36,8.26,0.54,4.52,0.77,0.06,0.19,0.01,0.05,0.02,0.27,0.05,0.02,0.02,0.01,0.03,0.01,0.01,8.04,2.17,1.4,5.84,0.77,6.45,0.45,0.21,0.45,13.83,12.98,10.22,9.56,1.8,1.8,0.96,0.96,0.48,0.48,0.21,2.47,6.43,0,0.02,0.39,0.27,0.37,0.14,0.2,0.09,0.09,0.09,0.18,0.18,0.46,0.06,0.07,0.07,0.07,0.07,0.28,0.29,0.12,0.17,0.08,0
GlpR,0.46,4.76,0.4,4,0.69,0.06,0.26,0.02,0.07,0.02,0.3,0.03,0.02,0.05,0.01,0.02,0,0.01,5.12,1.9,1.34,3.2,0.56,3.89,0.44,0.28,0.44,8.58,8.03,6.29,5.84,1.13,1.13,0.58,0.58,0.34,0.24,0.05,1.45,3.85,0,0.02,0.07,0.14,0.06,0.09,0.05,0.04,0.04,0.04,0.05,0.05,0.12,0.05,0.06,0.06,0.07,0.07,0.05,0.08,0.04,0.05,0.01,0
HdfR,0.33,8.13,0.49,4.51,0.77,0.05,0.19,0.03,0,0,0.3,0.05,0.03,0.03,0.01,0.01,0,0.02,7.95,2.04,1.58,5.89,0.45,6.65,0.51,0.29,0.51,14,13.21,10.71,9.77,1.89,1.89,1.11,1.11,0.72,0.39,0.29,2.33,6.65,0,0.03,0.52,0.13,0.52,0.4,0.44,0.04,0.04,0.04,0.43,0.43,0.3,0.07,0.15,0.15,0.15,0.15,0.11,0.17,0.13,0.04,0.08,0
Hns,0.48,5.11,0.44,3.7,0.81,0.05,0.18,0.02,0.05,0.02,0.31,0.04,0.04,0.02,0.01,0.04,0.02,0.01,5.22,1.25,0.94,3.96,0.31,4.34,0.3,0.12,0.3,9.06,8.41,6.51,5.5,1.42,1.42,0.77,0.77,0.63,0.15,0.17,1.69,3.07,0,0.04,0.28,0.06,0.23,0.21,0.19,0.03,0.02,0.03,0.14,0.14,0.13,0.08,0.05,0.05,0.05,0.05,0.05,0.01,0.13,0.13,0.04,0
IclR,0.35,8.14,0.5,4.08,0.79,0.05,0.2,0.03,0.03,0.01,0.38,0.04,0.02,0.01,0,0.01,0,0.03,7.32,1.93,1.45,5.37,0.48,6.03,0.47,0.24,0.47,12.72,11.9,9.42,8.34,2.34,2.34,1.53,1.53,1.25,0.28,0.35,2.35,4.72,0,0.1,0.36,0.11,0.46,0.25,0.39,0.04,0.04,0.04,0.49,0.49,0.4,0.26,0.33,0.33,0.33,0.33,0.23,0.11,0.01,0.11,0.06,0
IdnR,0.44,7.03,0.55,4.5,0.8,0.04,0.2,0.03,0.02,0.01,0.28,0.06,0.06,0.01,0.01,0.02,0.01,0.02,7.05,1.81,1.35,5.21,0.46,5.8,0.43,0.2,0.43,12.18,11.34,8.97,7.65,1.68,1.68,0.84,0.84,0.74,0.1,0.33,2.2,4.65,0,0.12,0.62,0.01,0.74,0.61,0.73,0,0.01,0,0.85,0.84,0.91,0.22,0.08,0.08,0.07,0.07,0.14,0.07,0,0.06,0.13,0
IHFA,0.39,6.45,0.44,3.64,0.83,0.07,0.16,0.02,0.03,0.01,0.45,0.03,0.02,0.03,0.01,0.01,0,0.04,6.24,1.69,0.98,4.53,0.7,4.93,0.32,0.12,0.32,10.63,9.92,7.78,7.05,2.26,2.26,1.54,1.54,1.35,0.2,0.16,1.87,3.68,0,0.24,0.46,0.22,0.23,0.25,0.1,0.08,0.07,0.08,0.12,0.09,0.14,0.16,0.09,0.09,0.12,0.12,0.22,0.11,0.04,0.12,0.17,0
IHFB,0.4,7.66,0.55,2.89,0.81,0.03,0.15,0.02,0.03,0.01,0.51,0.02,0.04,0,0.01,0.03,0.01,0.01,7.67,2.01,1.59,5.63,0.42,6.33,0.51,0.24,0.51,13.27,12.32,9.7,8.08,3.6,3.6,2.66,2.66,2.58,0.08,0.36,2.42,2.99,0,0.03,0.2,0.08,0.17,0.15,0.13,0.02,0.03,0.02,0.08,0.08,0.1,0.12,0.14,0.14,0.15,0.15,0.11,0.05,0.08,0.07,0.01,0
KdgR,0.49,6.39,0.55,3.8,0.75,0.07,0.21,0.02,0.01,0.01,0.31,0,0.01,0.01,0,0.01,0.01,0.04,6.53,2.06,1.44,4.45,0.62,5.1,0.47,0.23,0.47,10.98,10.15,7.9,6.67,1.68,1.68,0.85,0.85,0.83,0.02,0.18,1.94,3.69,0,0.04,0.04,0.06,0.08,0.09,0.12,0.02,0.02,0.02,0.16,0.16,0.21,0.08,0.11,0.11,0.11,0.11,0.14,0.03,0.04,0.07,0.02,0
LldR,0.38,8.32,0.57,4.64,0.75,0.11,0.19,0.04,0.02,0.01,0.33,0.02,0.04,0.01,0.02,0.03,0.01,0.01,7.89,2.65,1.51,5.21,1.14,5.88,0.48,0.24,0.48,13.07,12.19,9.56,8.97,2.14,2.14,1.27,1.27,1.02,0.26,0.46,2.56,5.43,0,0.01,0.26,0.05,0.27,0.31,0.3,0.01,0.02,0.01,0.3,0.3,0.6,0.01,0.01,0.01,0.01,0.01,0.3,0.29,0.2,0.1,0.01,0
LrhA,0.38,7.24,0.49,4.12,0.77,0.06,0.22,0.03,0.04,0.01,0.26,0.04,0.02,0.01,0.01,0.04,0.01,0.02,6.95,2.05,1.49,4.87,0.57,5.57,0.48,0.26,0.48,11.9,11.12,8.55,7.77,1.62,1.62,0.84,0.84,0.4,0.44,0.33,2.42,4.91,0,0.01,0.34,0.08,0.33,0.26,0.28,0.03,0.03,0.03,0.27,0.28,0.69,0,0,0,0.01,0.01,0.42,0.42,0.05,0.37,0,0
Lrp,0.45,5.52,0.45,4.34,0.76,0.01,0.34,0.05,0.05,0.01,0.29,0.01,0,0.03,0.01,0.06,0.01,0.04,5.71,1.56,1.48,4.13,0.08,4.87,0.48,0.29,0.48,10.06,9.39,7.44,6.14,1.47,1.47,0.8,0.8,0.68,0.13,0.44,1.99,3.62,0,0.01,0.07,0.08,0.08,0,0.04,0.03,0.03,0.03,0.06,0.06,0.2,0.07,0.14,0.14,0.14,0.14,0.28,0.13,0.07,0.06,0.06,0
MarA,0.41,7.72,0.56,4.09,0.79,0.05,0.19,0.03,0.06,0.02,0.28,0.05,0.04,0,0,0.03,0.01,0.01,7.42,2,1.53,5.39,0.46,6.09,0.49,0.25,0.49,12.82,11.94,8.91,8.06,2.06,2.06,1.19,1.19,0.52,0.67,0.39,2.9,4.62,0,0.05,0.52,0.07,0.47,0.44,0.42,0.03,0.02,0.03,0.36,0.36,0.64,0.1,0.19,0.19,0.19,0.19,0.11,0.3,0.08,0.37,0.08,0
MarR,0.38,8.1,0.55,4.29,0.83,0.04,0.2,0.03,0.05,0.01,0.29,0.02,0.02,0,0.02,0.06,0.01,0.01,7.48,1.7,1.32,5.74,0.38,6.29,0.42,0.18,0.42,13.07,12.19,9.28,8.2,2.03,2.03,1.15,1.15,0.63,0.53,0.36,2.74,4.78,0,0.06,0.24,0.01,0.3,0.25,0.31,0,0.01,0,0.38,0.39,0.25,0.16,0.21,0.21,0.21,0.21,0.45,0.66,0.21,0.43,0.04,0
Mlc,0.44,6.71,0.53,4.12,0.78,0.05,0.19,0.03,0.04,0.01,0.31,0.08,0.04,0.01,0.01,0.01,0,0.03,6.71,1.86,1.42,4.83,0.44,5.47,0.46,0.23,0.46,11.55,10.74,8.29,7.19,1.8,1.8,1,1,0.72,0.27,0.28,2.25,4.12,0,0.04,0.6,0.24,0.56,0.35,0.4,0.08,0.08,0.08,0.36,0.36,0.59,0.01,0.02,0.02,0.02,0.02,0.21,0.24,0.07,0.3,0.01,0
ModE,0.37,8.3,0.56,3.62,0.8,0.05,0.18,0.04,0.02,0.01,0.32,0.04,0.03,0.02,0.01,0.02,0.01,0.04,7.66,2.01,1.46,5.62,0.55,6.25,0.47,0.21,0.47,13.17,12.23,9.5,8.15,2.2,2.2,1.27,1.27,1.07,0.22,0.47,2.64,4.48,0,0.01,0.42,0.14,0.42,0.28,0.32,0.05,0.05,0.05,0.31,0.31,0.51,0.03,0.04,0.04,0.04,0.04,0.25,0.21,0.08,0.28,0.01,0
NagC,0.42,7.23,0.55,4.71,0.8,0.03,0.2,0.04,0,0,0.26,0.04,0.04,0.03,0,0,0,0.01,7.13,1.76,1.46,5.34,0.3,6,0.47,0.23,0.47,12.46,11.62,9.33,7.75,1.61,1.61,0.78,0.78,0.77,0.02,0.49,2.28,4.8,0,0.02,0.45,0.03,0.43,0.42,0.4,0.01,0.01,0.01,0.38,0.39,0.38,0.04,0.03,0.03,0.03,0.03,0.04,0.01,0.02,0.02,0.01,0
NarL,0.44,6.98,0.55,5.24,0.81,0.04,0.18,0.01,0.1,0.03,0.27,0.02,0.02,0.01,0.01,0.02,0.01,0.04,7.28,1.79,1.41,5.47,0.38,6.1,0.45,0.22,0.45,12.72,11.89,9.13,8.17,1.67,1.67,0.85,0.85,0.32,0.53,0.1,2.37,5.19,0,0.07,0.26,0.12,0.2,0.16,0.12,0.04,0.04,0.04,0.06,0.06,0.04,0.06,0.13,0.13,0.13,0.13,0.11,0.04,0.14,0.11,0.2,0
NarP,0.38,7.81,0.54,4.42,0.79,0.09,0.2,0.03,0.04,0.01,0.3,0.04,0.01,0.01,0.01,0.02,0.01,0.02,7.36,2.11,1.25,5.23,0.86,5.75,0.4,0.16,0.4,12.44,11.6,8.87,8.26,2.01,2.01,1.16,1.16,0.73,0.44,0.35,2.57,4.92,0,0.07,0.26,0.33,0.19,0.06,0.04,0.11,0.11,0.11,0.11,0.12,0.34,0.08,0.16,0.16,0.17,0.17,0.39,0.21,0.23,0,0.08,0
NsrR,0.38,7.41,0.5,3.45,0.79,0.03,0.21,0.02,0.05,0.02,0.3,0.01,0.03,0.04,0,0.04,0.01,0.03,6.99,1.77,1.53,5.2,0.23,5.94,0.5,0.28,0.5,12.32,11.54,8.95,7.83,2.21,2.21,1.41,1.41,0.97,0.45,0.37,2.49,4.38,0,0,0.21,0.06,0.2,0.25,0.23,0.02,0.02,0.02,0.23,0.23,0.41,0.03,0.03,0.03,0.03,0.03,0.15,0.18,0.03,0.21,0,0
NtrC,0.41,7.75,0.57,4.01,0.78,0.05,0.22,0.03,0.06,0.02,0.34,0.01,0,0,0.02,0.04,0.01,0.04,7.34,2.02,1.51,5.29,0.51,5.97,0.48,0.24,0.48,12.61,11.74,8.88,7.91,2.22,2.22,1.35,1.35,0.86,0.49,0.26,2.59,4.32,0,0.16,0.01,0.08,0.17,0.08,0.22,0.03,0.02,0.03,0.38,0.37,0.18,0.28,0.28,0.28,0.27,0.27,0.28,0.55,0.35,0.22,0.01,0
OgrK,0.37,7.42,0.49,4.4,0.74,0.11,0.2,0.02,0.06,0.03,0.29,0.04,0.01,0.05,0,0.03,0.02,0.05,6.85,2.35,1.28,4.48,1.07,5.04,0.41,0.19,0.41,11.27,10.49,7.91,7.68,1.76,1.76,0.98,0.98,0.51,0.47,0.22,2.34,4.69,0,0.04,0.24,0.22,0.21,0.03,0.06,0.07,0.07,0.07,0.01,0.01,0.15,0.05,0.12,0.12,0.12,0.12,0.27,0.14,0.07,0.08,0.06,0
OmpR,0.38,8.09,0.55,3.69,0.8,0.06,0.2,0.02,0.05,0.02,0.33,0.01,0.01,0.04,0.01,0.04,0.01,0.04,7.41,1.97,1.39,5.41,0.58,5.99,0.45,0.19,0.45,12.68,11.75,8.75,7.7,2.27,2.27,1.34,1.34,0.86,0.48,0.23,2.67,3.96,0,0,0.13,0.01,0.13,0.14,0.14,0.01,0.01,0.01,0.14,0.15,0.48,0.04,0.06,0.06,0.06,0.06,0.38,0.32,0.05,0.28,0.01,0
OxyR,0.39,7.54,0.53,5.62,0.74,0.05,0.24,0.04,0.01,0.01,0.3,0.01,0.01,0.01,0.01,0.01,0.01,0.02,7.41,2.4,1.86,4.98,0.55,5.92,0.61,0.37,0.61,12.68,11.88,9.7,8.43,2.01,2.01,1.21,1.21,1.21,0,0.32,2.01,5.16,0,0.23,0.08,0.15,0.32,0.06,0.22,0.05,0.04,0.05,0.45,0.45,0.45,0.51,0.06,0.06,0.06,0.06,0.06,0,0.18,0.18,0.45,0
PdhR,0.36,7.93,0.52,3.86,0.74,0.09,0.23,0.01,0.03,0.01,0.43,0.02,0.02,0.03,0.01,0.05,0.02,0.01,8.16,2.94,1.59,5.19,1.35,5.91,0.51,0.26,0.51,13.36,12.46,9.24,9.37,3.02,3.02,2.12,2.12,1.33,0.79,0.16,2.85,4.94,0,0.06,0.18,0.12,0.23,0.25,0.27,0.04,0.04,0.04,0.33,0.33,0.69,0.1,0.12,0.12,0.12,0.12,0.36,0.46,0.13,0.33,0.1,0
PerR,0.41,7.03,0.5,5.09,0.76,0.08,0.21,0.03,0.03,0.01,0.31,0.01,0.02,0,0.01,0.03,0.01,0.01,7.13,2.22,1.44,4.89,0.78,5.57,0.46,0.25,0.46,12.1,11.33,8.87,8.31,1.79,1.79,1.02,1.02,0.63,0.39,0.33,2.34,5.32,0,0.2,0.19,0.04,0,0.15,0.04,0.01,0.01,0.01,0.23,0.23,0.16,0.37,0.15,0.15,0.14,0.14,0.24,0.38,0.11,0.28,0.23,0
PhoB,0.45,6.38,0.5,4.06,0.76,0.07,0.21,0.03,0.01,0.01,0.29,0.01,0.02,0.02,0,0.01,0.01,0.04,6.36,1.96,1.37,4.38,0.6,5.01,0.44,0.22,0.44,10.77,10.01,7.93,6.82,1.56,1.56,0.8,0.8,0.78,0.02,0.31,1.94,4.06,0,0.07,0.08,0.04,0.15,0.11,0.18,0.01,0.01,0.01,0.24,0.24,0.22,0.14,0.17,0.17,0.17,0.17,0.15,0.03,0,0.03,0.03,0
PrpR,0.38,7.65,0.52,4.2,0.78,0.05,0.2,0.02,0.08,0.03,0.3,0.04,0,0.01,0.01,0.05,0.02,0.01,7.63,2.09,1.6,5.51,0.49,6.26,0.52,0.28,0.52,13.22,12.37,9.04,8.63,2.3,2.3,1.46,1.46,0.43,1.03,0.26,3.08,4.99,0,0.01,0.27,0.25,0.26,0.03,0.09,0.08,0.08,0.08,0.08,0.06,0.55,0.04,0.25,0.25,0.28,0.28,0.26,0.53,0.1,0.4,0.18,0
PspC,0.4,7.31,0.51,4.23,0.76,0.09,0.18,0.03,0.05,0.01,0.3,0.03,0.02,0.03,0.02,0.02,0,0.07,6.96,2.16,1.32,4.77,0.85,5.35,0.42,0.2,0.42,11.68,10.89,8.15,7.74,1.97,1.97,1.18,1.18,0.61,0.56,0.31,2.57,4.51,0,0.1,0.2,0.01,0.3,0.18,0.3,0,0.01,0,0.4,0.4,0.66,0.25,0.37,0.37,0.37,0.37,0.62,0.24,0.23,0.04,0.1,0
PurR,0.39,7.73,0.54,4.51,0.78,0.06,0.21,0.05,0.02,0.01,0.25,0,0,0.01,0.01,0.02,0.01,0.05,7.16,2.03,1.44,5.1,0.6,5.74,0.46,0.22,0.46,12.22,11.37,8.95,7.74,1.71,1.71,0.86,0.86,0.74,0.12,0.54,2.45,4.69,0,0.06,0.01,0.04,0.06,0.04,0.08,0.01,0.01,0.01,0.14,0.14,0.04,0.09,0.11,0.11,0.11,0.11,0.01,0.09,0.17,0.07,0.02,0
QseB,0.39,7.95,0.55,5.9,0.76,0.06,0.19,0.03,0.01,0,0.25,0.02,0.01,0.01,0.01,0.01,0.01,0.02,7.73,2.33,1.62,5.37,0.71,6.14,0.52,0.28,0.52,13.21,12.36,9.94,8.92,1.57,1.57,0.73,0.73,0.58,0.16,0.43,2.36,6.02,0,0.01,0.14,0.11,0.12,0.06,0.07,0.04,0.04,0.04,0.05,0.05,0.11,0.02,0.02,0.02,0.02,0.02,0.05,0.06,0.04,0.02,0.01,0
RcsA,0.37,8.85,0.59,5.22,0.75,0.08,0.21,0,0.06,0.02,0.35,0.03,0.01,0.01,0,0.01,0,0.01,8.54,2.7,1.77,5.81,0.94,6.62,0.56,0.29,0.56,14.38,13.4,10.18,9.51,2.52,2.52,1.56,1.56,0.97,0.59,0.2,2.84,5.44,0,0.08,0.14,0.22,0.05,0.08,0.09,0.07,0.07,0.07,0.18,0.2,0.18,0.16,0.21,0.21,0.22,0.22,0.18,0.4,0.17,0.21,0.04,0
RcsB,0.42,6.88,0.51,3.8,0.77,0.06,0.21,0.03,0.04,0.01,0.31,0.01,0,0.02,0.02,0.05,0.01,0.01,6.65,1.96,1.39,4.66,0.57,5.29,0.45,0.22,0.45,11.31,10.5,8.07,7.09,1.83,1.83,1.03,1.03,0.76,0.27,0.32,2.28,3.99,0,0.06,0.06,0.01,0,0.07,0,0.01,0,0.01,0.06,0.06,0.3,0.13,0.14,0.14,0.14,0.14,0.23,0.37,0.18,0.18,0.01,0
Rob,0.44,6.64,0.53,4.45,0.76,0.06,0.21,0.02,0.06,0.02,0.31,0.02,0,0.01,0.01,0.04,0.01,0.05,6.74,2.05,1.45,4.67,0.6,5.33,0.47,0.24,0.47,11.44,10.64,8.23,7.3,1.7,1.7,0.9,0.9,0.64,0.26,0.25,2.19,4.35,0,0.04,0.15,0.13,0.18,0.01,0.08,0.05,0.04,0.05,0.12,0.13,0.11,0.13,0.16,0.16,0.16,0.16,0.08,0.24,0.19,0.06,0.02,0
RutR,0.34,8.1,0.5,4.42,0.8,0.03,0.18,0.02,0.04,0.01,0.33,0.01,0.02,0.01,0.01,0.04,0.01,0.02,7.86,1.9,1.54,5.93,0.37,6.67,0.5,0.28,0.5,13.92,13.14,10.23,9.62,2.15,2.15,1.37,1.37,0.58,0.8,0.25,2.69,6.24,0,0.01,0.03,0.26,0.04,0.29,0.22,0.08,0.08,0.08,0.22,0.23,0.57,0.06,0.01,0.01,0.01,0.01,0.35,0.33,0.1,0.24,0.07,0
SdiA,0.42,7.21,0.53,4.82,0.76,0.05,0.22,0.04,0.02,0.01,0.29,0.03,0.01,0.02,0.01,0.01,0.01,0.02,7.07,2.1,1.51,4.96,0.58,5.67,0.49,0.27,0.49,12.11,11.3,8.77,7.89,1.71,1.71,0.91,0.91,0.55,0.36,0.33,2.38,4.92,0,0.18,0.32,0.2,0.13,0.13,0.01,0.06,0.06,0.06,0.18,0.17,0.25,0.25,0.11,0.11,0.11,0.11,0.29,0.4,0.02,0.44,0.13,0
SoxR,0.43,6.84,0.52,4.32,0.78,0.07,0.21,0.03,0.02,0.01,0.27,0.02,0,0.02,0.01,0.03,0.01,0.01,6.76,1.94,1.33,4.78,0.62,5.37,0.42,0.2,0.42,11.49,10.69,8.21,7.35,1.65,1.65,0.85,0.85,0.53,0.32,0.29,2.29,4.44,0,0.01,0.16,0.13,0.17,0.03,0.08,0.04,0.04,0.04,0.08,0.08,0.16,0.05,0.02,0.02,0.02,0.02,0.11,0.08,0.16,0.08,0.03,0
SoxS,0.41,7.42,0.54,4.73,0.74,0.08,0.23,0.02,0.04,0.01,0.26,0.02,0.04,0.01,0,0.06,0.01,0.01,7.18,2.4,1.6,4.76,0.8,5.52,0.52,0.29,0.52,12.05,11.22,8.41,7.93,1.88,1.88,1.06,1.06,0.47,0.59,0.27,2.59,4.76,0,0.09,0.29,0.11,0.37,0.4,0.45,0.04,0.04,0.04,0.54,0.54,0.3,0.14,0.13,0.13,0.13,0.13,0.11,0.23,0.02,0.22,0.01,0
SspA,0.36,7.69,0.5,5.16,0.78,0.06,0.18,0.02,0.05,0.02,0.3,0.02,0.01,0.03,0.02,0.05,0.03,0.04,7.35,2.1,1.39,5.23,0.71,5.86,0.45,0.22,0.45,12.58,11.78,9.18,8.52,1.86,1.86,1.06,1.06,0.62,0.44,0.26,2.39,5.41,0,0.12,0.13,0.16,0.02,0.02,0.09,0.05,0.06,0.05,0.21,0.23,0.3,0.26,0.35,0.35,0.35,0.35,0.4,0.04,0.25,0.19,0.06,0
TdcA,0.41,7.5,0.55,4.9,0.76,0.08,0.19,0.02,0.04,0.02,0.31,0.01,0.01,0.02,0.03,0.05,0.02,0.02,7.39,2.26,1.44,5.11,0.82,5.76,0.46,0.23,0.46,12.48,11.64,9.08,8.31,1.87,1.87,1.03,1.03,0.73,0.31,0.28,2.34,5.12,0,0.01,0.13,0.04,0.11,0.1,0.09,0.01,0.01,0.01,0.07,0.07,0.35,0.04,0.08,0.08,0.07,0.07,0.49,0.42,0.3,0.11,0.04,0
TdcR,0.37,8.26,0.55,4.78,0.75,0.08,0.22,0.04,0.02,0.01,0.29,0.01,0,0.03,0.02,0.03,0.01,0,7.76,2.45,1.61,5.28,0.85,6.01,0.52,0.26,0.52,13.06,12.16,9.43,8.52,2.04,2.04,1.14,1.14,0.85,0.29,0.42,2.61,5.06,0,0.07,0.13,0.04,0.05,0.09,0.03,0.01,0.01,0.01,0.04,0.04,0.3,0.13,0.05,0.05,0.04,0.04,0.3,0.33,0.31,0.03,0.08,0
TorR,0.42,7.74,0.58,4.38,0.77,0.09,0.17,0.03,0.04,0.01,0.33,0.03,0,0.01,0.01,0.01,0,0.02,7.57,2.34,1.37,5.2,0.97,5.78,0.44,0.19,0.44,12.65,11.75,8.98,8.34,2.14,2.14,1.26,1.26,0.87,0.39,0.31,2.56,4.79,0,0.01,0.21,0.17,0.22,0.04,0.1,0.06,0.06,0.06,0.12,0.11,0.14,0.08,0.16,0.16,0.16,0.16,0.18,0.03,0.09,0.06,0.08,0
UspA,0.45,7.02,0.56,4.18,0.76,0.08,0.19,0.01,0.07,0.02,0.29,0.01,0.01,0,0,0.03,0.01,0.01,7.04,2.17,1.45,4.84,0.72,5.49,0.47,0.23,0.47,11.86,11,8.12,7.52,1.87,1.87,1.03,1.03,0.44,0.59,0.15,2.52,4.3,0,0.08,0.01,0.06,0.07,0.06,0.04,0.02,0.02,0.02,0.12,0.11,0.3,0.18,0.03,0.03,0.03,0.03,0.21,0.18,0.05,0.13,0.14,0
UvrY,0.41,6.73,0.48,4,0.77,0.03,0.22,0.05,0.05,0.01,0.26,0.01,0.01,0.05,0.01,0.05,0.01,0.02,6.4,1.82,1.47,4.56,0.35,5.27,0.48,0.27,0.48,11.09,10.34,8.06,6.96,1.62,1.62,0.87,0.87,0.63,0.25,0.6,2.43,4.16,0,0.13,0.12,0.07,0,0.05,0.05,0.02,0.02,0.02,0.18,0.18,0.04,0.23,0.25,0.25,0.25,0.25,0.11,0.14,0.15,0.29,0.01,0
UxuR,0.41,7,0.51,4.94,0.75,0.09,0.19,0.03,0.02,0.01,0.32,0.04,0.08,0.02,0.01,0.02,0.01,0.05,6.93,2.23,1.39,4.68,0.85,5.31,0.45,0.23,0.45,11.63,10.85,8.72,7.84,1.67,1.67,0.9,0.9,0.87,0.03,0.25,1.91,4.94,0,0.12,0.48,0.21,0.6,0.69,0.74,0.06,0.06,0.06,0.86,0.86,0.91,0.18,0.21,0.21,0.21,0.21,0.25,0.04,0.06,0.03,0.03,0
YbhD,0.41,6.84,0.52,4.85,0.78,0.06,0.19,0.03,0.02,0.01,0.29,0.01,0.01,0.01,0.01,0.01,0.01,0.01,6.88,1.94,1.38,4.92,0.56,5.54,0.44,0.22,0.44,11.8,11.01,8.82,7.66,1.61,1.61,0.82,0.82,0.77,0.07,0.28,2,4.82,0,0.01,0.02,0.04,0.01,0.02,0.02,0.01,0.01,0.01,0.04,0.03,0.03,0.01,0.02,0.02,0.03,0.03,0.02,0.01,0.08,0.08,0.01,0
YdeO,0.37,7.96,0.53,5.64,0.81,0.02,0.22,0.03,0.03,0.01,0.29,0,0.01,0.01,0.02,0.04,0.01,0.01,7.72,1.77,1.59,5.93,0.18,6.69,0.51,0.28,0.51,13.76,12.93,10.16,9.02,1.92,1.92,1.1,1.1,0.55,0.55,0.32,2.61,5.81,0,0.07,0.06,0.08,0.01,0.15,0.05,0.03,0.03,0.03,0.02,0.03,0.56,0.18,0.22,0.22,0.23,0.23,0.37,0.59,0.16,0.43,0.03,0
YdjF,0.42,6.95,0.51,4.85,0.76,0.08,0.21,0.03,0.01,0,0.28,0.01,0.01,0.01,0.01,0.01,0,0,6.92,2.11,1.38,4.79,0.73,5.42,0.45,0.23,0.45,11.73,10.96,8.66,7.83,1.61,1.61,0.84,0.84,0.64,0.2,0.35,2.19,5,0,0.03,0.06,0.03,0.09,0.04,0.08,0.01,0.01,0.01,0.1,0.11,0.13,0.08,0.12,0.12,0.12,0.12,0.11,0.02,0.23,0.25,0.21,0
YfhA,0.44,6.93,0.55,3.77,0.77,0.06,0.19,0.03,0.05,0.01,0.28,0.01,0.02,0.03,0.02,0.07,0.01,0.03,6.77,1.96,1.48,4.79,0.47,5.46,0.48,0.24,0.48,11.56,10.71,8.02,7,1.8,1.8,0.96,0.96,0.55,0.42,0.26,2.45,3.87,0,0.01,0.13,0.02,0.15,0.16,0.16,0.01,0.01,0.01,0.18,0.18,0.74,0.03,0.04,0.04,0.04,0.04,0.6,0.56,0.21,0.36,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sigma- anti sigma factor mutants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ElbB,0.39,7.68,0.54,5.13,0.81,0.05,0.23,0.05,0.01,0.01,0.29,0.01,0.02,0.04,0.03,0.01,0.01,0.01,7.42,1.82,1.35,5.57,0.48,6.16,0.43,0.2,0.43,12.93,12.11,9.49,8.49,1.96,1.96,1.14,1.14,0.75,0.39,0.7,2.82,5.23,0,0.03,0.21,0.08,0.24,0.29,0.3,0.03,0.03,0.03,0.33,0.33,0.4,0.04,0,0,0,0,0.06,0.06,0.39,0.33,0.05,0
FecI,0.41,7.1,0.51,4.63,0.72,0.09,0.2,0.01,0.12,0.04,0.3,0,0,0.05,0.01,0.06,0.02,0.02,6.93,2.48,1.48,4.43,1,5.12,0.48,0.26,0.48,11.45,10.67,7.64,7.8,1.89,1.89,1.12,1.12,0.2,0.92,0.04,2.6,4.69,0,0.08,0.04,0.06,0.05,0.1,0,0.02,0.02,0.02,0.09,0.09,0.2,0.2,0.2,0.2,0.21,0.21,0.09,0.3,0.06,0.23,0,0
