reaction_id,name,reversible,dG_reaction,source
R_HACD8,"3-hydroxyacyl-CoA dehydrogenase (3-oxooctadecanoyl-CoA), peroxisomal",True,0,calculated_from_formation_energies
R_HADPCOADH3,3-hydroxyadipyl-CoA dehydrogenase (NAD+),True,0,calculated_from_formation_energies
R_HBZOPT,Hydroxybenzoate octaprenyltransferase,False,0,calculated_from_formation_energies
R_HCINNMt2rpp,"3-hydroxycinnamic acid transport via proton symport, reversible (periplasm)",True,0,calculated_from_formation_energies
R_HCINNMtex,3-hydroxycinnamic acid transport via diffusion (extracellular to periplasm),True,0,calculated_from_formation_energies
R_HCO3E,HCO3 equilibration reaction,True,0,calculated_from_formation_energies
R_GTHOr,Glutathione oxidoreductase,True,0,calculated_from_formation_energies
R_GTHPi_copy1,Glutathione peridoxase,False,0,calculated_from_formation_energies
R_GTHRDHpp,Glutathione hydralase (periplasmic),False,0,calculated_from_formation_energies
R_GTHRDabc2pp,Glutathione export via ABC system (cytoplasm to periplasm),False,0,calculated_from_formation_energies
R_HCYSMT,Homocysteine S-methyltransferase,False,0,calculated_from_formation_energies
R_FE3HOXR3,Fe(III)hydroxamate reductase,False,0,calculated_from_formation_energies
R_HCYSMT2,Homocysteine Methyltransferase,False,0,calculated_from_formation_energies
R_HDCAtexi,Hexadecanoate transport via facilitated irreversible diffusion (extracellular to periplasm),False,0,calculated_from_formation_energies
R_HDCEAtexi,Hexadecenoate transport via facilitated irreversible diffusion (extracellular to periplasm),False,0,calculated_from_formation_energies
R_GTHRDabcpp,Reduced glutathione via ABC system (periplasm),False,0,calculated_from_formation_energies
R_GTHRDtex,Glutathione transport via diffusion (extracellular to periplasm),True,0,calculated_from_formation_energies
R_GTHS,Glutathione synthetase,False,0,calculated_from_formation_energies
R_HEMEOS,Heme O synthase,False,0,calculated_from_formation_energies
R_GTPCI,GTP cyclohydrolase I,False,0,calculated_from_formation_energies
R_HEPK1,LPS heptose kinase I (LPS core synthesis),False,0,calculated_from_formation_energies
R_HEPK2,LPS heptose kinase II (LPS core synthesis),False,0,calculated_from_formation_energies
R_HEPT1,Heptosyltransferase I (LPS core synthesis),False,0,calculated_from_formation_energies
R_HEPT2,Heptosyltransferase II (LPS core synthesis),False,0,calculated_from_formation_energies
R_HEPT3,Heptosyltransferase III (LPS core synthesis),False,0,calculated_from_formation_energies
R_GTPCII2,GTP cyclohydrolase II (25drapp),False,0,calculated_from_formation_energies
R_GTPDPDP,"Guanosine-5'-triphosphate,3'-diphosphate diphosphatase",False,0,calculated_from_formation_energies
R_GTPDPK,GTP diphosphokinase,False,0,calculated_from_formation_energies
R_GTPHs,GTP amine hydrolysis (spontaneous),False,0,calculated_from_formation_energies
R_HEPT4,Heptosyltransferase IV (LPS core synthesis),False,0,calculated_from_formation_energies
R_HETZK,Hydroxyethylthiazole kinase,False,0,calculated_from_formation_energies
R_HEX1,Hexokinase (D-glucose:ATP),False,0,calculated_from_formation_energies
R_GTPtex,GTP transport via diffusion (extracellular to periplasm),True,0,calculated_from_formation_energies
R_GUACYC,Guanylate cyclase,False,0,calculated_from_formation_energies
R_HEX4,Hexokinase (D-mannose:ATP),False,0,calculated_from_formation_energies
R_FE3HOXUtex,Fe(III)hydroxamate unloaded secretion,False,0,calculated_from_formation_energies
R_HEX7,Hexokinase (D-fructose:ATP),False,0,calculated_from_formation_energies
R_HEXt2rpp,"Hexanoate transport via proton symport, reversible (periplasm)",True,0,calculated_from_formation_energies
R_HG2abcpp,Mercury (Hg+2) ABC transporter (periplasm),False,0,calculated_from_formation_energies
R_HG2t3pp,Mercury (Hg+2) transport out via proton antiport (periplasm),False,0,calculated_from_formation_energies
R_HG2tex,Mercury (Hg+2) transport via diffusion (extracellular to periplasm),True,0,calculated_from_formation_energies
R_GUAD,Guanine deaminase,False,0,calculated_from_formation_energies
R_GUAPRT,Guanine phosphoribosyltransferase,False,0,calculated_from_formation_energies
R_GUAt2pp,Guanine transport in via proton symport (periplasm),False,0,calculated_from_formation_energies
R_GUAtex,Guanine transport via diffusion (extracellular to periplasm),True,0,calculated_from_formation_energies
R_GUAtpp,Guanine transport via diffusion (periplasm),True,0,calculated_from_formation_energies
R_GUI1,Glucuronate isomerase (D-glucuronate),True,0,calculated_from_formation_energies
R_HISTD,Histidinol dehydrogenase,False,0,calculated_from_formation_energies
R_FE3HOXUtpp,Fe(III)hydroxamate unloaded secretion (extracellular),False,0,calculated_from_formation_energies
R_HISTP,Histidinol-phosphatase,False,0,calculated_from_formation_energies
R_HISTRS,Histidyl-tRNA synthetase,False,0,calculated_from_formation_energies
R_GUI2,Glucuronate isomerase (D-galacturonate),True,0,calculated_from_formation_energies
R_GUR1PPpp,Glucuronate 1-phosphate phosphatase (periplasm),False,0,calculated_from_formation_energies
R_H2O2tex,Hydrogen peroxide transport via diffusion (external),True,0,calculated_from_formation_energies
R_H2Otex,H2O transport via diffusion (extracellular to periplasm),True,0,calculated_from_formation_energies
R_HISabcpp,L-histidine transport via ABC system (periplasm),False,0,calculated_from_formation_energies
R_HISt2rpp,L-histidine reversible transport via proton symport (periplasm),True,0,calculated_from_formation_energies
R_HIStex,L-histidine transport via diffusion (extracellular to periplasm),True,0,calculated_from_formation_energies
R_HKNDDH,"2-hydroxy-6-ketonona-2,4-dienedioic acid hydrolase",False,0,calculated_from_formation_energies
R_HPPK2,6-hydroxymethyl-dihydropterin pyrophosphokinase,False,0,calculated_from_formation_energies
R_FE3HOXabcpp,Ferric-dicitrate transport via ABC system (periplasm),False,0,calculated_from_formation_energies
R_HPPPNDO,"2,3-dihydroxypheylpropionate 1,2-dioxygenase",False,0,calculated_from_formation_energies
R_HPPPNt2rpp,"3-(3-hydroxyphenyl)propionate transport via proton symport, reversible (periplasm)",True,0,calculated_from_formation_energies
R_HKNTDH,2-hydroxy-6-ketononotrienedioate hydrolase,False,0,calculated_from_formation_energies
R_HMBS,Hydroxymethylbilane synthase,False,0,calculated_from_formation_energies
R_HMPK1,Hydroxymethylpyrimidine kinase (ATP),False,0,calculated_from_formation_energies
R_HPPPNtex,3-(3-hydroxyphenyl)propionate transport via diffusion (extracellular to periplasm),True,0,calculated_from_formation_energies
R_HPYRI,Hydroxypyruvate isomerase,True,0,calculated_from_formation_energies
R_HOMt2pp,L-homoserineserine efflux via proton symport,False,0,calculated_from_formation_energies
R_FE3HOXexs,Fe(III) hydroxamate Fe-loading reaction (spontaneaous),False,0,calculated_from_formation_energies
R_HOMtex,L-homoserine transport via diffusion (extracellular to periplasm),True,0,calculated_from_formation_energies
R_HOPNTAL,4-hydroxy-2-oxopentanoate aldolase,False,0,calculated_from_formation_energies
R_HPYRRx,Hydroxypyruvate reductase (NADH),False,0,calculated_from_formation_energies
R_HPYRRy,Hydroxypyruvate reductase (NADPH),False,0,calculated_from_formation_energies
R_HSDy,Homoserine dehydrogenase (NADPH),True,0,calculated_from_formation_energies
R_FE3HOXtonex,Fe(III)hydroxamine transport via ton system (extracellular),False,0,calculated_from_formation_energies
R_HSK,Homoserine kinase,False,0,calculated_from_formation_energies
R_HSST,Homoserine O-succinyltransferase,False,0,calculated_from_formation_energies
R_ILEabcpp,L-isoleucine transport via ABC system (periplasm),False,0,calculated_from_formation_energies
R_ILEt2rpp,L-isoleucine reversible transport via proton symport (periplasm),True,0,calculated_from_formation_energies
R_ILEtex,L-isoleucine transport via diffusion (extracellular to periplasm),True,0,calculated_from_formation_energies
R_IMPC,IMP cyclohydrolase,True,0,calculated_from_formation_energies
R_IMPD,IMP dehydrogenase,False,0,calculated_from_formation_energies
R_HSTPT,Histidinol-phosphate transaminase,False,0,calculated_from_formation_energies
R_HXAND,Hypoxanthine dehydrogenase,False,0,calculated_from_formation_energies
R_HXAtex,Hexanoate transport via diffusion (extracellular to periplasm),True,0,calculated_from_formation_energies
R_HXCT,Acetyl-CoA:hexanoate-CoA transferase,False,0,calculated_from_formation_energies
R_HXPRT,Hypoxanthine phosphoribosyltransferase (Hypoxanthine),False,0,calculated_from_formation_energies
R_IMPtex,IMP transport via diffusion (extracellular to periplasm),True,0,calculated_from_formation_energies
R_INDOLEt2rpp,"Indole transport via proton symport, reversible (periplasm)",True,0,calculated_from_formation_energies
R_HYD1pp,Hydrogenase (ubiquinone-8: 2 protons) (periplasm),False,0,calculated_from_formation_energies
R_FE3Ri,Fe(III) reduction,False,0,calculated_from_formation_energies
R_HYD2pp,Hydrogenase (menaquinone8: 2 protons) (periplasm),False,0,calculated_from_formation_energies
R_HYD3pp,Hydrogenase (Demethylmenaquinone-8: 2 protons) (periplasm),False,0,calculated_from_formation_energies
R_INDOLEtex,Indole transport via diffusion (extracellular to periplasm),True,0,calculated_from_formation_energies
R_INOSTt4pp,Na+/myo-inositol symporter (periplasm),False,0,calculated_from_formation_energies
R_INSH,Inosine hydrolase,False,0,calculated_from_formation_energies
R_INSK,Insosine kinase,False,0,calculated_from_formation_energies
R_INSTtex,Inositol transport via diffusion (extracellular to periplasm),True,0,calculated_from_formation_energies
R_HYPOE,Hypothetical enyme,False,0,calculated_from_formation_energies
R_HYXNtex,Hypoxanthine transport via diffusion (extracellular to periplasm),True,0,calculated_from_formation_energies
R_HYXNtpp,Hypoxanthine transport (periplasm),True,0,calculated_from_formation_energies
R_Htex,Proton transport via diffusion (extracellular to periplasm),True,0,calculated_from_formation_energies
R_I2FE2SR,ISC [2Fe-2S] regeneration,False,0,calculated_from_formation_energies
R_I2FE2SS,ISC [2Fe-2S] Synthesis,False,0,calculated_from_formation_energies
R_I2FE2SS2,ISC [2Fe-2S] Synthesis II,False,0,calculated_from_formation_energies
R_INSt2pp_copy1,Inosine transport in via proton symport (periplasm),False,0,calculated_from_formation_energies
R_INSt2pp_copy2,Inosine transport in via proton symport (periplasm),True,0,calculated_from_formation_energies
R_INStex,Inosine transport via diffusion (extracellular to periplasm),True,0,calculated_from_formation_energies
R_IPDDI,Isopentenyl-diphosphate D-isomerase,True,0,calculated_from_formation_energies
R_IPDPS,1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate reductase (ipdp),False,0,calculated_from_formation_energies
R_I2FE2ST,ISC [2Fe-2S] Transfer,False,0,calculated_from_formation_energies
R_I4FE4SR,ISC [4Fe-4S] Reduction,False,0,calculated_from_formation_energies
R_IPMD,3-isopropylmalate dehydrogenase,False,0,calculated_from_formation_energies
R_I4FE4ST,ISC [4Fe-4S] Transfer,False,0,calculated_from_formation_energies
R_FE3abcpp,Iron (III) transport via ABC system (periplasm to cytoplasm),False,0,calculated_from_formation_energies
R_ICDHyr,Isocitrate dehydrogenase (NADP),True,0,calculated_from_formation_energies
R_ICHORS_copy1,Isochorismate synthase,True,0,calculated_from_formation_energies
R_IPPMIa,3-isopropylmalate dehydratase,True,0,calculated_from_formation_energies
R_IPPMIb,2-isopropylmalate hydratase,True,0,calculated_from_formation_energies
R_IPPS,2-isopropylmalate synthase,False,0,calculated_from_formation_energies
R_ICHORS_copy2,Isochorismate synthase,False,0,calculated_from_formation_energies
R_ICHORT,Isochorismatase,False,0,calculated_from_formation_energies
R_ISETACabcpp,Isethionate transport via ABC system (periplasm),False,0,calculated_from_formation_energies
R_ISETACtex,Isethionate transport via diffusion (extracellular to periplasm),True,0,calculated_from_formation_energies
R_ICL,Isocitrate lyase,False,0,calculated_from_formation_energies
R_FE3tex,Iron (III) transport via diffusion (extracellular to periplasm),True,0,calculated_from_formation_energies
R_ICYSDS,ISC Cysteine desulfuration,False,0,calculated_from_formation_energies
R_K2L4Aabcpp,KDO(2)-lipid IV A transport via ABC system (periplasm),False,0,calculated_from_formation_energies
R_K2L4Aabctex,KDO(2)-lipid IV A transport via ABC system (periplasm to extracellular),False,0,calculated_from_formation_energies
R_IDOND,L-idonate 5-dehydrogenase,True,0,calculated_from_formation_energies
R_IDOND2,L-indonate 5-dehydrogenase (NADP),False,0,calculated_from_formation_energies
R_IDONt2rpp,"L-idonate transport via proton symport, reversible (periplasm)",True,0,calculated_from_formation_energies
R_IDONtex,L-idonate transport via diffusion (extracellular to periplasm),True,0,calculated_from_formation_energies
R_KARA1,"Ketol-acid reductoisomerase (2,3-dihydroxy-3-methylbutanoate)",True,0,calculated_from_formation_energies
R_KARA2,Ketol-acid reductoisomerase (2-Acetolactate),True,0,calculated_from_formation_energies
R_KAS14,Beta-ketoacyl-ACP synthase,False,0,calculated_from_formation_energies
R_KAS15,Beta-ketoacyl-ACP synthase (2),False,0,calculated_from_formation_energies
R_KDOCT2,3-deoxy-manno-octulosonate cytidylyltransferase,False,0,calculated_from_formation_energies
R_IG3PS,Imidazole-glycerol-3-phosphate synthase,False,0,calculated_from_formation_energies
R_IGPDH,Imidazoleglycerol-phosphate dehydratase,False,0,calculated_from_formation_energies
R_IGPS,Indole-3-glycerol-phosphate synthase,False,0,calculated_from_formation_energies
R_KDOPP,3-deoxy-manno-octulosonate-8-phosphatase,False,0,calculated_from_formation_energies
R_ILETA,Isoleucine transaminase,True,0,calculated_from_formation_energies
R_FECRMR1,Ferrichrome reductase,False,0,calculated_from_formation_energies
R_ILETRS,Isoleucyl-tRNA synthetase,False,0,calculated_from_formation_energies
R_MLDCP2Bpp,"Murein L,D-carboxypeptidase (murein4p3p) (periplasm)",False,0,calculated_from_formation_energies
R_KDOPS,3-deoxy -D-manno-octulosonic -acid 8-phosphate synthase,False,0,calculated_from_formation_energies
R_KG6PDC,3-keto-L-gulonate 6-phosphate decarboxylase,False,0,calculated_from_formation_energies
R_Kabcpp,Potassium ABC transporter (periplasm),False,0,calculated_from_formation_energies
R_Kt2pp,Potassium transport in via proton symport (periplasm),False,0,calculated_from_formation_energies
R_Kt3pp,Potassium transport out via proton antiport (periplasm),False,0,calculated_from_formation_energies
R_FECRMR2,Ferrichrome reductase,False,0,calculated_from_formation_energies
R_Ktex,Potassium transport via diffusion (extracellular to periplasm),True,0,calculated_from_formation_energies
R_LA4NTpp,"4-amino-4-deoxy-L-arabinotransferase (LPS lipid A modification, periplasmic face of membrane))",False,0,calculated_from_formation_energies
R_LACZ,B-galactosidase,False,0,calculated_from_formation_energies
R_LACZpp,B-galactosidase,False,0,calculated_from_formation_energies
R_L_LACD2,L-Lactate dehydrogenase (ubiquinone),False,0,calculated_from_formation_energies
R_L_LACD3,L-Lactate dehydrogenase (menaquinone),False,0,calculated_from_formation_energies
R_L_LACt2rpp,L-lactate reversible transport via proton symport (periplasm),True,0,calculated_from_formation_energies
R_L_LACtex,L-lactate transport via diffusion (extracellular to periplasm),True,0,calculated_from_formation_energies
R_LADGMDH,L-alanyl-gamma-D-glutamyl-meso-diaminopimelate hydrolase,False,0,calculated_from_formation_energies
R_LALADGLUtex,L-alanyl-D-glutamate transport via diffusion (extracellular to periplasm),True,0,calculated_from_formation_energies
R_LALADGLUtpp,L-alanyl-D-glutamate transport in via proton symport (periplasm),False,0,calculated_from_formation_energies
R_LALALGLUtex,L-alanyl-L-glutamate transport via diffusion (extracellular to periplasm),True,0,calculated_from_formation_energies
R_LALALGLUtpp,L-alanyl-L-glutamate transport in via proton symport (periplasm),False,0,calculated_from_formation_energies
R_FECRMR3,Ferrichrome reductase,False,0,calculated_from_formation_energies
R_LALDO2x,D-Lactaldehyde:NAD+ 1-oxidoreductase,False,0,calculated_from_formation_energies
R_LALDO3,L-Lactaldehyde:NADP+ 1-oxidoreductase,False,0,calculated_from_formation_energies
R_LALGP,L-alanyl-gamma-L-glutamate peptidase,False,0,calculated_from_formation_energies
R_LCADi,Lactaldehyde dehydrogenase,False,0,calculated_from_formation_energies
R_LCARR,"Lacaldehyde reductase (R-propane-1,2-diol forming)",True,0,calculated_from_formation_energies
R_LPLIPAL1E161pp,"Lysophospholipase L1 (2-acylglycerophosphoethanolamine, n-C16:1) (periplasm)",False,0,calculated_from_formation_energies
R_LPLIPAL1E180pp,"Lysophospholipase L1 (2-acylglycerophosphoethanolamine, n-C18:0) (periplasm)",False,0,calculated_from_formation_energies
R_LPLIPAL1E181pp,"Lysophospholipase L1 (2-acylglycerophosphoethanolamine, n-C18:1) (periplasm)",False,0,calculated_from_formation_energies
R_LPLIPAL1G120pp,"Lysophospholipase L1 (2-acylglycerophosphoglycerol, n-C12:0) (periplasm)",False,0,calculated_from_formation_energies
R_LPLIPAL1G140pp,"Lysophospholipase L1 (2-acylglycerophosphoglycerol, n-C14:0) (periplasm)",False,0,calculated_from_formation_energies
R_LCARS,"Lacaldehyde reductase (S-propane-1,2-diol forming)",True,0,calculated_from_formation_energies
R_FECRMUtex,Ferrichrome (minus Fe) secretion (to extracellular),False,0,calculated_from_formation_energies
R_LCTSt3ipp,Lactose transport via proton aniport (periplasm),False,0,calculated_from_formation_energies
R_LCTStex,Lactose transport via diffusion (extracellular to periplasm),True,0,calculated_from_formation_energies
R_LCTStpp,Lactose transport via proton symport (periplasm),True,0,calculated_from_formation_energies
R_LPLIPAL1G141pp,"Lysophospholipase L1 (2-acylglycerophosphoglycerol, n-C14:1) (periplasm)",False,0,calculated_from_formation_energies
R_LPLIPAL1G160pp,"Lysophospholipase L1 (2-acylglycerophosphoglycerol, n-C16:0) (periplasm)",False,0,calculated_from_formation_energies
R_LPLIPAL1G161pp,"Lysophospholipase L1 (2-acylglycerophosphoglycerol, n-C16:1) (periplasm)",False,0,calculated_from_formation_energies
R_LPLIPAL1G180pp,"Lysophospholipase L1 (2-acylglycerophosphoglycerol, n-C18:0) (periplasm)",False,0,calculated_from_formation_energies
R_LPLIPAL1G181pp,"Lysophospholipase L1 (2-acylglycerophosphoglycerol, n-C18:1) (periplasm)",False,0,calculated_from_formation_energies
R_LPLIPAL2A120,"Lysophospholipase L2 (2-acylglycerophosphotidate, n-C12:0)",False,0,calculated_from_formation_energies
R_LPLIPAL2A140,"Lysophospholipase L2 (2-acylglycerophosphotidate, n-C14:0)",False,0,calculated_from_formation_energies
R_LDH_D,D-lactate dehydrogenase,True,0,calculated_from_formation_energies
R_LDH_D2,D-lactate dehydrogenase,False,0,calculated_from_formation_energies
R_LEUTAi,Leucine transaminase (irreversible),False,0,calculated_from_formation_energies
R_LEUTRS,Leucyl-tRNA synthetase,False,0,calculated_from_formation_energies
R_LEUabcpp,L-leucine transport via ABC system (periplasm),False,0,calculated_from_formation_energies
R_LEUt2rpp,L-leucine reversible transport via proton symport (periplasm),True,0,calculated_from_formation_energies
R_LPLIPAL2A141,"Lysophospholipase L2 (2-acylglycerophosphotidate, n-C14:1)",False,0,calculated_from_formation_energies
R_LPLIPAL2A160,"Lysophospholipase L2 (2-acylglycerophosphotidate, n-C16:0)",False,0,calculated_from_formation_energies
R_LEUtex,L-leucine transport via diffusion (extracellular to periplasm),True,0,calculated_from_formation_energies
R_FECRMUtpp,Ferrichrome (minus Fe) secretion (to periplasm),False,0,calculated_from_formation_energies
R_LGTHL,Lactoylglutathione lyase,False,0,calculated_from_formation_energies
R_LIPACabcpp,Lipid (cold) A transport via ABC system (periplasm),False,0,calculated_from_formation_energies
R_LPLIPAL2A161,"Lysophospholipase L2 (2-acylglycerophosphotidate, n-C16:1)",False,0,calculated_from_formation_energies
R_LPLIPAL2A180,"Lysophospholipase L2 (2-acylglycerophosphotidate, n-C18:0)",False,0,calculated_from_formation_energies
R_LPLIPAL2A181,"Lysophospholipase L2 (2-acylglycerophosphotidate, n-C18:1)",False,0,calculated_from_formation_energies
R_LPLIPAL2ATE120,"Lysophospholipase L2 (acyltransferase, 2-acyl-glycerophosphoethanolamine, n-C12:0)",False,0,calculated_from_formation_energies
R_LIPAHT2ex,Core oligosaccharide lipid A:hexadecanoate transferase (n-C16:0) (extracellular membrane),False,0,calculated_from_formation_energies
R_LPLIPAL2ATE140,"Lysophospholipase L2 (acyltransferase, 2-acyl-glycerophosphoethanolamine, n-C14:0)",False,0,calculated_from_formation_energies
R_LIPAHTex,Lipid A:hexadecanoate transferase (n-C16:0) (extracellular membrane),False,0,calculated_from_formation_energies
R_LPLIPAL2ATE141,"Lysophospholipase L2 (acyltransferase, 2-acyl-glycerophosphoethanolamine, n-C14:1)",False,0,calculated_from_formation_energies
R_LIPAMPL,Lipoyl-adenylate protein ligase,False,0,calculated_from_formation_energies
R_FECRMabcpp,Ferrichrome transport via ABC system (periplasm),False,0,calculated_from_formation_energies
R_LIPATPT,Lipoate-ATP adenylate transferase,False,0,calculated_from_formation_energies
R_LIPAabcpp,Lipid A transport via ABC system (periplasm),False,0,calculated_from_formation_energies
R_LPLIPAL2ATE160,"Lysophospholipase L2 (acyltransferase, 2-acyl-glycerophosphoethanolamine, n-C16:0)",False,0,calculated_from_formation_energies
R_LPLIPAL2ATE161,"Lysophospholipase L2 (acyltransferase, 2-acyl-glycerophosphoethanolamine, n-C16:1)",False,0,calculated_from_formation_energies
R_LPLIPAL2ATE180,"Lysophospholipase L2 (acyltransferase, 2-acyl-glycerophosphoethanolamine, n-C18:0)",False,0,calculated_from_formation_energies
R_LPLIPAL2ATE181,"Lysophospholipase L2 (acyltransferase, 2-acyl-glycerophosphoethanolamine, n-C18:1)",False,0,calculated_from_formation_energies
R_LPLIPAL2ATG120,"Lysophospholipase L2 (acyltransferase, 2-acyl-glycerophosphoglycerol, n-C12:0)",False,0,calculated_from_formation_energies
R_LPLIPAL2ATG140,"Lysophospholipase L2 (acyltransferase, 2-acyl-glycerophosphoglycerol, n-C14:0)",False,0,calculated_from_formation_energies
R_LIPAabctex,Lipid A transport via ABC system (periplasm to extracellular),False,0,calculated_from_formation_energies
R_LIPOCT,Lipoyl(octanoyl) transferase,False,0,calculated_from_formation_energies
R_LIPOS,Lipoate synthase,False,0,calculated_from_formation_energies
R_LIPOt2pp,Lipoate transport via proton symport (periplasm),False,0,calculated_from_formation_energies
R_LIPOtex,Lipoate transport via diffusion (extracellular to periplasm),True,0,calculated_from_formation_energies
R_LPLIPAL2ATG141,"Lysophospholipase L2 (acyltransferase, 2-acyl-glycerophosphoglycerol, n-C14:1)",False,0,calculated_from_formation_energies
R_LPLIPAL2ATG160,"Lysophospholipase L2 (acyltransferase, 2-acyl-glycerophosphoglycerol, n-C16:0)",False,0,calculated_from_formation_energies
R_LPLIPAL2ATG161,"Lysophospholipase L2 (acyltransferase, 2-acyl-glycerophosphoglycerol, n-C16:1)",False,0,calculated_from_formation_energies
R_LPADSS,Lipid A disaccaride synthase,False,0,calculated_from_formation_energies
R_LPLIPAL1A120pp,"Lysophospholipase L1 (2-acylglycerophosphotidate, n-C12:0) (periplasm)",False,0,calculated_from_formation_energies
R_FECRMexs,Ferrichrome Fe(III)-loading reaction (spontaneous),False,0,calculated_from_formation_energies
R_LPLIPAL1A140pp,"Lysophospholipase L1 (2-acylglycerophosphotidate, n-C14:0) (periplasm)",False,0,calculated_from_formation_energies
R_LPLIPAL1A141pp,"Lysophospholipase L1 (2-acylglycerophosphotidate, n-C14:1) (periplasm)",False,0,calculated_from_formation_energies
R_LPLIPAL2ATG180,"Lysophospholipase L2 (acyltransferase, 2-acyl-glycerophosphoglycerol, n-C18:0)",False,0,calculated_from_formation_energies
R_LPLIPAL2ATG181,"Lysophospholipase L2 (acyltransferase, 2-acyl-glycerophosphoglycerol, n-C18:1)",False,0,calculated_from_formation_energies
R_LPLIPAL2E120,"Lysophospholipase L2 (2-acylglycerophosphoethanolamine, n-C12:0)",False,0,calculated_from_formation_energies
R_LPLIPAL2E140,"Lysophospholipase L2 (2-acylglycerophosphoethanolamine, n-C14:0)",False,0,calculated_from_formation_energies
R_LPLIPAL1A160pp,"Lysophospholipase L1 (2-acylglycerophosphotidate, n-C16:0) (periplasm)",False,0,calculated_from_formation_energies
R_FECRMtonex,Ferrichrome transport via ton system (extracellular),False,0,calculated_from_formation_energies
R_LPLIPAL1A161pp,"Lysophospholipase L1 (2-acylglycerophosphotidate, n-C16:1) (periplasm)",False,0,calculated_from_formation_energies
R_LPLIPAL1A180pp,"Lysophospholipase L1 (2-acylglycerophosphotidate, n-C18:0) (periplasm)",False,0,calculated_from_formation_energies
R_LPLIPAL1A181pp,"Lysophospholipase L1 (2-acylglycerophosphotidate, n-C18:1) (periplasm)",False,0,calculated_from_formation_energies
R_LPLIPAL1E120pp,"Lysophospholipase L1 (2-acylglycerophosphoethanolamine, n-C12:0) (periplasm)",False,0,calculated_from_formation_energies
R_LPLIPAL1E140pp,"Lysophospholipase L1 (2-acylglycerophosphoethanolamine, n-C14:0) (periplasm)",False,0,calculated_from_formation_energies
R_LPLIPAL1E141pp,"Lysophospholipase L1 (2-acylglycerophosphoethanolamine, n-C14:1) (periplasm)",False,0,calculated_from_formation_energies
R_LPLIPAL2E141,"Lysophospholipase L2 (2-acylglycerophosphoethanolamine, n-C14:1)",False,0,calculated_from_formation_energies
R_LPLIPAL2E160,"Lysophospholipase L2 (2-acylglycerophosphoethanolamine, n-C16:0)",False,0,calculated_from_formation_energies
R_LPLIPAL2E161,"Lysophospholipase L2 (2-acylglycerophosphoethanolamine, n-C16:1)",False,0,calculated_from_formation_energies
R_LPLIPAL2E180,"Lysophospholipase L2 (2-acylglycerophosphoethanolamine, n-C18:0)",False,0,calculated_from_formation_energies
R_LPLIPAL2E181,"Lysophospholipase L2 (2-acylglycerophosphoethanolamine, n-C18:1)",False,0,calculated_from_formation_energies
R_LPLIPAL2G120,"Lysophospholipase L2 (2-acylglycerophosphoglycerol, n-C12:0)",False,0,calculated_from_formation_energies
R_LPLIPAL1E160pp,"Lysophospholipase L1 (2-acylglycerophosphoethanolamine, n-C16:0) (periplasm)",False,0,calculated_from_formation_energies
R_FEENTERR1,Fe-enterobactin reduction (Fe(III)-unloading),False,0,calculated_from_formation_energies
R_MACPD,Malonyl-ACP decarboxylase,False,0,calculated_from_formation_energies
R_LPLIPAL2G140,"Lysophospholipase L2 (2-acylglycerophosphoglycerol, n-C14:0)",False,0,calculated_from_formation_energies
R_LPLIPAL2G141,"Lysophospholipase L2 (2-acylglycerophosphoglycerol, n-C14:1)",False,0,calculated_from_formation_energies
R_LPLIPAL2G160,"Lysophospholipase L2 (2-acylglycerophosphoglycerol, n-C16:0)",False,0,calculated_from_formation_energies
R_LPLIPAL2G161,"Lysophospholipase L2 (2-acylglycerophosphoglycerol, n-C16:1)",False,0,calculated_from_formation_energies
R_MALCOAMT,Malonyl-CoA methyltransferase,False,0,calculated_from_formation_energies
R_MALDDH,Malate decarboxylating oxidoreductase (decarboxylating),False,0,calculated_from_formation_energies
R_FEENTERR2,Fe-enterobactin reduction (Fe(III)-unloading),False,0,calculated_from_formation_energies
R_MALDt2_2pp,D-Malate transport via proton symport (2 H) (periplasm),False,0,calculated_from_formation_energies
R_LPLIPAL2G180,"Lysophospholipase L2 (2-acylglycerophosphoglycerol, n-C18:0)",False,0,calculated_from_formation_energies
R_LPLIPAL2G181,"Lysophospholipase L2 (2-acylglycerophosphoglycerol, n-C18:1)",False,0,calculated_from_formation_energies
R_LSERDHr,L-serine dehydrogenase,True,0,calculated_from_formation_energies
R_MALDtex,D-Malate transport via diffusion (extracellular to periplasm),True,0,calculated_from_formation_energies
R_FEENTERR3,Fe-enterobactin reduction (Fe(III)-unloading),False,0,calculated_from_formation_energies
R_MALS,Malate synthase,False,0,calculated_from_formation_energies
R_MALTATr,Maltose O-acetyltransferase,True,0,calculated_from_formation_energies
R_LYSDC,Lysine decarboxylase,False,0,calculated_from_formation_energies
R_LYSTRS,Lysyl-tRNA synthetase,False,0,calculated_from_formation_energies
R_LYSabcpp,L-lysine transport via ABC system (periplasm),False,0,calculated_from_formation_energies
R_LYSt2pp,L-lysine transport in via proton symport (periplasm),False,0,calculated_from_formation_energies
R_LYSt3pp,L-lysine transport out via proton antiport (cytoplasm to periplasm),False,0,calculated_from_formation_energies
R_MALTHXabcpp,Maltohexaose transport via ABC system (periplasm),False,0,calculated_from_formation_energies
