reaction_id,name,reversible,dG_reaction,source
R_ASNt2rpp,L-asparagine reversible transport via proton symport (periplasm),True,0,calculated_from_formation_energies
R_ASNtex,L-asparagine transport via diffusion (extracellular to periplasm),True,0,calculated_from_formation_energies
R_BTNt2ipp,Biotin transport via proton symport (periplasm),False,0,calculated_from_formation_energies
R_BTNtex,Biotin transport via diffusion (extracellular to periplasm),True,0,calculated_from_formation_energies
R_BTS5,Biotin synthase,False,0,calculated_from_formation_energies
R_ASO3t8pp,Arsenite efflux via ATP hydrolysis (periplasm),False,0,calculated_from_formation_energies
R_ASO3tex,Arsenite transport via diffusion (extracellular to periplasm),True,0,calculated_from_formation_energies
R_BUTCT,Acetyl-CoA:butyrate-CoA transferase,False,0,calculated_from_formation_energies
R_AGM3Pt2pp,GlcNAc-anhMurNAc tripeptide transport in via proton symport (periplasm),False,0,calculated_from_formation_energies
R_BUTSO3abcpp,Butanesulfonate transport via ABC system (periplasm),False,0,calculated_from_formation_energies
R_BUTSO3tex,Butanesulfonate transport via diffusion (extracellular to periplasm),True,0,calculated_from_formation_energies
R_BUTt2rpp,"Butyrate transport via proton symport, reversible (periplasm)",True,0,calculated_from_formation_energies
R_BUTtex,Butyrate transport via diffusion (extracellular to periplasm),True,0,calculated_from_formation_energies
R_BWCOGDS1,Tungsten bispterin guanine dinucleotide synthase (single GDP),False,0,calculated_from_formation_energies
R_ASP1DC,Aspartate 1-decarboxylase,False,0,calculated_from_formation_energies
R_ASPCT,Aspartate carbamoyltransferase,False,0,calculated_from_formation_energies
R_ASPK,Aspartate kinase,True,0,calculated_from_formation_energies
R_ASPO3,L-aspartate oxidase,False,0,calculated_from_formation_energies
R_ASPO4,L-aspartate oxidase,False,0,calculated_from_formation_energies
R_ASPO5,L-aspartate oxidase,False,0,calculated_from_formation_energies
R_ASPO6,L-aspartate oxidase,False,0,calculated_from_formation_energies
R_ASPT,L-aspartase,False,0,calculated_from_formation_energies
R_BWCOGDS2,Tungsten bispterin guanine dinucleotide synthase,False,0,calculated_from_formation_energies
R_BWCOS,Tungsten bispterin cofactor synthase,False,0,calculated_from_formation_energies
R_AGM4PA,N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramyl-tetrapeptide amidase,False,0,calculated_from_formation_energies
R_CA2t3pp,Calcium (Ca+2) transport out via proton antiport (periplasm),False,0,calculated_from_formation_energies
R_CA2tex,Calcium (Ca+2) transport via diffusion (extracellular to periplasm),True,0,calculated_from_formation_energies
R_ASPTA,Aspartate transaminase,True,0,calculated_from_formation_energies
R_ASPTRS,Aspartyl-tRNA synthetase,False,0,calculated_from_formation_energies
R_ASPabcpp,L-aspartate transport via ABC system (periplasm),False,0,calculated_from_formation_energies
R_ASPt2_2pp,Aspartate transport via proton symport (2 H) (periplasm),False,0,calculated_from_formation_energies
R_CADVtpp,Lysine/Cadaverine antiporter (periplasm),False,0,calculated_from_formation_energies
R_CAT,Catalase,False,0,calculated_from_formation_energies
R_AGM4PApp,N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramyl-tetrapeptide amidase (periplasm),False,0,calculated_from_formation_energies
R_CAt6pp,Calcium / sodium antiporter (1:1),True,0,calculated_from_formation_energies
R_CBIAT,Cobinamide adenyltransferase,True,0,calculated_from_formation_energies
R_CBItonex,Cobinamide transport via ton system (extermal),False,0,calculated_from_formation_energies
R_CBIuabcpp,"Cobinamide transport via ABC system (uptake, periplasm)",False,0,calculated_from_formation_energies
R_CBL1abcpp,Cob(1)alamin transport via ABC system (periplasm),False,0,calculated_from_formation_energies
R_ASPt2_3pp,L-asparate transport via proton symport (3 H) (periplasm),False,0,calculated_from_formation_energies
R_ASPt2pp_copy1,L-aspartate transport in via proton symport (periplasm),False,0,calculated_from_formation_energies
R_ASPt2pp_copy2,L-aspartate transport in via proton symport (periplasm),True,0,calculated_from_formation_energies
R_ASPtex,L-aspartate transport via diffusion (extracellular to periplasm),True,0,calculated_from_formation_energies
R_ASR,Arsenate reductase,False,0,calculated_from_formation_energies
R_AST,Arginine succinyltransferase,False,0,calculated_from_formation_energies
R_ATHRDHr,L-allo-threonine dehydrogenase,True,0,calculated_from_formation_energies
R_ATPHs,ATP amine hydrolysis (spontaneous),False,0,calculated_from_formation_energies
R_ATPM,ATP maintenance requirement,False,0,calculated_from_formation_energies
R_ATPPRT,ATP phosphoribosyltransferase,False,0,calculated_from_formation_energies
R_CBL1tonex,Cob(1)alamin transport via ton system (extermal),False,0,calculated_from_formation_energies
R_CBLAT,Cob(I)alamin adenosyltransferase,True,0,calculated_from_formation_energies
R_CBMD,Carbamate deaminase,False,0,calculated_from_formation_energies
R_AGM4PCP,"N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramyl-tetrapeptide L,D-carboxypeptidase",False,0,calculated_from_formation_energies
R_CBMKr,Carbamate kinase,True,0,calculated_from_formation_energies
R_CBPS,Carbamoyl-phosphate synthase (glutamine-hydrolysing),False,0,calculated_from_formation_energies
R_CCGS,7-cyano-7-carbaguanine synthase,False,0,calculated_from_formation_energies
R_ATPS4rpp,ATP synthase (four protons for one ATP) (periplasm),True,0,calculated_from_formation_energies
R_BALAt2pp,Beta-alanine transport in via proton symport (periplasm),False,0,calculated_from_formation_energies
R_BALAtex,Beta-alanine transport via diffusion (extracellular to periplasm),True,0,calculated_from_formation_energies
R_CD2abcpp,Cadmium (Cd+2) ABC transporter (periplasm),False,0,calculated_from_formation_energies
R_BETALDHx,Betaine-aldehyde dehydrogenase,False,0,calculated_from_formation_energies
R_AGM4PCPpp,"N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramyl-tetrapeptide L,D-carboxypeptidase (periplasmic)",False,0,calculated_from_formation_energies
R_BETALDHy,Betaine-aldehyde dehydrogenase,False,0,calculated_from_formation_energies
R_BMOCOS,Bis-molybdenum cofactor synthase,False,0,calculated_from_formation_energies
R_BMOGDS1,Bis-molybdopterin guanine dinucleotide synthase (single GDP),False,0,calculated_from_formation_energies
R_BMOGDS2,Bis-molybdopterin guanine dinucleotide synthase,False,0,calculated_from_formation_energies
R_CD2t3pp,Cadmium (Cd+2) transport out via proton antiport (periplasm),False,0,calculated_from_formation_energies
R_CD2tex,Cadmium (Cd+2) transport via diffusion (extracellular to periplasm),True,0,calculated_from_formation_energies
R_CD2tpp,Cadmium (+2) transport in via permease (no H+),False,0,calculated_from_formation_energies
R_CDAPPA120,CDP-Diacylglycerol pyrophostatase (n-C12:0),False,0,calculated_from_formation_energies
R_CDAPPA140,CDP-Diacylglycerol pyrophostatase (n-C14:0),False,0,calculated_from_formation_energies
R_CDAPPA141,CDP-Diacylglycerol pyrophostatase (n-C14:1),False,0,calculated_from_formation_energies
R_CDAPPA160,CDP-Diacylglycerol pyrophostatase (n-C16:0),False,0,calculated_from_formation_energies
R_BPNT,"3',5'-bisphosphate nucleotidase",False,0,calculated_from_formation_energies
R_BSORx,Biotin sulfoxide reductase,False,0,calculated_from_formation_energies
R_CDAPPA161,CDP-Diacylglycerol pyrophostatase (n-C16:1),False,0,calculated_from_formation_energies
R_AGM4PH,"N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramyl-tetrapeptide beta -1,4-N-acetylglucosaminidase",False,0,calculated_from_formation_energies
R_CDAPPA180,CDP-Diacylglycerol pyrophostatase (n-C18:0),False,0,calculated_from_formation_energies
R_CDAPPA181,CDP-Diacylglycerol pyrophostatase (n-C18:1),False,0,calculated_from_formation_energies
R_CDGR,7-cyano-7-deazaguanine reductase,False,0,calculated_from_formation_energies
R_CGLYtex,L-Cysteinylglycine transport via diffusion (extracellular to periplasm),True,0,calculated_from_formation_energies
R_CHLabcpp,Choline transport via ABC system (periplasm),False,0,calculated_from_formation_energies
R_CHLt2pp,Choline transport via proton symport (periplasm),False,0,calculated_from_formation_energies
R_CHLtex,Choline transport via diffusion (extracellular to periplasm),True,0,calculated_from_formation_energies
R_CDGS,7-deaza-7-carboxyguanine synthase,False,0,calculated_from_formation_energies
R_CDPMEK,4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase,False,0,calculated_from_formation_energies
R_CHOLD,Choline dehydrogenase,False,0,calculated_from_formation_energies
R_CFAS160E,"Cyclopropane fatty acid synthase (Phosphatidylethanolamine, n-C16:0)",False,0,calculated_from_formation_energies
R_AGM4Pt2pp,GlcNAc-anhMurNAc tetrapeptide transport in via proton symport (periplasm),False,0,calculated_from_formation_energies
R_CFAS160G,"Cyclopropane fatty acid synthase (Phosphatidylglycerol, n-C16:0)",False,0,calculated_from_formation_energies
R_CFAS180E,"Cyclopropane fatty acid synthase (Phosphatidylethanolamine, n-C18:0)",False,0,calculated_from_formation_energies
R_CHORM,Chorismate mutase,False,0,calculated_from_formation_energies
R_CHORS,Chorismate synthase,False,0,calculated_from_formation_energies
R_CHRPL,Chorismate pyruvate lyase,False,0,calculated_from_formation_energies
R_CHTBSptspp,Chitobiose transport via PEP:Pyr PTS (periplasm),False,0,calculated_from_formation_energies
R_CHTBStex,Chitobiose transport via diffusion (extracellular to periplasm),True,0,calculated_from_formation_energies
R_CINNDO,Cinnamate dioxygenase,False,0,calculated_from_formation_energies
R_CFAS180G,"Cyclopropane fatty acid synthase (Phosphatidylglycerol, n-C18:0)",False,0,calculated_from_formation_energies
R_CGLYabcpp,L-Cysteinylglycine (Cys-Gly) transport via ABC system (periplasm),False,0,calculated_from_formation_energies
R_COLIPAPabctex,Core oligosaccharide lipid A diphosphate transport via ABC system (periplasm to extracellular),False,0,calculated_from_formation_energies
R_CITL,Citrate lyase,False,0,calculated_from_formation_energies
R_AGMH,"N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramyl beta -1,4-N-acetylglucosaminidase",False,0,calculated_from_formation_energies
R_CITt3pp,Citrate transport out via proton antiport (periplasm),False,0,calculated_from_formation_energies
R_CITt7pp,Citrate transport via succinate antiport (periplasm),False,0,calculated_from_formation_energies
R_CITtex,Citrate transport via diffusion (extracellular to periplasm),True,0,calculated_from_formation_energies
R_COLIPAabcpp,Core oligosaccharide lipid A transport via ABC system (periplasm),False,0,calculated_from_formation_energies
R_COLIPAabctex,Core oligosaccharide lipid A transport via ABC system (periplasm to extracellular),False,0,calculated_from_formation_energies
R_CPGNR1,Coprogen(Fe(III)) reductase,False,0,calculated_from_formation_energies
R_CPGNR2,Coprogen(Fe(III)) reductase,False,0,calculated_from_formation_energies
R_CPGNR3,Coprogen(Fe(III)) reductase,False,0,calculated_from_formation_energies
R_CPGNUtex,Coprogen unloaded secretion (extracellular),False,0,calculated_from_formation_energies
R_CLIPAabctex,Cold lipid A transport via ABC system (periplasm to extracellular),False,0,calculated_from_formation_energies
R_CLPNH120pp,"Cardiolipin hydrolase (periplasm, n-C12:0)",False,0,calculated_from_formation_energies
R_CLPNH140pp,"Cardiolipin hydrolase (periplasm, n-C14:0)",False,0,calculated_from_formation_energies
R_CPGNUtpp,Coprogen unloaded secretion,False,0,calculated_from_formation_energies
R_CLPNH141pp,"Cardiolipin hydrolase (periplasm, n-C14:1)",False,0,calculated_from_formation_energies
R_CPGNabcpp,Coprogen transport via ABC system (periplasm),False,0,calculated_from_formation_energies
R_AGMHE,ADP-D-glycero-D-manno-heptose epimerase,False,0,calculated_from_formation_energies
R_CPGNexs,Coprogen Fe-loading reaction (spontaneaous),False,0,calculated_from_formation_energies
R_CPGNtonex,Coprogen transport via ton system (extracellular),False,0,calculated_from_formation_energies
R_CPH4S,"6-carboxy-5,6,7,8-tetrahydropterin synthase",False,0,calculated_from_formation_energies
R_CPMPS,Cyclic pyranopterin monophosphate synthase,False,0,calculated_from_formation_energies
R_CPPPGO,Coproporphyrinogen oxidase (O2 required),False,0,calculated_from_formation_energies
R_CLPNH160pp,"Cardiolipin hydrolase (periplasm, n-C16:0)",False,0,calculated_from_formation_energies
R_CLPNH161pp,"Cardiolipin hydrolase (periplasm, n-C16:1)",False,0,calculated_from_formation_energies
R_CLPNH180pp,"Cardiolipin hydrolase (periplasm, n-C18:0)",False,0,calculated_from_formation_energies
R_CLPNH181pp,"Cardiolipin hydrolase (periplasm, n-C18:1)",False,0,calculated_from_formation_energies
R_CLPNS120pp,"Cardiolipin synthase (periplasmic, n-C12:0)",True,0,calculated_from_formation_energies
R_CLPNS140pp,"Cardiolipin synthase (periplasmic, n-C14:0)",True,0,calculated_from_formation_energies
R_CPPPGO2,Oxygen Independent coproporphyrinogen-III oxidase,False,0,calculated_from_formation_energies
R_CRNBTCT,Gamma-butyrobetainyl-CoA: carnitine CoA transferase,True,0,calculated_from_formation_energies
R_CLPNS141pp,"Cardiolipin synthase (periplasmic, n-C14:1)",True,0,calculated_from_formation_energies
R_CRNCAL2,Carnitine-CoA Ligase,False,0,calculated_from_formation_energies
R_AGMT,Agmatinase,False,0,calculated_from_formation_energies
R_CRNCAR,Carnitine-CoA racemase,True,0,calculated_from_formation_energies
R_CRNCBCT,Crotonobetainyl-CoA: carnitine CoA transferase,True,0,calculated_from_formation_energies
R_CLPNS160pp,"Cardiolipin synthase (periplasmic, n-C16:0)",True,0,calculated_from_formation_energies
R_CLPNS161pp,"Cardiolipin synthase (periplasmic, n-C16:1)",True,0,calculated_from_formation_energies
R_CLPNS180pp,"Cardiolipin synthase (periplasmic, n-C18:0)",True,0,calculated_from_formation_energies
R_CRNCDH,Carnityl-CoA dehydratse,True,0,calculated_from_formation_energies
R_CRNDCAL2,D-Carnitine-CoA Ligase,False,0,calculated_from_formation_energies
R_CLPNS181pp,"Cardiolipin synthase (periplasmic, n-C18:1)",True,0,calculated_from_formation_energies
R_AGMt2pp,GlcNAc-anhMurNAc transport in via proton symport (periplasm),False,0,calculated_from_formation_energies
R_CLt3_2pp,Chloride transport out via proton antiport (2:1) (periplasm),False,0,calculated_from_formation_energies
R_CLtex,Chloride (Cl-1) transport via diffusion (extracellular to periplasm),True,0,calculated_from_formation_energies
R_CRNDabcpp,D-carnitine transport via ABC system (periplasm),False,0,calculated_from_formation_energies
R_CRNDt2rpp,D-carnitine outward transport (H+ antiport),True,0,calculated_from_formation_energies
R_CRNDtex,D-carnitine transport via diffusion (extracellular to periplasm),True,0,calculated_from_formation_energies
R_CRNabcpp,L-carnitine transport via ABC system (periplasm),False,0,calculated_from_formation_energies
R_CRNt2rpp,L-carnitine outward transport (H+ antiport),True,0,calculated_from_formation_energies
R_CRNt7pp,Carnitine/butyrobetaine antiporter (periplasm),False,0,calculated_from_formation_energies
R_CRNt8pp,L-carnitine/D-carnitine antiporter (periplasm),False,0,calculated_from_formation_energies
R_CMPN,CMP nucleosidase,False,0,calculated_from_formation_energies
R_CMPtex,CMP transport via diffusion (extracellular to periplasm),True,0,calculated_from_formation_energies
R_CMtex,Chloramphenicol transport via diffusion (extracellular to periplasm),True,0,calculated_from_formation_energies
R_CMtpp,Chloramphenicol transport via TolC system,False,0,calculated_from_formation_energies
R_CO2tex,CO2 transport via diffusion (extracellular to periplasm),True,0,calculated_from_formation_energies
R_CO2tpp,CO2 transporter via diffusion (periplasm),True,0,calculated_from_formation_energies
R_CRNtex,L-carnitine transport via diffusion (extracellular to periplasm),True,0,calculated_from_formation_energies
R_CS,Citrate synthase,False,0,calculated_from_formation_energies
R_COBALT2abcpp,Cobalt (Co+2) ABC transporter (periplasm),False,0,calculated_from_formation_energies
R_AGMtex,Agmatine transport via diffusion (extracellular to periplasm),True,0,calculated_from_formation_energies
R_COBALT2t3pp,Cobalt (Co+2) transport out via proton antiport (periplasm),False,0,calculated_from_formation_energies
R_CSND,Cytosine deaminase,False,0,calculated_from_formation_energies
R_CSNt2pp,Cytosine transport in via proton symport (periplasm),False,0,calculated_from_formation_energies
R_CSNtex,Cytosine transport via diffusion (extracellular to periplasm),True,0,calculated_from_formation_energies
R_CTBTCAL2,Crotonobetaine-CoA Ligase,False,0,calculated_from_formation_energies
R_COBALT2tex,Cobalt (Co+2) transport via diffusion (extracellular to periplasm),True,0,calculated_from_formation_energies
R_COBALT2tpp,Cobalt transport in via permease (no H+),False,0,calculated_from_formation_energies
R_CTBTabcpp,Crotonobetaine transport via ABC system (periplasm),False,0,calculated_from_formation_energies
R_AGPAT120,1-tetradecanoyl-sn-glycerol 3-phosphate O-acyltransferase (n-C12:0),False,0,calculated_from_formation_energies
R_CTBTt2rpp,Cronobetaine outward transport (H+ antiport),True,0,calculated_from_formation_energies
R_CTECOAI6_copy1,3-cis-2-trans-enoyl-CoA isomerase,True,0,calculated_from_formation_energies
R_COLIPAKpp,Lipid A core kinase (periplasm),False,0,calculated_from_formation_energies
R_CTECOAI7_copy1,3-cis-2-trans-enoyl-CoA isomerase,True,0,calculated_from_formation_energies
R_AGPAT140,1-tetradecanoyl-sn-glycerol 3-phosphate O-acyltransferase (n-C14:0),False,0,calculated_from_formation_energies
R_CTECOAI8_copy1,3-cis-2-trans-enoyl-CoA isomerase,True,0,calculated_from_formation_energies
R_CTPS2,CTP synthase (glutamine),False,0,calculated_from_formation_energies
R_CU1Opp,Cuprous Oxidase (Cu+1),False,0,calculated_from_formation_energies
R_CU1abcpp,Copper (Cu +1) ABC transporter (periplasm),False,0,calculated_from_formation_energies
R_CU2abcpp,Copper (Cu+2) ABC transporter (periplasm),False,0,calculated_from_formation_energies
R_CYANtex,Cyanide transport via diffusion (extracellular to periplasm),True,0,calculated_from_formation_energies
R_CYNTAH,Cyanate aminohydrolase,False,0,calculated_from_formation_energies
R_CYNTt2pp,Cyanate transport via proton symport (periplasm),False,0,calculated_from_formation_energies
R_CYNTtex,Cyanate transport via diffusion (extracellular to periplasm),True,0,calculated_from_formation_energies
R_CYSDDS,D-cysteine desulfhydrase,False,0,calculated_from_formation_energies
R_CU2tex,Copper (Cu+2) transport via diffusion (extracellular to periplasm),True,0,calculated_from_formation_energies
R_CYSDS,Cysteine Desulfhydrase,False,0,calculated_from_formation_energies
R_CU2tpp,Copper transport in via permease (no H+),False,0,calculated_from_formation_energies
R_AGPAT141,1-tetradec-7-enoyl-sn-glycerol 3-phosphate O-acyltransferase (n-C14:1),False,0,calculated_from_formation_energies
R_CUt3,Copper transport out via proton antiport,False,0,calculated_from_formation_energies
R_CUtex,Copper (Cu+1) transport via diffusion (extracellular to periplasm),True,0,calculated_from_formation_energies
R_CYANST,Cyanide sulfurtransferase,False,0,calculated_from_formation_energies
R_CYSDabcpp,D-cysteine uptake via ABC system (periplasm),False,0,calculated_from_formation_energies
R_CYSDtex,D-cysteine transport via diffusion (extracellular to periplasm),True,0,calculated_from_formation_energies
R_CYSS,Cysteine synthase,False,0,calculated_from_formation_energies
R_CYSSADS,L-cysteine sulfinic acid desulfurase,False,0,calculated_from_formation_energies
R_CYSTL,Cystathionine b-lyase,False,0,calculated_from_formation_energies
R_CYANSTpp,Cyanide sulfurtransferase (periplasmic),False,0,calculated_from_formation_energies
R_AGPAT160,1-hexadecanoyl-sn-glycerol 3-phosphate O-acyltransferase (n-C16:0),False,0,calculated_from_formation_energies
R_DASYN141,CDP-diacylglycerol synthetase (n-C14:1),False,0,calculated_from_formation_energies
R_CYSTRS,Cysteinyl-tRNA synthetase,False,0,calculated_from_formation_energies
R_CYSabc2pp,L-cysteine export via ABC system (cytoplasm to periplasm),False,0,calculated_from_formation_energies
R_AGPAT161,1-hexadec-7-enoyl-sn-glycerol 3-phosphate O-acyltransferase (n-C16:1),False,0,calculated_from_formation_energies
R_CYSabcpp,L-cysteine uptake via ABC system (periplasm),False,0,calculated_from_formation_energies
R_CYStex,L-cysteine transport via diffusion (extracellular to periplasm),True,0,calculated_from_formation_energies
R_CYStpp,L-cysteine export via facilitated transport,False,0,calculated_from_formation_energies
R_CYTBD2pp,Cytochrome oxidase bd (menaquinol-8: 2 protons) (periplasm),False,0,calculated_from_formation_energies
R_CYTBDpp,Cytochrome oxidase bd (ubiquinol-8: 2 protons) (periplasm),False,0,calculated_from_formation_energies
R_CYTBO3_4pp,Cytochrome oxidase bo3 (ubiquinol-8: 4 protons) (periplasm),False,0,calculated_from_formation_energies
R_DASYN160,CDP-diacylglycerol synthetase (n-C16:0),False,0,calculated_from_formation_energies
R_DASYN161,CDP-diacylglycerol synthetase (n-C16:1),False,0,calculated_from_formation_energies
R_DASYN180,CDP-diacylglycerol synthetase (n-C18:0),False,0,calculated_from_formation_energies
R_DASYN181,CDP-diacylglycerol synthetase (n-C18:1),False,0,calculated_from_formation_energies
R_DATPHs,DATP amine hydrolysis (spontaneous),False,0,calculated_from_formation_energies
R_DB4PS,"3,4-Dihydroxy-2-butanone-4-phosphate synthase",False,0,calculated_from_formation_energies
R_DBTS,Dethiobiotin synthase,False,0,calculated_from_formation_energies
R_DC6PH,Diacetylchitobiose-6-phosphate hydrolase,False,0,calculated_from_formation_energies
R_CYTD,Cytidine deaminase,False,0,calculated_from_formation_energies
R_CYTDH,Cytidine hydrolase,False,0,calculated_from_formation_energies
R_CYTDK2,Cytidine kinase (GTP),False,0,calculated_from_formation_energies
R_DCAtex,Decanoate transport via diffusion (extracellular to periplasm),True,0,calculated_from_formation_energies
R_DCMPtex,DCMP transport via diffusion (extracellular to periplasm),True,0,calculated_from_formation_energies
R_CYTDt2pp_copy1,Cytidine transport in via proton symport (periplasm),False,0,calculated_from_formation_energies
R_AGPAT180,1-octadecanoyl-sn-glycerol 3-phosphate O-acyltransferase (n-C18:0),False,0,calculated_from_formation_energies
R_CYTDt2pp_copy2,Cytidine transport in via proton symport (periplasm),True,0,calculated_from_formation_energies
R_CYTDtex,Cytidine transport via diffusion (extracellular to periplasm),True,0,calculated_from_formation_energies
R_DCTPD,DCTP deaminase,False,0,calculated_from_formation_energies
R_DCYTD,Deoxycytidine deaminase,False,0,calculated_from_formation_energies
R_DCYTt2pp,Deoxycytidine transport in via proton symport (periplasm),False,0,calculated_from_formation_energies
R_DCYTtex,Deoxycytidine transport via diffusion (extracellular to periplasm),True,0,calculated_from_formation_energies
R_DDCAtexi,Fatty acid (dodecanoate) transport via facilitated irreversible diffusion (extracellular to periplasm),False,0,calculated_from_formation_energies
R_CYTK1,Cytidylate kinase (CMP),True,0,calculated_from_formation_energies
R_CYTK2,Cytidylate kinase (dCMP),True,0,calculated_from_formation_energies
R_D_LACt2pp,D-lactate transport via proton symport (periplasm),True,0,calculated_from_formation_energies
R_D_LACtex,D-lactate transport via diffusion (extracellular to periplasm),True,0,calculated_from_formation_energies
R_DAAD,D-Amino acid dehydrogenase,False,0,calculated_from_formation_energies
R_DDGALK,2-dehydro-3-deoxygalactonokinase,False,0,calculated_from_formation_energies
R_DDGLCNt2rpp,"2-dehydro-3-deoxy-D-gluconate transport via proton symport, reversible (periplasm)",True,0,calculated_from_formation_energies
R_DDGLCNtex,2-dehydro-3-deoxy-D-gluconate transport via diffusion (extracellular to periplasm),True,0,calculated_from_formation_energies
R_DDGLK,2-dehydro-3-deoxygluconokinase,False,0,calculated_from_formation_energies
R_DDPA,3-deoxy-D-arabino-heptulosonate 7-phosphate synthetase,False,0,calculated_from_formation_energies
R_DADA,Deoxyadenosine deaminase,False,0,calculated_from_formation_energies
R_DADK_copy1,Deoxyadenylate kinase,True,0,calculated_from_formation_energies
R_DADNt2pp,Deoxyadenosine transport in via proton symport (periplasm),False,0,calculated_from_formation_energies
R_DADNtex,Deoxyadenosine transport via diffusion (extracellular to periplasm),True,0,calculated_from_formation_energies
R_DDPGALA,2-dehydro-3-deoxy-6-phosphogalactonate aldolase,True,0,calculated_from_formation_energies
R_DGK1,Deoxyguanylate kinase (dGMP:ATP),True,0,calculated_from_formation_energies
R_DAGK120,Diacylglycerol kinase (n-C12:0),False,0,calculated_from_formation_energies
R_DGMPtex,DGMP transport via diffusion (extracellular to periplasm),True,0,calculated_from_formation_energies
R_AGPAT181,1-octadec-7-enoyl-sn-glycerol 3-phosphate O-acyltransferase (n-C18:1),False,0,calculated_from_formation_energies
R_DGSNt2pp,Deoxyguanosine transport in via proton symport (periplasm),False,0,calculated_from_formation_energies
R_DGSNtex,Deoxyguanosine transport via diffusion (extracellular to periplasm),True,0,calculated_from_formation_energies
R_DHACOAH,"2,3-dehydroadipyl-CoA hydratase",True,0,calculated_from_formation_energies
R_DAGK140,Diacylglycerol kinase (n-C14:0),False,0,calculated_from_formation_energies
R_DAGK141,Diacylglycerol kinase (n-C14:1),False,0,calculated_from_formation_energies
R_DAGK160,Diacylglycerol kinase (n-C16:0),False,0,calculated_from_formation_energies
R_DAGK161,Diacylglycerol kinase (n-C16:1),False,0,calculated_from_formation_energies
R_DAGK180,Diacylglycerol kinase (n-C18:0),False,0,calculated_from_formation_energies
R_DHAD1,"Dihydroxy-acid dehydratase (2,3-dihydroxy-3-methylbutanoate)",False,0,calculated_from_formation_energies
R_DHAD2,"Dihydroxy-acid dehydratase (2,3-dihydroxy-3-methylpentanoate)",False,0,calculated_from_formation_energies
R_AGPR,N-acetyl-g-glutamyl-phosphate reductase,True,0,calculated_from_formation_energies
R_DHAPT,Dihydroxyacetone phosphotransferase,False,0,calculated_from_formation_energies
R_DHAtex,Dihydroxyacetone transport via diffusion (extracellular to periplasm),True,0,calculated_from_formation_energies
R_DHAtpp,Dihydroxyacetone transport via facilitated diffusion (periplasm),True,0,calculated_from_formation_energies
R_DHBD,"2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase",True,0,calculated_from_formation_energies
R_DHBS,"2,3-dihydroxybenzoate adenylate synthase",False,0,calculated_from_formation_energies
R_DHBSH,"2,3-dihydroxybenzoylserine hydrolase",False,0,calculated_from_formation_energies
R_DAGK181,Diacylglycerol kinase (n-C18:1),False,0,calculated_from_formation_energies
R_DALAt2pp,D-alanine transport in via proton symport (periplasm),False,0,calculated_from_formation_energies
R_DALAtex,D-Alanine transport via diffusion (extracellular to periplasm),True,0,calculated_from_formation_energies
R_DAMPtex,DAMP transport via diffusion (extracellular to periplasm),True,0,calculated_from_formation_energies
R_DAPAL,"2,3-diaminopropionate amonnia lyase",False,0,calculated_from_formation_energies
R_DAPDC,Diaminopimelate decarboxylase,False,0,calculated_from_formation_energies
R_DAPE,Diaminopimelate epimerase,True,0,calculated_from_formation_energies
R_DAPabcpp,M-diaminopimelic acid ABC transport (periplasm),False,0,calculated_from_formation_energies
R_DAPtex,"1,5-Diaminopentane transport via diffusion (extracellular to periplasm)",True,0,calculated_from_formation_energies
R_DASYN120,CDP-diacylglycerol synthetase (n-C12:0),False,0,calculated_from_formation_energies
R_DHCIND,"2,3-dihydroxycinnamate dehydrogenase",False,0,calculated_from_formation_energies
R_DHCINDO,"2,3-dihydroxycinnamate 1,2-dioxygenase",False,0,calculated_from_formation_energies
R_DHDPRy,Dihydrodipicolinate reductase (NADPH),False,0,calculated_from_formation_energies
R_DASYN140,CDP-diacylglycerol synthetase (n-C14:0),False,0,calculated_from_formation_energies
R_DHDPS,Dihydrodipicolinate synthase,False,0,calculated_from_formation_energies
R_AGt3,Silver transport out via proton antiport,False,0,calculated_from_formation_energies
R_DHFR,Dihydrofolate reductase,True,0,calculated_from_formation_energies
R_DHFS,Dihydrofolate synthase,False,0,calculated_from_formation_energies
R_DHPPD,"2,3-dihydroxyphenylpropionate dehydrogenase",False,0,calculated_from_formation_energies
R_AHCYSNS,S-adenosylhomocysteine nucleosidase,False,0,calculated_from_formation_energies
R_DHPPDA2,Diaminohydroxyphosphoribosylaminopryrimidine deaminase (25drapp),False,0,calculated_from_formation_energies
R_DHPS2,Dihydropteroate synthase,False,0,calculated_from_formation_energies
R_DHMPTR,Dihydromonapterin reductase,False,0,calculated_from_formation_energies
R_DHNAOT4,"1,4-dihydroxy-2-naphthoate octaprenyltransferase",False,0,calculated_from_formation_energies
R_DHNCOAS,"1,4-dihydroxy-2-napthoyl-CoA synthase",False,0,calculated_from_formation_energies
R_DHNCOAT,"1,4-dihydroxy-2-napthoyl-CoA thioesterase",False,0,calculated_from_formation_energies
