,PGI_reverse,FBA,PFK,FBA3,PFK_3,PGK_reverse,GAPD,FBA_reverse,ENO,PGM_reverse,TPI,PYK,GLCptspp,PGI,TALA_reverse,TKT2,TKT2_reverse,RPE,RPI_reverse,RPE_reverse,TKT1,TKT1_reverse,TALA,GND,G6PDH2r,PGL,MDH,SUCDi,PRASCSi_copy1,AKGDH,SUCOAS,MDH3,CS,FUM,ICDHyr,ACONTa,ACONTb,MDH2,SUCOAS_reverse,EDD,EDA,PRPPS,IPPS,SERD_L,ASPT,METOX1s,METSOXR1,VALTA_reverse,TYRTA_reverse,GLYCL,GLYAT,ALAALAr,GLYOX3,GLU5K,GLUDC,GLYAT_reverse,PHETA1_reverse,ALATA_L_reverse,PSERT,GHMT2r,ILETA_reverse,GLUDy_reverse,GLUR_reverse,THRD_L,ASPCT,METS,HISTP,TRPAS2_reverse,HISTD,TRPS3,CYSTL,ASPTA_reverse,LEUTAi,ARGSL,GLUPRT,ASPK,CYSS,SERAT,THRS,ALAR,GLNS,ARGSS,ACCOAC,ACACT7r,ECOAH7,HACD7,ACACT6r,HACD6,ECOAH6,HACD4,ACACT4r,ECOAH4,ECOAH5,HACD5,ACACT5r,ACACT2r,ACACT3r,HACD2,HACD3,ACACT1r,ECOAH1,ECOAH2,ECOAH3,HACD1,NTPP1,NTPTP1,NTD8,GUAPRT,PYRt2rpp_reverse,PYRtex_reverse,NTD1,CYTBDpp,CYTK1,CYTBO3_4pp,CYTBD2pp,NTD6,LDH_D2,ACKr,PTAr_reverse,SDPTA_reverse,FORtex_reverse,LDH_D_reverse,FORtppi,GF6PTA,ACKr_reverse,PTAr,NADH17pp,NADH16pp,EX_fe3_e,FE3tex_reverse,DHAtex_reverse,EX_dha_e,AKGtex_reverse,EX_akg_e,EX_for_e,EX_pyr_e,EX_glcn_e,GLCNtex_reverse,D_LACtex_reverse,EX_lac__D_e,ACtex_reverse,O2tex,EX_o2_e_reverse,EX_pi_e_reverse,EX_nh4_e_reverse,NH4tex,PItex,CO2tex_reverse,EX_co2_e,H2Otex_reverse,EX_h2o_e,EX_so4_e_reverse,SO4tex,EX_succ_e,SUCCtex_reverse,GLCtex_copy1,EX_k_e_reverse,Ktex,Htex_reverse,EX_h_e,EX_fe2_e_reverse,FE2tex,EX_ac_e,EX_glc__D_e_reverse,K2L4Aabctex,NADPHQR2,PRAMPC,ATPPRT,ADPT,ATPS4rpp,PRATPP,ATPM,GLCabcpp,FEROpp,DHAtpp_reverse,DAAD,SSALx,PPK2_reverse,ACALD_reverse,DGK1_reverse,NDPK5_reverse,3OAS160,3HAD160,3OAR160,ACOAD7f_reverse,AACPS3,FACOAE160,EAR160x,AACPS7,FACOAE120,ANPRT,PAPPT3,UDCPDP,VPAMTr_copy1,FDH5pp,TMDS,FLDR2,AACTOOR,AOBUTDs,G5SD,PDH,CITL,EAR60x,DHDPRy,SDPDS,AKGt2rpp_reverse,IG3PS,AACPS2,CTECOAI6_copy1_reverse,FACOAE141,DHDPS,EAR161x,GLCt2pp,GLCNt2rpp,GNK,NDPK4,MOX_reverse,ABTA,AACPS4,CTECOAI7_copy1_reverse,FACOAE161,DHAD2,PUNP4,HEX7,XYLI2,MOX,ADK3,EAR60y,DURIPP,UPPRT,ANS,D_LACt2pp_reverse,ACGK,AGPR_reverse,ACGS,PFL,3OAS161,3HAD161,3OAR161,ICL,FTHFD,DHAPT,SUCCt3pp,F6PA,POR5,O2tpp,MTHFD,MTHFC,MALS,GLCDpp,SHK3Dr,POX,THDPS,SSALy,ADK1,DHQTi,PIt2rpp,NH4tpp,DDPA,DHFR,PPND,H2Otpp_reverse,MCOATA,DHQS,OAADC,PSP_L,PGCD,SHKK,PSCVT,CHORS,EAR140x,ADK3_reverse,ACALD,DASYN160,EAR120x,PPM_reverse,KAS15,3HAD140,ACHBS,PRMICI,3OAS140,3OAR140,CO2tpp_reverse,DASYN161,HCO3E,KARA1_reverse,3HAD121,3HAD141,3OAR121,3OAR141,3OAS121,3OAS141,EAR121x,T2DECAI,ACLS,SADT2,ADSK,DHAD1,SO4t2pp,BPNT,PAPSR,SULR,GARFT,PPK_reverse,FADRx2,3HAD120,3OAR120,3OAS120,UGMDDS,DTMPK,RNTR1c2,HSTPT,PPM2,DRPA,FDH4pp,EAR80x,UAGPT3,Kt2pp,PRAIi,ALDD2y,NDPK1,TRSARr,MTHFR2,ACt2rpp_reverse,AGPAT161,ACPPAT160,APG3PAT160,GLXCL,3HAD40,3HAD60,3HAD80,3OAR40,3OAR60,3OAR80,3OAS60,3OAS80,EAR40x,IGPDH,DHORTS_reverse,KDOPP,OMPDC,VPAMTr_copy1_reverse,PSSA161,EAR100x,3HAD100,3OAR100,3OAS100,THD2pp,NDPK6_reverse,RNTR4c2,CTPS2,FADRx,ORPT_reverse,PSD161,UAMAS,AGPAT160,G5SADs,DHORD5,DAPDC,PUNP1_reverse,ADNK1,KARA2,UAAGDS,DHORD2,DAPE,NDPK8_reverse,PUNP2,DADK_copy1_reverse,DHORDfum,UAMAGS,GK1,TRDR,CBMKr,PPC,URIDK2r_reverse,UMPK,NDPK2,UAGAAT,R15BPK,R1PK,RNTR2c2,G3PD2_reverse,ACOAD6f_reverse,IMPD,APG3PAT161,ACPPAT161,IGPS,RNTR3c2,U23GAAT,UHGADA,UAGCVT,PSD160,NDPK3,PE160abcpp,PSSA160,CHORM,SHSL1,HSST,ACOAD4f_reverse,ACOAD5f_reverse,IPPMIb_reverse,ACOAD1f_reverse,ACOAD2f_reverse,ACOAD3f_reverse,IPMD,OMCDC,IPPMIa_reverse,UAGDP,ASNS2,GMPS2,HSK,IMPC_reverse,PRAGSr,A5PISO,ACODA,AICART,AIRC2,AIRC3_reverse,KDOCT2,KDOPS,LPADSS,MOAT,MOAT2,OCBT,TDSK,ACOTA_reverse,ADSL1r,ADSL2r,ADSS,ASAD_reverse,HSDy_reverse,P5CR,PRAIS,PRFGS,G1PACT,PPNDH,PE161abcpp,UAPGR,BIOMASS_Ec_iJO1366_core_53p95M,K2L4Aabcpp,PGAMT_reverse,USHD
wildtype,,0.7113239343268546,0.6838832287134596,,,-0.43075665354060827,-0.43075665354060744,,-0.37577929199189736,-0.3763957609155445,-0.18537688241413242,,0.2528547229922684,0.11505416290626855,,0.695600550579008,,0.48231956427451284,-0.06541620493512076,,0.4469621535941127,-0.3861176814251526,-0.5066034452903042,0.33732783396093075,0.2109965997614529,0.2109965997614529,-1.101849039349604,0.26512845353019243,-0.6646473951917878,-0.568776157091091,,,0.11805980109968921,0.23252191466415745,-0.050183339796093164,-0.08381171224377329,-0.08381171224377304,,,,,,-0.05462086478577891,,,,,1.2073461726002952,1.1693594005861492,,-0.8075919088208058,0.7920910255179224,-1.0632133833746034,-1.3878091679875737,,0.3774460875482388,-0.5126547995750821,-0.36941179818214304,-0.02559461065935979,-0.12928768242781452,0.43124434601706485,0.024972384662497443,0.37647258182883947,-0.24342691303876982,-0.23634876141600758,0.5620049643023467,-2.066929150971818,0.24252064343626983,-1.5569187511633993,2.7828370073268704,0.1529279863142003,-0.08079724776868429,-0.020541877906841303,0.1336306209562122,-0.13363062055505354,0.13363062095621062,0.13363062095622238,0.13363062095622485,0.13363062095621212,0.13363062095621525,0.1331884447437021,0.12760110758242083,0.8705143219748176,0.32451235209914236,0.32451235209914236,0.32451235209914236,0.14157989388715606,0.14157989388715606,0.1415798938871561,0.12936070035419805,0.12936070035419817,0.12936070035419805,0.0640223048798666,0.06402230487986657,0.06402230487986649,-0.1510376392399915,-0.15103763923999197,-0.1510376392399917,-0.1510376392399918,-0.1510376392399916,-0.15103763923999158,-0.1510376392399916,-0.1510376392399917,-0.1510376392399916,,-29.107668263161482,,1.5252266479446752,,,,,0.3347605433749552,-0.18959443792186437,0.28139818145489276,,,,,-0.304121465183999,,,-0.21545384348766222,-0.19069251784911845,,,,0.31589174259844405,,,,,,,,,,,-1.600249268367861,-1.600249268367861,0.6009524672755144,-0.10828403533104561,-0.10828403533104518,0.5125796142178183,0.5588838402319538,0.5581402792741821,0.40042836447716257,0.13203856161214123,0.13203856161214123,0.08771885510942133,0.08771885510942189,0.2974834894148395,0.2974834894148395,-0.34697745734565577,-0.34697771128139093,0.1812232334124696,-3.2319936776748386,-3.2319936776748386,0.10231256095921044,0.10231102995558711,0.024739009004891958,0.024739009004891958,,,,,-0.6134947273252894,-1.9838700868709391,0.6900038710344046,-0.4175325234603441,-1.7700769129949596,,,,,,,-29.107668263161482,,,,,,,-1.039500530558691,-1.0395005321154418,-1.0395005321154418,,-1.1539611764590645,-1.1539611764590645,0.8523226075897934,-0.6161820924987603,-0.7127384397222765,,-0.688265934603348,0.8168220514502417,,-1.0632133833746034,-1.0632133833746034,-1.3878091679875737,0.8245933855353464,,,-0.6277925139548948,-0.3268587881630664,,-0.6116400224501832,,,,-0.731211640436811,,,,,-0.6213030993994072,-0.7444849387540604,,0.5810835039524995,0.5810835039524994,0.5810835039524994,-0.5646186957897831,1.5252266479446752,,,,-1.3297080326283353,,,,0.5704969433471543,-1.600249268367861,1.3360676871900095,1.3360676871900095,1.336067687190009,,,,,,-0.36152861351482957,0.7070336548983015,-0.03210489415145595,0.7379011736901283,0.11190808681215325,-0.11672959946726347,0.11264327534610909,0.1126432753461095,,,0.0742872898504144,-0.3692561042010829,-1.0897570656950306,,,-0.1776289489921612,0.48918620605071517,0.53842208170948,0.12642245112471975,0.011055433943461557,-0.3511066521959773,0.1458586494226447,0.8705168378378505,-0.2024367822690803,,-0.025594610659360008,-0.025594610659360008,0.16996883620708528,0.20551560723533924,0.11201084789161449,,,,0.4533738620739537,,-0.621556350945186,,,-0.3142479554937399,-1.1949399804506093,0.33141604111837564,0.33141604111837536,0.09478282930901416,0.5609114111442075,0.6655642765885706,0.34466936120857644,,,,,,,,,0.2834201156251943,0.2891343619310352,0.2846546484570837,0.3069379242778972,0.2901464540918231,0.21580716844874237,0.2220916132466097,0.2710460752751203,0.2745463778138515,0.1171216575849866,,,,,0.4036422496036955,-0.36175223044384525,0.4782174598344333,-1.2000070779913856,-0.01748907118387921,-0.017488857179070477,,,0.37392252359665656,-2.570555705283054,-0.33464163400098906,0.0904990981833543,0.2104376802164819,,0.1576751974655043,0.30422799608616796,-0.06320573335824888,-1.333643147186523,-1.333643200083516,,,,,,,,,,,-1.9115489276733264,-0.24829953930686469,-0.34252844610270694,-0.36242035177889487,,0.3729973161442895,,,,,,0.33651476943933945,0.3365147694393399,-0.42476750337200336,-0.21690529902447864,0.05154971104062155,0.3473921684225455,-0.26554695034224673,-1.1847104545121812,-0.31008683647302115,,0.05724940643805071,,,0.06576106380305109,0.19680383535544888,,1.3787146146872975,,,,-0.2799398947643941,0.15417651508717659,-0.44965322624213616,-0.161907396080818,-0.9103218090558832,0.21610890136342523,0.2356195248110213,0.23536648581337707,0.23178136042322492,0.23477984406133423,-0.23730950861943595,-0.23730950861943595,-0.25367177737305624,0.10334492035635144,0.2277284224941894,0.04543759050541026,-0.2432713960329454,-0.24327132553218211,0.03531759712543899,0.19611454776211792,0.1906925178491185,0.1906925178491185,-0.19069251784911842,0.08345385508225311,-0.05933908286997247,0.17975608458840397,0.009920443922021367,-0.04166214627970814,0.11246137570331148,0.04804200877335196,0.12936070035419805,0.0640223048798666,0.07452919921041619,-0.1510376392399916,-0.15103763923999153,-0.15103763923999158,-0.2918934629654678,-0.1721395525705513,-0.14706916522729888,-0.011505151626241664,0.08591375536272279,0.2014198465560797,0.1336306209562132,-0.13363062055508737,-0.1336306205541678,-0.1336306209562122,-0.13363062095575493,-0.13363062055570882,-0.13363062055385458,-0.13363062055537367,-0.1336306209562122,-0.1336306209562122,-0.1336306209562122,-0.1336306209562122,-0.1336306209562122,0.1336306209562122,-0.1336306209562122,-0.13363062095576594,-0.1336306205108016,-0.13363062055470967,-0.13363062051031793,0.13363062095621353,0.13363062095621225,0.13363062095643213,-0.13363062055295996,-0.1336306205539161,0.13363062095621214,0.020690147215059292,0.018641992711821986,-0.0016287854716938981,,,,
AlsR,,0.7600238394365646,0.7330681172818652,,,1.114694095318797,1.114694095318797,,0.6121444084906947,0.6120411158064699,0.42464573668025596,,0.28403545313956846,0.09820180525881897,,,-0.46729689689458404,,0.9187878521840234,,0.40988123900987145,-0.5359479545149824,2.5612370391476458,0.5240684841076426,0.44729278002375533,0.44729278002375533,,0.8082878677688182,-0.6539788848821311,1.6044502093075519,,,1.0617302638282489,0.7881898469968667,-0.6973640542344018,0.9129152692219439,0.9129152692219441,-0.4860983169262737,,,,,-0.05462086478577891,,,,,-0.8152486344700728,-0.8153597805575876,,-0.7663930316328962,0.7920910255179224,,0.7288242835761102,-0.6743864882068069,0.588871814150195,-0.5126547995750821,0.8311599346772186,0.41588990385349806,0.3409990451600531,0.43124434601706485,0.2982353682898931,0.37647258182883947,-0.24342691303876982,0.3451712127154656,-0.47806915794550137,-0.18890107012069698,0.24252064343626983,-0.010849608022044077,-0.19920525215138093,-0.04315759122977036,-0.08079724776917684,-0.020541877906841303,0.1336306209562122,-0.1336306217285755,0.1336306209562151,0.13363062095616116,0.13363062095616082,0.1336306209562145,0.13363062095621525,0.133188444739846,0.12760110758242083,0.019451199139178327,0.4163318635957833,0.4163318635957833,0.4163318635957833,0.14157989388715606,0.14157989388715606,0.1415798938871561,0.1293607003541979,0.12936070035419786,0.1293607003541979,0.14427107896824756,0.14427107896824753,0.14427107896824745,-0.15103763923999186,-0.1510376392399923,-0.15103763923999203,-0.15103763923999217,-0.15103763923999197,-0.15103763923999194,-0.15103763923999197,-0.15103763923999206,-0.15103763923999197,,,,,,,,,-1.1189810169681387,-2.5317697089271616,,,,,,1.0554803791679972,,,0.42508586863378833,-0.19069251784911845,,,,-3.209923303951826,,,,,,,,,-0.687361960802992,-0.687361960802992,,,0.6009524672755144,0.4743627031870533,0.4743627031870531,-1.0483415450829798,-0.9540840227706243,-0.9556438640067166,-1.1816691072218721,-1.8135706932099123,-1.8135706932099123,-1.4816215422062236,-1.481621542206223,-1.178887835773259,-1.178887835773259,,,0.1963385559601742,0.019011727515734492,0.019011727515734492,0.3482798992355279,0.34827831415149113,0.024739009005579717,0.024739009005579717,,,,,-0.6134947273252894,-0.48677483155350415,,-1.3056703804908665,-0.20501407885774028,,,,,,,,,,,,,,0.9817455055517637,0.9817455055567703,0.9817455055567703,,0.8723972751790954,0.8723972751790954,-1.2256851657817824,1.1663446750869413,0.9317959811661564,,,-1.0714966074157157,,,,0.7288242835761102,,,,-0.9929371394184564,1.0532116507476592,,-0.808054001490524,1.5275160384453919,1.527516038443652,1.527516038443652,-1.1000529103916628,1.5811212433677948,,,,-0.6213030993994072,,-0.6743865052454232,,,,1.55735486421138,,,,0.2511829947395974,,,,,0.5704969433471543,,-0.49514120077615503,-0.49514120077615514,-0.495141200776155,0.6411039446374803,1.8027546505448084,1.8027546505387786,1.8027546505288812,,,-0.15482757026327904,,-0.12676286109236704,0.40605449265280674,0.5004908668259502,0.44522742721760095,0.4452274272176018,,0.12560465163044227,-1.3947817686200141,0.5316212590619948,0.47291344360350396,-0.570573587483927,1.192243453253962,-1.3995936153347925,0.48918620605068447,-1.028876751865069,-1.3859646493672921,-1.396869018530741,1.2606849592271678,-1.6897633574879543,0.01944929511486307,-1.4079931423491305,,0.4158899038534983,0.41588990385349806,-1.225792200103636,-1.1584886627033129,-1.316127462726463,,,,0.4533738620739537,,-0.5915491137137422,,,1.8352080600834413,-1.3797746585664432,0.33141604111837564,0.33141604111837536,-0.03865450167348743,0.5609114111442075,0.16573238733636092,-0.9533800723430047,,,,,,,,,-0.9404394745745034,-1.1975229887195018,-1.1216103384050773,-1.0008036561303508,-1.17992891330673,-1.1978593432248978,-1.1938814601904315,-1.1210021638852739,0.2745463778134432,0.23719635861458876,,,,,0.4036422496036955,-0.36175223044384525,0.47821745983452946,0.15535098235555642,,,-0.40449195353979406,,0.37392252359665656,0.3729600911683002,-0.33464163400098906,,-2.7218824400410857,,-0.29854237895752517,0.6849930832484377,-0.3116696506975759,-0.26167437833935026,-0.2616744117952278,,,,,,,,,,,-0.2019523448692525,0.3216228931961413,-0.34252844610270694,0.22780707826102037,,0.3729973161442895,,,,,-0.22089740432622687,0.33651476943933945,0.33651476943934,0.06834344758938668,-0.36234242381842274,0.25419340271754554,0.3473921684225455,-0.26554695034224673,0.11500118219532562,-0.31008683647302115,,0.05724940643805071,0.29420717516158224,0.29420717516160133,0.06576106380305109,0.19680383535544888,-0.29812404906212664,0.03535165678685393,,,,,0.15417651508717659,-0.12427349940331259,-0.16190739608090554,0.23595970308370678,-4.110442465564884,0.23561952481102796,0.23536648581337707,0.23178136042322492,0.23477984406133423,-0.19493134817727192,-0.19493134817727192,0.09859241051107782,0.10334492035635144,0.22772842249418954,0.05688643220755598,-0.216913557446885,-0.21691348734868882,0.03531759712543899,0.19611454776211792,0.1906925178491185,0.1906925178491185,-0.19069251784911842,0.08345385508225311,-0.05933908287039731,0.17975608458840397,0.009920443922021367,-0.04166214627970814,0.11246137570331148,0.04804200877335196,0.12936070035419792,0.14427107896824756,-0.0719592268238486,-0.15103763923999197,-0.1510376392399919,-0.15103763923999194,7.787035317065003e-16,-0.025692470532917438,-0.0012788623063235674,-0.011505151626241664,-0.07732237982644663,0.003643253038498608,0.13363062095621442,-0.1336306217295203,-0.1336306217299444,-0.1336306209562122,-0.13363062095575493,-0.13363062173014179,-0.13363062172961002,-0.13363062172831228,-0.1336306209562122,-0.1336306209562122,-0.1336306209562122,-0.1336306209562122,-0.1336306209562122,0.1336306209562122,-0.1336306209562122,-0.13363062095576594,-0.1336306217209545,-0.1336306217293384,-0.13363062172235168,0.13363062095621353,0.13363062095621364,0.13363062095643213,-0.13363062173155482,-0.1336306217296927,0.13363062095621214,0.020690147215059292,0.018641992711821986,-0.0016287854716938981,,,,
AppY,,-1.1585713564376487,-1.2046336237044046,,,-0.2235309002618139,-0.2235309002618132,,-0.5686472685038574,-0.5693639225560149,-0.3065492800487902,,0.2834689203256136,0.042460071916833,,,,0.6742381617376209,0.7258570400518274,,0.6255378288396436,-0.131759998202024,-0.31406088242224434,0.4744526108892588,,,,-1.5422113547441063,-0.6558368671995803,,-1.750561931372773,,-0.9460027048622464,-1.7662564639843783,0.9501970998674383,-1.2076996069561838,-1.2076996069561836,-0.6300660299719969,,,,0.25511323048979934,-0.05462086478577891,,,,,1.2073461726002952,-0.8153597805575876,,1.1623915971945646,-1.2017728358718776,,-1.3790414833748226,,0.2797652388816399,-0.5126547995750821,-3.690854728572535,0.5392236797184586,0.47995704482825935,0.43124434601706485,-0.7877717764021444,0.37647258182883947,-0.24342691303876982,-0.6240287441703233,0.5620049643023467,-0.18890107012069698,0.24252064343626983,-0.010849608022044077,-0.19920525215138093,-0.060983552824676796,-0.08079724776876468,-0.020541877906841303,0.1336306209562122,-0.13363062071963971,0.13363062095621153,0.1336306209562354,0.13363062095623507,0.1336306209562145,-7.483314773547883,0.1331884447431702,0.12760110758242083,0.08877581359408865,0.39176575380454104,0.39176575380454104,0.39176575380454104,0.14157989388715606,0.14157989388715606,0.14157989388715594,0.1293607003541981,0.12936070035419808,0.1293607003541981,0.14427107896824756,0.14427107896824753,0.14427107896824745,-0.1510376392399915,-0.15103763923999197,-0.15103763923999056,-0.1510376392399918,-0.1510376392399905,-0.15103763923999047,-0.1510376392399905,-0.1510376392399917,-0.1510376392399905,,,,,,,,,0.4936394024288433,-0.8553929367746714,,,,,,-0.6440219262719984,,,0.2766502362115801,-0.19069251784911845,0.08785238180050484,0.0878523818005048,,0.5533380264724804,,,,,,,,,,,,,-1.3564355689933043,-0.7657594815661221,-0.7657594815661222,0.2920413028566648,0.2576911638008908,0.24977684267993083,0.2784525956840563,-0.4833784316342151,-0.4833784316342151,-0.1802956580220541,-0.1802956580220545,0.5363082626070299,0.5363082626070299,,,0.19633855596017416,0.019011727515734492,0.019011727515734492,0.1638473366046239,0.16384579207145575,0.024739009004891958,0.024739009004891958,,,,-35.293403470529526,-0.6134947273252894,-0.48677483155350415,0.6900038710352835,0.9124088891125304,-0.20501407885774028,,,,,-33.39821111000835,,,,,,-1.0058686554589884,-1.005868655037077,-1.0058686533660133,,,,,0.8723972751790954,0.8723972751790954,-1.1540297253206937,-0.7812308672752151,0.9317959811661564,,,0.8168220514502417,,,,-1.3790414833748226,,,,-0.6277925139548948,-0.671876397890748,,0.8614648203523715,,,,0.7441534393825954,,,0.26428825655690075,0.26428825655690075,-0.6213030993994072,,,-1.6523897163536412,-1.6523897163536412,-1.6523897163536412,-0.5646186957897831,,,,-1.3985957988983184,,,,,-1.7761863596993872,,1.3360676871181245,1.3360676871181232,1.336067687118124,0.5090974170389956,,,,-1.116435128269344,,-1.7654607297277165,,-1.742633868580731,0.7272748727987641,-0.8132190409660369,0.5639126580874837,0.5639126580874846,-0.7113044321304648,0.19755169189955302,0.41995059772580895,,0.47291344360350396,,0.5699558634181388,0.43335338417915387,0.4891862060507111,0.23462847520164415,0.482278239475781,0.011055433943461557,-0.3511066521959773,-0.37843407797326983,0.08877391006329718,0.40034139777094413,,0.5392236797184581,0.5392236797184581,0.16996883620708528,-0.1154265739266963,0.11201084789161449,,,,-1.1961352956844722,,,,,-0.3142479554937399,0.19132010541814418,0.33141604111837564,0.33141604111837536,0.4015994810001902,0.5609114111442075,0.2177074081479629,0.48499902970063885,,,,,,,,,0.5631594505279817,0.5227519456046889,0.5190321462674419,0.5190041265062613,0.5279527635239398,0.5112001708880078,0.5179665838155408,0.5030541151351839,2.2513522735993683,0.23676725404209484,,,,,0.4036422496036955,-2.729219605237473,0.47821745983446,0.15535098235555642,,,-0.5334772033465333,,0.37392252359665656,0.3729600911683002,-0.33464163400098906,,-2.7195888012964247,-1.5078437352693286,0.6138927738885331,0.17380999084298743,1.116997874003554,-0.4483638934993732,-0.4483639303410075,-1.5342770832751356,,,,,,,,,,-0.2019523448692525,-0.6282478276422021,-0.34252844610270694,-0.7559053051388386,,0.3729973161442895,,,,,-0.464236391839181,,,-0.917878454333394,,-0.7590250556670748,0.3473921684225455,-0.26554695034224673,0.11500118219532562,-0.31008683647302115,,0.05724940643805071,,,0.06576106380305109,0.19680383535544888,-0.3013635859356841,0.03535165678685393,,,,,0.15417651508717659,-0.12427349940328367,-0.5374853749064521,0.10859509062375265,,0.23561952481096318,0.23536648581336503,0.39680202594794517,0.23477984406133423,,,,0.10334492035635144,0.04573773771768904,-0.023255459707464135,-0.22150392635444166,-0.22150385618613608,0.03531759712543899,0.19611454776211792,0.1906925178491185,0.1906925178491185,-0.19069251784911842,1.9862017509576047,-0.05933908286992603,0.17975608458840397,1.8476826804763349,-0.04166214627970814,0.11246137570331148,-0.17102955123311933,0.12936070035419814,0.14427107896824756,-0.0719592268238486,-0.1510376392399905,-0.1510376392399904,-0.15103763923999158,7.787035317065003e-16,-0.025692470532917438,-0.21996431668778654,-0.011505151626241664,-0.29497056007867267,0.18164218720432165,0.13363062095621442,-0.13363062071750167,-0.13363062071875398,-0.1336306209562122,-0.13363062095575493,-0.13363062071675832,-0.13363062071835893,-0.13363062071537105,-0.1336306209562122,-0.1336306209562122,-0.1336306209562122,-0.1336306209562122,-0.1336306209562122,0.1336306209562122,-0.1336306209562122,-0.13363062095576594,-0.133630620710174,-0.1336306207180873,-0.13363062071119503,0.13363062095621175,0.13363062095621225,0.13363062095643213,-0.13363062071754614,-0.1336306207185023,0.13363062095621214,0.020690147215059292,0.018641992711821986,-0.0016287854716938981,,,,
